,total,NM,NR,XM,XR,NM_XM,NR_XR
rps901,1,1,0,0,0,1,0
sld3,1,1,0,0,0,1,0
hxk1,1,1,0,0,0,1,0
cul3,1,1,0,0,0,1,0
tim15,1,1,0,0,0,1,0
gup1,1,1,0,0,0,1,0
dop1,1,1,0,0,0,1,0
slx9,1,1,0,0,0,1,0
erd1,1,1,0,0,0,1,0
rrp15,1,1,0,0,0,1,0
yea6,1,1,0,0,0,1,0
atg10,1,1,0,0,0,1,0
pfd4,1,1,0,0,0,1,0
yip5,1,1,0,0,0,1,0
pab1,1,1,0,0,0,1,0
yth1,1,1,0,0,0,1,0
pfd2,1,1,0,0,0,1,0
yos9,1,1,0,0,0,1,0
rna4,1,1,0,0,0,1,0
isu1,1,1,0,0,0,1,0
reg1,1,1,0,0,0,1,0
psf3,1,1,0,0,0,1,0
SPOM_SPAC227.17C,1,1,0,0,0,1,0
lys3,1,1,0,0,0,1,0
psr1,1,1,0,0,0,1,0
pom1,1,1,0,0,0,1,0
med1,1,1,0,0,0,1,0
tif5,1,1,0,0,0,1,0
pol4,1,1,0,0,0,1,0
cph2,1,1,0,0,0,1,0
snf5,1,1,0,0,0,1,0
gep3,1,1,0,0,0,1,0
akr1,1,1,0,0,0,1,0
nrd1,1,1,0,0,0,1,0
wrs1,1,1,0,0,0,1,0
rrp4,1,1,0,0,0,1,0
rsm24,1,1,0,0,0,1,0
pld1,1,1,0,0,0,1,0
mrf1,1,1,0,0,0,1,0
rga8,1,1,0,0,0,1,0
erg11,1,1,0,0,0,1,0
mcp7,1,1,0,0,0,1,0
ubp8,1,1,0,0,0,1,0
ysp2,1,1,0,0,0,1,0
csr102,1,1,0,0,0,1,0
img2,1,1,0,0,0,1,0
SPOM_SPAC3H8.04,1,1,0,0,0,1,0
mms1,1,1,0,0,0,1,0
aur1,1,1,0,0,0,1,0
pfd3,1,1,0,0,0,1,0
SPOM_SPAC3H8.08C,1,1,0,0,0,1,0
nab3,1,1,0,0,0,1,0
spo20,1,1,0,0,0,1,0
rrp6,1,1,0,0,0,1,0
mkh1,1,1,0,0,0,1,0
sro7,1,1,0,0,0,1,0
tsr3,1,1,0,0,0,1,0
gga21,1,1,0,0,0,1,0
spo15,1,1,0,0,0,1,0
rsc58,1,1,0,0,0,1,0
SPOM_SPAC1F3.08C,1,1,0,0,0,1,0
mug161,1,1,0,0,0,1,0
oct1,1,1,0,0,0,1,0
grh1,1,1,0,0,0,1,0
aut12,1,1,0,0,0,1,0
cct2,1,1,0,0,0,1,0
erd101,1,1,0,0,0,1,0
csk1,1,1,0,0,0,1,0
rtf2,1,1,0,0,0,1,0
trz1,1,1,0,0,0,1,0
lkh1,1,1,0,0,0,1,0
rad15,1,1,0,0,0,1,0
byr1,1,1,0,0,0,1,0
tsc1,1,1,0,0,0,1,0
rgs1,1,1,0,0,0,1,0
gcs1,1,1,0,0,0,1,0
res2,1,1,0,0,0,1,0
rok1,1,1,0,0,0,1,0
atp20,1,1,0,0,0,1,0
lon1,1,1,0,0,0,1,0
mug62,1,1,0,0,0,1,0
rdh54,1,1,0,0,0,1,0
atf31,1,1,0,0,0,1,0
cox4,1,1,0,0,0,1,0
sxa2,1,1,0,0,0,1,0
mug65,1,1,0,0,0,1,0
lcp1,1,1,0,0,0,1,0
tah18,1,1,0,0,0,1,0
vps17,1,1,0,0,0,1,0
lsb4,1,1,0,0,0,1,0
kap111,1,1,0,0,0,1,0
SPOM_SPAC22G7.03,1,1,0,0,0,1,0
pan2,1,1,0,0,0,1,0
kri1,1,1,0,0,0,1,0
ura1,1,1,0,0,0,1,0
ime4,1,1,0,0,0,1,0
ppk8,1,1,0,0,0,1,0
nup45,1,1,0,0,0,1,0
iss1,1,1,0,0,0,1,0
cum1,1,1,0,0,0,1,0
sss1,1,1,0,0,0,1,0
puf5,1,1,0,0,0,1,0
SPOM_SPAC4G8.04,1,1,0,0,0,1,0
ppk14,1,1,0,0,0,1,0
trm12,1,1,0,0,0,1,0
trm2,1,1,0,0,0,1,0
SPOM_SPAC4G8.08,1,1,0,0,0,1,0
SPOM_SPAC4G8.09,1,1,0,0,0,1,0
gos1,1,1,0,0,0,1,0
atp10,1,1,0,0,0,1,0
smp3,1,1,0,0,0,1,0
prz1,1,1,0,0,0,1,0
SPOM_SPAC16C9.01C,1,1,0,0,0,1,0
mta1,1,1,0,0,0,1,0
nmd3,1,1,0,0,0,1,0
mot2,1,1,0,0,0,1,0
cph1,1,1,0,0,0,1,0
upf1,1,1,0,0,0,1,0
pom2,1,1,0,0,0,1,0
urb2,1,1,0,0,0,1,0
vps45,1,1,0,0,0,1,0
rbm17,1,1,0,0,0,1,0
alx1,1,1,0,0,0,1,0
vps4,1,1,0,0,0,1,0
ptc3,1,1,0,0,0,1,0
smn1,1,1,0,0,0,1,0
SPOM_SPAC2G11.09,1,1,0,0,0,1,0
uba42,1,1,0,0,0,1,0
prh1,1,1,0,0,0,1,0
rqh1,1,1,0,0,0,1,0
atg22,1,1,0,0,0,1,0
taf1,1,1,0,0,0,1,0
tgs1,1,1,0,0,0,1,0
wss1,1,1,0,0,0,1,0
SPOM_SPAC521.03,1,1,0,0,0,1,0
sst1,1,1,0,0,0,1,0
rps802,1,1,0,0,0,1,0
rpb2,1,1,0,0,0,1,0
sib1,1,1,0,0,0,1,0
ies4,1,1,0,0,0,1,0
SPOM_SPAC23G3.05C,1,1,0,0,0,1,0
nop58,1,1,0,0,0,1,0
snf30,1,1,0,0,0,1,0
ubp7,1,1,0,0,0,1,0
taf4,1,1,0,0,0,1,0
ssr3,1,1,0,0,0,1,0
rpn6,1,1,0,0,0,1,0
htr12,1,1,0,0,0,1,0
mug35,1,1,0,0,0,1,0
tfg3,1,1,0,0,0,1,0
rps102,1,1,0,0,0,1,0
fsc1,1,1,0,0,0,1,0
rpc19,1,1,0,0,0,1,0
rce1,1,1,0,0,0,1,0
rfc4,1,1,0,0,0,1,0
mcb1,1,1,0,0,0,1,0
pli1,1,1,0,0,0,1,0
rpl44,1,1,0,0,0,1,0
SPOM_SPAC1687.07,1,1,0,0,0,1,0
SPOM_SPAC1687.08,1,1,0,0,0,1,0
irs4,1,1,0,0,0,1,0
mcp1,1,1,0,0,0,1,0
spb1,1,1,0,0,0,1,0
coq4,1,1,0,0,0,1,0
csn5,1,1,0,0,0,1,0
SPOM_SPAC1687.14C,1,1,0,0,0,1,0
SPOM_SPAC1687.23C,1,1,0,0,0,1,0
gsk3,1,1,0,0,0,1,0
erg31,1,1,0,0,0,1,0
SPOM_SPAC1687.17C,1,1,0,0,0,1,0
ssl3,1,1,0,0,0,1,0
qtr1,1,1,0,0,0,1,0
mis6,1,1,0,0,0,1,0
puf3,1,1,0,0,0,1,0
tim10,1,1,0,0,0,1,0
ies6,1,1,0,0,0,1,0
mss1,1,1,0,0,0,1,0
mak16,1,1,0,0,0,1,0
hri2,1,1,0,0,0,1,0
sno1,1,1,0,0,0,1,0
seb1,1,1,0,0,0,1,0
byr4,1,1,0,0,0,1,0
hem13,1,1,0,0,0,1,0
atp2,1,1,0,0,0,1,0
SPOM_SPAC222.13C,1,1,0,0,0,1,0
sey1,1,1,0,0,0,1,0
meu13,1,1,0,0,0,1,0
csn3,1,1,0,0,0,1,0
slf1,1,1,0,0,0,1,0
cid13,1,1,0,0,0,1,0
tif308,1,1,0,0,0,1,0
spn2,1,1,0,0,0,1,0
moc3,1,1,0,0,0,1,0
slp1,1,1,0,0,0,1,0
eng1,1,1,0,0,0,1,0
sod1,1,1,0,0,0,1,0
pro1,1,1,0,0,0,1,0
orb6,1,1,0,0,0,1,0
oac1,1,1,0,0,0,1,0
toe2,1,1,0,0,0,1,0
fap2,1,1,0,0,0,1,0
ssd2,1,1,0,0,0,1,0
hat1,1,1,0,0,0,1,0
crn1,1,1,0,0,0,1,0
hrk1,1,1,0,0,0,1,0
les1,1,1,0,0,0,1,0
efm6,1,1,0,0,0,1,0
tht2,1,1,0,0,0,1,0
rho3,1,1,0,0,0,1,0
SPOM_SPAC23C4.09C,1,1,0,0,0,1,0
sec2,1,1,0,0,0,1,0
atp18,1,1,0,0,0,1,0
hhp2,1,1,0,0,0,1,0
bet1,1,1,0,0,0,1,0
alg1,1,1,0,0,0,1,0
rpb5,1,1,0,0,0,1,0
atg15,1,1,0,0,0,1,0
trm402,1,1,0,0,0,1,0
rad4,1,1,0,0,0,1,0
spt5,1,1,0,0,0,1,0
rqt4,1,1,0,0,0,1,0
SPOM_SPAC1A6.11,1,1,0,0,0,1,0
plb1,1,1,0,0,0,1,0
ptl3,1,1,0,0,0,1,0
meu31,1,1,0,0,0,1,0
sle1,1,1,0,0,0,1,0
mug125,1,1,0,0,0,1,0
tcd1,1,1,0,0,0,1,0
SPOM_SPAC30D11.14C,1,1,0,0,0,1,0
hus5,1,1,0,0,0,1,0
rpl3802,1,1,0,0,0,1,0
izh3,1,1,0,0,0,1,0
rad52,1,1,0,0,0,1,0
cwf19,1,1,0,0,0,1,0
phf2,1,1,0,0,0,1,0
nth1,1,1,0,0,0,1,0
hfl1,1,1,0,0,0,1,0
aps3,1,1,0,0,0,1,0
nup124,1,1,0,0,0,1,0
ddx27,1,1,0,0,0,1,0
SPOM_SPAC30D11.02C,1,1,0,0,0,1,0
gto2,1,1,0,0,0,1,0
cmr2,1,1,0,0,0,1,0
tif52,1,1,0,0,0,1,0
mug64,1,1,0,0,0,1,0
alg10,1,1,0,0,0,1,0
ema19,1,1,0,0,0,1,0
mud1,1,1,0,0,0,1,0
rrp8,1,1,0,0,0,1,0
met9,1,1,0,0,0,1,0
spc3,1,1,0,0,0,1,0
SPOM_SPAC56F8.12,1,1,0,0,0,1,0
SPOM_SPAC56F8.13,1,1,0,0,0,1,0
mug115,1,1,0,0,0,1,0
SPOM_SPAC56F8.15,1,1,0,0,0,1,0
esc1,1,1,0,0,0,1,0
pso2,1,1,0,0,0,1,0
mug103,1,1,0,0,0,1,0
csn4,1,1,0,0,0,1,0
rps2201,1,1,0,0,0,1,0
rpc11,1,1,0,0,0,1,0
fsh2,1,1,0,0,0,1,0
ogm1,1,1,0,0,0,1,0
sap114,1,1,0,0,0,1,0
ept1,1,1,0,0,0,1,0
dak1,1,1,0,0,0,1,0
rrp40,1,1,0,0,0,1,0
mug84,1,1,0,0,0,1,0
SPOM_SPAC22A12.14C,1,1,0,0,0,1,0
bip1,1,1,0,0,0,1,0
acl2,1,1,0,0,0,1,0
SPOM_SPAC22A12.17C,1,1,0,0,0,1,0
pud1,1,1,0,0,0,1,0
ryh1,1,1,0,0,0,1,0
SPOM_SPAC4C5.03,1,1,0,0,0,1,0
rad31,1,1,0,0,0,1,0
sir1,1,1,0,0,0,1,0
prp22,1,1,0,0,0,1,0
cts1,1,1,0,0,0,1,0
ubc6,1,1,0,0,0,1,0
vip1,1,1,0,0,0,1,0
mug94,1,1,0,0,0,1,0
nht1,1,1,0,0,0,1,0
psm3,1,1,0,0,0,1,0
rio1,1,1,0,0,0,1,0
atg17,1,1,0,0,0,1,0
mam4,1,1,0,0,0,1,0
caa1,1,1,0,0,0,1,0
SPOM_SPAC10F6.14C,1,1,0,0,0,1,0
SPOM_SPAC10F6.15,1,1,0,0,0,1,0
igo1,1,1,0,0,0,1,0
SPOM_SPAC10F6.17C,1,1,0,0,0,1,0
alg13,1,1,0,0,0,1,0
SPOM_SPAC56E4.03,1,1,0,0,0,1,0
cut6,1,1,0,0,0,1,0
snd2,1,1,0,0,0,1,0
ggt2,1,1,0,0,0,1,0
SPOM_SPAC56E4.07,1,1,0,0,0,1,0
cct5,1,1,0,0,0,1,0
rpn501,1,1,0,0,0,1,0
cox1101,1,1,0,0,0,1,0
yip12,1,1,0,0,0,1,0
csn2,1,1,0,0,0,1,0
rpl3703,1,1,0,0,0,1,0
sen2,1,1,0,0,0,1,0
eos1,1,1,0,0,0,1,0
SPOM_SPAPB17E12.09,1,1,0,0,0,1,0
mrm202,1,1,0,0,0,1,0
ost3,1,1,0,0,0,1,0
mrx21,1,1,0,0,0,1,0
rpl1802,1,1,0,0,0,1,0
SPOM_SPAPB17E12.14C,1,1,0,0,0,1,0
rcf2,1,1,0,0,0,1,0
rga10,1,1,0,0,0,1,0
SPOM_SPAC1565.03,1,1,0,0,0,1,0
ste4,1,1,0,0,0,1,0
utp8,1,1,0,0,0,1,0
spg1,1,1,0,0,0,1,0
knd1,1,1,0,0,0,1,0
cdc48,1,1,0,0,0,1,0
rst2,1,1,0,0,0,1,0
fsv1,1,1,0,0,0,1,0
tvp15,1,1,0,0,0,1,0
tnr3,1,1,0,0,0,1,0
rdi1,1,1,0,0,0,1,0
tom20,1,1,0,0,0,1,0
ade3,1,1,0,0,0,1,0
sfc1,1,1,0,0,0,1,0
par2,1,1,0,0,0,1,0
fps1,1,1,0,0,0,1,0
cut23,1,1,0,0,0,1,0
cut9,1,1,0,0,0,1,0
rna14,1,1,0,0,0,1,0
nup40,1,1,0,0,0,1,0
fin1,1,1,0,0,0,1,0
cdr2,1,1,0,0,0,1,0
cyp1,1,1,0,0,0,1,0
mug10,1,1,0,0,0,1,0
pof1,1,1,0,0,0,1,0
mug15,1,1,0,0,0,1,0
SPOM_SPAC57A10.07,1,1,0,0,0,1,0
SPOM_SPAC57A10.08C,1,1,0,0,0,1,0
nhp6,1,1,0,0,0,1,0
sla1,1,1,0,0,0,1,0
mia40,1,1,0,0,0,1,0
ura3,1,1,0,0,0,1,0
cdc17,1,1,0,0,0,1,0
SPOM_SPAC20G8.02,1,1,0,0,0,1,0
itr2,1,1,0,0,0,1,0
cir2,1,1,0,0,0,1,0
cdc15,1,1,0,0,0,1,0
not1,1,1,0,0,0,1,0
erg2,1,1,0,0,0,1,0
fft1,1,1,0,0,0,1,0
nat10,1,1,0,0,0,1,0
ceo2,1,1,0,0,0,1,0
meu34,1,1,0,0,0,1,0
rpp1,1,1,0,0,0,1,0
taf2,1,1,0,0,0,1,0
SPOM_SPAC3A12.06C,1,1,0,0,0,1,0
mrpl27,1,1,0,0,0,1,0
rpb11,1,1,0,0,0,1,0
SPOM_SPAC3A12.08,1,1,0,0,0,1,0
ure4,1,1,0,0,0,1,0
rpl2001,1,1,0,0,0,1,0
cwf2,1,1,0,0,0,1,0
atp11,1,1,0,0,0,1,0
tif310,1,1,0,0,0,1,0
cam1,1,1,0,0,0,1,0
vps53,1,1,0,0,0,1,0
tim17,1,1,0,0,0,1,0
cys12,1,1,0,0,0,1,0
zwf1,1,1,0,0,0,1,0
SPOM_SPAC9.02C,1,1,0,0,0,1,0
brr2,1,1,0,0,0,1,0
Tf2-1,1,1,0,0,0,1,0
fml1,1,1,0,0,0,1,0
SPOM_SPAC9.06C,1,1,0,0,0,1,0
SPOM_SPAC9.07C,1,1,0,0,0,1,0
SPOM_SPAC9.08C,1,1,0,0,0,1,0
met26,1,1,0,0,0,1,0
thi9,1,1,0,0,0,1,0
SPOM_SPAC9.11,1,1,0,0,0,1,0
atp12,1,1,0,0,0,1,0
mtf2,1,1,0,0,0,1,0
mug116,1,1,0,0,0,1,0
mug86,1,1,0,0,0,1,0
mes1,1,1,0,0,0,1,0
pxa1,1,1,0,0,0,1,0
alg14,1,1,0,0,0,1,0
med18,1,1,0,0,0,1,0
SPOM_SPAC5D6.04,1,1,0,0,0,1,0
mug165,1,1,0,0,0,1,0
rbm10,1,1,0,0,0,1,0
ssz1,1,1,0,0,0,1,0
mip1,1,1,0,0,0,1,0
sec21,1,1,0,0,0,1,0
rnf13,1,1,0,0,0,1,0
pzh1,1,1,0,0,0,1,0
SPOM_SPAC57A7.07C,1,1,0,0,0,1,0
utp14,1,1,0,0,0,1,0
SPOM_SPAC57A7.05,1,1,0,0,0,1,0
pabp,1,1,0,0,0,1,0
hul5,1,1,0,0,0,1,0
mug143,1,1,0,0,0,1,0
pam17,1,1,0,0,0,1,0
snu66,1,1,0,0,0,1,0
ptb1,1,1,0,0,0,1,0
ire1,1,1,0,0,0,1,0
Tf2-2,1,1,0,0,0,1,0
SPOM_SPAC1705.02,1,1,0,0,0,1,0
rbx1,1,1,0,0,0,1,0
srb10,1,1,0,0,0,1,0
not11,1,1,0,0,0,1,0
tsr1,1,1,0,0,0,1,0
vam6,1,1,0,0,0,1,0
SPOM_SPAC23H4.13C,1,1,0,0,0,1,0
alp13,1,1,0,0,0,1,0
cnl2,1,1,0,0,0,1,0
thi4,1,1,0,0,0,1,0
cdb4,1,1,0,0,0,1,0
iwr1,1,1,0,0,0,1,0
srp102,1,1,0,0,0,1,0
gln1,1,1,0,0,0,1,0
SPOM_SPAC23H4.05C,1,1,0,0,0,1,0
slm3,1,1,0,0,0,1,0
erv25,1,1,0,0,0,1,0
ppk9,1,1,0,0,0,1,0
osh3,1,1,0,0,0,1,0
mgr3,1,1,0,0,0,1,0
cdc123,1,1,0,0,0,1,0
tad3,1,1,0,0,0,1,0
vps41,1,1,0,0,0,1,0
vas2,1,1,0,0,0,1,0
bud32,1,1,0,0,0,1,0
meu32,1,1,0,0,0,1,0
rib1,1,1,0,0,0,1,0
nup184,1,1,0,0,0,1,0
SPOM_SPAP27G11.11C,1,1,0,0,0,1,0
SPOM_SPAP27G11.16,1,1,0,0,0,1,0
SPOM_SPAP27G11.12,1,1,0,0,0,1,0
nop10,1,1,0,0,0,1,0
SPOM_SPAP27G11.14C,1,1,0,0,0,1,0
slx1,1,1,0,0,0,1,0
erg8,1,1,0,0,0,1,0
img1,1,1,0,0,0,1,0
apc11,1,1,0,0,0,1,0
gid7,1,1,0,0,0,1,0
vma1,1,1,0,0,0,1,0
pls1,1,1,0,0,0,1,0
mug28,1,1,0,0,0,1,0
mrp17,1,1,0,0,0,1,0
ubx3,1,1,0,0,0,1,0
met11,1,1,0,0,0,1,0
msc1,1,1,0,0,0,1,0
rds1,1,1,0,0,0,1,0
SPOM_SPAC343.20,1,1,0,0,0,1,0
gta2,1,1,0,0,0,1,0
tif222,1,1,0,0,0,1,0
tit1,1,1,0,0,0,1,0
lys2,1,1,0,0,0,1,0
wdr70,1,1,0,0,0,1,0
rfp2,1,1,0,0,0,1,0
bst1,1,1,0,0,0,1,0
SPOM_SPAC824.03C,1,1,0,0,0,1,0
swd22,1,1,0,0,0,1,0
vps16,1,1,0,0,0,1,0
tim14,1,1,0,0,0,1,0
glo2,1,1,0,0,0,1,0
gda1,1,1,0,0,0,1,0
SPOM_SPAC824.09C,1,1,0,0,0,1,0
swi6,1,1,0,0,0,1,0
arp8,1,1,0,0,0,1,0
paf1,1,1,0,0,0,1,0
rps1602,1,1,0,0,0,1,0
rpl13,1,1,0,0,0,1,0
rlp7,1,1,0,0,0,1,0
rad9,1,1,0,0,0,1,0
bfr2,1,1,0,0,0,1,0
ggt1,1,1,0,0,0,1,0
klp2,1,1,0,0,0,1,0
ssc1,1,1,0,0,0,1,0
sdh6,1,1,0,0,0,1,0
SPOM_SPAC664.13,1,1,0,0,0,1,0
amt2,1,1,0,0,0,1,0
cmk1,1,1,0,0,0,1,0
kha1,1,1,0,0,0,1,0
ank1,1,1,0,0,0,1,0
dal81,1,1,0,0,0,1,0
pex6,1,1,0,0,0,1,0
rec25,1,1,0,0,0,1,0
dbr1,1,1,0,0,0,1,0
rpl301,1,1,0,0,0,1,0
mde10,1,1,0,0,0,1,0
SPOM_SPAC17A5.05C,1,1,0,0,0,1,0
ptr8,1,1,0,0,0,1,0
ulp2,1,1,0,0,0,1,0
glc8,1,1,0,0,0,1,0
hua1,1,1,0,0,0,1,0
rec12,1,1,0,0,0,1,0
ucp7,1,1,0,0,0,1,0
fol2,1,1,0,0,0,1,0
exo2,1,1,0,0,0,1,0
gus1,1,1,0,0,0,1,0
ftp105,1,1,0,0,0,1,0
saf5,1,1,0,0,0,1,0
mrpl1,1,1,0,0,0,1,0
crp79,1,1,0,0,0,1,0
mmc1,1,1,0,0,0,1,0
pom34,1,1,0,0,0,1,0
gls2,1,1,0,0,0,1,0
taf11,1,1,0,0,0,1,0
jmj2,1,1,0,0,0,1,0
bqt2,1,1,0,0,0,1,0
SPOM_SPAC1002.07C,1,1,0,0,0,1,0
mtf1,1,1,0,0,0,1,0
dld1,1,1,0,0,0,1,0
sgt1,1,1,0,0,0,1,0
gaa1,1,1,0,0,0,1,0
ssd1,1,1,0,0,0,1,0
psu1,1,1,0,0,0,1,0
SPOM_SPAC1002.20,1,1,0,0,0,1,0
itt1,1,1,0,0,0,1,0
med6,1,1,0,0,0,1,0
tna1,1,1,0,0,0,1,0
urg2,1,1,0,0,0,1,0
urg3,1,1,0,0,0,1,0
urg1,1,1,0,0,0,1,0
toe1,1,1,0,0,0,1,0
uck2,1,1,0,0,0,1,0
fur4,1,1,0,0,0,1,0
SPOM_SPAC1399.02,1,1,0,0,0,1,0
