,total,NM,NR,XM,XR,NM_XM,NR_XR
AFUA_4G11467,1,0,0,1,0,1,0
AFUA_4G11477,1,0,0,1,0,1,0
AFUA_4G11602,1,0,0,1,0,1,0
AFUA_4G13760,1,0,0,1,0,1,0
AFUA_4G13765,1,0,0,1,0,1,0
AFUA_4G13872,1,0,0,1,0,1,0
AFUA_4G14080,1,0,0,1,0,1,0
AFUA_4G14085,1,0,0,1,0,1,0
AFUA_4G14175,1,0,0,1,0,1,0
AFUA_4G14180,1,0,0,1,0,1,0
AFUA_4G14205,1,0,0,1,0,1,0
AFUA_4G14705,1,0,0,1,0,1,0
AFUA_4G14735,1,0,0,1,0,1,0
AFUA_3G00175,1,0,0,1,0,1,0
AFUA_3G00410,1,0,0,1,0,1,0
AFUA_3G00765,1,0,0,1,0,1,0
AFUA_3G00865,1,0,0,1,0,1,0
AFUA_3G00870,1,0,0,1,0,1,0
AFUA_3G01196,1,0,0,1,0,1,0
AFUA_3G01860,1,0,0,1,0,1,0
AFUA_3G01872,1,0,0,1,0,1,0
AFUA_3G02253,1,0,0,1,0,1,0
AFUA_3G02257,1,0,0,1,0,1,0
AFUA_3G02260,1,0,0,1,0,1,0
AFUA_3G02685,1,0,0,1,0,1,0
AFUA_3G02785,1,0,0,1,0,1,0
AFUA_3G03295,1,0,0,1,0,1,0
AFUA_3G03300,1,0,0,1,0,1,0
AFUA_3G03445,1,0,0,1,0,1,0
AFUA_3G03790,1,0,0,1,0,1,0
AFUA_3G03815,1,0,0,1,0,1,0
AFUA_3G03852,1,0,0,1,0,1,0
AFUA_3G05575,1,0,0,1,0,1,0
AFUA_3G06255,1,0,0,1,0,1,0
AFUA_3G06420,1,0,0,1,0,1,0
AFUA_3G06425,1,0,0,1,0,1,0
AFUA_3G06495,1,0,0,1,0,1,0
AFUA_3G06590,1,0,0,1,0,1,0
AFUA_3G06597,1,0,0,1,0,1,0
AFUA_3G06922,1,0,0,1,0,1,0
AFUA_3G07155,1,0,0,1,0,1,0
AFUA_3G07160,1,0,0,1,0,1,0
AFUA_3G07625,1,0,0,1,0,1,0
AFUA_3G07945,1,0,0,1,0,1,0
AFUA_3G07965,1,0,0,1,0,1,0
AFUA_3G07970,1,0,0,1,0,1,0
AFUA_3G08265,1,0,0,1,0,1,0
AFUA_3G08920,1,0,0,1,0,1,0
AFUA_3G09930,1,0,0,1,0,1,0
AFUA_3G09935,1,0,0,1,0,1,0
AFUA_3G10065,1,0,0,1,0,1,0
AFUA_3G10070,1,0,0,1,0,1,0
AFUA_3G10085,1,0,0,1,0,1,0
AFUA_3G10255,1,0,0,1,0,1,0
AFUA_3G10260,1,0,0,1,0,1,0
AFUA_3G11355,1,0,0,1,0,1,0
AFUA_3G12255,1,0,0,1,0,1,0
AFUA_3G12260,1,0,0,1,0,1,0
AFUA_3G12982,1,0,0,1,0,1,0
AFUA_3G12990,1,0,0,1,0,1,0
AFUA_3G13460,1,0,0,1,0,1,0
AFUA_3G13465,1,0,0,1,0,1,0
AFUA_3G13490,1,0,0,1,0,1,0
AFUA_3G13496,1,0,0,1,0,1,0
AFUA_3G13950,1,0,0,1,0,1,0
AFUA_3G14070,1,0,0,1,0,1,0
AFUA_3G14160,1,0,0,1,0,1,0
AFUA_3G14165,1,0,0,1,0,1,0
AFUA_3G14445,1,0,0,1,0,1,0
AFUA_3G15055,1,0,0,1,0,1,0
AFUA_2G00270,1,0,0,1,0,1,0
AFUA_2G00656,1,0,0,1,0,1,0
AFUA_2G00660,1,0,0,1,0,1,0
AFUA_2G00960,1,0,0,1,0,1,0
AFUA_2G00963,1,0,0,1,0,1,0
AFUA_2G00967,1,0,0,1,0,1,0
AFUA_2G01405,1,0,0,1,0,1,0
AFUA_2G02160,1,0,0,1,0,1,0
AFUA_2G02165,1,0,0,1,0,1,0
AFUA_2G02190,1,0,0,1,0,1,0
AFUA_2G02275,1,0,0,1,0,1,0
AFUA_2G02485,1,0,0,1,0,1,0
AFUA_2G02490,1,0,0,1,0,1,0
AFUA_2G03155,1,0,0,1,0,1,0
AFUA_2G04262,1,0,0,1,0,1,0
AFUA_2G04360,1,0,0,1,0,1,0
AFUA_2G04533,1,0,0,1,0,1,0
AFUA_2G04535,1,0,0,1,0,1,0
AFUA_2G04630,1,0,0,1,0,1,0
AFUA_2G05085,1,0,0,1,0,1,0
AFUA_2G05115,1,0,0,1,0,1,0
AFUA_2G05120,1,0,0,1,0,1,0
AFUA_2G05635,1,0,0,1,0,1,0
AFUA_2G08775,1,0,0,1,0,1,0
AFUA_2G08780,1,0,0,1,0,1,0
AFUA_2G09282,1,0,0,1,0,1,0
AFUA_2G10205,1,0,0,1,0,1,0
AFUA_2G10580,1,0,0,1,0,1,0
AFUA_2G10855,1,0,0,1,0,1,0
AFUA_2G10860,1,0,0,1,0,1,0
AFUA_2G11470,1,0,0,1,0,1,0
AFUA_2G11475,1,0,0,1,0,1,0
AFUA_2G13175,1,0,0,1,0,1,0
AFUA_2G13290,1,0,0,1,0,1,0
AFUA_2G13295,1,0,0,1,0,1,0
AFUA_2G13500,1,0,0,1,0,1,0
AFUA_2G13512,1,0,0,1,0,1,0
AFUA_2G13610,1,0,0,1,0,1,0
AFUA_2G13615,1,0,0,1,0,1,0
AFUA_2G14525,1,0,0,1,0,1,0
AFUA_2G14530,1,0,0,1,0,1,0
AFUA_2G14547,1,0,0,1,0,1,0
AFUA_2G15312,1,0,0,1,0,1,0
AFUA_2G15905,1,0,0,1,0,1,0
AFUA_2G15910,1,0,0,1,0,1,0
AFUA_2G15915,1,0,0,1,0,1,0
AFUA_2G16462,1,0,0,1,0,1,0
AFUA_2G16692,1,0,0,1,0,1,0
AFUA_2G16980,1,0,0,1,0,1,0
AFUA_2G16985,1,0,0,1,0,1,0
AFUA_2G17470,1,0,0,1,0,1,0
AFUA_2G17475,1,0,0,1,0,1,0
AFUA_1G00100,1,0,0,1,0,1,0
AFUA_1G01175,1,0,0,1,0,1,0
AFUA_1G01180,1,0,0,1,0,1,0
AFUA_1G01265,1,0,0,1,0,1,0
AFUA_1G02255,1,0,0,1,0,1,0
AFUA_1G02260,1,0,0,1,0,1,0
AFUA_1G02980,1,0,0,1,0,1,0
AFUA_1G02985,1,0,0,1,0,1,0
AFUA_1G03035,1,0,0,1,0,1,0
AFUA_1G03040,1,0,0,1,0,1,0
AFUA_1G03352,1,0,0,1,0,1,0
AFUA_1G03992,1,0,0,1,0,1,0
AFUA_1G04040,1,0,0,1,0,1,0
AFUA_1G04062,1,0,0,1,0,1,0
AFUA_1G04455,1,0,0,1,0,1,0
AFUA_1G04490,1,0,0,1,0,1,0
AFUA_1G05590,1,0,0,1,0,1,0
AFUA_1G05595,1,0,0,1,0,1,0
AFUA_1G05650,1,0,0,1,0,1,0
AFUA_1G05655,1,0,0,1,0,1,0
AFUA_1G06071,1,0,0,1,0,1,0
AFUA_1G06080,1,0,0,1,0,1,0
AFUA_1G06762,1,0,0,1,0,1,0
AFUA_1G07550,1,0,0,1,0,1,0
AFUA_1G07555,1,0,0,1,0,1,0
AFUA_1G07625,1,0,0,1,0,1,0
AFUA_1G08795,1,0,0,1,0,1,0
AFUA_1G09754,1,0,0,1,0,1,0
AFUA_1G09757,1,0,0,1,0,1,0
AFUA_1G10012,1,0,0,1,0,1,0
AFUA_1G10355,1,0,0,1,0,1,0
AFUA_1G10525,1,0,0,1,0,1,0
AFUA_1G10645,1,0,0,1,0,1,0
AFUA_1G10650,1,0,0,1,0,1,0
AFUA_1G11715,1,0,0,1,0,1,0
AFUA_1G11720,1,0,0,1,0,1,0
AFUA_1G12332,1,0,0,1,0,1,0
AFUA_1G12875,1,0,0,1,0,1,0
AFUA_1G13195,1,0,0,1,0,1,0
AFUA_1G14690,1,0,0,1,0,1,0
AFUA_1G14695,1,0,0,1,0,1,0
AFUA_1G14945,1,0,0,1,0,1,0
AFUA_1G14950,1,0,0,1,0,1,0
AFUA_1G16564,1,0,0,1,0,1,0
AFUA_1G16635,1,0,0,1,0,1,0
AFUA_1G16640,1,0,0,1,0,1,0
AFUA_1G17723,1,0,0,1,0,1,0
AFUA_5G12210,1,0,0,1,0,1,0
AFUA_6G00770,1,0,0,1,0,1,0
AFUA_6G00760,1,0,0,1,0,1,0
AFUA_6G00750,1,0,0,1,0,1,0
AFUA_6G00740,1,0,0,1,0,1,0
AFUA_6G00730,1,0,0,1,0,1,0
AFUA_6G00720,1,0,0,1,0,1,0
AFUA_6G00710,1,0,0,1,0,1,0
AFUA_6G00690,1,0,0,1,0,1,0
AFUA_6G00680,1,0,0,1,0,1,0
AFUA_6G00670,1,0,0,1,0,1,0
AFUA_6G00660,1,0,0,1,0,1,0
AFUA_6G00650,1,0,0,1,0,1,0
AFUA_6G00640,1,0,0,1,0,1,0
AFUA_6G00630,1,0,0,1,0,1,0
AFUA_6G00620,1,0,0,1,0,1,0
AFUA_6G00610,1,0,0,1,0,1,0
AFUA_6G00600,1,0,0,1,0,1,0
AFUA_6G00580,1,0,0,1,0,1,0
AFUA_6G00570,1,0,0,1,0,1,0
AFUA_6G00560,1,0,0,1,0,1,0
AFUA_6G00550,1,0,0,1,0,1,0
AFUA_6G00540,1,0,0,1,0,1,0
AFUA_6G00530,1,0,0,1,0,1,0
AFUA_6G00520,1,0,0,1,0,1,0
AFUA_6G00510,1,0,0,1,0,1,0
AFUA_6G00500,1,0,0,1,0,1,0
AFUA_6G00490,1,0,0,1,0,1,0
AFUA_6G00480,1,0,0,1,0,1,0
AFUA_6G00470,1,0,0,1,0,1,0
AFUA_6G00460,1,0,0,1,0,1,0
AFUA_6G00450,1,0,0,1,0,1,0
AFUA_6G00440,1,0,0,1,0,1,0
AFUA_6G00430,1,0,0,1,0,1,0
AFUA_6G00400,1,0,0,1,0,1,0
AFUA_6G00390,1,0,0,1,0,1,0
AFUA_6G00370,1,0,0,1,0,1,0
AFUA_6G00360,1,0,0,1,0,1,0
AFUA_6G00350,1,0,0,1,0,1,0
AFUA_6G00340,1,0,0,1,0,1,0
AFUA_6G00330,1,0,0,1,0,1,0
AFUA_6G00320,1,0,0,1,0,1,0
AFUA_6G00310,1,0,0,1,0,1,0
AFUA_6G00300,1,0,0,1,0,1,0
AFUA_6G00290,1,0,0,1,0,1,0
AFUA_6G00280,1,0,0,1,0,1,0
AFUA_6G00270,1,0,0,1,0,1,0
AFUA_6G00260,1,0,0,1,0,1,0
AFUA_6G00250,1,0,0,1,0,1,0
AFUA_6G00240,1,0,0,1,0,1,0
AFUA_6G00230,1,0,0,1,0,1,0
AFUA_6G00220,1,0,0,1,0,1,0
AFUA_6G00210,1,0,0,1,0,1,0
AFUA_6G00200,1,0,0,1,0,1,0
AFUA_6G00196,1,0,0,1,0,1,0
AFUA_6G00193,1,0,0,1,0,1,0
AFUA_6G00190,1,0,0,1,0,1,0
AFUA_6G00180,1,0,0,1,0,1,0
AFUA_6G00160,1,0,0,1,0,1,0
AFUA_6G00140,1,0,0,1,0,1,0
AFUA_6G00130,1,0,0,1,0,1,0
AFUA_6G00120,1,0,0,1,0,1,0
AFUA_6G00110,1,0,0,1,0,1,0
AFUA_4G01600,1,0,0,1,0,1,0
AFUA_4G01590,1,0,0,1,0,1,0
AFUA_4G01580,1,0,0,1,0,1,0
AFUA_4G01570,1,0,0,1,0,1,0
AFUA_4G01560,1,0,0,1,0,1,0
AFUA_4G01550,1,0,0,1,0,1,0
AFUA_4G01530,1,0,0,1,0,1,0
AFUA_4G01520,1,0,0,1,0,1,0
AFUA_4G01510,1,0,0,1,0,1,0
AFUA_4G01500,1,0,0,1,0,1,0
AFUA_4G01490,1,0,0,1,0,1,0
AFUA_4G01480,1,0,0,1,0,1,0
AFUA_4G01470,1,0,0,1,0,1,0
AFUA_4G01460,1,0,0,1,0,1,0
AFUA_4G01450,1,0,0,1,0,1,0
AFUA_4G01440,1,0,0,1,0,1,0
AFUA_4G01430,1,0,0,1,0,1,0
AFUA_4G01420,1,0,0,1,0,1,0
AFUA_4G01410,1,0,0,1,0,1,0
AFUA_4G01400,1,0,0,1,0,1,0
AFUA_4G01380,1,0,0,1,0,1,0
AFUA_4G01370,1,0,0,1,0,1,0
AFUA_4G01360,1,0,0,1,0,1,0
AFUA_4G01350,1,0,0,1,0,1,0
AFUA_4G01340,1,0,0,1,0,1,0
AFUA_4G01322,1,0,0,1,0,1,0
AFUA_4G01310,1,0,0,1,0,1,0
AFUA_4G01300,1,0,0,1,0,1,0
AFUA_4G01290,1,0,0,1,0,1,0
AFUA_4G01280,1,0,0,1,0,1,0
AFUA_4G01270,1,0,0,1,0,1,0
AFUA_4G01260,1,0,0,1,0,1,0
AFUA_4G01242,1,0,0,1,0,1,0
AFUA_4G01230,1,0,0,1,0,1,0
AFUA_4G01220,1,0,0,1,0,1,0
AFUA_4G01210,1,0,0,1,0,1,0
AFUA_4G01200,1,0,0,1,0,1,0
AFUA_4G01180,1,0,0,1,0,1,0
AFUA_4G01170,1,0,0,1,0,1,0
AFUA_4G01160,1,0,0,1,0,1,0
AFUA_4G01150,1,0,0,1,0,1,0
AFUA_4G01140,1,0,0,1,0,1,0
AFUA_4G01130,1,0,0,1,0,1,0
AFUA_4G01110,1,0,0,1,0,1,0
AFUA_4G01105,1,0,0,1,0,1,0
AFUA_4G01090,1,0,0,1,0,1,0
AFUA_4G01080,1,0,0,1,0,1,0
AFUA_4G01070,1,0,0,1,0,1,0
AFUA_4G01060,1,0,0,1,0,1,0
AFUA_4G01050,1,0,0,1,0,1,0
AFUA_4G01040,1,0,0,1,0,1,0
AFUA_4G01030,1,0,0,1,0,1,0
AFUA_4G01020,1,0,0,1,0,1,0
AFUA_4G01010,1,0,0,1,0,1,0
AFUA_4G01000,1,0,0,1,0,1,0
AFUA_4G00990,1,0,0,1,0,1,0
AFUA_4G00980,1,0,0,1,0,1,0
AFUA_4G00970,1,0,0,1,0,1,0
AFUA_4G00960,1,0,0,1,0,1,0
AFUA_4G00950,1,0,0,1,0,1,0
AFUA_4G00930,1,0,0,1,0,1,0
AFUA_4G00920,1,0,0,1,0,1,0
AFUA_4G00910,1,0,0,1,0,1,0
AFUA_4G00900,1,0,0,1,0,1,0
AFUA_4G00890,1,0,0,1,0,1,0
AFUA_4G00880,1,0,0,1,0,1,0
AFUA_4G00870,1,0,0,1,0,1,0
AFUA_4G00860,1,0,0,1,0,1,0
AFUA_4G00850,1,0,0,1,0,1,0
AFUA_4G00840,1,0,0,1,0,1,0
AFUA_4G00830,1,0,0,1,0,1,0
AFUA_4G00810,1,0,0,1,0,1,0
AFUA_4G00800,1,0,0,1,0,1,0
AFUA_4G00790,1,0,0,1,0,1,0
AFUA_4G00770,1,0,0,1,0,1,0
AFUA_4G00760,1,0,0,1,0,1,0
AFUA_4G00750,1,0,0,1,0,1,0
AFUA_4G00740,1,0,0,1,0,1,0
AFUA_4G00730,1,0,0,1,0,1,0
AFUA_4G00720,1,0,0,1,0,1,0
AFUA_4G00710,1,0,0,1,0,1,0
AFUA_4G00700,1,0,0,1,0,1,0
AFUA_4G00690,1,0,0,1,0,1,0
AFUA_4G00680,1,0,0,1,0,1,0
AFUA_4G00670,1,0,0,1,0,1,0
AFUA_4G00660,1,0,0,1,0,1,0
AFUA_4G00650,1,0,0,1,0,1,0
AFUA_4G00640,1,0,0,1,0,1,0
AFUA_4G00630,1,0,0,1,0,1,0
AFUA_4G00620,1,0,0,1,0,1,0
AFUA_4G00610,1,0,0,1,0,1,0
AFUA_4G00600,1,0,0,1,0,1,0
AFUA_4G00590,1,0,0,1,0,1,0
AFUA_4G00580,1,0,0,1,0,1,0
AFUA_4G00570,1,0,0,1,0,1,0
AFUA_4G00560,1,0,0,1,0,1,0
AFUA_4G00550,1,0,0,1,0,1,0
AFUA_4G00540,1,0,0,1,0,1,0
AFUA_4G00530,1,0,0,1,0,1,0
AFUA_4G00520,1,0,0,1,0,1,0
AFUA_4G00510,1,0,0,1,0,1,0
AFUA_4G00500,1,0,0,1,0,1,0
AFUA_4G00490,1,0,0,1,0,1,0
AFUA_4G00480,1,0,0,1,0,1,0
AFUA_4G00470,1,0,0,1,0,1,0
AFUA_4G00460,1,0,0,1,0,1,0
AFUA_4G00450,1,0,0,1,0,1,0
AFUA_4G00440,1,0,0,1,0,1,0
AFUA_4G00430,1,0,0,1,0,1,0
AFUA_4G00420,1,0,0,1,0,1,0
AFUA_4G00410,1,0,0,1,0,1,0
AFUA_4G00400,1,0,0,1,0,1,0
AFUA_4G00390,1,0,0,1,0,1,0
AFUA_4G00380,1,0,0,1,0,1,0
AFUA_4G00370,1,0,0,1,0,1,0
AFUA_4G00360,1,0,0,1,0,1,0
AFUA_4G00350,1,0,0,1,0,1,0
AFUA_4G00340,1,0,0,1,0,1,0
AFUA_4G00330,1,0,0,1,0,1,0
AFUA_4G00320,1,0,0,1,0,1,0
AFUA_4G00290,1,0,0,1,0,1,0
AFUA_4G00280,1,0,0,1,0,1,0
AFUA_4G00260,1,0,0,1,0,1,0
AFUA_4G00250,1,0,0,1,0,1,0
AFUA_4G00240,1,0,0,1,0,1,0
AFUA_4G00230,1,0,0,1,0,1,0
AFUA_4G00220,1,0,0,1,0,1,0
AFUA_4G00210,1,0,0,1,0,1,0
AFUA_4G00200,1,0,0,1,0,1,0
AFUA_4G00180,1,0,0,1,0,1,0
AFUA_4G00160,1,0,0,1,0,1,0
AFUA_4G00150,1,0,0,1,0,1,0
AFUA_4G00140,1,0,0,1,0,1,0
AFUA_4G00130,1,0,0,1,0,1,0
AFUA_4G00120,1,0,0,1,0,1,0
AFUA_4G00110,1,0,0,1,0,1,0
AFUA_4G00100,1,0,0,1,0,1,0
AFUA_4G02650,1,0,0,1,0,1,0
AFUA_4G02680,1,0,0,1,0,1,0
AFUA_4G02700,1,0,0,1,0,1,0
AFUA_4G02710,1,0,0,1,0,1,0
AFUA_4G02720,1,0,0,1,0,1,0
AFUA_4G02730,1,0,0,1,0,1,0
AFUA_4G02740,1,0,0,1,0,1,0
AFUA_4G02750,1,0,0,1,0,1,0
AFUA_4G02760,1,0,0,1,0,1,0
AFUA_4G02770,1,0,0,1,0,1,0
AFUA_4G02780,1,0,0,1,0,1,0
AFUA_4G02790,1,0,0,1,0,1,0
AFUA_4G02800,1,0,0,1,0,1,0
AFUA_4G02810,1,0,0,1,0,1,0
AFUA_4G02820,1,0,0,1,0,1,0
AFUA_4G02830,1,0,0,1,0,1,0
AFUA_4G02840,1,0,0,1,0,1,0
AFUA_4G02850,1,0,0,1,0,1,0
AFUA_4G02860,1,0,0,1,0,1,0
AFUA_4G02870,1,0,0,1,0,1,0
AFUA_4G02880,1,0,0,1,0,1,0
AFUA_4G02890,1,0,0,1,0,1,0
AFUA_4G02900,1,0,0,1,0,1,0
AFUA_4G02920,1,0,0,1,0,1,0
AFUA_4G02930,1,0,0,1,0,1,0
AFUA_4G02940,1,0,0,1,0,1,0
AFUA_4G02950,1,0,0,1,0,1,0
AFUA_4G02960,1,0,0,1,0,1,0
AFUA_4G02970,1,0,0,1,0,1,0
AFUA_4G02980,1,0,0,1,0,1,0
AFUA_4G02990,1,0,0,1,0,1,0
AFUA_4G03000,1,0,0,1,0,1,0
AFUA_4G03010,1,0,0,1,0,1,0
AFUA_4G03020,1,0,0,1,0,1,0
AFUA_4G03030,1,0,0,1,0,1,0
