,accession,gene
149,>NM_001035619.2,AT3G14870
151,>NM_001035620.2,AT3G14870
153,>NM_001035621.1,DJ1A
155,>NM_001035622.2,AT3G15351
157,>NM_001035623.1,AT3G15395
159,>NM_001035624.3,AT3G15450
161,>NM_001035625.2,AT3G15450
163,>NM_001035626.2,UVR3
165,>NM_001035627.3,GRX4
167,>NM_001035628.1,AT3G15770
169,>NM_001035629.1,PIFI
171,>NM_001035630.1,PIFI
173,>NM_001035631.2,NAI2
175,>NM_001035632.1,NSP1
177,>NM_001035633.1,PBP1
179,>NM_001035634.3,JAL33
181,>NM_001035637.1,AT3G17090
183,>NM_001035638.3,AT3G17155
185,>NM_001035639.2,NPSN13
187,>NM_001035640.3,HYH
189,>NM_001035641.2,AT3G17680
191,>NM_001035642.2,AT3G17950
193,>NM_001035643.1,LST8-1
195,>NM_001035644.2,UMAMIT4
197,>NM_001035645.3,PGSIP1
199,>NM_001035646.2,WNK6
201,>NM_001035647.3,LPAT5
203,>NM_001035648.1,PARC6
205,>NM_001035649.4,AT3G19184
207,>NM_001035650.3,AT3G19470
209,>NM_001035651.2,VPS9A
211,>NM_001035652.4,bHLH121
213,>NM_001035653.2,CYP705A21
215,>NM_001035654.2,EHD1
217,>NM_001035655.3,AT3G20557
219,>NM_001035656.1,JMJD5
221,>NM_001035657.2,AT3G20920
223,>NM_001035658.1,NFU4
225,>NM_001035659.2,LCR56
227,>NM_001035660.1,LCR55
229,>NM_001035661.3,AT3G21100
231,>NM_001035662.2,PUR7
233,>NM_001035664.1,AT3G21610
235,>NM_001035665.1,AT3G22220
237,>NM_001035666.2,AT3G22970
239,>NM_001035667.1,AT3G23080
241,>NM_001035668.1,LCR42
243,>NM_001035669.1,LCR39
245,>NM_001035670.1,MYB15
247,>NM_001035671.1,AT3G23540
249,>NM_001035672.2,AT3G23600
251,>NM_001035673.2,KINESIN-12B
253,>NM_001035674.1,SCRL13
255,>NM_001035675.2,SCRL12
257,>NM_001035676.1,AT3G23900
259,>NM_001035677.2,AT3G24068
261,>NM_001035678.2,AT3G24093
263,>NM_001035679.2,GR1
265,>NM_001035680.1,AT3G24180
267,>NM_001035681.2,AT3G24200
269,>NM_001035682.2,AT3G24508
271,>NM_001035683.1,AT3G24513
273,>NM_001035684.3,AT3G24740
275,>NM_001035685.1,AT3G25030
277,>NM_001035686.2,LCR4
279,>NM_001035687.1,AT3G25290
281,>NM_001035688.1,GLYR1
283,>NM_001035689.2,AAPT2
285,>NM_001035690.1,AAPT2
287,>NM_001035691.4,AT3G25597
289,>NM_001035692.1,PP2AA2
291,>NM_001035693.2,AT3G26020
293,>NM_001035694.3,AT3G26440
295,>NM_001035697.2,ICE1
297,>NM_001035699.2,ICE1
299,>NM_001035700.1,AT3G26890
301,>NM_001035701.2,AT3G26910
303,>NM_001035702.3,DRB3
305,>NM_001035703.3,G6PD5
307,>NM_001035704.2,AT3G27320
309,>NM_001035705.2,AT3G27340
311,>NM_001035706.2,SCRL19
313,>NM_001035707.3,ATPK7
315,>NM_001035708.1,AT3G27831
317,>NM_001035709.1,AT3G27835
319,>NM_001035711.3,UMAMIT46
321,>NM_001035712.1,AT3G28540
323,>NM_001035713.4,AT3G28690
325,>NM_001035714.2,AT3G28760
327,>NM_001035715.1,UGD2
329,>NM_001035717.2,AFP3
331,>NM_001035718.1,AT3G30390
333,>NM_001035719.2,AT3G32047
335,>NM_001035720.1,AT3G33187
337,>NM_001035721.2,AT3G42150
339,>NM_001035723.3,LCR47
341,>NM_001035724.2,LCR33
343,>NM_001035725.2,LCR30
345,>NM_001035726.2,LTPG2
347,>NM_001035727.2,AT3G43833
349,>NM_001035729.4,AT3G43930
351,>NM_001035730.4,AT3G44326
353,>NM_001035731.2,CEF
355,>NM_001035733.2,AT3G45093
357,>NM_001035734.2,GRIK1
359,>NM_001035735.1,AT3G45310
361,>NM_001035736.2,AT3G45577
363,>NM_001035737.2,PHOT1
365,>NM_001035738.3,EXLA3
367,>NM_001035739.2,MYB48
369,>NM_001035740.3,AT3G46210
371,>NM_001035741.2,AT3G46210
373,>NM_001035742.3,AT3G46210
375,>NM_001035743.2,UXS5
377,>NM_001035744.2,TRFL1
379,>NM_001035745.2,TRFL1
381,>NM_001035746.2,PCL1
383,>NM_001035747.2,PHT4;3
385,>NM_001035748.2,AT3G47200
387,>NM_001035749.3,AT3G47370
389,>NM_001035750.2,AT3G47630
391,>NM_001035751.2,AT3G48070
393,>NM_001035752.1,EDS1
395,>NM_001035753.3,LCR48
397,>NM_001035754.1,BBC1
399,>NM_001035755.2,ABIL2
401,>NM_001035756.2,CID10
403,>NM_001035757.6,AT3G50210
405,>NM_001035758.3,LPPepsilon1
407,>NM_001035759.1,AT3G50925
409,>NM_001035760.2,AT3G51171
411,>NM_001035761.1,PAD1
413,>NM_001035762.6,ETO1
415,>NM_001035763.2,AT3G51950
417,>NM_001035764.1,PSRP2
419,>NM_001035765.2,SEX4
421,>NM_001035766.2,AT3G52210
423,>NM_001035767.2,AT3G52210
425,>NM_001035768.1,ATPQ
427,>NM_001035769.3,SPP2
429,>NM_001035770.2,CWINV2
431,>NM_001035771.1,AT3G52640
433,>NM_001035772.3,AT3G52660
435,>NM_001035773.2,UPL7
437,>NM_001035774.1,PIP2A
439,>NM_001035775.2,NAKR3
441,>NM_001035776.1,FC1
443,>NM_001035777.2,AGD6
445,>NM_001035778.3,AT3G53740
447,>NM_001035779.2,AT3G54060
449,>NM_001035780.3,WRI1
451,>NM_001035781.1,AT3G54440
453,>NM_001035783.3,ARP1
455,>NM_001035784.2,AT3G54780
457,>NM_001035785.2,AT3G54800
459,>NM_001035786.3,AT3G54910
461,>NM_001035787.3,AT3G55080
463,>NM_001035788.3,AT3G55646
465,>NM_001035789.1,AT3G55677
467,>NM_001035791.1,WLIM2b
469,>NM_001035793.2,WLIM2b
471,>NM_001035794.1,AT3G56130
473,>NM_001035795.1,ALPHA-SNAP2
475,>NM_001035796.1,AT3G56510
477,>NM_001035797.1,AT3G56580
479,>NM_001035798.2,AT3G56830
481,>NM_001035799.2,AT3G57020
483,>NM_001035800.1,AGK2
485,>NM_001035801.1,AT3G57750
487,>NM_001035802.1,AT3G57760
489,>NM_001035803.1,AT3G57760
491,>NM_001035805.2,AT3G58130
493,>NM_001035806.2,AT3G58270
495,>NM_001035807.1,AT3G58510
497,>NM_001035808.1,AT3G58900
499,>NM_001035809.1,AT3G58900
501,>NM_001035810.1,AT3G59000
503,>NM_001035811.2,AT3G59020
505,>NM_001035812.2,PIL6
507,>NM_001035813.2,PIL6
509,>NM_001035814.1,AT3G59080
511,>NM_001035815.1,Cand3
513,>NM_001035816.1,AT3G59350
515,>NM_001035818.3,AT3G59580
517,>NM_001035819.1,SAC9
519,>NM_001035820.3,LETM1
521,>NM_001035821.1,MAP2B
523,>NM_001035822.2,BGLU16
525,>NM_001035823.2,AT3G60260
527,>NM_001035824.3,AT3G60410
529,>NM_001035825.2,AT3G60510
531,>NM_001035826.1,VAP27-1
533,>NM_001035827.1,VAP27-1
535,>NM_001035828.2,PBF1
537,>NM_001035830.3,AT3G60966
539,>NM_001035831.2,NTMC2T4
541,>NM_001035832.2,LCR8
543,>NM_001035833.1,LCR52
545,>NM_001035834.2,LCR53
547,>NM_001035835.5,LCR54
549,>NM_001035837.1,ATG6
551,>NM_001035838.2,AT3G61898
553,>NM_001035839.1,AT3G61960
555,>NM_001035840.2,XT1
557,>NM_001035841.4,AtATG18a
559,>NM_001035844.1,AT3G63450
561,>NM_001035845.2,BB
563,>NM_001035846.2,ARV1
565,>NM_001035847.1,LHY
567,>NM_001035848.1,AT1G01080
569,>NM_001035849.2,AT1G01170
571,>NM_001035850.3,HTR12
573,>NM_001035851.2,AT1G01490
575,>NM_001035852.3,BPS1
577,>NM_001035853.1,SPPL4
579,>NM_001035855.1,AT1G01910
581,>NM_001035856.3,AT1G01920
583,>NM_001035857.2,AT1G02630
585,>NM_001035859.3,AT2G01275
587,>NM_001035860.1,GSTF4
589,>NM_001035861.2,AT1G02960
591,>NM_001035862.2,MPK17
593,>NM_001035863.1,MPK17
595,>NM_001035864.1,MPK17
597,>NM_001035865.2,AT1G03180
599,>NM_001035866.2,NET3A
601,>NM_001035867.3,CYCJ18
603,>NM_001035868.2,ATMAP65-6
605,>NM_001035869.3,AT2G01913
607,>NM_001035870.4,PQL3
609,>NM_001035871.1,POR C
611,>NM_001035872.3,SGR5
613,>NM_001035873.5,AT1G03740
615,>NM_001035874.1,MGP
617,>NM_001035875.2,LCR73
619,>NM_001035876.2,AT1G03982
621,>NM_001035877.2,CAND1
623,>NM_001035878.2,AT2G02570
625,>NM_001035879.1,RPS15
627,>NM_001035880.3,MYB88
629,>NM_001035881.1,MAC3A
631,>NM_001035882.1,AT2G02870
633,>NM_001035883.2,AT2G02870
635,>NM_001035884.2,LIP2
637,>NM_001035886.3,AT2G03280
639,>NM_001035887.1,AT2G03640
641,>NM_001035888.2,ACR5
643,>NM_001035889.3,AT2G03810
645,>NM_001035890.2,AT2G03913
647,>NM_001035892.3,TAFII59
649,>NM_001035893.1,AXR1
651,>NM_001035894.1,GLR3.4
653,>NM_001035895.2,AT1G05320
655,>NM_001035896.3,AT1G05320
657,>NM_001035897.1,AT1G05410
659,>NM_001035898.1,CHX23
661,>NM_001035899.2,5PTASE13
663,>NM_001035900.3,AT1G05894
665,>NM_001035901.2,AT1G05970
667,>NM_001035903.1,AT1G06500
669,>NM_001035904.2,AT1G06700
671,>NM_001035906.3,AT1G06923
673,>NM_001035907.1,AT1G07280
675,>NM_001035908.2,RPL4
677,>NM_001035909.1,RPL4
679,>NM_001035911.2,OBP2
681,>NM_001035912.1,AT1G07840
683,>NM_001035913.2,ATMPK13
685,>NM_001035914.2,APX1
687,>NM_001035916.3,AT1G07940
689,>NM_001035917.1,AT1G08040
691,>NM_001035918.2,AT1G08110
693,>NM_001035919.3,AT1G08110
695,>NM_001035921.3,TGA9
697,>NM_001035922.1,TGA9
699,>NM_001035923.3,NPQ1
701,>NM_001035924.2,THA1
703,>NM_001035925.2,ZIGA4
705,>NM_001035926.2,SCRL3
707,>NM_001035927.2,VAP27-2
709,>NM_001035928.1,ESL1
711,>NM_001035929.1,ERD6
713,>NM_001035930.1,AT1G09060
715,>NM_001035931.2,AT1G09130
717,>NM_001035933.2,AT1G09157
719,>NM_001035934.2,IMPA-4
721,>NM_001035935.1,AT1G09500
723,>NM_001035936.1,SK41
725,>NM_001035937.1,AT1G10040
727,>NM_001035938.2,BCAT-2
729,>NM_001035939.3,BCAT-2
731,>NM_001035940.2,MPK1
733,>NM_001035941.2,AT1G10390
735,>NM_001035942.5,AT1G10417
737,>NM_001035943.2,AMSH2
739,>NM_001035944.2,SNRK2.4
741,>NM_001035945.1,AT1G11280
743,>NM_001035946.2,PYM
745,>NM_001035947.1,ADT1
747,>NM_001035948.1,GLX1
749,>NM_001035949.3,GLX1
751,>NM_001035950.3,AT1G12064
753,>NM_001035951.3,AT1G12244
755,>NM_001035952.3,CCS
757,>NM_001035953.2,CCS
759,>NM_001035954.4,AT1G12650
761,>NM_001035955.1,AT1G12760
763,>NM_001035956.2,AT1G12775
765,>NM_001035957.3,AT1G13000
767,>NM_001035958.1,PP2AA3
769,>NM_001035960.2,LAG13
771,>NM_001035961.3,AT1G13605
773,>NM_001035962.3,AT1G13607
775,>NM_001035963.2,AT1G13608
777,>NM_001035964.3,AT1G13609
779,>NM_001035965.2,AT1G13610
781,>NM_001035966.2,AT1G13755
783,>NM_001035967.2,AT1G14170
785,>NM_001035968.1,AT1G14240
787,>NM_001035969.2,IQD28
789,>NM_001035970.4,AT1G14755
791,>NM_001035971.2,SHH1
793,>NM_001035972.2,GLYI4
795,>NM_001035973.3,TPL
797,>NM_001035974.4,TPL
799,>NM_001035975.2,AT1G15757
801,>NM_001035977.1,SYP51
803,>NM_001035978.2,ATKDSA2
805,>NM_001035979.1,RDH2
807,>NM_001035980.1,PAB1
809,>NM_001035981.1,AT1G16560
811,>NM_001035982.2,AT1G16705
813,>NM_001035983.1,AT1G16810
815,>NM_001035984.2,PGDH
817,>NM_001035985.1,AT1G17990
819,>NM_001035986.1,AT1G18070
821,>NM_001035987.1,ATLP-1
823,>NM_001035988.2,AT1G18700
825,>NM_001035989.1,AGL65
827,>NM_001035990.2,IQD30
829,>NM_001035991.1,AT1G19660
831,>NM_001035992.4,SRS7
833,>NM_001035993.1,ATSBT5.2
835,>NM_001035995.4,CAT3
837,>NM_001035996.1,CAT3
839,>NM_001035997.1,HMGB2
841,>NM_001035998.1,HMGB3
843,>NM_001035999.3,PTAC6
845,>NM_001036000.1,AT1G22200
847,>NM_001036001.1,UGT85A2
849,>NM_001036002.1,AT1G22430
851,>NM_001036003.2,AT1G22750
853,>NM_001036004.3,AT1G22790
855,>NM_001036005.2,CEL5
857,>NM_001036006.1,GGT1
859,>NM_001036007.2,CSLA03
861,>NM_001036008.2,AT1G23950
863,>NM_001036009.1,AT1G23960
865,>NM_001036010.2,AT1G24062
867,>NM_001036011.1,AT1G24267
869,>NM_001036012.1,AT1G25275
871,>NM_001036013.1,AT1G25275
873,>NM_001036014.2,MYB116
875,>NM_001036016.2,CIB5
877,>NM_001036017.1,UPS5
879,>NM_001036018.1,AT1G26796
881,>NM_001036019.3,SPL10
883,>NM_001036020.2,AT1G27695
885,>NM_001036021.1,ATCSA-1
887,>NM_001036022.1,ATCSA-1
889,>NM_001036023.2,AT1G28310
891,>NM_001036024.3,LCR31
893,>NM_001036025.5,SYP61
895,>NM_001036027.2,NUDX15
897,>NM_001036028.1,AT1G29040
899,>NM_001036030.1,AT1G29120
901,>NM_001036031.2,AT1G29179
903,>NM_001036032.1,AT1G29470
905,>NM_001036033.1,AT1G29800
907,>NM_001036034.2,RWA4
909,>NM_001036035.2,GA2OX2
911,>NM_001036036.2,AT1G30160
913,>NM_001036038.2,ARF6
915,>NM_001036039.2,ABCC1
917,>NM_001036040.2,AT1G30473
919,>NM_001036042.3,AT1G30690
921,>NM_001036043.2,AT1G30814
923,>NM_001036044.2,AT1G31300
925,>NM_001036045.3,AT1G31550
927,>NM_001036046.2,AT1G31772
929,>NM_001036047.3,AT1G31870
931,>NM_001036048.1,AT1G32337
933,>NM_001036049.2,TOM2B
935,>NM_001036050.2,TOM2A
937,>NM_001036051.4,AT1G32583
939,>NM_001036052.2,AT1G32610
941,>NM_001036053.2,AT1G32763
943,>NM_001036054.2,CID11
945,>NM_001036055.3,AT1G32928
947,>NM_001036056.1,AT1G33110
949,>NM_001036057.2,AT1G33607
951,>NM_001036058.3,AT1G33700
953,>NM_001036059.2,AT1G33970
955,>NM_001036060.3,AT1G33970
957,>NM_001036061.4,AT1G34047
959,>NM_001036062.1,ARF13
961,>NM_001036064.2,AT1G35435
963,>NM_001036065.2,AT1G35537
965,>NM_001036066.2,CINV1
967,>NM_001036067.2,AT1G36310
969,>NM_001036068.2,AT1G43020
971,>NM_001036069.1,RP1
973,>NM_001036070.1,PUP11
975,>NM_001036071.1,AT1G44780
977,>NM_001036072.2,AT1G44835
979,>NM_001036073.5,AT1G45063
981,>NM_001036074.1,AT1G45230
983,>NM_001036075.1,AT1G47317
985,>NM_001036076.2,PUP19
987,>NM_001036077.1,AT1G48450
989,>NM_001036078.4,AT1G48490
991,>NM_001036079.1,delta-ADR
993,>NM_001036080.2,EMB1144
995,>NM_001036081.2,EMB1144
997,>NM_001036082.3,AT1G48980
999,>NM_001036083.2,BBX17
1001,>NM_001036084.2,RABG3E
1003,>NM_001036085.2,LCR16
1005,>NM_001036086.3,AT1G49715
1007,>NM_001036087.2,AT1G49730
1009,>NM_001036088.2,AT1G50000
1011,>NM_001036089.3,AT1G50570
1013,>NM_001036090.2,AT1G50630
1015,>NM_001036091.3,AT1G51160
1017,>NM_001036094.1,MNS1
1019,>NM_001036095.4,AT1G51745
1021,>NM_001036096.1,AT1G52220
1023,>NM_001036097.2,AT1G52370
1025,>NM_001036098.2,BGLU18
1027,>NM_001036100.1,AT1G53190
1029,>NM_001036101.2,PPC1
1031,>NM_001036102.3,PPC1
1033,>NM_001036103.3,AT1G53380
1035,>NM_001036104.2,MAP3KA
1037,>NM_001036105.1,CID8
1039,>NM_001036106.1,AT1G53800
1041,>NM_001036107.3,AT1G53890
1043,>NM_001036108.3,RAP2.12
1045,>NM_001036109.1,AT1G54220
1047,>NM_001036110.1,TAF6B
1049,>NM_001036112.3,AT1G54385
1051,>NM_001036114.1,ACP3
1053,>NM_001036115.1,AT1G55000
1055,>NM_001036116.2,AT1G55000
1057,>NM_001036117.1,TAF7
1059,>NM_001036118.4,SCL33
1061,>NM_001036119.2,CAX5
1063,>NM_001036120.2,AT1G55928
1065,>NM_001036121.2,AT1G56233
1067,>NM_001036122.2,CRT1a
1069,>NM_001036123.3,AT1G56553
1071,>NM_001036124.2,AT1G56610
1073,>NM_001036125.2,AT1G57720
1075,>NM_001036126.3,AT1G58037
1077,>NM_001036127.3,AT1G58055
1079,>NM_001036128.2,AT1G58110
1081,>NM_001036129.3,BCA6
1083,>NM_001036130.2,AT1G58848
1085,>NM_001036131.3,ARF1
1087,>NM_001036132.1,AT1G59833
1089,>NM_001036133.1,AT1G60460
1091,>NM_001036134.1,AT1G60460
1093,>NM_001036135.1,SCRL8
1095,>NM_001036136.2,SCRL4
1097,>NM_001036137.3,SCRL7
1099,>NM_001036138.2,CPSF73-I
1101,>NM_001036139.2,AT1G61180
1103,>NM_001036140.1,LHCA3
1105,>NM_001036141.4,AT1G61688
1107,>NM_001036142.3,AT1G62290
1109,>NM_001036143.1,AT1G62610
1111,>NM_001036144.2,KAS III
1113,>NM_001036145.3,TET10
1115,>NM_001036147.1,AT1G63535
1117,>NM_001036148.1,AT1G63980
1119,>NM_001036149.2,AT1G64107
1121,>NM_001036150.3,AT1G64195
1123,>NM_001036151.1,UBC28
1125,>NM_001036152.1,AT1G64300
1127,>NM_001036153.2,AT1G64355
1129,>NM_001036154.2,AT1G64430
1131,>NM_001036155.3,AT1G64760
1133,>NM_001036156.2,PnsB2
1135,>NM_001036157.2,APO1
1137,>NM_001036158.2,GTG1
1139,>NM_001036159.3,SCRL2
1141,>NM_001036160.2,AT1G65352
1143,>NM_001036161.1,LSM8
1145,>NM_001036163.2,GSR2
1147,>NM_001036164.2,SUC7
1149,>NM_001036165.1,SUC7
1151,>NM_001036166.1,AT1G66855
1153,>NM_001036167.2,AT1G66940
1155,>NM_001036168.1,AT1G67150
1157,>NM_001036170.1,GCS1
1159,>NM_001036172.2,CLE8
1161,>NM_001036173.2,AT1G68140
1163,>NM_001036174.2,AT1G68240
1165,>NM_001036175.2,AT1G68410
1167,>NM_001036176.1,AT1G68905
1169,>NM_001036177.2,AT1G68907
1171,>NM_001036178.1,AT1G68920
1173,>NM_001036179.3,AT1G69526
1175,>NM_001036180.3,AT1G69818
1177,>NM_001036181.1,AT1G69825
1179,>NM_001036182.1,AT1G69828
1181,>NM_001036183.1,AT1G70400
1183,>NM_001036184.1,AT1G70480
1185,>NM_001036185.1,AOAT2
1187,>NM_001036186.2,AOAT2
1189,>NM_001036187.5,TIFY7
1191,>NM_001036188.1,MLP34
1193,>NM_001036189.1,PTP1
1195,>NM_001036190.2,P40
1197,>NM_001036191.4,AT1G72416
1199,>NM_001036192.3,AT1G72640
1201,>NM_001036193.2,AT1G72660
1203,>NM_001036194.1,AT1G72660
1205,>NM_001036195.5,NF-YA3
1207,>NM_001036196.2,BGAL17
1209,>NM_001036197.2,AT1G73320
1211,>NM_001036198.3,LCR64
1213,>NM_001036199.6,LCR65
1215,>NM_001036200.4,AT1G73770
1217,>NM_001036201.2,AT1G73930
1219,>NM_001036203.1,AT1G74140
1221,>NM_001036204.3,AT1G74530
1223,>NM_001036206.2,AT1G75170
1225,>NM_001036207.2,AT1G75170
1227,>NM_001036208.5,AT1G76280
1229,>NM_001036209.2,FRS4
1231,>NM_001036210.2,AT1G76440
1233,>NM_001036211.1,AT1G76954
1235,>NM_001036212.1,ACR3
1237,>NM_001036213.2,AT1G77093
1239,>NM_001036214.3,SKIP
1241,>NM_001036215.2,AT1G77290
1243,>NM_001036216.4,AT1G77350
1245,>NM_001036217.1,PBC2
1247,>NM_001036218.1,AT1G77765
1249,>NM_001036219.1,AT1G78150
1251,>NM_001036221.3,UBC35
1253,>NM_001036222.3,VHA-A
1255,>NM_001036224.2,SYP52
1257,>NM_001036226.2,SGB1
1259,>NM_001036227.3,AT1G79910
1261,>NM_001036228.2,HSP91
1263,>NM_001036229.3,ATERDJ2A
1265,>NM_001036230.1,NHO1
1267,>NM_001036231.1,AT2G03932
1269,>NM_001036232.1,AT2G03931
1271,>NM_001036233.2,AT2G03933
1273,>NM_001036234.1,AT2G03936
1275,>NM_001036235.1,AT2G03937
1277,>NM_001036236.2,AT2G03937
1279,>NM_001036237.2,AT2G03955
1281,>NM_001036238.2,AT2G04034
1283,>NM_001036239.3,AT2G04045
1285,>NM_001036240.2,AT2G04046
1287,>NM_001036241.3,AT2G04170
1289,>NM_001036242.1,LCR82
1291,>NM_001036243.2,AT2G04790
1293,>NM_001036244.3,AT2G04800
1295,>NM_001036245.3,AT2G04925
1297,>NM_001036247.1,SCRL9
1299,>NM_001036248.1,AT2G05220
1301,>NM_001036249.2,SCRL15
1303,>NM_001036250.3,GRP9
1305,>NM_001036251.2,GRP9
1307,>NM_001036252.3,GRP9
1309,>NM_001036253.3,GRP9
1311,>NM_001036254.3,GRP9
1313,>NM_001036255.2,GRP9
1315,>NM_001036256.1,AT2G05510
1317,>NM_001036257.1,AT2G05510
1319,>NM_001036258.2,GRP-3
1321,>NM_001036259.1,GRP-3
1323,>NM_001036260.1,GRP-3
1325,>NM_001036261.1,GRP-3
1327,>NM_001036262.1,AT2G05830
1329,>NM_001036263.1,PAA2
1331,>NM_001036264.1,AT2G06166
1333,>NM_001036265.2,SCRL16
1335,>NM_001036266.2,AT2G07669
1337,>NM_001036267.2,AT2G07795
1339,>NM_001036268.1,LCR29
1341,>NM_001036270.1,AT2G11890
1343,>NM_001036271.2,AT2G12462
1345,>NM_001036272.2,LCR50
1347,>NM_001036273.2,AT2G12475
1349,>NM_001036274.1,SCPL43
1351,>NM_001036275.3,AT2G12646
1353,>NM_001036276.1,AT2G13542
1355,>NM_001036277.2,SCRL18
1357,>NM_001036278.3,LCR84
1359,>NM_001036279.1,LCR40
1361,>NM_001036280.2,AT2G16586
1363,>NM_001036281.2,AT2G16676
1365,>NM_001036282.2,TRN1
1367,>NM_001036283.2,AT2G16990
1369,>NM_001036284.3,AT2G17150
1371,>NM_001036285.3,AT2G17442
1373,>NM_001036286.3,AT2G17500
1375,>NM_001036287.3,HMGB4
1377,>NM_001036288.1,AT2G17723
1379,>NM_001036289.1,MCA2
1381,>NM_001036290.2,MCA2
1383,>NM_001036291.1,MCA2
1385,>NM_001036292.2,TLP2
1387,>NM_001036294.2,AT2G18410
1389,>NM_001036295.2,AT2G18750
1391,>NM_001036296.3,AT2G18890
1393,>NM_001036297.2,AT2G19730
1395,>NM_001036298.2,AT2G19802
1397,>NM_001036299.1,AT2G19893
1399,>NM_001036300.2,LCR60
1401,>NM_001036301.2,AT2G20463
1403,>NM_001036302.1,NOP10
1405,>NM_001036303.1,AT2G20550
1407,>NM_001036304.1,DGK5
1409,>NM_001036305.1,FIO1
1411,>NM_001036306.2,AT2G21195
1413,>NM_001036307.2,UFD1
1415,>NM_001036308.2,AT2G21300
1417,>NM_001036309.2,FBA1
1419,>NM_001036310.1,FBA1
1421,>NM_001036311.2,AT2G21465
1423,>NM_001036312.2,SFH3
1425,>NM_001036313.1,AT2G21580
1427,>NM_001036314.2,APL4
1429,>NM_001036315.1,AT2G21725
1431,>NM_001036316.1,LCR35
1433,>NM_001036317.1,AAT
1435,>NM_001036318.1,AT2G22345
1437,>NM_001036319.2,AT2G22660
1439,>NM_001036320.1,AT2G22690
1441,>NM_001036321.2,AT2G22805
1443,>NM_001036322.2,AT2G22807
1445,>NM_001036324.1,SCPL11
1447,>NM_001036325.3,SCPL13
1449,>NM_001036327.2,BLH4
1451,>NM_001036328.2,AT2G23985
1453,>NM_001036329.3,QWRF4
1455,>NM_001036330.2,AT2G24250
1457,>NM_001036331.2,AT2G24615
1459,>NM_001036332.1,AT2G24617
1461,>NM_001036333.1,AT2G24625
1463,>NM_001036334.2,AT2G25185
1465,>NM_001036335.2,LCR81
1467,>NM_001036336.2,LCR14
1469,>NM_001036337.2,SCRL17
1471,>NM_001036338.1,AT2G25690
1473,>NM_001036339.2,AT2G25770
1475,>NM_001036340.1,PAPS2
1477,>NM_001036341.1,AT2G25910
1479,>NM_001036342.3,BRIZ2
1481,>NM_001036343.1,AT2G26030
1483,>NM_001036344.1,emb1345
1485,>NM_001036345.1,3BETAHSD/D2
1487,>NM_001036346.1,AR781
1489,>NM_001036347.2,RPN13
1491,>NM_001036348.2,RPN13
1493,>NM_001036349.1,AT2G26970
1495,>NM_001036350.1,CIPK3
1497,>NM_001036351.2,FRS3
1499,>NM_001036352.2,LCR9
1501,>NM_001036353.1,LHW
