,accession,gene
435,>NM_001085785.1,dcc.L
437,>NM_001085787.1,kcnb2.S
439,>NM_001085788.1,kcnb1.S
441,>NM_001085789.1,scnn1b.L
443,>NM_001085790.1,nodal3.1.L
445,>NM_001085791.1,dhh.L
447,>NM_001085792.1,dhh.S
449,>NM_001085793.1,ihh.S
451,>NM_001085794.1,neurod1.L
453,>NM_001085795.1,hesx1.S
455,>NM_001085796.1,nodal1.L
457,>NM_001085797.1,cacnb3.L
459,>NM_001085798.1,hhipl2.S
461,>NM_001085799.1,thibz.L
463,>NM_001085800.1,dpepe.L
465,>NM_001085802.1,sdc3.L
467,>NM_001085803.2,fap.L
469,>NM_001085804.1,crhbp.S
471,>NM_001085805.1,thibz.S
473,>NM_001085806.1,vsig1.L
475,>NM_001085807.1,fgf9.S
477,>NM_001085808.1,cckbr.L
479,>NM_001085809.1,ina.S
481,>NM_001085810.1,wnt2b.L
483,>NM_001085811.1,nr2e1.S
485,>NM_001085812.1,noct.L
487,>NM_001085813.1,nkx3-2.S
489,>NM_001085814.1,gpr45.L
491,>NM_001085815.1,adam21.L
493,>NM_001085816.1,mmp21.L
495,>NM_001085817.1,slc13a2.S
497,>NM_001085818.1,kcnd3.L
499,>NM_001085819.2,vdr.S
501,>NM_001085820.1,atoh7.S
503,>NM_001085821.1,atoh7.L
505,>NM_001085822.1,hoxc5.L
507,>NM_001085823.1,fgf4.L
509,>NM_001085824.1,fgf4.S
511,>NM_001085826.1,znf568.L
513,>NM_001085827.2,xenoxin1.L
515,>NM_001085828.1,fosp1a.L
517,>NM_001085829.1,gck.L
519,>NM_001085830.1,htr1a.L
521,>NM_001085831.1,crhr2.S
523,>NM_001085832.1,lbr.S
525,>NM_001085833.1,adcy9.L
527,>NM_001085834.1,cck.S
529,>NM_001085835.1,cck.L
531,>NM_001085836.1,sia1.L
533,>NM_001085838.1,hdac9.S
535,>NM_001085839.1,clcnkb.L
537,>NM_001085840.2,erg.L
539,>NM_001085842.1,efnb3.L
541,>NM_001085843.1,tff3.8.L
543,>NM_001085844.1,adora1.L
545,>NM_001085845.1,or52r1.L
547,>NM_001085846.1,or11l1.18.L
549,>NM_001085847.1,or11l1.L
551,>NM_001085848.1,vax1.L
553,>NM_001085849.1,gnal.S
555,>NM_001085850.1,dkk2.L
557,>NM_001085851.1,smad3.L
559,>NM_001085852.1,hoxa13.S
561,>NM_001085853.1,foxd2.S
563,>NM_001085854.1,elk4.S
565,>NM_001085855.1,sema3a.L
567,>NM_001085856.1,acp1.S
569,>NM_001085857.1,myog.L
571,>NM_001085858.1,gjb3.S
573,>NM_001085859.1,sp5.S
575,>NM_001085860.1,arx.S
577,>NM_001085861.1,paqr8.L
579,>NM_001085862.1,aqp2.S
581,>NM_001085863.1,tbx20.L
583,>NM_001085864.1,inhbc.1.L
585,>NM_001085865.2,gucy2c.L
587,>NM_001085866.1,relb.S
589,>NM_001085867.2,wt1.L
591,>NM_001085868.1,sox7.L
593,>NM_001085869.1,cntn1.L
595,>NM_001085870.1,psmb9.S
597,>NM_001085871.1,cryaa.S
599,>NM_001085872.1,casp1.S
601,>NM_001085873.2,nmb.S
603,>NM_001085874.1,wnt3a.S
605,>NM_001085875.2,ro60.L
607,>NM_001085876.1,wnt5a.S
609,>NM_001085877.1,fabp2.L
611,>NM_001085879.1,npy2r.S
613,>NM_001085880.1,sall3.L
615,>NM_001085881.1,ins.L
617,>NM_001085882.1,ins.S
619,>NM_001085883.1,twist1.S
621,>NM_001085884.1,bmp2.S
623,>NM_001085886.1,kcp.L
625,>NM_001085888.1,bub1b.L
627,>NM_001085889.1,mgat1.S
629,>NM_001085890.1,snrpd3.S
631,>NM_001085891.1,mgat1.L
633,>NM_001085892.2,ccnb3.S
635,>NM_001085893.1,coro1c.S
637,>NM_001085894.1,jun.S
639,>NM_001085896.1,myc.S
641,>NM_001085897.1,myod1.S
643,>NM_001085898.1,ybx1.L
645,>NM_001085899.1,cdc42.L
647,>NM_001085900.1,rrm2b.S
649,>NM_001085901.1,odf3.L
651,>NM_001085902.1,ca2.S
653,>NM_001085903.1,tbc1d20.1.L
655,>NM_001085904.1,cant1.L
657,>NM_001085905.1,smarce1.L
659,>NM_001085906.1,h3-5.L
661,>NM_001085907.1,cap1.S
663,>NM_001085908.1,rpl5.S
665,>NM_001085909.1,pisd-like.2.L
667,>NM_001085910.1,cdip1.L
669,>NM_001085911.1,btg1.L
671,>NM_001085912.1,inip.S
673,>NM_001085913.1,fkbp1a.L
675,>NM_001085915.1,fam234a.L
677,>NM_001085916.1,uqcc2.L
679,>NM_001085917.1,hes1.S
681,>NM_001085918.1,hmgb2.S
683,>NM_001085920.1,tubb6.S
685,>NM_001085921.1,ppdpf.S
687,>NM_001085922.1,exosc8.S
689,>NM_001085923.1,eno1.L
691,>NM_001085924.1,dcaf10.L
693,>NM_001085925.1,lrrc59.S
695,>NM_001085926.1,rasl11b.L
697,>NM_001085927.1,hdac1.S
699,>NM_001085928.1,orc3.S
701,>NM_001085929.1,tnnc2.L
703,>NM_001085930.1,apoa1.L
705,>NM_001085931.1,abt1.L
707,>NM_001085932.1,fgfr1op2.S
709,>NM_001085933.1,eif1.L
711,>NM_001085934.1,MGC53003
713,>NM_001085935.1,ethe1.L
715,>NM_001085936.1,syf2.S
717,>NM_001085937.1,ocm4.3.S
719,>NM_001085938.1,rps20.L
721,>NM_001085939.2,tnnc2.S
723,>NM_001085940.1,psmd9.S
725,>NM_001085941.1,vapa.L
727,>NM_001085942.1,ocm4.3.L
729,>NM_001085943.1,camlg.L
731,>NM_001085944.1,pax6.L
733,>NM_001085945.1,slc18a1.S
735,>NM_001085946.1,canx.L
737,>NM_001085947.1,zdhhc6.L
739,>NM_001085948.1,pacsin3.S
741,>NM_001085949.1,mpzl3.L
743,>NM_001085950.1,b4galt3.L
745,>NM_001085951.1,XB5774338.L
747,>NM_001085952.1,cfi.S
749,>NM_001085953.1,sys1.L
751,>NM_001085954.1,dazap2.L
753,>NM_001085955.1,cwf19l1.L
755,>NM_001085956.2,kif11.L
757,>NM_001085957.1,trmt61a.L
759,>NM_001085958.1,timm13.S
761,>NM_001085959.1,zic2.S
763,>NM_001085960.1,ubtf.S
765,>NM_001085961.1,slc37a2.L
767,>NM_001085962.1,ncoa5.S
769,>NM_001085963.1,fermt1.S
771,>NM_001085964.1,anp32c.L
773,>NM_001085965.1,lsm14a.S
775,>NM_001085966.2,plk2.L
777,>NM_001085967.1,srd5a3.S
779,>NM_001085968.1,rpl5.L
781,>NM_001085969.1,kcnk1.L
783,>NM_001085970.1,c6.2.L
785,>NM_001085971.1,mcrip2.S
787,>NM_001085972.1,rsl24d1.S
789,>NM_001085973.2,pno1.L
791,>NM_001085974.1,cdc20.S
793,>NM_001085975.1,c12orf4.L
795,>NM_001085976.1,cldn1.S
797,>NM_001085977.1,slc3a2.L
799,>NM_001085979.1,cers3.L
801,>NM_001085980.1,utp4.L
803,>NM_001085982.2,tom1l1.L
805,>NM_001085983.1,capn8.3.L
807,>NM_001085984.1,tamalin.L
809,>NM_001085985.1,taf1b.L
811,>NM_001085986.1,chchd3.S
813,>NM_001085987.1,krt12.4.S
815,>NM_001085988.1,myoz1.S
817,>NM_001085989.1,myl1.S
819,>NM_001085990.1,ptpn9l.L
821,>NM_001085991.1,mycl.S
823,>NM_001085992.1,epha4.L
825,>NM_001085993.1,snupn.L
827,>NM_001085994.1,cldnd1.L
829,>NM_001085995.1,hes5.1.L
831,>NM_001085996.1,ugdh.L
833,>NM_001085997.1,znf750.L
835,>NM_001085998.1,tekt2.L
837,>NM_001085999.1,rbm26.S
839,>NM_001086001.1,XB5872372.S
841,>NM_001086002.1,hnrnpa2b1.L
843,>NM_001086004.1,mvb12a.L
845,>NM_001086005.1,ccnd1.S
847,>NM_001086006.1,dhdds.S
849,>NM_001086007.1,agk.S
851,>NM_001086008.1,rassf6.S
853,>NM_001086009.1,taok1.S
855,>NM_001086010.1,usb1.L
857,>NM_001086011.1,rabgap1l.L
859,>NM_001086012.1,nif.L
861,>NM_001086014.1,hax1.L
863,>NM_001086015.1,MGC69466.L
865,>NM_001086016.1,cfl1.S
867,>NM_001086017.1,phb.L
869,>NM_001086018.1,bag3.L
871,>NM_001086019.1,capn13.L
873,>NM_001086020.1,irak2.L
875,>NM_001086021.1,nek2.S
877,>NM_001086022.1,ankrd13c.S
879,>NM_001086023.1,hhatl.S
881,>NM_001086024.1,fkbp2.L
883,>NM_001086025.1,acsbg2.L
885,>NM_001086026.1,rrp1b.S
887,>NM_001086027.1,sart1.S
889,>NM_001086028.1,rbm12b.3.L
891,>NM_001086029.1,nipal2.S
893,>NM_001086031.1,prkra.L
895,>NM_001086032.1,znf622.S
897,>NM_001086034.1,mrpl45.L
899,>NM_001086035.1,prpsap1.L
901,>NM_001086036.1,fetub.S
903,>NM_001086037.2,selenot.S
905,>NM_001086038.1,npm1.S
907,>NM_001086039.2,gfod2.L
909,>NM_001086040.1,akirin1.L
911,>NM_001086041.1,rexo4.S
913,>NM_001086042.1,arg2.S
915,>NM_001086043.1,cdc73.S
917,>NM_001086044.1,heatr6.S
919,>NM_001086045.1,snx12.S
921,>NM_001086046.1,tubb4b.S
923,>NM_001086047.1,klhdc4.L
925,>NM_001086048.1,znrd2.S
927,>NM_001086049.1,leprotl1.S
929,>NM_001086050.2,ocm4.5.S
931,>NM_001086051.2,pam.L
933,>NM_001086052.1,llphp3.S
935,>NM_001086053.1,nfe2l2.L
937,>NM_001086054.1,tuba5.S
939,>NM_001086055.1,esrp1.L
941,>NM_001086056.1,mrpl43.L
943,>NM_001086057.1,cbfa2t2.L
945,>NM_001086058.1,mst1.L
947,>NM_001086059.1,h2az1.L
949,>NM_001086060.1,ckmt1b.L
951,>NM_001086061.1,ddx52.L
953,>NM_001086062.1,mpc2.S
955,>NM_001086063.1,meis3.S
957,>NM_001086064.2,tubb2b.S
959,>NM_001086065.1,tmem38a.L
961,>NM_001086066.1,id3.L
963,>NM_001086067.1,eftud2.S
965,>NM_001086068.1,gadd45a.S
967,>NM_001086069.1,ap1g2.L
969,>NM_001086070.1,f2rl2.L
971,>NM_001086071.1,isyna1.S
973,>NM_001086072.1,trappc6a.L
975,>NM_001086073.1,aldh9a1.S
977,>NM_001086074.1,srsf5a.L
979,>NM_001086075.1,prelid3b.L
981,>NM_001086076.1,pms1.S
983,>NM_001086077.1,htr3a.L
985,>NM_001086078.1,cdkn2aip.L
987,>NM_001086079.1,cyp20a1.L
989,>NM_001086080.1,gnai3.S
991,>NM_001086081.1,arf6.S
993,>NM_001086082.1,dlc.L
995,>NM_001086083.1,edc4.L
997,>NM_001086084.1,gja7.S
999,>NM_001086085.1,pars2.L
1001,>NM_001086086.1,MGC53199
1003,>NM_001086087.1,tnni2.S
1005,>NM_001086088.1,MGC53884
1007,>NM_001086089.1,susd6.L
1009,>NM_001086090.1,lypla2.S
1011,>NM_001086091.1,herpud2.L
1013,>NM_001086092.1,itm2a.S
1015,>NM_001086093.1,tjp3.S
1017,>NM_001086094.1,rasgrp2.S
1019,>NM_001086095.1,app.S
1021,>NM_001086096.1,zbtb34.L
1023,>NM_001086097.1,tcp1.L
1025,>NM_001086098.1,aldob.L
1027,>NM_001086099.1,akr1c2.L
1029,>NM_001086100.1,pcmtd2.L
1031,>NM_001086101.1,ctsb.S
1033,>NM_001086103.1,tafazzin.L
1035,>NM_001086104.1,epcam.L
1037,>NM_001086105.1,angptl7.L
1039,>NM_001086106.1,trim29.L
1041,>NM_001086107.1,hmgb2.L
1043,>NM_001086108.1,stat3.2.L
1045,>NM_001086109.1,rbm24.S
1047,>NM_001086110.1,ntrk2.L
1049,>NM_001086111.1,fth1.1.S
1051,>NM_001086112.1,emp2.L
1053,>NM_001086114.1,tab3.L
1055,>NM_001086115.1,ppil2.S
1057,>NM_001086116.1,nsmce2.L
1059,>NM_001086117.1,dhcr7.S
1061,>NM_001086118.2,selenot.L
1063,>NM_001086119.1,irf3.L
1065,>NM_001086120.1,ubb.L
1067,>NM_001086121.1,sparc.S
1069,>NM_001086122.1,far1.L
1071,>NM_001086123.1,rcl1.L
1073,>NM_001086124.1,celf2.L
1075,>NM_001086125.1,adrm1.L
1077,>NM_001086126.1,dstn.S
1079,>NM_001086127.1,atp12a.L
1081,>NM_001086128.1,prc1.2.S
1083,>NM_001086129.1,gadd45g.S
1085,>NM_001086130.1,dap.S
1087,>NM_001086131.1,mettl9.L
1089,>NM_001086132.1,chrna1.L
1091,>NM_001086133.1,eef1a1o.S
1093,>NM_001086134.1,g6pc1.2.S
1095,>NM_001086135.1,serhl2.S
1097,>NM_001086136.1,ssbp4.S
1099,>NM_001086137.1,snd1.S
1101,>NM_001086138.1,pcdhga3.L
1103,>NM_001086139.1,gal3st4.5.S
1105,>NM_001086140.1,hnrnpdl.L
1107,>NM_001086141.1,cyp2a6.1.S
1109,>NM_001086142.1,cdc34.L
1111,>NM_001086143.1,b4galnt1.L
1113,>NM_001086144.1,ccdc6.S
1115,>NM_001086145.1,rbm14.L
1117,>NM_001086146.1,chtop.S
1119,>NM_001086147.1,vill.S
1121,>NM_001086148.1,sppl3.L
1123,>NM_001086149.1,ppp2r2d.S
1125,>NM_001086150.1,pir.L
1127,>NM_001086151.1,ppp4r3b.L
1129,>NM_001086152.1,slc22a15.2.S
1131,>NM_001086153.1,tprkb.S
1133,>NM_001086154.1,ddx39a.S
1135,>NM_001086155.1,rnd1.S
1137,>NM_001086156.1,cdc42ep2.L
1139,>NM_001086157.1,mturn.S
1141,>NM_001086158.2,hspa9.S
1143,>NM_001086159.1,plk2.S
1145,>NM_001086161.1,arhgap11a.1.L
1147,>NM_001086162.1,hapln3.L
1149,>NM_001086163.1,hspa8.L
1151,>NM_001086164.1,gpr160.L
1153,>NM_001086165.1,ipo7.L
1155,>NM_001086166.1,znf238.2.L
1157,>NM_001086167.1,zfand4.S
1159,>NM_001086168.1,ssb.L
1161,>NM_001086169.1,pih1d1.L
1163,>NM_001086170.1,rhoc.L
1165,>NM_001086171.1,ptafr.L
1167,>NM_001086172.1,midn.S
1169,>NM_001086173.1,dnaja4.2.S
1171,>NM_001086174.1,lgals3.L
1173,>NM_001086175.1,odf3.S
1175,>NM_001086176.1,dcdc2.L
1177,>NM_001086177.1,cobl.L
1179,>NM_001086178.1,srsf6.S
1181,>NM_001086179.1,spib.L
1183,>NM_001086180.1,aldoa.S
1185,>NM_001086181.1,tspan31.L
1187,>NM_001086182.1,racgap1.S
1189,>NM_001086183.1,MGC53066
1191,>NM_001086184.1,sypl2.S
1193,>NM_001086185.1,hspd1.L
1195,>NM_001086186.1,slc7a8.S
1197,>NM_001086188.1,frrs1.S
1199,>NM_001086189.1,atp1b3.L
1201,>NM_001086190.1,f11r.S
1203,>NM_001086191.1,plin3.L
1205,>NM_001086192.1,rpn2.S
1207,>NM_001086193.1,dus3l.L
1209,>NM_001086194.1,MGC53786
1211,>NM_001086195.1,MGC75582.L
1213,>NM_001086196.1,acsl1.L
1215,>NM_001086197.1,nup214.L
1217,>NM_001086198.1,ag1.L
1219,>NM_001086199.1,tcf3.L
1221,>NM_001086201.1,tle5.L
1223,>NM_001086202.1,stx7.L
1225,>NM_001086203.1,tubb4a.S
1227,>NM_001086204.1,trdmt1.L
1229,>NM_001086205.1,setd4.L
1231,>NM_001086207.1,frmd8.L
1233,>NM_001086208.3,tmpo.L
1235,>NM_001086209.1,midn.L
1237,>NM_001086210.1,lmf2.L
1239,>NM_001086211.1,ola1.L
1241,>NM_001086212.1,ssr2.S
1243,>NM_001086213.1,mmp7.L
1245,>NM_001086214.1,psmc3.S
1247,>NM_001086216.1,enc1.2.L
1249,>NM_001086217.1,dnaja2.L
1251,>NM_001086218.1,slc13a4l.S
1253,>NM_001086219.1,cuedc1.L
1255,>NM_001086220.1,mpp1.L
1257,>NM_001086221.1,kiaa0930.S
1259,>NM_001086222.2,sympk.S
1261,>NM_001086223.1,azin2.S
1263,>NM_001086225.2,xnf7.S
1265,>NM_001086226.1,MGC52899
1267,>NM_001086227.1,has1.S
1269,>NM_001086228.1,ppp4r3b.S
1271,>NM_001086229.1,wdr36.S
1273,>NM_001086230.1,gatm.L
1275,>NM_001086231.1,dtx2.S
1277,>NM_001086232.1,rrp1b.L
1279,>NM_001086233.1,mcrip2.L
1281,>NM_001086234.1,ddx5.S
1283,>NM_001086235.1,MGC52622
1285,>NM_001086236.1,lmo4.2.S
1287,>NM_001086238.1,ednrb2.S
1289,>NM_001086239.1,utp6.L
1291,>NM_001086240.1,cldn7.L
1293,>NM_001086241.1,atp5pb.S
1295,>NM_001086242.1,mif4gd.S
1297,>NM_001086243.1,map3k7.S
1299,>NM_001086244.1,slc2a3.L
1301,>NM_001086245.1,uqcrc1.L
1303,>NM_001086248.1,ccng1.L
1305,>NM_001086250.1,cdk4.S
1307,>NM_001086251.1,agr2.L
1309,>NM_001086252.1,smpx.L
1311,>NM_001086253.1,hmgn3.S
1313,>NM_001086254.2,tnnc1.S
1315,>NM_001086255.1,magoh.L
1317,>NM_001086256.2,chmp1b.S
1319,>NM_001086258.2,rpl21.L
1321,>NM_001086259.1,ssr3.S
1323,>NM_001086260.2,rhoa.L
1325,>NM_001086261.1,hpgds.S
1327,>NM_001086262.2,ctbs.S
1329,>NM_001086263.2,apoa1.S
1331,>NM_001086264.1,slc31a1.L
1333,>NM_001086265.2,plp1.S
1335,>NM_001086266.1,MGC64389
1337,>NM_001086267.1,akr1c8p.S
1339,>NM_001086268.1,slc35a3.2.S
1341,>NM_001086269.2,rpl28.L
1343,>NM_001086270.2,tmem248.S
1345,>NM_001086271.1,tmem248.L
1347,>NM_001086272.2,XB5857145.L
1349,>NM_001086273.2,hbd.S
1351,>NM_001086274.1,nnmt.L
1353,>NM_001086275.2,lgals1.1.L
1355,>NM_001086276.2,MGC64513.S
1357,>NM_001086277.2,hba2.L
1359,>NM_001086278.1,fbxl15.L
1361,>NM_001086279.1,MGC64575
1363,>NM_001086280.2,hba4.S
1365,>NM_001086281.1,dnase1l3.S
1367,>NM_001086282.1,snai2.L
1369,>NM_001086283.1,sparc.L
1371,>NM_001086284.1,tmed10l.L
1373,>NM_001086285.1,tvp23b.L
1375,>NM_001086286.1,tpm2.S
1377,>NM_001086287.1,nup35.L
1379,>NM_001086288.1,id3.S
1381,>NM_001086289.1,sec11a.L
1383,>NM_001086290.1,sumo3.L
1385,>NM_001086291.2,npm1.L
1387,>NM_001086292.2,tmed10.S
1389,>NM_001086293.2,tsnax.S
1391,>NM_001086294.1,kdelr3.L
1393,>NM_001086295.2,ranbp1.S
1395,>NM_001086296.1,anxa1.1.S
1397,>NM_001086297.2,eef1g.L
1399,>NM_001086298.2,atp6v1e1.L
1401,>NM_001086299.1,mosmo.L
1403,>NM_001086300.1,atp4b.S
1405,>NM_001086301.1,MGC64344
1407,>NM_001086302.2,mrpl44.S
1409,>NM_001086303.1,dnaja4.1.L
1411,>NM_001086304.1,fcn2l.L
1413,>NM_001086305.2,XB5798854.L
1415,>NM_001086306.2,metap1.S
1417,>NM_001086307.2,MGC64368
1419,>NM_001086308.2,cela1.1.L
1421,>NM_001086309.1,hmgn2.L
1423,>NM_001086310.1,tpm4.L
1425,>NM_001086311.1,cyp46a1.2.L
1427,>NM_001086312.1,tnni1.2.L
1429,>NM_001086313.1,hspb8.L
1431,>NM_001086314.1,spata2.L
1433,>NM_001086315.2,cel.2.L
1435,>NM_001086316.2,apob.L
1437,>NM_001086317.2,serpinb6.L
1439,>NM_001086318.2,gcg2
1441,>NM_001086319.1,ca4.1.S
1443,>NM_001086320.2,XB5769266.L
1445,>NM_001086321.1,necap1.L
