,total,NM,NR,XM,XR,NM_XM,NR_XR
Or5an9,1,1,0,0,0,1,0
Or5b95,1,1,0,0,0,1,0
Or5b12b,1,1,0,0,0,1,0
Or5b12,1,1,0,0,0,1,0
Or5b99,1,1,0,0,0,1,0
Or5b105,1,1,0,0,0,1,0
Or5b123b,1,1,0,0,0,1,0
Or5b124,1,1,0,0,0,1,0
Or10q12,1,1,0,0,0,1,0
Or1s2,1,1,0,0,0,1,0
Or9q1,1,1,0,0,0,1,0
Or9i2,1,1,0,0,0,1,0
Or9i1b,1,1,0,0,0,1,0
Or7r1,1,1,0,0,0,1,0
Or2j3,1,1,0,0,0,1,0
Or2n1e,1,1,0,0,0,1,0
Or2n1g,1,1,0,0,0,1,0
Or2n1,1,1,0,0,0,1,0
Or2h15,1,1,0,0,0,1,0
Or14j3b,1,1,0,0,0,1,0
Or2g1,1,1,0,0,0,1,0
Or14j5b,2,1,0,1,0,2,0
Or14j5,1,1,0,0,0,1,0
Or14j5e,1,1,0,0,0,1,0
Or14j3d,1,1,0,0,0,1,0
Or1o11c,1,1,0,0,0,1,0
Or5v1b,1,1,0,0,0,1,0
Or5ak22,1,1,0,0,0,1,0
Olr440,1,1,0,0,0,1,0
Or5ak24,1,1,0,0,0,1,0
Or5ak25,1,1,0,0,0,1,0
Or5g27,1,1,0,0,0,1,0
Or5g24,2,1,0,1,0,2,0
Or5g25,2,1,0,1,0,2,0
Or9g4,1,1,0,0,0,1,0
Or5g9,1,1,0,0,0,1,0
Or9g10,1,1,0,0,0,1,0
Or9g3,1,1,0,0,0,1,0
Or9g4b,1,1,0,0,0,1,0
Or9g20,1,1,0,0,0,1,0
Or2ah1,1,1,0,0,0,1,0
Or5ar1,1,1,0,0,0,1,0
Or5ap2b,1,1,0,0,0,1,0
Or5m10b,1,1,0,0,0,1,0
Or5m10,1,1,0,0,0,1,0
Or5m13b,1,1,0,0,0,1,0
Or5m11,1,1,0,0,0,1,0
Or5m8,2,1,0,1,0,2,0
Or5m3,1,1,0,0,0,1,0
Or8u10,1,1,0,0,0,1,0
Or8u3,1,1,0,0,0,1,0
Or5al5b,1,1,0,0,0,1,0
Or8j3,1,1,0,0,0,1,0
Or8k1,2,1,0,1,0,2,0
Or8k20,1,1,0,0,0,1,0
Or8k23,2,1,0,1,0,2,0
Or8j3b,1,1,0,0,0,1,0
Or8k30b,1,1,0,0,0,1,0
Or5t7,1,1,0,0,0,1,0
Or8k39,1,1,0,0,0,1,0
Or8k40,1,1,0,0,0,1,0
Or5t5,1,1,0,0,0,1,0
Or5t18,1,1,0,0,0,1,0
Or5t9,2,1,0,1,0,2,0
Or5t5b,1,1,0,0,0,1,0
Or8h7,1,1,0,0,0,1,0
Or5j1,1,1,0,0,0,1,0
Or5aq1,1,1,0,0,0,1,0
Or5aq1b,1,1,0,0,0,1,0
Or12e1,1,1,0,0,0,1,0
Or12e8,1,1,0,0,0,1,0
Or10ag57,1,1,0,0,0,1,0
Or8w1b,1,1,0,0,0,1,0
Or5w11,1,1,0,0,0,1,0
Or8w1,1,1,0,0,0,1,0
Or5i1,1,1,0,0,0,1,0
Or12e10,1,1,0,0,0,1,0
Or5w19,1,1,0,0,0,1,0
Or5w20,1,1,0,0,0,1,0
Or5l14b,1,1,0,0,0,1,0
Or5d14,1,1,0,0,0,1,0
Or5d20,1,1,0,0,0,1,0
Or5d41,1,1,0,0,0,1,0
Or5d40,1,1,0,0,0,1,0
Or4p7,1,1,0,0,0,1,0
Or4p20b,1,1,0,0,0,1,0
Or4p22,1,1,0,0,0,1,0
Or4c103,1,1,0,0,0,1,0
Olr655,1,1,0,0,0,1,0
Or4c104,1,1,0,0,0,1,0
Or4a66b,1,1,0,0,0,1,0
Or4c105,1,1,0,0,0,1,0
Or4c15,2,1,0,1,0,2,0
Or4c107,1,1,0,0,0,1,0
Or4c108b,1,1,0,0,0,1,0
Or4c109,1,1,0,0,0,1,0
Or4c112,1,1,0,0,0,1,0
Olr673,1,1,0,0,0,1,0
Or4c114,1,1,0,0,0,1,0
Or4c116,1,1,0,0,0,1,0
Or4c117,1,1,0,0,0,1,0
Or4c120,1,1,0,0,0,1,0
Or4c121,1,1,0,0,0,1,0
Or4c1,1,1,0,0,0,1,0
Olr703,1,1,0,0,0,1,0
Or4a77c,1,1,0,0,0,1,0
Olr718,1,1,0,0,0,1,0
Or4c58,1,1,0,0,0,1,0
Or4c52,1,1,0,0,0,1,0
Or4c3e,1,1,0,0,0,1,0
Or4f53,1,1,0,0,0,1,0
Or4k35,1,1,0,0,0,1,0
Or4g16,1,1,0,0,0,1,0
Or4k37,1,1,0,0,0,1,0
Or4g7,1,1,0,0,0,1,0
Or4k48,1,1,0,0,0,1,0
Or4k49,1,1,0,0,0,1,0
Or4k52,1,1,0,0,0,1,0
Or4k48b,1,1,0,0,0,1,0
Or4f57,1,1,0,0,0,1,0
Or4f6,1,1,0,0,0,1,0
Or4f61b,1,1,0,0,0,1,0
Or4f47,1,1,0,0,0,1,0
Or1j15b,1,1,0,0,0,1,0
Or1j16b,4,1,0,3,0,4,0
Or1j15,1,1,0,0,0,1,0
Or1j16,1,1,0,0,0,1,0
Or1j12b,1,1,0,0,0,1,0
Or1j13c,1,1,0,0,0,1,0
Or1j1,1,1,0,0,0,1,0
Or1j20,1,1,0,0,0,1,0
Or1n1b,1,1,0,0,0,1,0
Or1n2,1,1,0,0,0,1,0
Or1q1,1,1,0,0,0,1,0
Or12k7b,1,1,0,0,0,1,0
Or12k7,1,1,0,0,0,1,0
Or12k8,1,1,0,0,0,1,0
Or1b1,1,1,0,0,0,1,0
Or1l4,1,1,0,0,0,1,0
Or1af1,1,1,0,0,0,1,0
Or5c1,1,1,0,0,0,1,0
Or13d1,1,1,0,0,0,1,0
Or13c9,1,1,0,0,0,1,0
Or13c25,1,1,0,0,0,1,0
Or13c3,1,1,0,0,0,1,0
Or13c3f,1,1,0,0,0,1,0
Or13c3c,1,1,0,0,0,1,0
Or13c3g,1,1,0,0,0,1,0
Or13f5l1,1,1,0,0,0,1,0
Or13c7d,1,1,0,0,0,1,0
Or13j1,1,1,0,0,0,1,0
Or13e8,1,1,0,0,0,1,0
Or13p10,1,1,0,0,0,1,0
Or10ak7b,1,1,0,0,0,1,0
Or10ak7f,1,1,0,0,0,1,0
Or10ak13,1,1,0,0,0,1,0
Or10ak7,1,1,0,0,0,1,0
Or13c7,1,1,0,0,0,1,0
Or13c7c,1,1,0,0,0,1,0
Or10h1d,1,1,0,0,0,1,0
Or1i2,1,1,0,0,0,1,0
Or7c70,2,1,0,1,0,2,0
Or7a38e,1,1,0,0,0,1,0
Or7a41,1,1,0,0,0,1,0
Or8s2,1,1,0,0,0,1,0
Or8s10,4,1,0,3,0,4,0
Or11m3,1,1,0,0,0,1,0
Or7g18,1,1,0,0,0,1,0
Or7g26,1,1,0,0,0,1,0
Or7g21,1,1,0,0,0,1,0
Or7g33c,1,1,0,0,0,1,0
Or7g29,1,1,0,0,0,1,0
Or7g33,2,1,0,1,0,2,0
Or7g34b,1,1,0,0,0,1,0
Or7e169,1,1,0,0,0,1,0
Or8b12,1,1,0,0,0,1,0
Olr1198,1,1,0,0,0,1,0
Or8b35,1,1,0,0,0,1,0
Olr1214,1,1,0,0,0,1,0
Or8b101c,1,1,0,0,0,1,0
Or8c15b,2,1,0,1,0,2,0
Or8c16,1,1,0,0,0,1,0
Or8c18,1,1,0,0,0,1,0
Or8c19,1,1,0,0,0,1,0
Or8c10b,1,1,0,0,0,1,0
Or8b44b,1,1,0,0,0,1,0
Or8c11,1,1,0,0,0,1,0
Or8b3,1,1,0,0,0,1,0
Or8b1b,1,1,0,0,0,1,0
Or8b1c,1,1,0,0,0,1,0
Or8b1,1,1,0,0,0,1,0
Or8b44,1,1,0,0,0,1,0
Or8b46,1,1,0,0,0,1,0
Or8b50,1,1,0,0,0,1,0
Or8b1d,2,1,0,1,0,2,0
Or8b53,1,1,0,0,0,1,0
Or8b55,1,1,0,0,0,1,0
Or8b56,2,1,0,1,0,2,0
Or10d1g,3,1,0,1,1,2,1
Or8g34,1,1,0,0,0,1,0
Or8g26,1,1,0,0,0,1,0
Or8g35b,1,1,0,0,0,1,0
Or8g35,1,1,0,0,0,1,0
Or8g20,1,1,0,0,0,1,0
Or8g36,1,1,0,0,0,1,0
Or10d3,1,1,0,0,0,1,0
Or10d4b,2,1,0,1,0,2,0
Or10d4c,2,1,0,1,0,2,0
Or10n7,1,1,0,0,0,1,0
Or10d1b,2,1,0,1,0,2,0
Or8g52b,1,1,0,0,0,1,0
Or8g50,1,1,0,0,0,1,0
Or8g37c,2,1,0,1,0,2,0
Or8g2c,1,1,0,0,0,1,0
Or10d5jl,1,1,0,0,0,1,0
Or8g37b,2,1,0,1,0,2,0
Olr1330,1,1,0,0,0,1,0
Or10d5b,1,1,0,0,0,1,0
Or10g9,1,1,0,0,0,1,0
Or10g9b,1,1,0,0,0,1,0
Or10s1,2,1,0,1,0,2,0
Or4d5,1,1,0,0,0,1,0
Or6x1,1,1,0,0,0,1,0
Or6b2b,1,1,0,0,0,1,0
Or9s27,1,1,0,0,0,1,0
Olr1096,1,1,0,0,0,1,0
Or6c6h,2,1,0,1,0,2,0
Or8b101d,2,1,0,1,0,2,0
Or5o1,1,1,0,0,0,1,0
Or11n2,1,1,0,0,0,1,0
Or5bh3,1,1,0,0,0,1,0
Or1aa2,1,1,0,0,0,1,0
Or2c1,1,1,0,0,0,1,0
Or1f20d,1,1,0,0,0,1,0
Or1e35b,1,1,0,0,0,1,0
Or5ac21,1,1,0,0,0,1,0
OR6c8,1,1,0,0,0,1,0
Or6c33b,1,1,0,0,0,1,0
Or10j5,1,1,0,0,0,1,0
Or6k8,1,1,0,0,0,1,0
Or6k2,1,1,0,0,0,1,0
Or2t1,1,1,0,0,0,1,0
Or6s1,1,1,0,0,0,1,0
Or2at1,1,1,0,0,0,1,0
Or10v9b,1,1,0,0,0,1,0
Or10v1,1,1,0,0,0,1,0
Or5a3,1,1,0,0,0,1,0
Or10al7,1,1,0,0,0,1,0
Or14j3e,1,1,0,0,0,1,0
Or1o2b,1,1,0,0,0,1,0
Or10ag2,1,1,0,0,0,1,0
Or5l13,2,1,0,1,0,2,0
Or4a15b,1,1,0,0,0,1,0
Or4c35,1,1,0,0,0,1,0
Or13p9,1,1,0,0,0,1,0
Or1m1,2,1,0,1,0,2,0
Or8g20b,1,1,0,0,0,1,0
Or8g20e,1,1,0,0,0,1,0
Or10d1,1,1,0,0,0,1,0
Or9s23b,1,1,0,0,0,1,0
Or11g27,2,1,0,1,0,2,0
Or9r3c,1,1,0,0,0,1,0
Or1f30,1,1,0,0,0,1,0
Or2y15,1,1,0,0,0,1,0
Olr1433,2,1,0,1,0,2,0
Or5af1b,1,1,0,0,0,1,0
Olr1481,1,1,0,0,0,1,0
Or3a4,2,1,0,1,0,2,0
Or1f21c,1,1,0,0,0,1,0
Or5ac19,2,1,0,1,0,2,0
Or5k3,1,1,0,0,0,1,0
Or2l5,1,1,0,0,0,1,0
Or10j7,1,1,0,0,0,1,0
Or2t6,1,1,0,0,0,1,0
Or4e2,1,1,0,0,0,1,0
Or2w6,2,1,0,1,0,2,0
Or10k2,1,1,0,0,0,1,0
Or6al1,1,1,0,0,0,1,0
Or6z7,1,1,0,0,0,1,0
Or13g1,1,1,0,0,0,1,0
Or51r1,1,1,0,0,0,1,0
Or51e1,2,1,0,1,0,2,0
Or52e19,1,1,0,0,0,1,0
Or51i1,1,1,0,0,0,1,0
Or51a42,1,1,0,0,0,1,0
Or52h9,1,1,0,0,0,1,0
Or52d3,1,1,0,0,0,1,0
Or56b1,1,1,0,0,0,1,0
Or56a5,1,1,0,0,0,1,0
Or52b2,1,1,0,0,0,1,0
Or2ag2,1,1,0,0,0,1,0
Olr220,1,1,0,0,0,1,0
Or6b6,1,1,0,0,0,1,0
Or6ae1,1,1,0,0,0,1,0
Or13a26c,1,1,0,0,0,1,0
Or5b107,1,1,0,0,0,1,0
Or14j1,1,1,0,0,0,1,0
Or13l2,1,1,0,0,0,1,0
Or1j13b,1,1,0,0,0,1,0
Or1j10,1,1,0,0,0,1,0
Or8u9,1,1,0,0,0,1,0
Olr522,1,1,0,0,0,1,0
Or8h10b,2,1,0,1,0,2,0
Or8i2,1,1,0,0,0,1,0
Or5aq6,1,1,0,0,0,1,0
Or5aq7,1,1,0,0,0,1,0
Or5w1,1,1,0,0,0,1,0
Or5w12,1,1,0,0,0,1,0
Or4c15b,1,1,0,0,0,1,0
Or4a70,1,1,0,0,0,1,0
Or4a77e,1,1,0,0,0,1,0
Or4c10b,1,1,0,0,0,1,0
Or4c12,1,1,0,0,0,1,0
Or4c3,1,1,0,0,0,1,0
Or4b1,1,1,0,0,0,1,0
Or4b13b,1,1,0,0,0,1,0
Or4b1c,1,1,0,0,0,1,0
Or4x13,1,1,0,0,0,1,0
Or4f7,1,1,0,0,0,1,0
Or4f14d,1,1,0,0,0,1,0
Or13c7b,1,1,0,0,0,1,0
Or2k2,1,1,0,0,0,1,0
Or13p4,1,1,0,0,0,1,0
Or13p3,1,1,0,0,0,1,0
Or13p5,2,1,0,1,0,2,0
Or6c38,1,1,0,0,0,1,0
Or6c202e,1,1,0,0,0,1,0
Or10u3b,1,1,0,0,0,1,0
Or6c213f,1,1,0,0,0,1,0
Or6c208b,1,1,0,0,0,1,0
Or9k2,1,1,0,0,0,1,0
Or7a38b,1,1,0,0,0,1,0
Or10h1,1,1,0,0,0,1,0
Or7h7b,1,1,0,0,0,1,0
Or8c20,1,1,0,0,0,1,0
Or8g51,1,1,0,0,0,1,0
Or8g30,1,1,0,0,0,1,0
Or8g28,1,1,0,0,0,1,0
Or8g2,2,1,0,1,0,2,0
Or4f60,1,1,0,0,0,1,0
Or4f6b,1,1,0,0,0,1,0
Or4f14e,1,1,0,0,0,1,0
Or4f59,1,1,0,0,0,1,0
Or4f58,1,1,0,0,0,1,0
Or4f15,2,1,0,1,0,2,0
Or4f14f,1,1,0,0,0,1,0
Or4f56,2,1,0,1,0,2,0
Or4f7c,1,1,0,0,0,1,0
Or4k51,1,1,0,0,0,1,0
Or4k50,1,1,0,0,0,1,0
Or4k45,1,1,0,0,0,1,0
Or4g17,1,1,0,0,0,1,0
Or4k77,1,1,0,0,0,1,0
Or4f53b,1,1,0,0,0,1,0
Or4b1d,1,1,0,0,0,1,0
Or4x11c,1,1,0,0,0,1,0
Or4x11,1,1,0,0,0,1,0
Or4c127,1,1,0,0,0,1,0
Or4a77d,1,1,0,0,0,1,0
Olr716,1,1,0,0,0,1,0
Or4a77,1,1,0,0,0,1,0
Or4a78,1,1,0,0,0,1,0
Or4a77b,1,1,0,0,0,1,0
Or4a69,2,1,0,1,0,2,0
Or4a2,1,1,0,0,0,1,0
Or4c124b,1,1,0,0,0,1,0
Or4c123,1,1,0,0,0,1,0
Or4p18b,1,1,0,0,0,1,0
Or4c117b,1,1,0,0,0,1,0
Or4c112b,1,1,0,0,0,1,0
Or4c110,1,1,0,0,0,1,0
Or4c108,2,1,0,1,0,2,0
Or4c11,1,1,0,0,0,1,0
Or4a66,1,1,0,0,0,1,0
Or4c105b,1,1,0,0,0,1,0
Or4a66c,1,1,0,0,0,1,0
Or4c103b,1,1,0,0,0,1,0
Or4s2,1,1,0,0,0,1,0
Or4p4,1,1,0,0,0,1,0
Or4c102,1,1,0,0,0,1,0
Or4c129,1,1,0,0,0,1,0
Or4c31e,1,1,0,0,0,1,0
Or4p22e,1,1,0,0,0,1,0
Or4c31b,1,1,0,0,0,1,0
Or4p22d,1,1,0,0,0,1,0
Or4c31,1,1,0,0,0,1,0
Or4p20,1,1,0,0,0,1,0
Or4c99,1,1,0,0,0,1,0
Olr623,1,1,0,0,0,1,0
Olr621,1,1,0,0,0,1,0
Or5w8b,1,1,0,0,0,1,0
Or5d37,1,1,0,0,0,1,0
Olr604,1,1,0,0,0,1,0
Or12e13b,1,1,0,0,0,1,0
Or5w18,1,1,0,0,0,1,0
Or5w17,1,1,0,0,0,1,0
Or5w16,1,1,0,0,0,1,0
Or5w15,1,1,0,0,0,1,0
Or5w13b,2,1,0,1,0,2,0
Or5w14,1,1,0,0,0,1,0
Or5w22,1,1,0,0,0,1,0
Or12e7,1,1,0,0,0,1,0
Or10ag59b,1,1,0,0,0,1,0
Or10ag58,1,1,0,0,0,1,0
Or12e9,1,1,0,0,0,1,0
Or10ag54b,2,1,0,1,0,2,0
Olr551,1,1,0,0,0,1,0
Or5be3,1,1,0,0,0,1,0
Or8h11,1,1,0,0,0,1,0
Or5t16,1,1,0,0,0,1,0
Or8h9,1,1,0,0,0,1,0
Or8h6,1,1,0,0,0,1,0
Or5t9b,1,1,0,0,0,1,0
Or8k33,2,1,0,1,0,2,0
Or8k32,1,1,0,0,0,1,0
Or8k31,1,1,0,0,0,1,0
Or8k25,1,1,0,0,0,1,0
Or8k24,1,1,0,0,0,1,0
Or8k3,2,1,0,1,0,2,0
Or8u8l1,1,1,0,0,0,1,0
Or5al7,1,1,0,0,0,1,0
Or5al1,1,1,0,0,0,1,0
Or5m9,1,1,0,0,0,1,0
Or9g19,1,1,0,0,0,1,0
Or5ak4,3,1,0,1,1,2,1
Or14c39,1,1,0,0,0,1,0
Or14a257c,1,1,0,0,0,1,0
Or14a257b,1,1,0,0,0,1,0
Or14c40,1,1,0,0,0,1,0
Or14a257d,1,1,0,0,0,1,0
Or14a258,1,1,0,0,0,1,0
Or14a260,1,1,0,0,0,1,0
Or9r3b,1,1,0,0,0,1,0
Or6c219,1,1,0,0,0,1,0
Or6c75,1,1,0,0,0,1,0
Or6c207,1,1,0,0,0,1,0
Or6c66b,1,1,0,0,0,1,0
Or6c202,1,1,0,0,0,1,0
Or6c70,1,1,0,0,0,1,0
Or6c6f,2,1,0,1,0,2,0
