,total,NM,NR,XM,XR,NM_XM,NR_XR
sia2.S,2,1,0,1,0,2,0
ebf2.S,4,1,0,3,0,4,0
ebf2.L,4,1,0,3,0,4,0
nbl1.L,1,1,0,0,0,1,0
vax1.S,1,1,0,0,0,1,0
hck.L,5,1,0,4,0,5,0
ctbp1.L,6,1,0,5,0,6,0
amelx.L,1,1,0,0,0,1,0
amelx.S,4,1,0,3,0,4,0
nkx3-3.S,1,1,0,0,0,1,0
nos1.L,5,1,0,4,0,5,0
fmr1.L,1,1,0,0,0,1,0
nrn1.S,1,1,0,0,0,1,0
cdon.L,8,1,0,7,0,8,0
kcnma1.L,17,1,0,16,0,17,0
pias1.L,4,1,0,3,0,4,0
lrp5.L,3,1,0,2,0,3,0
stk10.S,1,1,0,0,0,1,0
foxg1.L,1,1,0,0,0,1,0
zfyve9.L,1,1,0,0,0,1,0
mxd4.L,4,1,0,3,0,4,0
nkx2-6.L,1,1,0,0,0,1,0
nkx3-1.S,1,1,0,0,0,1,0
tbx5.L,4,1,0,3,0,4,0
six3.L,1,1,0,0,0,1,0
per1.L,5,1,0,4,0,5,0
kitlg.S,1,1,0,0,0,1,0
krt12.6.S,1,1,0,0,0,1,0
gnrhr1-A,3,1,0,2,0,3,0
kit.S,1,1,0,0,0,1,0
purb.S,1,1,0,0,0,1,0
lmo4.2.L,2,1,0,1,0,2,0
cacna2d3.S,1,1,0,0,0,1,0
ecrg4.L,1,1,0,0,0,1,0
phkg1.S,1,1,0,0,0,1,0
vip.L,1,1,0,0,0,1,0
gcm1.S,1,1,0,0,0,1,0
cd247.S,2,1,0,1,0,2,0
six6.S,1,1,0,0,0,1,0
kcnj16.S,6,1,0,5,0,6,0
hoxa1.L,1,1,0,0,0,1,0
rdh7.L,1,1,0,0,0,1,0
flt1.L,1,1,0,0,0,1,0
dtna.L,17,1,0,16,0,17,0
steep1.L,1,1,0,0,0,1,0
kif19.S,1,1,0,0,0,1,0
tgfb2.L,1,1,0,0,0,1,0
gng7.S,6,1,0,5,0,6,0
mapre2.S,3,1,0,2,0,3,0
myog.S,1,1,0,0,0,1,0
pou4f4.S,1,1,0,0,0,1,0
foxe3.L,1,1,0,0,0,1,0
syn2.L,1,1,0,0,0,1,0
syn3.L,2,1,0,1,0,2,0
nrl.S,1,1,0,0,0,1,0
fzd1.L,1,1,0,0,0,1,0
churc1.S,1,1,0,0,0,1,0
gdf7.S,1,1,0,0,0,1,0
dbx1.S,1,1,0,0,0,1,0
gnrhr.L,2,1,0,1,0,2,0
pitx3.S,1,1,0,0,0,1,0
csrp3.L,1,1,0,0,0,1,0
lefty.L,1,1,0,0,0,1,0
tlx3.S,1,1,0,0,0,1,0
tlx1.L,2,1,0,1,0,2,0
fzd5.S,1,1,0,0,0,1,0
neurod6.L,2,1,0,1,0,2,0
hoxa2.L,1,1,0,0,0,1,0
camk4.L,2,1,0,1,0,2,0
gcgr.L,1,1,0,0,0,1,0
kcna2.L,2,1,0,1,0,2,0
irx5.L,1,1,0,0,0,1,0
lhb.L,2,1,0,1,0,2,0
myl4.L,1,1,0,0,0,1,0
hmx3.L,1,1,0,0,0,1,0
kcna3.S,1,1,0,0,0,1,0
p2ry1.S,1,1,0,0,0,1,0
grik5-like.1.S,2,1,0,1,0,2,0
invs.S,1,1,0,0,0,1,0
dna2.S,1,1,0,0,0,1,0
pak3.L,4,1,0,3,0,4,0
irx2.L,1,1,0,0,0,1,0
pax5.L,2,1,0,1,0,2,0
omp.S,1,1,0,0,0,1,0
s100a10.L,2,2,0,0,0,2,0
tff3.1.S,1,1,0,0,0,1,0
tff3.8.S,1,1,0,0,0,1,0
gata1.S,3,1,0,2,0,3,0
lgals1.3.L,1,1,0,0,0,1,0
kcna1.S,3,1,0,2,0,3,0
ascl1.L,1,1,0,0,0,1,0
egr2.L,1,1,0,0,0,1,0
dntt.L,1,1,0,0,0,1,0
f2r.L,1,1,0,0,0,1,0
htr7l.S,3,1,0,2,0,3,0
dcc.L,1,1,0,0,0,1,0
kcnb2.S,2,1,0,1,0,2,0
kcnb1.S,2,1,0,1,0,2,0
scnn1b.L,1,1,0,0,0,1,0
nodal3.1.L,1,1,0,0,0,1,0
dhh.L,1,1,0,0,0,1,0
dhh.S,1,1,0,0,0,1,0
ihh.S,2,1,0,1,0,2,0
neurod1.L,2,1,0,1,0,2,0
hesx1.S,1,1,0,0,0,1,0
nodal1.L,1,1,0,0,0,1,0
cacnb3.L,3,1,0,2,0,3,0
hhipl2.S,4,1,0,3,0,4,0
thibz.L,1,1,0,0,0,1,0
dpepe.L,3,1,0,2,0,3,0
sdc3.L,1,1,0,0,0,1,0
fap.L,2,1,0,1,0,2,0
crhbp.S,1,1,0,0,0,1,0
thibz.S,1,1,0,0,0,1,0
vsig1.L,2,1,0,1,0,2,0
fgf9.S,1,1,0,0,0,1,0
cckbr.L,1,1,0,0,0,1,0
ina.S,1,1,0,0,0,1,0
wnt2b.L,1,1,0,0,0,1,0
nr2e1.S,1,1,0,0,0,1,0
noct.L,3,1,0,2,0,3,0
nkx3-2.S,1,1,0,0,0,1,0
gpr45.L,1,1,0,0,0,1,0
adam21.L,1,1,0,0,0,1,0
mmp21.L,1,1,0,0,0,1,0
slc13a2.S,1,1,0,0,0,1,0
kcnd3.L,4,1,0,3,0,4,0
vdr.S,1,1,0,0,0,1,0
atoh7.S,1,1,0,0,0,1,0
atoh7.L,1,1,0,0,0,1,0
hoxc5.L,1,1,0,0,0,1,0
fgf4.L,1,1,0,0,0,1,0
fgf4.S,1,1,0,0,0,1,0
znf568.L,1,1,0,0,0,1,0
xenoxin1.L,2,1,0,1,0,2,0
fosp1a.L,1,1,0,0,0,1,0
gck.L,1,1,0,0,0,1,0
htr1a.L,1,1,0,0,0,1,0
crhr2.S,2,1,0,1,0,2,0
lbr.S,2,1,0,1,0,2,0
adcy9.L,1,1,0,0,0,1,0
cck.S,1,1,0,0,0,1,0
cck.L,3,1,0,2,0,3,0
sia1.L,1,1,0,0,0,1,0
hdac9.S,3,1,0,2,0,3,0
clcnkb.L,1,1,0,0,0,1,0
erg.L,1,1,0,0,0,1,0
efnb3.L,4,1,0,3,0,4,0
tff3.8.L,1,1,0,0,0,1,0
adora1.L,2,1,0,1,0,2,0
or52r1.L,1,1,0,0,0,1,0
or11l1.18.L,1,1,0,0,0,1,0
or11l1.L,1,1,0,0,0,1,0
vax1.L,1,1,0,0,0,1,0
gnal.S,4,1,0,3,0,4,0
dkk2.L,1,1,0,0,0,1,0
smad3.L,1,1,0,0,0,1,0
hoxa13.S,1,1,0,0,0,1,0
foxd2.S,1,1,0,0,0,1,0
elk4.S,9,1,0,8,0,9,0
sema3a.L,2,1,0,1,0,2,0
acp1.S,2,2,0,0,0,2,0
myog.L,1,1,0,0,0,1,0
gjb3.S,1,1,0,0,0,1,0
sp5.S,2,1,0,1,0,2,0
arx.S,1,1,0,0,0,1,0
paqr8.L,5,1,0,4,0,5,0
aqp2.S,1,1,0,0,0,1,0
tbx20.L,1,1,0,0,0,1,0
inhbc.1.L,1,1,0,0,0,1,0
gucy2c.L,2,1,0,1,0,2,0
relb.S,4,1,0,3,0,4,0
wt1.L,2,1,0,1,0,2,0
sox7.L,1,1,0,0,0,1,0
cntn1.L,1,1,0,0,0,1,0
psmb9.S,3,1,0,2,0,3,0
cryaa.S,1,1,0,0,0,1,0
casp1.S,1,1,0,0,0,1,0
nmb.S,1,1,0,0,0,1,0
wnt3a.S,1,1,0,0,0,1,0
ro60.L,2,1,0,1,0,2,0
wnt5a.S,3,1,0,2,0,3,0
fabp2.L,1,1,0,0,0,1,0
npy2r.S,1,1,0,0,0,1,0
sall3.L,5,1,0,4,0,5,0
ins.L,1,1,0,0,0,1,0
ins.S,2,1,0,1,0,2,0
twist1.S,1,1,0,0,0,1,0
bmp2.S,2,1,0,1,0,2,0
kcp.L,2,1,0,1,0,2,0
bub1b.L,1,1,0,0,0,1,0
mgat1.S,1,1,0,0,0,1,0
snrpd3.S,3,1,0,2,0,3,0
mgat1.L,4,1,0,3,0,4,0
ccnb3.S,2,1,0,0,1,1,1
coro1c.S,1,1,0,0,0,1,0
jun.S,1,1,0,0,0,1,0
myc.S,1,1,0,0,0,1,0
myod1.S,1,1,0,0,0,1,0
ybx1.L,1,1,0,0,0,1,0
cdc42.L,6,1,0,5,0,6,0
rrm2b.S,1,1,0,0,0,1,0
odf3.L,1,1,0,0,0,1,0
ca2.S,2,1,0,1,0,2,0
tbc1d20.1.L,4,1,0,3,0,4,0
cant1.L,6,1,0,5,0,6,0
smarce1.L,11,1,0,10,0,11,0
h3-5.L,2,1,0,1,0,2,0
cap1.S,2,1,0,1,0,2,0
rpl5.S,1,1,0,0,0,1,0
pisd-like.2.L,3,1,0,2,0,3,0
cdip1.L,1,1,0,0,0,1,0
btg1.L,1,1,0,0,0,1,0
inip.S,2,1,0,1,0,2,0
fkbp1a.L,2,1,0,1,0,2,0
fam234a.L,2,1,0,1,0,2,0
uqcc2.L,1,1,0,0,0,1,0
hes1.S,1,1,0,0,0,1,0
hmgb2.S,2,1,0,1,0,2,0
tubb6.S,1,1,0,0,0,1,0
ppdpf.S,1,1,0,0,0,1,0
exosc8.S,1,1,0,0,0,1,0
eno1.L,2,1,0,1,0,2,0
dcaf10.L,2,1,0,1,0,2,0
lrrc59.S,1,1,0,0,0,1,0
rasl11b.L,1,1,0,0,0,1,0
hdac1.S,1,1,0,0,0,1,0
orc3.S,4,1,0,2,1,3,1
tnnc2.L,2,1,0,1,0,2,0
apoa1.L,1,1,0,0,0,1,0
abt1.L,1,1,0,0,0,1,0
fgfr1op2.S,2,1,0,1,0,2,0
eif1.L,1,1,0,0,0,1,0
MGC53003,1,1,0,0,0,1,0
ethe1.L,1,1,0,0,0,1,0
syf2.S,2,1,0,1,0,2,0
ocm4.3.S,1,1,0,0,0,1,0
rps20.L,2,1,0,1,0,2,0
tnnc2.S,2,1,0,1,0,2,0
psmd9.S,1,1,0,0,0,1,0
vapa.L,1,1,0,0,0,1,0
ocm4.3.L,1,1,0,0,0,1,0
camlg.L,2,1,0,1,0,2,0
pax6.L,8,1,0,7,0,8,0
slc18a1.S,4,1,0,3,0,4,0
canx.L,2,1,0,1,0,2,0
zdhhc6.L,5,1,0,4,0,5,0
pacsin3.S,13,1,0,12,0,13,0
mpzl3.L,3,1,0,2,0,3,0
b4galt3.L,1,1,0,0,0,1,0
XB5774338.L,1,1,0,0,0,1,0
cfi.S,1,1,0,0,0,1,0
sys1.L,1,1,0,0,0,1,0
dazap2.L,1,1,0,0,0,1,0
cwf19l1.L,5,1,0,4,0,5,0
kif11.L,1,1,0,0,0,1,0
trmt61a.L,2,1,0,1,0,2,0
timm13.S,1,1,0,0,0,1,0
zic2.S,1,1,0,0,0,1,0
ubtf.S,5,1,0,4,0,5,0
slc37a2.L,1,1,0,0,0,1,0
ncoa5.S,1,1,0,0,0,1,0
fermt1.S,1,1,0,0,0,1,0
anp32c.L,1,1,0,0,0,1,0
lsm14a.S,2,1,0,1,0,2,0
plk2.L,1,1,0,0,0,1,0
srd5a3.S,2,1,0,1,0,2,0
rpl5.L,1,1,0,0,0,1,0
kcnk1.L,1,1,0,0,0,1,0
c6.2.L,1,1,0,0,0,1,0
mcrip2.S,2,1,0,1,0,2,0
rsl24d1.S,1,1,0,0,0,1,0
pno1.L,1,1,0,0,0,1,0
cdc20.S,1,1,0,0,0,1,0
c12orf4.L,5,1,0,4,0,5,0
cldn1.S,2,1,0,1,0,2,0
slc3a2.L,1,1,0,0,0,1,0
cers3.L,5,1,0,4,0,5,0
utp4.L,2,1,0,1,0,2,0
tom1l1.L,3,1,0,2,0,3,0
capn8.3.L,2,1,0,1,0,2,0
tamalin.L,1,1,0,0,0,1,0
taf1b.L,1,1,0,0,0,1,0
chchd3.S,1,1,0,0,0,1,0
krt12.4.S,1,1,0,0,0,1,0
myoz1.S,2,1,0,1,0,2,0
myl1.S,2,1,0,1,0,2,0
ptpn9l.L,1,1,0,0,0,1,0
mycl.S,3,1,0,2,0,3,0
epha4.L,5,1,0,4,0,5,0
snupn.L,5,1,0,4,0,5,0
cldnd1.L,1,1,0,0,0,1,0
hes5.1.L,1,1,0,0,0,1,0
ugdh.L,3,1,0,2,0,3,0
znf750.L,1,1,0,0,0,1,0
tekt2.L,3,1,0,2,0,3,0
rbm26.S,6,1,0,5,0,6,0
XB5872372.S,1,1,0,0,0,1,0
hnrnpa2b1.L,5,1,0,2,2,3,2
mvb12a.L,1,1,0,0,0,1,0
ccnd1.S,1,1,0,0,0,1,0
dhdds.S,4,1,0,3,0,4,0
agk.S,1,1,0,0,0,1,0
rassf6.S,4,1,0,3,0,4,0
taok1.S,2,1,0,1,0,2,0
usb1.L,3,1,0,2,0,3,0
rabgap1l.L,7,1,0,6,0,7,0
nif.L,1,1,0,0,0,1,0
hax1.L,1,1,0,0,0,1,0
MGC69466.L,1,1,0,0,0,1,0
cfl1.S,1,1,0,0,0,1,0
phb.L,3,1,0,2,0,3,0
bag3.L,1,1,0,0,0,1,0
capn13.L,3,1,0,2,0,3,0
irak2.L,2,1,0,1,0,2,0
nek2.S,2,1,0,1,0,2,0
ankrd13c.S,1,1,0,0,0,1,0
hhatl.S,1,1,0,0,0,1,0
fkbp2.L,3,1,0,2,0,3,0
acsbg2.L,1,1,0,0,0,1,0
rrp1b.S,4,1,0,3,0,4,0
sart1.S,2,1,0,1,0,2,0
rbm12b.3.L,8,1,0,7,0,8,0
nipal2.S,1,1,0,0,0,1,0
prkra.L,1,1,0,0,0,1,0
znf622.S,1,1,0,0,0,1,0
mrpl45.L,2,1,0,1,0,2,0
prpsap1.L,9,1,0,8,0,9,0
fetub.S,1,1,0,0,0,1,0
selenot.S,1,1,0,0,0,1,0
npm1.S,1,1,0,0,0,1,0
gfod2.L,3,1,0,2,0,3,0
akirin1.L,1,1,0,0,0,1,0
rexo4.S,2,1,0,1,0,2,0
arg2.S,1,1,0,0,0,1,0
cdc73.S,2,1,0,1,0,2,0
heatr6.S,2,1,0,1,0,2,0
snx12.S,2,1,0,1,0,2,0
tubb4b.S,2,1,0,1,0,2,0
klhdc4.L,2,1,0,1,0,2,0
znrd2.S,2,1,0,1,0,2,0
leprotl1.S,1,1,0,0,0,1,0
ocm4.5.S,1,1,0,0,0,1,0
pam.L,5,1,0,4,0,5,0
llphp3.S,1,1,0,0,0,1,0
nfe2l2.L,1,1,0,0,0,1,0
tuba5.S,1,1,0,0,0,1,0
esrp1.L,3,1,0,2,0,3,0
mrpl43.L,1,1,0,0,0,1,0
cbfa2t2.L,3,1,0,2,0,3,0
mst1.L,2,1,0,1,0,2,0
h2az1.L,1,1,0,0,0,1,0
ckmt1b.L,1,1,0,0,0,1,0
ddx52.L,1,1,0,0,0,1,0
mpc2.S,2,1,0,1,0,2,0
meis3.S,3,1,0,2,0,3,0
tubb2b.S,1,1,0,0,0,1,0
tmem38a.L,1,1,0,0,0,1,0
id3.L,2,1,0,1,0,2,0
eftud2.S,1,1,0,0,0,1,0
gadd45a.S,2,1,0,1,0,2,0
ap1g2.L,4,1,0,3,0,4,0
f2rl2.L,2,1,0,1,0,2,0
isyna1.S,2,1,0,1,0,2,0
trappc6a.L,1,1,0,0,0,1,0
aldh9a1.S,6,1,0,5,0,6,0
srsf5a.L,2,1,0,1,0,2,0
prelid3b.L,1,1,0,0,0,1,0
pms1.S,3,1,0,2,0,3,0
htr3a.L,1,1,0,0,0,1,0
cdkn2aip.L,2,1,0,1,0,2,0
cyp20a1.L,1,1,0,0,0,1,0
gnai3.S,1,1,0,0,0,1,0
arf6.S,2,1,0,1,0,2,0
dlc.L,1,1,0,0,0,1,0
edc4.L,4,1,0,3,0,4,0
gja7.S,1,1,0,0,0,1,0
pars2.L,2,1,0,1,0,2,0
MGC53199,1,1,0,0,0,1,0
tnni2.S,3,1,0,2,0,3,0
MGC53884,1,1,0,0,0,1,0
susd6.L,1,1,0,0,0,1,0
lypla2.S,1,1,0,0,0,1,0
herpud2.L,2,1,0,1,0,2,0
itm2a.S,1,1,0,0,0,1,0
tjp3.S,1,1,0,0,0,1,0
rasgrp2.S,3,1,0,2,0,3,0
app.S,1,1,0,0,0,1,0
zbtb34.L,3,1,0,2,0,3,0
tcp1.L,1,1,0,0,0,1,0
aldob.L,2,1,0,1,0,2,0
akr1c2.L,1,1,0,0,0,1,0
pcmtd2.L,2,1,0,1,0,2,0
ctsb.S,2,1,0,1,0,2,0
tafazzin.L,3,1,0,2,0,3,0
epcam.L,1,1,0,0,0,1,0
angptl7.L,1,1,0,0,0,1,0
trim29.L,1,1,0,0,0,1,0
hmgb2.L,1,1,0,0,0,1,0
stat3.2.L,3,1,0,2,0,3,0
rbm24.S,1,1,0,0,0,1,0
ntrk2.L,1,1,0,0,0,1,0
fth1.1.S,1,1,0,0,0,1,0
emp2.L,1,1,0,0,0,1,0
tab3.L,9,1,0,8,0,9,0
ppil2.S,1,1,0,0,0,1,0
nsmce2.L,1,1,0,0,0,1,0
dhcr7.S,2,1,0,1,0,2,0
selenot.L,1,1,0,0,0,1,0
irf3.L,1,1,0,0,0,1,0
ubb.L,1,1,0,0,0,1,0
sparc.S,1,1,0,0,0,1,0
far1.L,4,1,0,3,0,4,0
rcl1.L,1,1,0,0,0,1,0
celf2.L,23,1,0,22,0,23,0
adrm1.L,2,1,0,1,0,2,0
dstn.S,1,1,0,0,0,1,0
atp12a.L,1,1,0,0,0,1,0
prc1.2.S,4,1,0,3,0,4,0
gadd45g.S,1,1,0,0,0,1,0
dap.S,1,1,0,0,0,1,0
mettl9.L,1,1,0,0,0,1,0
chrna1.L,2,1,0,1,0,2,0
eef1a1o.S,1,1,0,0,0,1,0
g6pc1.2.S,1,1,0,0,0,1,0
serhl2.S,1,1,0,0,0,1,0
ssbp4.S,2,1,0,1,0,2,0
snd1.S,1,1,0,0,0,1,0
pcdhga3.L,44,1,0,43,0,44,0
gal3st4.5.S,2,1,0,1,0,2,0
hnrnpdl.L,2,1,0,0,1,1,1
cyp2a6.1.S,2,1,0,1,0,2,0
cdc34.L,1,1,0,0,0,1,0
b4galnt1.L,8,1,0,7,0,8,0
ccdc6.S,1,1,0,0,0,1,0
rbm14.L,2,1,0,1,0,2,0
chtop.S,1,1,0,0,0,1,0
vill.S,2,1,0,1,0,2,0
sppl3.L,1,1,0,0,0,1,0
ppp2r2d.S,1,1,0,0,0,1,0
pir.L,5,1,0,4,0,5,0
ppp4r3b.L,1,1,0,0,0,1,0
slc22a15.2.S,1,1,0,0,0,1,0
tprkb.S,2,1,0,1,0,2,0
ddx39a.S,4,1,0,3,0,4,0
rnd1.S,1,1,0,0,0,1,0
cdc42ep2.L,1,1,0,0,0,1,0
mturn.S,1,1,0,0,0,1,0
hspa9.S,1,1,0,0,0,1,0
plk2.S,1,1,0,0,0,1,0
arhgap11a.1.L,3,1,0,2,0,3,0
hapln3.L,1,1,0,0,0,1,0
hspa8.L,2,1,0,1,0,2,0
gpr160.L,4,1,0,3,0,4,0
ipo7.L,2,1,0,1,0,2,0
znf238.2.L,2,1,0,1,0,2,0
zfand4.S,1,1,0,0,0,1,0
ssb.L,4,1,0,3,0,4,0
pih1d1.L,2,1,0,1,0,2,0
rhoc.L,1,1,0,0,0,1,0
ptafr.L,4,1,0,3,0,4,0
midn.S,2,1,0,1,0,2,0
dnaja4.2.S,1,1,0,0,0,1,0
lgals3.L,1,1,0,0,0,1,0
odf3.S,1,1,0,0,0,1,0
dcdc2.L,4,1,0,3,0,4,0
cobl.L,3,1,0,2,0,3,0
srsf6.S,2,1,0,1,0,2,0
spib.L,1,1,0,0,0,1,0
aldoa.S,2,1,0,1,0,2,0
tspan31.L,1,1,0,0,0,1,0
racgap1.S,2,1,0,1,0,2,0
MGC53066,1,1,0,0,0,1,0
sypl2.S,3,1,0,2,0,3,0
hspd1.L,2,1,0,1,0,2,0
slc7a8.S,2,1,0,1,0,2,0
frrs1.S,8,1,0,6,1,7,1
atp1b3.L,1,1,0,0,0,1,0
f11r.S,3,1,0,2,0,3,0
plin3.L,1,1,0,0,0,1,0
rpn2.S,4,1,0,3,0,4,0
dus3l.L,1,1,0,0,0,1,0
MGC53786,3,1,0,2,0,3,0
MGC75582.L,1,1,0,0,0,1,0
acsl1.L,6,1,0,5,0,6,0
nup214.L,3,1,0,2,0,3,0
ag1.L,1,1,0,0,0,1,0
tcf3.L,12,1,0,5,6,6,6
tle5.L,7,1,0,6,0,7,0
stx7.L,4,1,0,3,0,4,0
tubb4a.S,1,1,0,0,0,1,0
trdmt1.L,3,1,0,2,0,3,0
setd4.L,3,1,0,2,0,3,0
frmd8.L,1,1,0,0,0,1,0
tmpo.L,7,3,0,4,0,7,0
midn.L,1,1,0,0,0,1,0
lmf2.L,1,1,0,0,0,1,0
ola1.L,1,1,0,0,0,1,0
ssr2.S,3,1,0,2,0,3,0
mmp7.L,1,1,0,0,0,1,0
psmc3.S,3,1,0,2,0,3,0
enc1.2.L,1,1,0,0,0,1,0
dnaja2.L,1,1,0,0,0,1,0
slc13a4l.S,2,1,0,1,0,2,0
cuedc1.L,11,1,0,10,0,11,0
mpp1.L,1,1,0,0,0,1,0
kiaa0930.S,2,1,0,1,0,2,0
sympk.S,3,1,0,2,0,3,0
azin2.S,1,1,0,0,0,1,0
xnf7.S,1,1,0,0,0,1,0
MGC52899,1,1,0,0,0,1,0
has1.S,1,1,0,0,0,1,0
ppp4r3b.S,2,1,0,1,0,2,0
wdr36.S,1,1,0,0,0,1,0
gatm.L,1,1,0,0,0,1,0
dtx2.S,3,1,0,2,0,3,0
rrp1b.L,2,1,0,1,0,2,0
mcrip2.L,1,1,0,0,0,1,0
ddx5.S,1,1,0,0,0,1,0
MGC52622,1,1,0,0,0,1,0
lmo4.2.S,1,1,0,0,0,1,0
ednrb2.S,1,1,0,0,0,1,0
utp6.L,1,1,0,0,0,1,0
cldn7.L,1,1,0,0,0,1,0
atp5pb.S,1,1,0,0,0,1,0
mif4gd.S,1,1,0,0,0,1,0
map3k7.S,6,1,0,5,0,6,0
slc2a3.L,2,1,0,1,0,2,0
uqcrc1.L,1,1,0,0,0,1,0
ccng1.L,1,1,0,0,0,1,0
cdk4.S,1,1,0,0,0,1,0
agr2.L,1,1,0,0,0,1,0
smpx.L,1,1,0,0,0,1,0
hmgn3.S,4,1,0,3,0,4,0
tnnc1.S,1,1,0,0,0,1,0
magoh.L,1,1,0,0,0,1,0
chmp1b.S,1,1,0,0,0,1,0
rpl21.L,2,1,0,1,0,2,0
ssr3.S,1,1,0,0,0,1,0
rhoa.L,5,1,0,4,0,5,0
hpgds.S,3,1,0,2,0,3,0
ctbs.S,1,1,0,0,0,1,0
