,accession,gene
359,>NM_001026133.7,nhr-105
361,>NM_001026136.7,tin-9.1
363,>NM_001026142.5,C08F8.9
365,>NM_001026143.1,srz-83
367,>NM_001026144.1,srz-82
369,>NM_001026145.1,srz-37
371,>NM_001026151.2,C10C5.7
373,>NM_001026152.6,egal-1
375,>NM_001026153.3,egal-1
377,>NM_001026161.3,spr-2
379,>NM_001026162.7,spr-2
381,>NM_001026163.9,C27B7.9
383,>NM_001026164.3,C28D4.10
385,>NM_001026165.7,let-653
387,>NM_001026166.5,let-653
389,>NM_001026168.5,spe-10
391,>NM_001026173.4,srbc-78
393,>NM_001026175.5,egl-8
395,>NM_001026176.3,egl-8
397,>NM_001026177.6,egl-8
399,>NM_001026178.6,clec-225
401,>NM_001026179.5,clec-225
403,>NM_001026180.4,fbxa-154
405,>NM_001026181.5,xxxp-1
407,>NM_001026182.2,srx-115
409,>NM_001026184.3,C01G10.15
411,>NM_001026185.3,txt-12
413,>NM_001026186.2,srbc-33
415,>NM_001026190.1,srbc-31
417,>NM_001026193.4,srh-2
419,>NM_001026196.7,icl-1
421,>NM_001026197.1,srxa-11
423,>NM_001026198.2,srxa-12
425,>NM_001026201.2,srh-218
427,>NM_001026203.1,srw-21
429,>NM_001026217.4,ppfr-1
431,>NM_001026218.5,ppfr-1
433,>NM_001026219.6,ppfr-1
435,>NM_001026221.6,F16C3.4
437,>NM_001026222.3,F17B5.6
439,>NM_001026224.6,rme-8
441,>NM_001026225.2,F18C12.4
443,>NM_001026227.3,rde-2
445,>NM_001026228.4,rde-2
447,>NM_001026230.3,F21F3.7
449,>NM_001026233.7,F22D6.15
451,>NM_001026234.8,nars-1
453,>NM_001026237.7,lim-9
455,>NM_001026238.6,lim-9
457,>NM_001026241.7,pyk-1
459,>NM_001026247.4,F27C1.2
461,>NM_001026248.5,F27C1.2
463,>NM_001026250.7,atp-3
465,>NM_001026251.5,F27D4.7
467,>NM_001026252.7,F28B3.6
469,>NM_001026253.3,sri-5
471,>NM_001026254.4,sri-5
473,>NM_001026255.3,F28H1.4
475,>NM_001026258.3,F30A10.11
477,>NM_001026259.3,F30A10.12
479,>NM_001026262.7,gldr-2
481,>NM_001026263.4,gldr-2
483,>NM_001026264.8,F31C3.6
485,>NM_001026265.3,maph-1.1
487,>NM_001026266.3,maph-1.1
489,>NM_001026267.3,maph-1.1
491,>NM_001026268.1,F32A7.8
493,>NM_001026269.4,phm-2
495,>NM_001026271.6,F32H2.11
497,>NM_001026272.5,dlk-1
499,>NM_001026273.7,dlk-1
501,>NM_001026274.5,dlk-1
503,>NM_001026275.2,F33E2.7
505,>NM_001026278.8,F35C12.7
507,>NM_001026280.6,F36A2.14
509,>NM_001026281.1,F36D1.10
511,>NM_001026282.4,F36D1.9
513,>NM_001026284.3,F36F2.7
515,>NM_001026285.2,F36F2.8
517,>NM_001026286.6,tat-5
519,>NM_001026287.7,tat-5
521,>NM_001026289.4,F36H2.4
523,>NM_001026292.5,sur-2
525,>NM_001026294.4,sptf-1
527,>NM_001026296.4,twk-29
529,>NM_001026297.7,twk-29
531,>NM_001026304.3,F52A8.3
533,>NM_001026307.8,cep-1
535,>NM_001026309.6,F52B5.7
537,>NM_001026311.7,oct-1
539,>NM_001026314.2,F52F12.8
541,>NM_001026315.3,F52F12.9
543,>NM_001026321.4,mes-3
545,>NM_001026323.5,F55A12.2
547,>NM_001026325.2,unc-73
549,>NM_001026326.4,unc-73
551,>NM_001026327.4,unc-73
553,>NM_001026328.3,unc-73
555,>NM_001026329.7,unc-73
557,>NM_001026331.4,ztf-26
559,>NM_001026332.2,ztf-26
561,>NM_001026333.4,F56A6.5
563,>NM_001026335.5,ttr-58
565,>NM_001026339.2,F56G4.7
567,>NM_001026341.4,rad-8
569,>NM_001026345.3,F58D5.2
571,>NM_001026347.6,ksr-2
573,>NM_001026348.4,ksr-2
575,>NM_001026349.3,F58D5.9
577,>NM_001026351.3,F59C6.12
579,>NM_001026355.6,atp-1
581,>NM_001026361.2,H32K16.2
583,>NM_001026364.5,clik-3
585,>NM_001026365.4,clik-3
587,>NM_001026366.4,cdk-2
589,>NM_001026369.7,bli-4
591,>NM_001026372.7,bli-4
593,>NM_001026376.6,apr-1
595,>NM_001026380.6,K07A1.15
597,>NM_001026382.7,dut-1
599,>NM_001026384.6,hbs-1
601,>NM_001026385.6,hbs-1
603,>NM_001026388.5,ptr-12
605,>NM_001026391.4,K07A3.3
607,>NM_001026393.4,K10C3.5
609,>NM_001026394.4,K10C3.5
611,>NM_001026397.3,mter-4
613,>NM_001026399.10,riok-1
615,>NM_001026404.8,pqn-52
617,>NM_001026410.5,hlh-2
619,>NM_001026412.5,dhp-1
621,>NM_001026413.7,exo-3
623,>NM_001026414.5,exo-3
625,>NM_001026421.4,inx-17
627,>NM_001026422.6,daf-16
629,>NM_001026425.6,daf-16
631,>NM_001026427.7,daf-16
633,>NM_001026429.3,gcy-28
635,>NM_001026431.3,rskn-1
637,>NM_001026432.5,rskn-1
639,>NM_001026435.5,T03F1.12
641,>NM_001026439.3,hsr-9
643,>NM_001026440.5,T06A4.3
645,>NM_001026441.4,T06A4.3
647,>NM_001026442.3,T06G6.12
649,>NM_001026443.4,T06G6.3
651,>NM_001026444.4,T06G6.3
653,>NM_001026454.5,asd-2
655,>NM_001026455.6,asd-2
657,>NM_001026456.4,asd-2
659,>NM_001026457.6,lst-1
661,>NM_001026460.3,rbg-2
663,>NM_001026461.5,rbg-2
665,>NM_001026462.3,T22C1.12
667,>NM_001026467.6,lron-9
669,>NM_001026468.8,sqv-5
671,>NM_001026469.8,sqv-5
673,>NM_001026470.3,T26E3.10
675,>NM_001026472.5,osp-1
677,>NM_001026473.7,jmjc-1
679,>NM_001026474.4,jmjc-1
681,>NM_001026475.4,plin-1
683,>NM_001026476.5,plin-1
685,>NM_001026479.4,hmr-1
687,>NM_001026481.6,fnci-1
689,>NM_001026486.5,W03F11.5
691,>NM_001026488.5,afd-1
693,>NM_001026489.8,afd-1
695,>NM_001026490.6,afd-1
697,>NM_001026492.5,mzt-1
699,>NM_001026493.4,W03G9.9
701,>NM_001026494.3,W04A4.6
703,>NM_001026495.5,haf-4
705,>NM_001026496.3,nhr-85
707,>NM_001026497.4,nhr-85
709,>NM_001026499.4,tag-229
711,>NM_001026500.5,W09G3.7
713,>NM_001026501.6,W09G3.7
715,>NM_001026504.3,W10C8.6
717,>NM_001026506.5,gei-17
719,>NM_001026507.5,gei-17
721,>NM_001026508.7,gei-17
723,>NM_001026510.4,hpo-13
725,>NM_001026516.5,Y105E8A.27
727,>NM_001026519.1,Y105E8A.32
729,>NM_001026520.5,lev-10
731,>NM_001026522.3,eat-18
733,>NM_001026524.8,lev-11
735,>NM_001026526.7,lev-11
737,>NM_001026530.2,Y105E8B.11
739,>NM_001026531.6,exoc-8
741,>NM_001026535.5,Y106G6D.8
743,>NM_001026543.8,mat-1
745,>NM_001026547.4,Y110A7A.9
747,>NM_001026551.7,fkb-2
749,>NM_001026554.6,fkb-8
751,>NM_001026557.4,nhx-8
753,>NM_001026558.5,nhx-8
755,>NM_001026562.4,Y18H1A.14
757,>NM_001026563.3,Y18H1A.15
759,>NM_001026565.3,Y20F4.8
761,>NM_001026567.3,Y26D4A.12
763,>NM_001026570.5,spp-23
765,>NM_001026573.4,mig-1
767,>NM_001026574.4,Y37E3.17
769,>NM_001026575.7,Y37E3.17
771,>NM_001026577.4,Y37F4.5
773,>NM_001026579.5,Y37F4.7
775,>NM_001026580.2,Y37F4.8
777,>NM_001026581.5,Y37H9A.1
779,>NM_001026582.4,Y37H9A.1
781,>NM_001026585.6,ugt-31
783,>NM_001026590.8,Y47G6A.15
785,>NM_001026591.6,Y47G6A.19
787,>NM_001026593.5,Y47G6A.21
789,>NM_001026594.5,Y47G6A.22
791,>NM_001026595.5,Y47G6A.30
793,>NM_001026596.5,Y47G6A.31
795,>NM_001026598.8,Y47G6A.7
797,>NM_001026599.5,Y47G6A.7
799,>NM_001026601.7,ced-1
801,>NM_001026604.4,Y48G10A.6
803,>NM_001026605.5,Y48G1BL.7
805,>NM_001026606.4,Y48G1C.12
807,>NM_001026608.7,Y48G8AL.15
809,>NM_001026610.4,Y51F10.11
811,>NM_001026611.4,impt-1
813,>NM_001026617.5,aat-9
815,>NM_001026618.5,aat-9
817,>NM_001026622.2,vbh-1
819,>NM_001026626.3,ceh-9
821,>NM_001026627.8,agef-1
823,>NM_001026628.5,agef-1
825,>NM_001026631.4,gpap-1
827,>NM_001026635.5,cogc-3
829,>NM_001026638.5,bam-2
831,>NM_001026642.6,lin-17
833,>NM_001026650.3,Y71G12B.23
835,>NM_001026651.5,Y71G12B.23
837,>NM_001026652.3,Y71G12B.30
839,>NM_001026654.3,Y71G12B.32
841,>NM_001026655.2,Y71G12B.33
843,>NM_001026658.2,adpr-1
845,>NM_001026659.3,abtm-1
847,>NM_001026660.6,grd-15
849,>NM_001026661.4,Y87G2A.16
851,>NM_001026662.6,soem-1
853,>NM_001026663.4,Y87G2A.18
855,>NM_001026664.6,Y87G2A.19
857,>NM_001026665.3,Y87G2A.20
859,>NM_001026667.7,gpi-1
861,>NM_001026673.3,gld-2
863,>NM_001026675.3,ins-29
865,>NM_001026676.2,ins-27
867,>NM_001026677.3,ZC334.7
869,>NM_001026678.2,ins-25
871,>NM_001026679.2,ins-28
873,>NM_001026680.7,ZC434.9
875,>NM_001026681.4,ZC434.9
877,>NM_001026691.5,pmr-1
879,>NM_001026692.6,kri-1
881,>NM_001026693.5,kri-1
883,>NM_001026694.7,fitm-2
885,>NM_001026695.4,frm-1
887,>NM_001026700.2,unc-13
889,>NM_001026702.3,unc-13
891,>NM_001026703.4,unc-13
893,>NM_001026704.6,lars-2
895,>NM_001026706.4,gopc-1
897,>NM_001026707.5,gopc-1
899,>NM_001026708.2,ZK849.6
901,>NM_001026710.2,ZK858.8
903,>NM_001026711.5,ZK909.6
905,>NM_001026712.2,B0034.7
907,>NM_001026713.4,cpna-2
909,>NM_001026714.4,trx-1
911,>NM_001026715.7,trx-1
913,>NM_001026717.6,B0252.3
915,>NM_001026718.5,B0252.3
917,>NM_001026719.5,cyn-10
919,>NM_001026720.3,try-9
921,>NM_001026721.3,hlh-1
923,>NM_001026722.5,hlh-1
925,>NM_001026723.3,B0334.13
927,>NM_001026725.7,twk-5
929,>NM_001026727.3,B0457.6
931,>NM_001026729.4,clh-2
933,>NM_001026732.4,nspb-8
935,>NM_001026733.2,nspb-9
937,>NM_001026734.5,C01G12.13
939,>NM_001026735.3,C01G12.9
941,>NM_001026736.5,cam-1
943,>NM_001026737.6,cam-1
945,>NM_001026738.7,tbc-6
947,>NM_001026742.5,mpk-2
949,>NM_001026744.4,C04H4.1
951,>NM_001026746.3,nlp-41
953,>NM_001026747.6,C05C10.5
955,>NM_001026748.7,C05C10.5
957,>NM_001026750.4,C05D12.7
959,>NM_001026751.3,C06A1.7
961,>NM_001026753.3,cepr-104.2
963,>NM_001026754.5,cepr-104.2
965,>NM_001026757.4,mel-11
967,>NM_001026763.5,C08B11.9
969,>NM_001026764.4,C08E3.14
971,>NM_001026766.6,C08F1.11
973,>NM_001026768.6,C08H9.15
975,>NM_001026769.6,algn-8
977,>NM_001026771.3,ptp-3
979,>NM_001026772.6,ptp-3
981,>NM_001026773.6,ptp-3
983,>NM_001026777.4,C14A4.12
985,>NM_001026778.5,C14A4.12
987,>NM_001026780.4,C14A4.7
989,>NM_001026781.3,C14A4.7
991,>NM_001026783.6,tra-2
993,>NM_001026785.4,sod-1
995,>NM_001026786.5,sod-1
997,>NM_001026788.8,C16A11.2
999,>NM_001026791.3,ins-13
1001,>NM_001026792.6,ins-12
1003,>NM_001026794.1,srz-67
1005,>NM_001026795.2,C17F4.11
1007,>NM_001026796.3,C17F4.12
1009,>NM_001026798.8,cdc-14
1011,>NM_001026799.2,C17G10.6
1013,>NM_001026800.2,C17G10.6
1015,>NM_001026801.7,dhs-6
1017,>NM_001026802.4,rab-3
1019,>NM_001026805.2,stg-1
1021,>NM_001026806.7,szy-20
1023,>NM_001026808.4,sptl-1
1025,>NM_001026809.4,C23H3.9
1027,>NM_001026810.5,C25H3.10
1029,>NM_001026812.3,C25H3.15
1031,>NM_001026813.7,C25H3.16
1033,>NM_001026814.6,hel-1
1035,>NM_001026816.7,eff-1
1037,>NM_001026817.5,eff-1
1039,>NM_001026820.4,C26D10.6
1041,>NM_001026821.2,C26D10.7
1043,>NM_001026822.6,C27A2.7
1045,>NM_001026823.2,C27A2.8
1047,>NM_001026826.5,mfsd-13.2
1049,>NM_001026827.3,mfsd-13.2
1051,>NM_001026835.7,shn-1
1053,>NM_001026836.6,shn-1
1055,>NM_001026837.5,C33B4.4
1057,>NM_001026838.3,C33B4.5
1059,>NM_001026839.2,C33C12.11
1061,>NM_001026843.8,rig-6
1063,>NM_001026844.2,lact-5
1065,>NM_001026845.5,lact-5
1067,>NM_001026846.4,sphk-1
1069,>NM_001026848.6,prx-5
1071,>NM_001026849.4,prx-5
1073,>NM_001026851.6,sfxn-5
1075,>NM_001026853.3,C41C4.9
1077,>NM_001026855.6,slc-36.5
1079,>NM_001026856.3,slc-36.5
1081,>NM_001026862.7,tars-1
1083,>NM_001026867.4,mpz-1
1085,>NM_001026868.5,mpz-1
1087,>NM_001026870.7,unc-104
1089,>NM_001026872.4,toe-2
1091,>NM_001026874.5,aka-1
1093,>NM_001026877.4,D1022.9
1095,>NM_001026879.2,D1069.3
1097,>NM_001026880.6,scp-1
1099,>NM_001026882.3,lgc-28
1101,>NM_001026883.4,hgap-2
1103,>NM_001026886.6,parp-2
1105,>NM_001026887.4,mrpl-53
1107,>NM_001026888.5,E04D5.5
1109,>NM_001026889.6,clh-3
1111,>NM_001026891.7,acdh-12
1113,>NM_001026895.3,F01D5.7
1115,>NM_001026896.2,F01D5.7
1117,>NM_001026903.3,tmem-138
1119,>NM_001026904.2,F10C1.9
1121,>NM_001026905.4,F11G11.14
1123,>NM_001026907.5,alh-8
1125,>NM_001026908.7,alh-8
1127,>NM_001026910.1,F13H8.1
1129,>NM_001026911.5,F13H8.1
1131,>NM_001026913.4,F14D2.15
1133,>NM_001026914.5,bath-29
1135,>NM_001026915.3,bath-29
1137,>NM_001026916.7,F14E5.2
1139,>NM_001026918.5,shw-1
1141,>NM_001026921.6,lin-26
1143,>NM_001026922.7,lir-1
1145,>NM_001026923.4,lir-1
1147,>NM_001026924.6,lir-1
1149,>NM_001026925.4,lir-1
1151,>NM_001026927.3,lir-2
1153,>NM_001026928.4,mltn-10
1155,>NM_001026929.5,nhr-21
1157,>NM_001026930.4,nhr-21
1159,>NM_001026931.7,nhr-21
1161,>NM_001026932.5,nhr-21
1163,>NM_001026933.2,nspg-3
1165,>NM_001026937.5,flcn-1
1167,>NM_001026939.4,F22E5.20
1169,>NM_001026941.2,F23F1.10
1171,>NM_001026942.5,rpt-4
1173,>NM_001026943.5,rpt-4
1175,>NM_001026944.4,F26C11.4
1177,>NM_001026946.4,nurf-1
1179,>NM_001026948.6,nurf-1
1181,>NM_001026949.5,nurf-1
1183,>NM_001026951.3,F27E5.8
1185,>NM_001026952.4,pigg-1
1187,>NM_001026956.6,pqn-32
1189,>NM_001026957.7,pqn-32
1191,>NM_001026958.6,snt-1
1193,>NM_001026961.4,mltn-1
1195,>NM_001026962.3,ada-2
1197,>NM_001026963.5,ada-2
1199,>NM_001026965.3,srlf-15
1201,>NM_001026966.6,F33G12.6
1203,>NM_001026968.5,daf-19
1205,>NM_001026969.4,daf-19
1207,>NM_001026970.2,nlp-63
1209,>NM_001026972.3,nspf-1
1211,>NM_001026973.3,nspf-2
1213,>NM_001026974.5,nspf-3
1215,>NM_001026975.4,syd-1
1217,>NM_001026978.1,F39E9.14
1219,>NM_001026980.5,ifas-1
1221,>NM_001026981.6,agr-1
1223,>NM_001026982.4,ins-14
1225,>NM_001026983.3,ins-15
1227,>NM_001026985.3,F41G3.19
1229,>NM_001026986.4,F41G3.20
1231,>NM_001026987.6,F41G3.21
1233,>NM_001026990.2,F42G4.7
1235,>NM_001026991.4,sra-10
1237,>NM_001026992.3,sra-10
1239,>NM_001026995.8,tdp-1
1241,>NM_001026998.5,unc-53
1243,>NM_001026999.8,unc-53
1245,>NM_001027000.6,unc-53
1247,>NM_001027001.5,unc-53
1249,>NM_001027002.5,F45E10.2
1251,>NM_001027003.5,F45E10.2
1253,>NM_001027005.4,lin-42
1255,>NM_001027006.7,lin-42
1257,>NM_001027007.3,lin-42
1259,>NM_001027010.6,ubxn-3
1261,>NM_001027013.1,F49C5.9
1263,>NM_001027014.4,F49E12.12
1265,>NM_001027015.1,sra-13
1267,>NM_001027016.3,sra-13
1269,>NM_001027019.3,F53A10.2
1271,>NM_001027020.5,bcs-1
1273,>NM_001027023.1,F54D12.10
1275,>NM_001027025.5,F54D12.9
1277,>NM_001027028.4,F54D5.15
1279,>NM_001027032.5,F54D5.5
1281,>NM_001027033.2,klf-3
1283,>NM_001027034.6,klf-3
1285,>NM_001027035.6,ilcr-2
1287,>NM_001027037.4,clr-1
1289,>NM_001027038.3,clr-1
1291,>NM_001027041.9,alh-6
1293,>NM_001027043.3,nhx-6
1295,>NM_001027044.4,nhx-6
1297,>NM_001027045.5,F59A6.10
1299,>NM_001027047.5,F59B10.4
1301,>NM_001027048.6,F59B10.4
1303,>NM_001027053.7,H20J04.9
1305,>NM_001027055.5,cbn-1
1307,>NM_001027060.6,K04B12.2
1309,>NM_001027062.5,K05F1.6
1311,>NM_001027067.5,mak-1
1313,>NM_001027071.2,K08F8.7
1315,>NM_001027072.5,cpg-7
1317,>NM_001027073.3,K09F6.11
1319,>NM_001027077.6,K10G6.5
1321,>NM_001027078.5,K10H10.10
1323,>NM_001027079.3,dhs-8
1325,>NM_001027080.4,K12D12.4
1327,>NM_001027083.3,M05D6.9
1329,>NM_001027085.4,gmps-1
1331,>NM_001027086.6,gmps-1
1333,>NM_001027088.8,ifg-1
1335,>NM_001027089.7,ifg-1
1337,>NM_001027091.3,M110.9
1339,>NM_001027092.3,fbxb-33
1341,>NM_001027093.4,cog-1
1343,>NM_001027095.3,gst-9
1345,>NM_001027097.8,twk-49
1347,>NM_001027098.4,R05H10.3
1349,>NM_001027099.4,R05H10.3
1351,>NM_001027100.4,R05H10.7
1353,>NM_001027102.7,acr-20
1355,>NM_001027104.4,mig-14
1357,>NM_001027106.6,R06F6.12
1359,>NM_001027107.5,oig-4
1361,>NM_001027109.4,srab-14
1363,>NM_001027110.3,nas-23
1365,>NM_001027111.5,R11F4.2
1367,>NM_001027112.5,R11F4.2
1369,>NM_001027113.2,R12C12.10
1371,>NM_001027115.3,flad-1
1373,>NM_001027116.5,flad-1
1375,>NM_001027117.6,egl-43
1377,>NM_001027120.3,T01B7.5
1379,>NM_001027122.5,T01B7.9
1381,>NM_001027126.4,T01D1.7
1383,>NM_001027128.4,pugs-6
1385,>NM_001027129.4,ubxn-5
1387,>NM_001027131.7,mmaa-1
1389,>NM_001027134.6,T04B8.5
1391,>NM_001027135.3,T04B8.5
1393,>NM_001027138.6,cki-2
1395,>NM_001027139.2,fut-5
1397,>NM_001027140.3,T05A7.11
1399,>NM_001027142.3,T05A8.8
1401,>NM_001027143.6,camt-1
1403,>NM_001027145.4,mig-5
1405,>NM_001027146.3,mig-5
1407,>NM_001027147.5,mig-5
1409,>NM_001027149.5,ufd-2
1411,>NM_001027150.3,gpcp-2
1413,>NM_001027152.3,T07D4.2
1415,>NM_001027153.4,T07D4.2
1417,>NM_001027154.1,T07H3.7
1419,>NM_001027155.6,ast-1
1421,>NM_001027157.5,cex-2
1423,>NM_001027159.2,T09A5.14
1425,>NM_001027160.4,T09A5.15
1427,>NM_001027161.4,klp-3
1429,>NM_001027167.7,T09F3.5
1431,>NM_001027168.2,ins-19
1433,>NM_001027170.5,nhr-109
1435,>NM_001027173.4,T13C2.3
1437,>NM_001027174.3,T13C2.7
1439,>NM_001027175.4,T13H5.1
1441,>NM_001027176.5,T13H5.1
1443,>NM_001027178.4,enol-1
1445,>NM_001027180.5,T21B4.15
1447,>NM_001027181.5,ceh-99
1449,>NM_001027182.3,T23B7.2
1451,>NM_001027185.5,T23G7.2
1453,>NM_001027189.3,T24E12.12
1455,>NM_001027190.5,rsf-1
1457,>NM_001027192.6,tag-180
1459,>NM_001027193.5,tag-180
1461,>NM_001027194.5,T24F1.7
1463,>NM_001027195.4,jun-1
1465,>NM_001027196.5,jun-1
1467,>NM_001027197.5,jun-1
1469,>NM_001027199.7,T26C5.3
1471,>NM_001027200.7,T26C5.5
1473,>NM_001027202.8,clh-1
1475,>NM_001027206.2,plpp-1.2
1477,>NM_001027207.5,plpp-1.2
1479,>NM_001027210.8,nhr-61
1481,>NM_001027211.6,nhr-61
1483,>NM_001027212.3,W01D2.6
1485,>NM_001027214.2,W02B12.12
1487,>NM_001027215.4,W02B12.12
1489,>NM_001027219.6,rga-1
1491,>NM_001027220.5,rga-1
1493,>NM_001027221.2,mltn-5
1495,>NM_001027224.1,sre-34
1497,>NM_001027225.5,W07A12.8
1499,>NM_001027227.4,rpi-1
1501,>NM_001027228.5,rpi-1
1503,>NM_001027230.7,pod-2
1505,>NM_001027231.4,W09H1.1
1507,>NM_001027232.4,W09H1.1
1509,>NM_001027234.4,lec-1
1511,>NM_001027235.1,W10C6.2
1513,>NM_001027236.3,pigw-1
1515,>NM_001027239.4,Y14H12A.2
