,accession,gene
90,>NM_001014554.3,lov
91,>NM_001014555.2,CG32333
92,>NM_001014556.4,armi
93,>NM_001014557.2,nab
94,>NM_001014558.3,CG33514
95,>NM_001014559.3,DopEcR
96,>NM_001014560.2,DopEcR
97,>NM_001014561.2,Src64B
98,>NM_001014562.3,Src64B
99,>NM_001014563.3,Src64B
100,>NM_001014564.3,Src64B
101,>NM_001014565.2,vn
102,>NM_001014566.1,CG33523
103,>NM_001014567.2,CG33523
104,>NM_001014568.1,CG33523
105,>NM_001014569.4,CG33523
106,>NM_001014571.1,form3
107,>NM_001014572.4,melt
108,>NM_001014573.2,Hn
109,>NM_001014574.2,Clk
110,>NM_001014576.2,Clk
111,>NM_001014577.2,hry
112,>NM_001014579.2,Dhpr
113,>NM_001014580.3,Dhpr
114,>NM_001014581.3,GlcAT-P
115,>NM_001014582.2,eyg
116,>NM_001014583.2,btl
117,>NM_001014584.3,RecQ5
118,>NM_001014585.2,DCP2
119,>NM_001014586.4,fax
120,>NM_001014587.4,fax
121,>NM_001014588.2,tra
122,>NM_001014589.4,scaf6
123,>NM_001014590.2,Eip74EF
124,>NM_001014591.3,Mi-2
125,>NM_001014592.2,polo
126,>NM_001014593.3,Pka-R1
127,>NM_001014594.3,Pka-R1
128,>NM_001014595.3,Pka-R1
129,>NM_001014596.3,Pka-R1
130,>NM_001014597.2,Pka-R1
131,>NM_001014598.2,Pka-R1
132,>NM_001014599.2,AcCoAS
133,>NM_001014600.1,Jhbp6
134,>NM_001014601.1,jim
135,>NM_001014602.3,cpx
136,>NM_001014603.3,cpx
137,>NM_001014604.2,CG9795
138,>NM_001014605.3,Gnf1
139,>NM_001014606.2,CG1161
140,>NM_001014607.2,CG14667
141,>NM_001014608.2,7B2
142,>NM_001014609.3,gfzf
143,>NM_001014610.2,gfzf
144,>NM_001014611.3,bocks
145,>NM_001014612.3,alpha
146,>NM_001014613.3,hth
147,>NM_001014614.2,pug
148,>NM_001014616.2,dpr4
149,>NM_001014617.2,CtBP
150,>NM_001014619.3,B52
151,>NM_001014620.2,PK1-R
152,>NM_001014621.2,trx
153,>NM_001014622.3,btsz
154,>NM_001014623.3,btsz
155,>NM_001014624.3,btsz
156,>NM_001014625.3,btsz
157,>NM_001014626.4,gish
158,>NM_001014627.2,gish
159,>NM_001014628.3,gish
160,>NM_001014629.2,Dad
161,>NM_001014630.4,Rim
162,>NM_001014631.3,cpo
163,>NM_001014632.4,cpo
164,>NM_001014633.3,Polr2D
165,>NM_001014634.3,Ada2a
166,>NM_001014635.3,Ada2a
167,>NM_001014636.3,Ada2a
168,>NM_001014637.3,Ada2a
169,>NM_001014639.3,CG14300
170,>NM_001014641.4,GluClalpha
171,>NM_001014642.5,Gfrl
172,>NM_001014643.2,Stat92E
173,>NM_001014644.3,sp3
174,>NM_001014646.2,CG33111
175,>NM_001014647.3,jar
176,>NM_001014648.3,jar
177,>NM_001014649.3,jar
178,>NM_001014650.3,jar
179,>NM_001014651.3,slo
180,>NM_001014652.3,slo
181,>NM_001014653.3,slo
182,>NM_001014654.3,slo
183,>NM_001014655.3,slo
184,>NM_001014656.3,slo
185,>NM_001014657.3,slo
186,>NM_001014658.3,slo
187,>NM_001014659.3,slo
188,>NM_001014660.3,slo
189,>NM_001014661.4,slo
190,>NM_001014662.3,slo
191,>NM_001014663.3,slo
192,>NM_001014664.3,slo
193,>NM_001014665.2,Ssadh
194,>NM_001014666.3,Ssadh
195,>NM_001014667.3,Ssadh
196,>NM_001014668.2,Nf1
197,>NM_001014669.3,scrib
198,>NM_001014670.4,scrib
199,>NM_001014671.2,Rb97D
200,>NM_001014672.2,Rb97D
201,>NM_001014673.2,Rb97D
202,>NM_001014674.2,Rb97D
203,>NM_001014675.2,Rb97D
204,>NM_001014676.2,Rb97D
205,>NM_001014677.2,Rb97D
206,>NM_001014678.3,Doa
207,>NM_001014679.2,Doa
208,>NM_001014680.4,Doa
209,>NM_001014681.4,Doa
210,>NM_001014682.3,Doa
211,>NM_001014684.2,"alpha-1,6-"
212,>NM_001014685.3,pan
213,>NM_001014687.4,PMCA
214,>NM_001014688.4,PMCA
215,>NM_001014689.5,PMCA
216,>NM_001014691.3,gw
217,>NM_001014693.2,ey
218,>NM_001014694.2,ey
219,>NM_001014695.2,Sox102F
220,>NM_001014696.2,CaMKII
221,>NM_001014697.2,sv
222,>NM_001014698.3,sv
223,>NM_001014699.3,sv
224,>NM_001014701.2,sv
225,>NM_001014702.4,CG33521
226,>NM_001014703.3,CG33521
227,>NM_001014705.3,CG33521
228,>NM_001014706.2,CG13376
229,>NM_001014707.2,ewg
230,>NM_001014708.2,ewg
231,>NM_001014709.2,ewg
232,>NM_001014710.2,ewg
233,>NM_001014711.2,ewg
234,>NM_001014712.2,ewg
235,>NM_001014713.4,elav
236,>NM_001014714.2,Nmdar2
237,>NM_001014715.2,Nmdar2
238,>NM_001014716.2,Nmdar2
239,>NM_001014717.2,SmydA-8
240,>NM_001014718.2,SmydA-8
241,>NM_001014719.2,HIP-R
242,>NM_001014720.2,norpA
243,>NM_001014721.3,norpA
244,>NM_001014722.2,peb
245,>NM_001014723.2,Proc-R
246,>NM_001014724.2,Proc-R
247,>NM_001014725.2,Act5C
248,>NM_001014726.2,Act5C
249,>NM_001014727.3,oc
250,>NM_001014728.4,Ptpmeg2
251,>NM_001014729.3,Ptpmeg2
252,>NM_001014730.2,CG33557
253,>NM_001014731.2,CkIIbeta
254,>NM_001014732.4,cac
255,>NM_001014733.5,cac
256,>NM_001014734.4,cac
257,>NM_001014735.4,cac
258,>NM_001014736.5,HDAC4
259,>NM_001014737.2,up
260,>NM_001014738.3,up
261,>NM_001014739.2,up
262,>NM_001014740.2,rdgB
263,>NM_001014741.3,rdgB
264,>NM_001014742.2,Top1
265,>NM_001014743.3,acj6
266,>NM_001014744.2,acj6
267,>NM_001014745.2,Ac13E
268,>NM_001014746.3,CG32576
269,>NM_001014747.2,nonA
270,>NM_001014749.2,ppk23
271,>NM_001014750.2,mnb
272,>NM_001014752.4,CoRest
273,>NM_001014753.3,CoRest
274,>NM_001014754.1,CoRest
275,>NM_001014755.2,CoRest
276,>NM_001014756.2,CoRest
277,>NM_001014757.3,Dop2R
278,>NM_001014758.3,Dop2R
279,>NM_001014759.2,Dop2R
280,>NM_001014760.3,Dop2R
281,>NM_001015095.4,MFS17
282,>NM_001015096.4,MFS17
283,>NM_001015100.2,klhl10
284,>NM_001015101.2,klhl10
285,>NM_001015119.3,CG40498
286,>NM_001015121.3,rl
287,>NM_001015122.3,rl
288,>NM_001015123.3,rl
289,>NM_001015132.2,vtd
290,>NM_001015151.3,Dbp80
291,>NM_001015152.4,Dbp80
292,>NM_001015155.3,RpL15
293,>NM_001015156.2,RpL15
294,>NM_001015157.4,Gfat1
295,>NM_001015158.4,Gfat1
296,>NM_001015159.4,Gfat1
297,>NM_001015160.4,Gfat1
298,>NM_001015161.4,Gfat1
299,>NM_001015162.4,Gfat1
300,>NM_001015164.4,CG40198
301,>NM_001015167.3,Maf1
302,>NM_001015168.4,Maf1
303,>NM_001015174.4,CG40191
304,>NM_001015175.5,CG40191
305,>NM_001015176.3,CG40191
306,>NM_001015187.3,3
307,>NM_001015188.4,3
308,>NM_001015212.4,CG40160
309,>NM_001015213.4,CG40160
310,>NM_001015214.4,CG40160
311,>NM_001015221.3,Set1
312,>NM_001015222.3,Set1
313,>NM_001015223.3,MED21
314,>NM_001015224.3,MED21
315,>NM_001015241.4,su
316,>NM_001015254.3,CG17168
317,>NM_001015255.4,CG17163
318,>NM_001015256.3,CG17167
319,>NM_001015257.3,CG17167
320,>NM_001015258.2,CG12061
321,>NM_001015260.3,zyd
322,>NM_001015261.3,zyd
323,>NM_001015262.3,zyd
324,>NM_001015263.3,zyd
325,>NM_001015316.3,3
326,>NM_001015319.2,eIF4B
327,>NM_001015320.2,eIF4B
328,>NM_001015321.2,eIF4B
329,>NM_001015349.4,Haspin
330,>NM_001015352.4,CG17684
331,>NM_001015354.4,BckdhB
332,>NM_001015359.3,CG41099
333,>NM_001015360.3,CG41099
334,>NM_001015363.4,ARY
335,>NM_001015383.2,CG12567
336,>NM_001015384.3,CG12567
337,>NM_001015386.3,Gpb5
338,>NM_001015387.3,Tim23
339,>NM_001015389.3,Scp1
340,>NM_001015401.3,Tim17b
341,>NM_001015402.3,CG41128
342,>NM_001015405.4,FASN3
343,>NM_001015473.3,scro
344,>NM_001015476.3,ubiquinone
345,>NM_001015497.4,Pp1-Y2
346,>NM_001015498.5,ORY
347,>NM_001015499.4,kl-5
348,>NM_001015502.3,Ppr-Y
349,>NM_001015505.5,kl-2
350,>NM_001031858.2,Cadps
351,>NM_001031859.2,Cadps
352,>NM_001031860.2,Cadps
353,>NM_001031861.2,tyn
354,>NM_001031862.4,trol
355,>NM_001031863.5,trol
356,>NM_001031864.4,trol
357,>NM_001031865.4,trol
358,>NM_001031866.4,trol
359,>NM_001031867.4,trol
360,>NM_001031868.3,CG3588
361,>NM_001031870.2,CG15892
362,>NM_001031871.3,CG33664
363,>NM_001031872.2,CG33669
364,>NM_001031873.3,CG33668
365,>NM_001031874.3,CG33667
366,>NM_001031875.4,CG33666
367,>NM_001031876.3,CG33665
368,>NM_001031877.2,ubiquinone
369,>NM_001031878.2,Pink1
370,>NM_001031879.3,Pink1
371,>NM_001031880.3,Pink1
372,>NM_001031881.3,Pink1
373,>NM_001031882.3,Pink1
374,>NM_001031883.3,Pink1
375,>NM_001031887.2,CG43736
376,>NM_001031888.2,CG43736
377,>NM_001031889.2,CG43736
378,>NM_001031891.3,Sxl
379,>NM_001031892.2,Sxl
380,>NM_001031893.2,Sxl
381,>NM_001031894.1,Sxl
382,>NM_001031895.1,Sxl
383,>NM_001031897.3,mei-218
384,>NM_001031898.3,mei-217
385,>NM_001031899.2,CG33639
386,>NM_001031900.3,Shawn
387,>NM_001031901.2,Shawn
388,>NM_001031902.2,Shawn
389,>NM_001031903.2,Tim9b
390,>NM_001031904.3,Tim9b
391,>NM_001031907.2,Rpp20
392,>NM_001031908.2,CG33932
393,>NM_001031909.2,Dop2R
394,>NM_001031912.2,SLIRP1
395,>NM_001031913.2,SLIRP1
396,>NM_001031914.2,anox
397,>NM_001031915.2,anox
398,>NM_001031916.2,bbx
399,>NM_001031917.2,bbx
400,>NM_001031918.2,waw
401,>NM_001031920.3,Kaz1-ORFB
402,>NM_001031921.2,CG9133
403,>NM_001031922.2,CG9133
404,>NM_001031923.2,CG9133
405,>NM_001031924.2,CG9130
406,>NM_001031925.2,CG9130
407,>NM_001031926.2,CG18170
408,>NM_001031927.2,CG18170
409,>NM_001031928.2,CG33791
410,>NM_001031929.2,CG33791
411,>NM_001031930.2,CG33791
412,>NM_001031931.2,CG33791
413,>NM_001031933.3,Svil
414,>NM_001031934.1,Gr64d
415,>NM_001031935.2,Gr64e
416,>NM_001031936.1,CG33764
417,>NM_001031937.1,CG33777
418,>NM_001031938.3,Pmi
419,>NM_001031939.3,Pmi
420,>NM_001031940.2,PGRP-LD
421,>NM_001031941.2,PGRP-LD
422,>NM_001031942.2,PGRP-LD
423,>NM_001031943.3,Hsp22
424,>NM_001031944.2,Hsp22
425,>NM_001031945.2,CG4456
426,>NM_001031946.2,CG4456
427,>NM_001031947.3,Srg3
428,>NM_001031948.1,CG33703
429,>NM_001031949.1,CG33702
430,>NM_001031950.3,CG33700
431,>NM_001031951.3,CNMaR
432,>NM_001031952.4,CG11714
433,>NM_001031954.2,CG33725
434,>NM_001031955.2,gdl-ORF39
435,>NM_001031956.2,gdl
436,>NM_001031957.1,CG33796
437,>NM_001031958.2,CG33795
438,>NM_001031959.2,CG33687
439,>NM_001031960.1,CG33688
440,>NM_001031961.2,CG33689
441,>NM_001031963.1,CheB74a
442,>NM_001031964.2,AstC-R2
443,>NM_001031965.1,CG33647
444,>NM_001031966.2,CG33710
445,>NM_001031967.2,kug
446,>NM_001031968.1,CG33912
447,>NM_001031969.1,CG33766
448,>NM_001031970.1,CG33767
449,>NM_001031971.2,CG33768
450,>NM_001031972.1,CG33769
451,>NM_001031973.2,CG33770
452,>NM_001031974.3,CG33771
453,>NM_001031975.4,CG33772
454,>NM_001031976.1,CG33927
455,>NM_001031977.3,mtd
456,>NM_001031978.2,mtd
457,>NM_001031979.2,CheA84a
458,>NM_001031980.2,Ada2b
459,>NM_001031981.3,CG33722
460,>NM_001031982.1,CG33722
461,>NM_001031983.3,CG18749
462,>NM_001031984.2,Pif1B
463,>NM_001031985.1,Pif1B
464,>NM_001031986.2,Pif1A
465,>NM_001031987.1,Pif1A
466,>NM_001031988.3,CG43675
467,>NM_001031989.3,CG43675
468,>NM_001031990.4,drn
469,>NM_001031991.3,drn
470,>NM_001031994.1,CG33654
471,>NM_001031995.1,CG33630
472,>NM_001031996.1,CG33631
473,>NM_001031997.1,CG33783
474,>NM_001031998.1,CG33784
475,>NM_001031999.2,hth
476,>NM_001032000.2,Skel
477,>NM_001032001.2,Skel
478,>NM_001032002.2,Skel
479,>NM_001032003.2,CheA86a
480,>NM_001032004.2,sea
481,>NM_001032005.2,sea
482,>NM_001032006.2,sea
483,>NM_001032007.2,sea
484,>NM_001032008.2,fabp
485,>NM_001032009.2,fabp
486,>NM_001032010.2,fabp
487,>NM_001032011.2,CG10097
488,>NM_001032012.1,CG10096
489,>NM_001032015.2,primo-1
490,>NM_001032016.2,primo-1
491,>NM_001032017.2,primo-2
492,>NM_001032019.3,srp
493,>NM_001032020.3,Prx5
494,>NM_001032021.2,gukh
495,>NM_001032022.2,CG11779
496,>NM_001032028.2,CG33934
497,>NM_001032029.2,CG33934
498,>NM_001032030.1,Indy-2
499,>NM_001032031.2,Indy-2
500,>NM_001032032.3,how
501,>NM_001032033.2,Myo95E
502,>NM_001032035.2,Myo95E
503,>NM_001032036.2,Myo95E
504,>NM_001032037.2,Myo95E
505,>NM_001032038.1,CG33658
506,>NM_001032039.3,CG33095
507,>NM_001032040.3,CG11891
508,>NM_001032042.2,CG33773
509,>NM_001032043.1,CG33920
510,>NM_001032044.2,CG33635
511,>NM_001032045.2,CG33923
512,>NM_001032046.1,CG33922
513,>NM_001032047.3,CG33673
514,>NM_001032048.2,Glyp
515,>NM_001032049.2,sau
516,>NM_001032050.2,HemK2
517,>NM_001032054.3,Pp2A-29B
518,>NM_001032055.3,Pp2A-29B
519,>NM_001032056.3,Pp2A-29B
520,>NM_001032059.2,mus201
521,>NM_001032060.2,mus201
522,>NM_001032062.2,CG9515
523,>NM_001032063.2,Argl
524,>NM_001032064.1,CG33723
525,>NM_001032065.3,CG17768
526,>NM_001032066.3,LSm-4
527,>NM_001032069.2,Nos
528,>NM_001032072.2,Nos
529,>NM_001032076.2,cana
530,>NM_001032077.2,CG33695
531,>NM_001032078.2,CG33695
532,>NM_001032079.2,CG33695
533,>NM_001032081.1,CG33695
534,>NM_001032082.3,CG4970
535,>NM_001032084.2,CG33640
536,>NM_001032085.2,CG33641
537,>NM_001032086.2,CG33642
538,>NM_001032087.1,CG33643
539,>NM_001032088.1,CG33644
540,>NM_001032089.3,CG33645
541,>NM_001032091.3,PolG2
542,>NM_001032092.3,GatC
543,>NM_001032094.2,CG33648
544,>NM_001032095.2,Adh
545,>NM_001032096.2,Adh
546,>NM_001032097.2,Adh
547,>NM_001032098.2,Adh
548,>NM_001032099.2,Adh
549,>NM_001032101.2,Adhr
550,>NM_001032102.2,CG33679
551,>NM_001032103.2,solo
552,>NM_001032105.1,CG33928
553,>NM_001032106.2,CadN
554,>NM_001032107.3,CadN
555,>NM_001032108.2,CadN
556,>NM_001032109.3,CadN
557,>NM_001032110.2,spi
558,>NM_001032111.2,His1:CG33801
559,>NM_001032112.2,His2B:CG33910
560,>NM_001032113.2,His4:CG33909
561,>NM_001032114.2,His3:CG33803
562,>NM_001032115.2,His1:CG33804
563,>NM_001032116.2,His2B:CG33908
564,>NM_001032117.2,His4:CG33907
565,>NM_001032118.2,His3:CG33806
566,>NM_001032119.2,His1:CG33807
567,>NM_001032120.2,His2B:CG33906
568,>NM_001032121.2,His2A:CG33808
569,>NM_001032122.2,His4:CG33905
570,>NM_001032123.2,His3:CG33809
571,>NM_001032124.2,His1:CG33810
572,>NM_001032125.2,His2B:CG33904
573,>NM_001032126.2,His4:CG33903
574,>NM_001032127.2,His3:CG33812
575,>NM_001032128.2,His1:CG33813
576,>NM_001032129.2,His2B:CG33902
577,>NM_001032130.2,His2A:CG33814
578,>NM_001032131.2,His4:CG33901
579,>NM_001032132.2,His3:CG33815
580,>NM_001032133.2,His1:CG33816
581,>NM_001032134.2,His2B:CG33900
582,>NM_001032135.2,His2A:CG33817
583,>NM_001032136.2,His4:CG33899
584,>NM_001032137.2,His3:CG33818
585,>NM_001032138.2,His1:CG33819
586,>NM_001032139.2,His2B:CG33898
587,>NM_001032140.2,His2A:CG33820
588,>NM_001032141.2,His4:CG33897
589,>NM_001032142.2,His3:CG33821
590,>NM_001032143.2,His1:CG33822
591,>NM_001032144.2,His2B:CG33896
592,>NM_001032145.2,His2A:CG33823
593,>NM_001032146.2,His4:CG33895
594,>NM_001032147.2,His3:CG33824
595,>NM_001032148.2,His1:CG33825
596,>NM_001032149.2,His2B:CG33894
597,>NM_001032150.2,His2A:CG33826
598,>NM_001032151.2,His4:CG33893
599,>NM_001032152.2,His3:CG33827
600,>NM_001032153.2,His1:CG33828
601,>NM_001032154.2,His2B:CG33892
602,>NM_001032155.2,His2A:CG33829
603,>NM_001032156.2,His4:CG33891
604,>NM_001032157.2,His3:CG33830
605,>NM_001032158.2,His1:CG33831
606,>NM_001032159.2,His2B:CG33890
607,>NM_001032160.2,His2A:CG33832
608,>NM_001032161.2,His4:CG33889
609,>NM_001032162.2,His3:CG33833
610,>NM_001032163.2,His1:CG33834
611,>NM_001032164.2,His2B:CG33888
612,>NM_001032165.2,His2A:CG33835
613,>NM_001032166.2,His4:CG33887
614,>NM_001032167.2,His3:CG33836
615,>NM_001032168.2,His1:CG33837
616,>NM_001032169.2,His2B:CG33886
617,>NM_001032170.2,His2A:CG33838
618,>NM_001032171.2,His4:CG33885
619,>NM_001032172.2,His3:CG33839
620,>NM_001032173.2,His1:CG33840
621,>NM_001032174.2,His2B:CG33884
622,>NM_001032175.2,His2A:CG33841
623,>NM_001032176.2,His4:CG33883
624,>NM_001032177.2,His3:CG33842
625,>NM_001032178.2,His1:CG33843
626,>NM_001032179.2,His2B:CG33882
627,>NM_001032180.2,His2A:CG33844
628,>NM_001032181.2,His4:CG33881
629,>NM_001032182.2,His3:CG33845
630,>NM_001032183.2,His1:CG33846
631,>NM_001032184.2,His2B:CG33880
632,>NM_001032185.2,His2A:CG33847
633,>NM_001032186.2,His4:CG33879
634,>NM_001032187.2,His3:CG33848
635,>NM_001032188.2,His1:CG33849
636,>NM_001032189.2,His2B:CG33878
637,>NM_001032190.2,His2A:CG33850
638,>NM_001032191.2,His4:CG33877
639,>NM_001032192.2,His3:CG33851
640,>NM_001032193.2,His1:CG33852
641,>NM_001032194.2,His2B:CG33876
642,>NM_001032195.2,His2A:CG33853
643,>NM_001032196.1,His4:CG33875
644,>NM_001032197.2,His3:CG33854
645,>NM_001032198.2,His1:CG33855
646,>NM_001032199.2,His2B:CG33874
647,>NM_001032200.2,His2A:CG33856
648,>NM_001032201.1,His4:CG33873
649,>NM_001032202.2,His3:CG33857
650,>NM_001032203.2,His1:CG33858
651,>NM_001032204.2,His2B:CG33872
652,>NM_001032205.2,His2A:CG33859
653,>NM_001032206.1,His4:CG33871
654,>NM_001032207.2,His3:CG33860
655,>NM_001032208.2,His1:CG33861
656,>NM_001032209.2,His2B:CG33870
657,>NM_001032210.2,His2A:CG33862
658,>NM_001032211.1,His4:CG33869
659,>NM_001032212.2,His3:CG33863
660,>NM_001032213.2,His1:CG33864
661,>NM_001032214.2,His2B:CG33868
662,>NM_001032215.2,His2A:CG33865
663,>NM_001032216.2,His3:CG33866
664,>NM_001032217.3,Df31
665,>NM_001032222.1,CG33919
666,>NM_001032223.3,CG33914
667,>NM_001032224.2,Spn43Ab
668,>NM_001032225.4,CG33774
669,>NM_001032226.1,CG33758
670,>NM_001032227.1,CG33757
671,>NM_001032228.1,CheA46a
672,>NM_001032229.3,lola
673,>NM_001032230.3,Hao
674,>NM_001032232.3,Pex6
675,>NM_001032233.2,CG13203
676,>NM_001032234.2,CG33626
677,>NM_001032235.1,CG33627
678,>NM_001032236.3,Dyb
679,>NM_001032237.3,Dyb
680,>NM_001032238.1,CG33752
681,>NM_001032239.1,CG33775
682,>NM_001032240.2,CG33792
683,>NM_001032241.2,Mvk
684,>NM_001032242.2,CG33672
685,>NM_001032243.1,CG33798
686,>NM_001032244.2,seq
687,>NM_001032245.2,CG13344
688,>NM_001032246.2,CG33155
689,>NM_001032247.2,CG33155
690,>NM_001032248.2,CG33155
691,>NM_001032249.4,Zasp52
692,>NM_001032250.3,Zasp52
693,>NM_001032251.2,CG10731
694,>NM_001032253.2,Menl-2
695,>NM_001032254.3,Menl-2
696,>NM_001032257.2,Menl-1
697,>NM_001032262.2,ste24c
698,>NM_001032263.2,ste24c
699,>NM_001032264.4,nw
700,>NM_001032265.4,nw
701,>NM_001032266.4,nw
702,>NM_001032267.1,CheA56a
703,>NM_001032268.3,sm
704,>NM_001032269.3,sm
705,>NM_001032270.2,CG13430
706,>NM_001032271.2,CG13430
707,>NM_001032272.4,Polr3K
708,>NM_001032273.4,Tcs1
709,>NM_001032274.2,CG33704
710,>NM_001032275.2,Rgk3
711,>NM_001032276.1,IM18
712,>NM_001032277.2,Jhbp10
713,>NM_001032399.3,eys
714,>NM_001032400.3,sona
715,>NM_001032401.1,Plp
716,>NM_001032402.2,Plp
717,>NM_001032403.2,Meltrin
718,>NM_001032404.3,Meltrin
719,>NM_001032405.4,kay
720,>NM_001032406.2,kay
721,>NM_001032407.3,kay
722,>NM_001032408.3,kay
723,>NM_001038709.3,pan
724,>NM_001038712.3,CG33978
725,>NM_001038713.4,RhoGAP102A
726,>NM_001038714.4,PMCA
727,>NM_001038716.2,PIP4K
728,>NM_001038717.2,PIP4K
729,>NM_001038718.2,Mitf
730,>NM_001038719.2,Mitf
731,>NM_001038721.2,Dyrk3
732,>NM_001038723.2,Dyrk3
733,>NM_001038725.2,Dyrk3
734,>NM_001038726.2,tyn
735,>NM_001038727.1,CG4293
736,>NM_001038728.3,CG4293
737,>NM_001038729.3,SkpA
738,>NM_001038731.1,pck
739,>NM_001038732.3,Adar
740,>NM_001038734.2,Hr4
741,>NM_001038738.2,z
742,>NM_001038740.3,CG42541
743,>NM_001038742.3,ovo
744,>NM_001038743.1,Vsx2
745,>NM_001038745.2,CG5928
746,>NM_001038746.3,sdt
747,>NM_001038747.3,sdt
748,>NM_001038748.1,Cp7Fa
749,>NM_001038749.1,CG34028
750,>NM_001038750.2,CG34026
751,>NM_001038752.2,Ype
752,>NM_001038753.2,amrt
753,>NM_001038754.2,CG12481
754,>NM_001038756.2,drd
755,>NM_001038758.2,disco
756,>NM_001038759.2,CG34015
757,>NM_001038761.2,CG4678
758,>NM_001038763.2,CG8188
759,>NM_001038764.2,Frq1
760,>NM_001038766.3,Hers
761,>NM_001038768.2,Cp110
762,>NM_001038769.2,Cp110
763,>NM_001038770.2,Cp110
764,>NM_001038771.3,fog
765,>NM_001038772.2,CG4822
766,>NM_001038773.2,CG4822
767,>NM_001038774.2,CG4822
768,>NM_001038775.2,CG4822
769,>NM_001038776.3,CG3164
770,>NM_001038778.3,CG3662
771,>NM_001038780.2,capt
772,>NM_001038781.2,capt
773,>NM_001038782.2,CG34049
774,>NM_001038783.3,tim
775,>NM_001038784.2,Jon25Bi
776,>NM_001038785.2,CG44001
777,>NM_001038786.2,CG33995
778,>NM_001038787.2,CG33995
779,>NM_001038788.2,CG33995
780,>NM_001038789.3,CG34011
781,>NM_001038792.1,Slob
782,>NM_001038794.4,Glyat
783,>NM_001038795.3,mon2
784,>NM_001038796.3,RpS13
785,>NM_001038802.2,RpL13
786,>NM_001038804.3,CG34043
787,>NM_001038805.2,ppk10
788,>NM_001038806.3,CG6144
789,>NM_001038807.1,CG17140
790,>NM_001038808.1,CG17140
791,>NM_001038809.1,CG17139
792,>NM_001038810.2,porin
793,>NM_001038811.3,firl
794,>NM_001038812.2,vir-1
795,>NM_001038813.2,ACXC
796,>NM_001038814.3,loqs
797,>NM_001038815.2,Ance-3
798,>NM_001038816.3,NimB3
799,>NM_001038817.1,Dyrk2
800,>NM_001038818.1,Dyrk2
801,>NM_001038821.2,yuri
802,>NM_001038822.3,yuri
803,>NM_001038824.2,Pax
804,>NM_001038825.3,CG10462
805,>NM_001038826.3,CG10462
806,>NM_001038827.2,CG34051
807,>NM_001038840.2,CG34007
808,>NM_001038842.4,CG2201
