,total,NM,NR,XM,XR,NM_XM,NR_XR
MED20,4,1,0,3,0,4,0
CD79B,1,1,0,0,0,1,0
METTL2B,1,1,0,0,0,1,0
LIMD2,9,1,0,8,0,9,0
CDC27,6,1,0,5,0,6,0
BECN1,2,1,0,1,0,2,0
NKIRAS2,2,1,0,0,1,1,1
NT5C3B,3,2,0,1,0,3,0
SMARCE1,5,1,0,4,0,5,0
MVP,3,1,0,2,0,3,0
LSM7,2,2,0,0,0,2,0
RNF126,3,1,0,1,1,2,1
COPE,1,1,0,0,0,1,0
PEX11G,2,2,0,0,0,2,0
CHERP,2,1,0,1,0,2,0
MYDGF,1,1,0,0,0,1,0
TNFAIP8L1,3,1,0,2,0,3,0
CPA6,5,2,0,3,0,5,0
RPL7,2,1,0,1,0,2,0
FABP5,1,1,0,0,0,1,0
OTUD6A,1,1,0,0,0,1,0
MTERF3,1,1,0,0,0,1,0
EIF3E,1,1,0,0,0,1,0
DERL1,1,1,0,0,0,1,0
SSPO,1,1,0,0,0,1,0
ARF1,2,1,0,1,0,2,0
CCDC12,6,1,0,5,0,6,0
GTPBP4,1,1,0,0,0,1,0
RAB18,1,1,0,0,0,1,0
ACBD5,5,1,0,4,0,5,0
APBB1IP,2,1,0,1,0,2,0
BZW2,7,1,0,6,0,7,0
IGF2BP3,5,1,0,4,0,5,0
TRA2A,2,1,0,1,0,2,0
DFNA5,9,1,0,8,0,9,0
HIBADH,4,1,0,1,2,2,2
RAB5A,4,1,0,3,0,4,0
CNOT10,7,1,0,6,0,7,0
MRPL3,1,1,0,0,0,1,0
TGM4,4,1,0,3,0,4,0
KIAA1143,1,1,0,0,0,1,0
PDIA4,2,1,0,1,0,2,0
SLC12A7,9,1,0,8,0,9,0
DTNBP1,4,1,0,3,0,4,0
BLOC1S5,1,1,0,0,0,1,0
TXNDC5,3,1,0,2,0,3,0
SSR1,3,1,0,2,0,3,0
EXOC2,23,1,0,22,0,23,0
SERPINB6,4,1,0,3,0,4,0
VPS4B,1,1,0,0,0,1,0
DROSHA,7,6,0,1,0,7,0
GALNT1,4,1,0,3,0,4,0
FH,3,3,0,0,0,3,0
FAM206A,6,4,0,2,0,6,0
EXOC3,3,1,0,2,0,3,0
CNDP2,2,1,0,1,0,2,0
LPIN2,7,1,0,6,0,7,0
TCEA1,2,2,0,0,0,2,0
MRPL15,1,1,0,0,0,1,0
TGS1,1,1,0,0,0,1,0
LYN,20,1,0,19,0,20,0
YTHDF3,3,1,0,2,0,3,0
CEPT1,5,1,0,4,0,5,0
PSME4,4,1,0,2,1,3,1
KIZ,9,1,0,8,0,9,0
MDH1,2,2,0,0,0,2,0
WDR43,1,1,0,0,0,1,0
IARS2,2,1,0,1,0,2,0
EPRS,5,1,0,4,0,5,0
INTS7,1,1,0,0,0,1,0
MCFD2,3,1,0,2,0,3,0
RASGRP3,2,1,0,1,0,2,0
SLC30A6,2,1,0,1,0,2,0
TSNAX,3,1,0,2,0,3,0
EXOC8,1,1,0,0,0,1,0
TCP1,1,1,0,0,0,1,0
EIF3M,1,1,0,0,0,1,0
CDC40,2,1,0,1,0,2,0
SNX3,1,1,0,0,0,1,0
ATG5,27,1,0,15,11,16,11
PREP,4,1,0,3,0,4,0
LOC421792,1,1,0,0,0,1,0
HMGN2P46,2,1,0,1,0,2,0
LMBRD1,2,1,0,1,0,2,0
FBXO9,2,1,0,1,0,2,0
YWHAQ,2,1,0,1,0,2,0
TAF1B,2,1,0,1,0,2,0
KLF11,3,1,0,2,0,3,0
FAM49A,26,1,0,23,2,24,2
WDCP,2,1,0,1,0,2,0
NRBP1,6,1,0,5,0,6,0
MCM3,1,1,0,0,0,1,0
ENPP4,2,1,0,1,0,2,0
LOC422090,3,1,0,2,0,3,0
SLC9A3R1,1,1,0,0,0,1,0
HN1,6,4,0,2,0,6,0
NUP85,4,1,0,2,1,3,1
ENOX2,10,1,0,9,0,10,0
CHMP1B,1,1,0,0,0,1,0
LOC422214,1,1,0,0,0,1,0
PLS3,28,1,0,27,0,28,0
ARHGEF6,9,1,0,8,0,9,0
CSTF2,4,1,0,3,0,4,0
APOOL,4,1,0,2,1,3,1
MAGT1,2,1,0,0,1,1,1
NXT2,2,1,0,1,0,2,0
NKAPL,2,1,0,1,0,2,0
MSMO1,3,1,0,2,0,3,0
ABCE1,1,1,0,0,0,1,0
PGRMC2,1,1,0,0,0,1,0
OSTC,1,1,0,0,0,1,0
SLC25A4,1,1,0,0,0,1,0
DCTD,3,1,0,2,0,3,0
AGA,2,2,0,0,0,2,0
FBXO8,2,1,0,1,0,2,0
COPS4,1,1,0,0,0,1,0
POLR2B,1,1,0,0,0,1,0
SRP72,1,1,0,0,0,1,0
ERI1,2,1,0,1,0,2,0
DCK,1,1,0,0,0,1,0
RPL7L1,1,1,0,0,0,1,0
ASAH1,1,1,0,0,0,1,0
CNOT7,4,1,0,3,0,4,0
RFC1,5,1,0,4,0,5,0
PPARGC1A,4,1,0,2,1,3,1
GRPEL1,1,1,0,0,0,1,0
GRK4,2,1,0,0,1,1,1
MXD4,5,1,0,4,0,5,0
LETM1,4,1,0,3,0,4,0
IMMT,5,1,0,4,0,5,0
TMEM258,2,1,0,0,1,1,1
NADSYN1,2,1,0,0,1,1,1
RRAS,7,1,0,6,0,7,0
COPB1,4,1,0,3,0,4,0
NUCB2,3,1,0,2,0,3,0
NAP1L4,8,1,0,6,1,7,1
TSSC4,13,1,0,12,0,13,0
TOLLIP,4,1,0,3,0,4,0
CD151,4,1,0,3,0,4,0
RNH1,3,1,0,2,0,3,0
API5,1,1,0,0,0,1,0
ERH,1,1,0,0,0,1,0
SRSF5A,3,1,0,2,0,3,0
EIF2S1,2,2,0,0,0,2,0
SRP14,1,1,0,0,0,1,0
ARHGAP11B,1,1,0,0,0,1,0
ZNF410,7,1,0,6,0,7,0
EIF2B2,2,1,0,1,0,2,0
TMED10,3,2,0,1,0,3,0
SPTLC2,3,1,0,2,0,3,0
TTC7B,7,1,0,6,0,7,0
VRK1,21,1,0,20,0,21,0
SETD3,15,1,0,14,0,15,0
EVL,13,3,0,10,0,13,0
EIF5,4,1,0,3,0,4,0
XRCC3,3,1,0,2,0,3,0
NUDT14,10,1,0,9,0,10,0
PSMA3,1,1,0,0,0,1,0
ACTR10,1,1,0,0,0,1,0
POLE2,11,1,0,10,0,11,0
PSMC6,1,1,0,0,0,1,0
NCOA4,13,1,0,12,0,13,0
TUBGCP2,2,1,0,1,0,2,0
DNA2,4,1,0,2,1,3,1
SUPV3L1,1,1,0,0,0,1,0
TSPAN15,1,1,0,0,0,1,0
POLR3A,2,1,0,1,0,2,0
ADK,7,1,0,4,2,5,2
NDUFB8,1,1,0,0,0,1,0
CUTC,7,4,0,1,2,5,2
NHLRC2,4,4,0,0,0,4,0
BUB3,7,1,0,6,0,7,0
PPP2R2D,3,1,0,2,0,3,0
PMS1,7,1,0,6,0,7,0
ASNSD1,2,2,0,0,0,2,0
ZC3H15,1,1,0,0,0,1,0
ACADL,2,1,0,1,0,2,0
UBE2F,7,1,0,6,0,7,0
SLC19A1,4,1,0,3,0,4,0
LSS,1,1,0,0,0,1,0
GTF3C3,7,1,0,6,0,7,0
BZW1,2,1,0,1,0,2,0
ORC2,2,1,0,1,0,2,0
NDUFS1,4,4,0,0,0,4,0
DYNC1I2,9,1,0,8,0,9,0
BCS1L,2,1,0,1,0,2,0
CNOT9,2,1,0,1,0,2,0
PECR,5,1,0,4,0,5,0
ERCC3,1,1,0,0,0,1,0
BIN1,37,1,0,36,0,37,0
EAF2,2,1,0,1,0,2,0
SEC22A,4,1,0,3,0,4,0
MCM6,1,1,0,0,0,1,0
DARS,1,1,0,0,0,1,0
PKP4,24,1,0,22,1,23,1
STX10,2,1,0,0,1,1,1
RALGPS2,41,1,0,40,0,41,0
ZNF326,2,1,0,1,0,2,0
SH3GLB1,4,1,0,3,0,4,0
FUBP1,45,1,0,31,13,32,13
CDC20,1,1,0,0,0,1,0
DPH2,1,1,0,0,0,1,0
AKR1A1,1,1,0,0,0,1,0
RNF11,2,1,0,1,0,2,0
TMEM59,2,1,0,1,0,2,0
HOOK1,3,1,0,1,1,2,1
FARSB,2,1,0,1,0,2,0
CFAP410,2,2,0,0,0,2,0
TBCCD1,2,1,0,1,0,2,0
CCDC61,1,1,0,0,0,1,0
BDH1A,4,1,0,3,0,4,0
ACAP2,13,2,0,11,0,13,0
LSG1,1,1,0,0,0,1,0
RFC4,2,1,0,1,0,2,0
MCCC1,1,1,0,0,0,1,0
TTC14,1,1,0,0,0,1,0
NDUFB5,1,1,0,0,0,1,0
PDCD10,4,1,0,3,0,4,0
GMPS,2,1,0,1,0,2,0
SELENOT,1,1,0,0,0,1,0
GYG1,8,1,0,7,0,8,0
LAMTOR3,2,1,0,1,0,2,0
HP1BP3,7,1,0,6,0,7,0
SSR2,4,1,0,3,0,4,0
ABCF2,2,1,0,1,0,2,0
RHNO1,2,1,0,1,0,2,0
ANP32E,7,1,0,5,1,6,1
ANKRA2,5,1,0,4,0,5,0
QDPR,1,1,0,0,0,1,0
OAT,3,1,0,2,0,3,0
DDX19,2,1,0,1,0,2,0
CENPL,1,1,0,0,0,1,0
GOLGA7,2,1,0,1,0,2,0
ACAA2,1,1,0,0,0,1,0
GLYR1,5,1,0,4,0,5,0
REXO5,3,1,0,2,0,3,0
FAM172A,6,1,0,3,2,4,2
PHAX,1,1,0,0,0,1,0
DEPDC1B,3,1,0,2,0,3,0
TRAPPC13,4,2,0,2,0,4,0
OXCT1,4,1,0,3,0,4,0
NSA2,1,1,0,0,0,1,0
RIOK2,1,1,0,0,0,1,0
TMEM175,1,1,0,0,0,1,0
MRPL50,1,1,0,0,0,1,0
DHFR,2,1,0,1,0,2,0
AP3S1,4,1,0,3,0,4,0
FANCC,5,1,0,4,0,5,0
BMP15,1,1,0,0,0,1,0
WNT10A,1,1,0,0,0,1,0
HSPA2,1,1,0,0,0,1,0
CSF2,1,1,0,0,0,1,0
IL4,6,5,0,1,0,6,0
BMPER,2,1,0,1,0,2,0
ESRRG,28,15,0,13,0,28,0
TRPM8,7,1,0,6,0,7,0
IL3,1,1,0,0,0,1,0
IL5,2,1,0,1,0,2,0
IL13,2,2,0,0,0,2,0
CAV2,1,1,0,0,0,1,0
BLM,1,1,0,0,0,1,0
DAD1,1,1,0,0,0,1,0
OCM3,1,1,0,0,0,1,0
RPL4,1,1,0,0,0,1,0
LAT2,11,1,0,10,0,11,0
TLR1A,5,1,0,4,0,5,0
AIFM1,1,1,0,0,0,1,0
WNT6,3,1,0,2,0,3,0
BIRC3,1,1,0,0,0,1,0
RPSAP58,1,1,0,0,0,1,0
ACTG1,1,1,0,0,0,1,0
BLOC1S6,1,1,0,0,0,1,0
ABHD17C,2,1,0,1,0,2,0
MINAR1,2,1,0,1,0,2,0
HACD3,1,1,0,0,0,1,0
SNAPC5,1,1,0,0,0,1,0
SLC25A46,2,1,0,1,0,2,0
PHKB,8,1,0,7,0,8,0
PAIP2B,6,1,0,5,0,6,0
NUBP2,1,1,0,0,0,1,0
SYNGR3,1,1,0,0,0,1,0
TANGO2,9,5,1,3,0,8,1
VPS29,6,2,0,4,0,6,0
SNRPD3,4,4,0,0,0,4,0
YWHAH,1,1,0,0,0,1,0
RNF5,3,1,0,2,0,3,0
C12orf49,1,1,0,0,0,1,0
FBXW2,11,1,0,10,0,11,0
URM1,1,1,0,0,0,1,0
WDR45B,4,1,0,3,0,4,0
PRKAR1A,5,1,0,4,0,5,0
YPEL2,15,3,0,12,0,15,0
CBLL1,5,2,0,3,0,5,0
TSPAN12,5,3,0,2,0,5,0
YAF2,3,2,0,1,0,3,0
RASSF3,9,1,0,8,0,9,0
RAP1B,3,1,0,2,0,3,0
DDX47,1,1,0,0,0,1,0
ADIPOR2,10,1,0,9,0,10,0
FGFR1OP2,3,1,0,2,0,3,0
GABPA,4,1,0,3,0,4,0
SDC4,5,1,0,4,0,5,0
GID8,1,1,0,0,0,1,0
SPATA2,2,1,0,1,0,2,0
SSU72,2,2,0,0,0,2,0
TMEM230,2,1,0,1,0,2,0
GUCA1B,1,1,0,0,0,1,0
CCDC43,1,1,0,0,0,1,0
AP1M1,1,1,0,0,0,1,0
TCEB1,1,1,0,0,0,1,0
CDK6,4,4,0,0,0,4,0
CMTM7,3,2,0,0,1,2,1
YPEL5,14,1,0,13,0,14,0
PSMB1,1,1,0,0,0,1,0
KCTD2,1,1,0,0,0,1,0
MPP1,2,1,0,1,0,2,0
FABP2,1,1,0,0,0,1,0
RNF141,7,1,0,6,0,7,0
CHP1,1,1,0,0,0,1,0
SLC39A9,2,1,0,1,0,2,0
BRMS1L,1,1,0,0,0,1,0
LIN52,6,1,0,4,1,5,1
