,accession,gene
265,>XM_001481473.1,AFUA_5G14845
267,>XM_001481474.1,AFUA_5G14865
269,>XM_001481475.1,AFUA_4G00195
271,>XM_001481476.1,AFUA_4G00225
273,>XM_001481477.1,AFUA_4G00235
275,>XM_001481478.1,AFUA_4G00940
277,>XM_001481479.1,AFUA_4G01115
279,>XM_001481480.1,AFUA_4G01120
281,>XM_001481481.1,AFUA_4G01392
283,>XM_001481482.1,AFUA_4G02805
285,>XM_001481483.1,AFUA_4G03322
287,>XM_001481484.1,AFUA_4G03320
289,>XM_001481485.1,AFUA_4G03325
291,>XM_001481486.1,AFUA_4G03435
293,>XM_001481487.1,AFUA_4G03580
295,>XM_001481488.1,AFUA_4G03585
297,>XM_001481489.1,AFUA_4G03595
299,>XM_001481490.1,AFUA_4G03600
301,>XM_001481491.1,AFUA_4G03615
303,>XM_001481492.1,AFUA_4G03645
305,>XM_001481493.1,AFUA_4G03710
307,>XM_001481494.1,AFUA_4G03722
309,>XM_001481495.1,AFUA_4G03945
311,>XM_001481496.1,AFUA_4G03950
313,>XM_001481497.1,AFUA_4G04318
315,>XM_001481498.1,AFUA_4G04355
317,>XM_001481499.1,AFUA_4G04465
319,>XM_001481500.1,AFUA_4G04502
321,>XM_001481501.1,AFUA_4G04600
323,>XM_001481502.1,AFUA_4G04605
325,>XM_001481503.1,AFUA_4G04612
327,>XM_001481504.1,AFUA_4G04745
329,>XM_001481505.1,AFUA_4G05855
331,>XM_001481506.1,AFUA_4G05910
333,>XM_001481507.1,AFUA_4G05915
335,>XM_001481508.1,AFUA_4G05985
337,>XM_001481509.1,AFUA_4G06085
339,>XM_001481510.1,AFUA_4G07467
341,>XM_001481511.1,AFUA_4G07605
343,>XM_001481512.1,AFUA_4G07835
345,>XM_001481513.1,AFUA_4G08634
347,>XM_001481514.1,AFUA_4G08640
349,>XM_001481515.1,AFUA_4G09250
351,>XM_001481516.1,AFUA_4G09255
353,>XM_001481517.1,AFUA_4G11012
355,>XM_001481518.1,AFUA_4G11467
357,>XM_001481519.1,AFUA_4G11477
359,>XM_001481520.1,AFUA_4G11602
361,>XM_001481521.1,AFUA_4G13760
363,>XM_001481522.1,AFUA_4G13765
365,>XM_001481523.1,AFUA_4G13872
367,>XM_001481524.1,AFUA_4G14080
369,>XM_001481525.1,AFUA_4G14085
371,>XM_001481526.1,AFUA_4G14175
373,>XM_001481527.1,AFUA_4G14180
375,>XM_001481528.1,AFUA_4G14205
377,>XM_001481529.1,AFUA_4G14705
379,>XM_001481530.1,AFUA_4G14735
381,>XM_001481531.1,AFUA_3G00175
383,>XM_001481532.1,AFUA_3G00410
385,>XM_001481533.1,AFUA_3G00765
387,>XM_001481534.1,AFUA_3G00865
389,>XM_001481535.1,AFUA_3G00870
391,>XM_001481536.1,AFUA_3G01196
393,>XM_001481537.1,AFUA_3G01860
395,>XM_001481538.1,AFUA_3G01872
397,>XM_001481539.1,AFUA_3G02253
399,>XM_001481540.1,AFUA_3G02257
401,>XM_001481541.1,AFUA_3G02260
403,>XM_001481542.1,AFUA_3G02685
405,>XM_001481543.1,AFUA_3G02785
407,>XM_001481544.1,AFUA_3G03295
409,>XM_001481545.1,AFUA_3G03300
411,>XM_001481546.1,AFUA_3G03445
413,>XM_001481547.1,AFUA_3G03790
415,>XM_001481548.1,AFUA_3G03815
417,>XM_001481549.1,AFUA_3G03852
419,>XM_001481550.1,AFUA_3G05575
421,>XM_001481551.1,AFUA_3G06255
423,>XM_001481552.1,AFUA_3G06420
425,>XM_001481553.1,AFUA_3G06425
427,>XM_001481554.1,AFUA_3G06495
429,>XM_001481555.1,AFUA_3G06590
431,>XM_001481556.1,AFUA_3G06597
433,>XM_001481557.1,AFUA_3G06922
435,>XM_001481558.1,AFUA_3G07155
437,>XM_001481559.1,AFUA_3G07160
439,>XM_001481560.1,AFUA_3G07625
441,>XM_001481561.1,AFUA_3G07945
443,>XM_001481562.1,AFUA_3G07965
445,>XM_001481563.1,AFUA_3G07970
447,>XM_001481564.1,AFUA_3G08265
449,>XM_001481565.1,AFUA_3G08920
451,>XM_001481566.1,AFUA_3G09930
453,>XM_001481567.1,AFUA_3G09935
455,>XM_001481568.1,AFUA_3G10065
457,>XM_001481569.1,AFUA_3G10070
459,>XM_001481570.1,AFUA_3G10085
461,>XM_001481571.1,AFUA_3G10255
463,>XM_001481572.1,AFUA_3G10260
465,>XM_001481573.1,AFUA_3G11355
467,>XM_001481574.1,AFUA_3G12255
469,>XM_001481575.1,AFUA_3G12260
471,>XM_001481576.1,AFUA_3G12982
473,>XM_001481577.1,AFUA_3G12990
475,>XM_001481578.1,AFUA_3G13460
477,>XM_001481579.1,AFUA_3G13465
479,>XM_001481580.1,AFUA_3G13490
481,>XM_001481581.1,AFUA_3G13496
483,>XM_001481582.1,AFUA_3G13950
485,>XM_001481583.1,AFUA_3G14070
487,>XM_001481584.1,AFUA_3G14160
489,>XM_001481585.1,AFUA_3G14165
491,>XM_001481586.1,AFUA_3G14445
493,>XM_001481587.1,AFUA_3G15055
495,>XM_001481588.1,AFUA_2G00270
497,>XM_001481589.1,AFUA_2G00656
499,>XM_001481590.1,AFUA_2G00660
501,>XM_001481591.1,AFUA_2G00960
503,>XM_001481592.1,AFUA_2G00963
505,>XM_001481593.1,AFUA_2G00967
507,>XM_001481594.1,AFUA_2G01405
509,>XM_001481595.1,AFUA_2G02160
511,>XM_001481596.1,AFUA_2G02165
513,>XM_001481597.1,AFUA_2G02190
515,>XM_001481598.1,AFUA_2G02275
517,>XM_001481599.1,AFUA_2G02485
519,>XM_001481600.1,AFUA_2G02490
521,>XM_001481601.1,AFUA_2G03155
523,>XM_001481602.1,AFUA_2G04262
525,>XM_001481603.1,AFUA_2G04360
527,>XM_001481604.1,AFUA_2G04533
529,>XM_001481605.1,AFUA_2G04535
531,>XM_001481606.1,AFUA_2G04630
533,>XM_001481607.1,AFUA_2G05085
535,>XM_001481608.1,AFUA_2G05115
537,>XM_001481609.1,AFUA_2G05120
539,>XM_001481610.1,AFUA_2G05635
541,>XM_001481611.1,AFUA_2G08775
543,>XM_001481612.1,AFUA_2G08780
545,>XM_001481613.1,AFUA_2G09282
547,>XM_001481614.1,AFUA_2G10205
549,>XM_001481615.1,AFUA_2G10580
551,>XM_001481616.1,AFUA_2G10855
553,>XM_001481617.1,AFUA_2G10860
555,>XM_001481618.1,AFUA_2G11470
557,>XM_001481619.1,AFUA_2G11475
559,>XM_001481620.1,AFUA_2G13175
561,>XM_001481621.1,AFUA_2G13290
563,>XM_001481622.1,AFUA_2G13295
565,>XM_001481623.1,AFUA_2G13500
567,>XM_001481624.1,AFUA_2G13512
569,>XM_001481625.1,AFUA_2G13610
571,>XM_001481626.1,AFUA_2G13615
573,>XM_001481627.1,AFUA_2G14525
575,>XM_001481628.1,AFUA_2G14530
577,>XM_001481629.1,AFUA_2G14547
579,>XM_001481630.1,AFUA_2G15312
581,>XM_001481631.1,AFUA_2G15905
583,>XM_001481632.1,AFUA_2G15910
585,>XM_001481633.1,AFUA_2G15915
587,>XM_001481634.1,AFUA_2G16462
589,>XM_001481635.1,AFUA_2G16692
591,>XM_001481636.1,AFUA_2G16980
593,>XM_001481637.1,AFUA_2G16985
595,>XM_001481638.1,AFUA_2G17470
597,>XM_001481639.1,AFUA_2G17475
599,>XM_001481640.1,AFUA_1G00100
601,>XM_001481641.1,AFUA_1G01175
603,>XM_001481642.1,AFUA_1G01180
605,>XM_001481643.1,AFUA_1G01265
607,>XM_001481644.1,AFUA_1G02255
609,>XM_001481645.1,AFUA_1G02260
611,>XM_001481646.1,AFUA_1G02980
613,>XM_001481647.1,AFUA_1G02985
615,>XM_001481648.1,AFUA_1G03035
617,>XM_001481649.1,AFUA_1G03040
619,>XM_001481650.1,AFUA_1G03352
621,>XM_001481651.1,AFUA_1G03992
623,>XM_001481652.1,AFUA_1G04040
625,>XM_001481653.1,AFUA_1G04062
627,>XM_001481654.1,AFUA_1G04455
629,>XM_001481655.1,AFUA_1G04490
631,>XM_001481656.1,AFUA_1G05590
633,>XM_001481657.1,AFUA_1G05595
635,>XM_001481658.1,AFUA_1G05650
637,>XM_001481659.1,AFUA_1G05655
639,>XM_001481660.1,AFUA_1G06071
641,>XM_001481661.1,AFUA_1G06080
643,>XM_001481662.1,AFUA_1G06762
645,>XM_001481663.1,AFUA_1G07550
647,>XM_001481664.1,AFUA_1G07555
649,>XM_001481665.1,AFUA_1G07625
651,>XM_001481666.1,AFUA_1G08795
653,>XM_001481667.1,AFUA_1G09754
655,>XM_001481668.1,AFUA_1G09757
657,>XM_001481669.1,AFUA_1G10012
659,>XM_001481670.1,AFUA_1G10355
661,>XM_001481671.1,AFUA_1G10525
663,>XM_001481672.1,AFUA_1G10645
665,>XM_001481673.1,AFUA_1G10650
667,>XM_001481674.1,AFUA_1G11715
669,>XM_001481675.1,AFUA_1G11720
671,>XM_001481676.1,AFUA_1G12332
673,>XM_001481677.1,AFUA_1G12875
675,>XM_001481678.1,AFUA_1G13195
677,>XM_001481679.1,AFUA_1G14690
679,>XM_001481680.1,AFUA_1G14695
681,>XM_001481681.1,AFUA_1G14945
683,>XM_001481682.1,AFUA_1G14950
685,>XM_001481683.1,AFUA_1G16564
687,>XM_001481684.1,AFUA_1G16635
689,>XM_001481685.1,AFUA_1G16640
691,>XM_001481686.1,AFUA_1G17723
693,>XM_024489248.1,AFUA_5G12210
695,>XM_726386.1,AFUA_6G00770
697,>XM_726387.1,AFUA_6G00760
699,>XM_726388.1,AFUA_6G00750
701,>XM_726389.1,AFUA_6G00740
703,>XM_726390.1,AFUA_6G00730
705,>XM_726391.2,AFUA_6G00720
707,>XM_726392.2,AFUA_6G00710
709,>XM_726394.1,AFUA_6G00690
711,>XM_726395.2,AFUA_6G00680
713,>XM_726396.2,AFUA_6G00670
715,>XM_726397.1,AFUA_6G00660
717,>XM_726398.1,AFUA_6G00650
719,>XM_726399.1,AFUA_6G00640
721,>XM_726400.1,AFUA_6G00630
723,>XM_726401.1,AFUA_6G00620
725,>XM_726402.1,AFUA_6G00610
727,>XM_726403.1,AFUA_6G00600
729,>XM_726404.1,AFUA_6G00580
731,>XM_726405.2,AFUA_6G00570
733,>XM_726406.1,AFUA_6G00560
735,>XM_726407.1,AFUA_6G00550
737,>XM_726408.1,AFUA_6G00540
739,>XM_726409.1,AFUA_6G00530
741,>XM_726410.1,AFUA_6G00520
743,>XM_726411.1,AFUA_6G00510
745,>XM_726412.1,AFUA_6G00500
747,>XM_726413.1,AFUA_6G00490
749,>XM_726414.1,AFUA_6G00480
751,>XM_726415.1,AFUA_6G00470
753,>XM_726416.1,AFUA_6G00460
755,>XM_726417.1,AFUA_6G00450
757,>XM_726418.1,AFUA_6G00440
759,>XM_726419.1,AFUA_6G00430
761,>XM_726422.1,AFUA_6G00400
763,>XM_726423.1,AFUA_6G00390
765,>XM_726425.1,AFUA_6G00370
767,>XM_726426.2,AFUA_6G00360
769,>XM_726427.1,AFUA_6G00350
771,>XM_726428.2,AFUA_6G00340
773,>XM_726429.2,AFUA_6G00330
775,>XM_726430.1,AFUA_6G00320
777,>XM_726431.1,AFUA_6G00310
779,>XM_726432.1,AFUA_6G00300
781,>XM_726433.1,AFUA_6G00290
783,>XM_726434.1,AFUA_6G00280
785,>XM_726435.1,AFUA_6G00270
787,>XM_726436.1,AFUA_6G00260
789,>XM_726437.1,AFUA_6G00250
791,>XM_726438.1,AFUA_6G00240
793,>XM_726439.1,AFUA_6G00230
795,>XM_726440.1,AFUA_6G00220
797,>XM_726441.1,AFUA_6G00210
799,>XM_726442.1,AFUA_6G00200
801,>XM_726443.1,AFUA_6G00196
803,>XM_726444.1,AFUA_6G00193
805,>XM_726445.1,AFUA_6G00190
807,>XM_726446.1,AFUA_6G00180
809,>XM_726447.1,AFUA_6G00160
811,>XM_726450.1,AFUA_6G00140
813,>XM_726451.1,AFUA_6G00130
815,>XM_726452.1,AFUA_6G00120
817,>XM_726453.1,AFUA_6G00110
819,>XM_741204.1,AFUA_4G01600
821,>XM_741205.1,AFUA_4G01590
823,>XM_741206.1,AFUA_4G01580
825,>XM_741207.1,AFUA_4G01570
827,>XM_741208.1,AFUA_4G01560
829,>XM_741209.1,AFUA_4G01550
831,>XM_741210.1,AFUA_4G01530
833,>XM_741212.1,AFUA_4G01520
835,>XM_741213.1,AFUA_4G01510
837,>XM_741214.2,AFUA_4G01500
839,>XM_741215.1,AFUA_4G01490
841,>XM_741216.2,AFUA_4G01480
843,>XM_741217.1,AFUA_4G01470
845,>XM_741218.1,AFUA_4G01460
847,>XM_741219.1,AFUA_4G01450
849,>XM_741220.1,AFUA_4G01440
851,>XM_741221.1,AFUA_4G01430
853,>XM_741222.1,AFUA_4G01420
855,>XM_741223.1,AFUA_4G01410
857,>XM_741224.2,AFUA_4G01400
859,>XM_741227.1,AFUA_4G01380
861,>XM_741228.1,AFUA_4G01370
863,>XM_741229.1,AFUA_4G01360
865,>XM_741230.2,AFUA_4G01350
867,>XM_741231.1,AFUA_4G01340
869,>XM_741232.2,AFUA_4G01322
871,>XM_741234.1,AFUA_4G01310
873,>XM_741235.1,AFUA_4G01300
875,>XM_741236.1,AFUA_4G01290
877,>XM_741237.1,AFUA_4G01280
879,>XM_741238.1,AFUA_4G01270
881,>XM_741239.1,AFUA_4G01260
883,>XM_741240.2,AFUA_4G01242
885,>XM_741242.2,AFUA_4G01230
887,>XM_741243.2,AFUA_4G01220
889,>XM_741244.2,AFUA_4G01210
891,>XM_741245.1,AFUA_4G01200
893,>XM_741246.1,AFUA_4G01180
895,>XM_741247.1,AFUA_4G01170
897,>XM_741248.1,AFUA_4G01160
899,>XM_741249.1,AFUA_4G01150
901,>XM_741250.1,AFUA_4G01140
903,>XM_741251.1,AFUA_4G01130
905,>XM_741253.2,AFUA_4G01110
907,>XM_741254.2,AFUA_4G01105
909,>XM_741255.1,AFUA_4G01090
911,>XM_741256.1,AFUA_4G01080
913,>XM_741257.1,AFUA_4G01070
915,>XM_741258.2,AFUA_4G01060
917,>XM_741259.2,AFUA_4G01050
919,>XM_741260.1,AFUA_4G01040
921,>XM_741261.1,AFUA_4G01030
923,>XM_741262.1,AFUA_4G01020
925,>XM_741263.1,AFUA_4G01010
927,>XM_741264.1,AFUA_4G01000
929,>XM_741265.1,AFUA_4G00990
931,>XM_741266.1,AFUA_4G00980
933,>XM_741267.1,AFUA_4G00970
935,>XM_741268.1,AFUA_4G00960
937,>XM_741269.1,AFUA_4G00950
939,>XM_741270.1,AFUA_4G00930
941,>XM_741271.1,AFUA_4G00920
943,>XM_741272.2,AFUA_4G00910
945,>XM_741273.2,AFUA_4G00900
947,>XM_741274.1,AFUA_4G00890
949,>XM_741275.1,AFUA_4G00880
951,>XM_741276.1,AFUA_4G00870
953,>XM_741277.1,AFUA_4G00860
955,>XM_741278.1,AFUA_4G00850
957,>XM_741279.1,AFUA_4G00840
959,>XM_741280.1,AFUA_4G00830
961,>XM_741282.1,AFUA_4G00810
963,>XM_741283.1,AFUA_4G00800
965,>XM_741284.1,AFUA_4G00790
967,>XM_741286.1,AFUA_4G00770
969,>XM_741287.1,AFUA_4G00760
971,>XM_741288.1,AFUA_4G00750
973,>XM_741289.1,AFUA_4G00740
975,>XM_741290.1,AFUA_4G00730
977,>XM_741291.1,AFUA_4G00720
979,>XM_741292.1,AFUA_4G00710
981,>XM_741293.1,AFUA_4G00700
983,>XM_741294.1,AFUA_4G00690
985,>XM_741295.1,AFUA_4G00680
987,>XM_741296.1,AFUA_4G00670
989,>XM_741297.1,AFUA_4G00660
991,>XM_741298.1,AFUA_4G00650
993,>XM_741299.1,AFUA_4G00640
995,>XM_741300.1,AFUA_4G00630
997,>XM_741301.1,AFUA_4G00620
999,>XM_741302.1,AFUA_4G00610
1001,>XM_741303.1,AFUA_4G00600
1003,>XM_741304.1,AFUA_4G00590
1005,>XM_741305.1,AFUA_4G00580
1007,>XM_741306.1,AFUA_4G00570
1009,>XM_741307.1,AFUA_4G00560
1011,>XM_741308.1,AFUA_4G00550
1013,>XM_741309.1,AFUA_4G00540
1015,>XM_741310.1,AFUA_4G00530
1017,>XM_741311.1,AFUA_4G00520
1019,>XM_741312.1,AFUA_4G00510
1021,>XM_741313.2,AFUA_4G00500
1023,>XM_741314.1,AFUA_4G00490
1025,>XM_741315.1,AFUA_4G00480
1027,>XM_741316.1,AFUA_4G00470
1029,>XM_741317.1,AFUA_4G00460
1031,>XM_741318.1,AFUA_4G00450
1033,>XM_741319.1,AFUA_4G00440
1035,>XM_741320.1,AFUA_4G00430
1037,>XM_741321.1,AFUA_4G00420
1039,>XM_741322.1,AFUA_4G00410
1041,>XM_741323.1,AFUA_4G00400
1043,>XM_741324.1,AFUA_4G00390
1045,>XM_741325.1,AFUA_4G00380
1047,>XM_741326.1,AFUA_4G00370
1049,>XM_741327.1,AFUA_4G00360
1051,>XM_741328.1,AFUA_4G00350
1053,>XM_741329.1,AFUA_4G00340
1055,>XM_741330.1,AFUA_4G00330
1057,>XM_741331.2,AFUA_4G00320
1059,>XM_741334.2,AFUA_4G00290
1061,>XM_741335.2,AFUA_4G00280
1063,>XM_741337.2,AFUA_4G00260
1065,>XM_741338.2,AFUA_4G00250
1067,>XM_741339.2,AFUA_4G00240
1069,>XM_741340.2,AFUA_4G00230
1071,>XM_741341.1,AFUA_4G00220
1073,>XM_741342.1,AFUA_4G00210
1075,>XM_741343.1,AFUA_4G00200
1077,>XM_741345.2,AFUA_4G00180
1079,>XM_741347.2,AFUA_4G00160
1081,>XM_741348.1,AFUA_4G00150
1083,>XM_741349.1,AFUA_4G00140
1085,>XM_741350.1,AFUA_4G00130
1087,>XM_741351.1,AFUA_4G00120
1089,>XM_741352.1,AFUA_4G00110
1091,>XM_741353.1,AFUA_4G00100
1093,>XM_741358.1,AFUA_4G02650
1095,>XM_741361.2,AFUA_4G02680
1097,>XM_741363.2,AFUA_4G02700
1099,>XM_741364.1,AFUA_4G02710
1101,>XM_741365.1,AFUA_4G02720
1103,>XM_741366.1,AFUA_4G02730
1105,>XM_741367.1,AFUA_4G02740
1107,>XM_741368.1,AFUA_4G02750
1109,>XM_741369.1,AFUA_4G02760
1111,>XM_741370.1,AFUA_4G02770
1113,>XM_741371.1,AFUA_4G02780
1115,>XM_741372.1,AFUA_4G02790
1117,>XM_741373.1,AFUA_4G02800
1119,>XM_741374.1,AFUA_4G02810
1121,>XM_741375.1,AFUA_4G02820
1123,>XM_741376.1,AFUA_4G02830
1125,>XM_741377.1,AFUA_4G02840
1127,>XM_741378.1,AFUA_4G02850
1129,>XM_741379.1,AFUA_4G02860
1131,>XM_741380.1,AFUA_4G02870
1133,>XM_741381.1,AFUA_4G02880
1135,>XM_741382.1,AFUA_4G02890
1137,>XM_741383.1,AFUA_4G02900
1139,>XM_741385.1,AFUA_4G02920
1141,>XM_741386.1,AFUA_4G02930
1143,>XM_741387.1,AFUA_4G02940
1145,>XM_741388.1,AFUA_4G02950
1147,>XM_741389.1,AFUA_4G02960
1149,>XM_741390.1,AFUA_4G02970
1151,>XM_741391.1,AFUA_4G02980
1153,>XM_741392.1,AFUA_4G02990
1155,>XM_741393.1,AFUA_4G03000
1157,>XM_741394.1,AFUA_4G03010
1159,>XM_741395.1,AFUA_4G03020
1161,>XM_741396.1,AFUA_4G03030
1163,>XM_741397.1,AFUA_4G03040
1165,>XM_741398.1,AFUA_4G03050
1167,>XM_741399.1,AFUA_4G03060
1169,>XM_741400.1,AFUA_4G03070
1171,>XM_741401.1,AFUA_4G03080
1173,>XM_741402.1,AFUA_4G03090
1175,>XM_741403.1,AFUA_4G03100
1177,>XM_741404.1,AFUA_4G03110
1179,>XM_741405.1,AFUA_4G03120
1181,>XM_741406.1,AFUA_4G03130
1183,>XM_741407.1,AFUA_4G03140
1185,>XM_741408.1,AFUA_4G03150
1187,>XM_741409.1,AFUA_4G03160
1189,>XM_741410.1,AFUA_4G03170
1191,>XM_741411.1,AFUA_4G03180
1193,>XM_741412.1,AFUA_4G03190
1195,>XM_741413.1,AFUA_4G03200
1197,>XM_741414.1,AFUA_4G03210
1199,>XM_741415.1,AFUA_4G03220
1201,>XM_741416.1,AFUA_4G03230
1203,>XM_741417.1,AFUA_4G03240
1205,>XM_741418.1,AFUA_4G03250
1207,>XM_741419.1,AFUA_4G03260
1209,>XM_741420.1,AFUA_4G03270
1211,>XM_741421.1,AFUA_4G03280
1213,>XM_741422.1,AFUA_4G03290
1215,>XM_741424.1,AFUA_4G03310
1217,>XM_741425.1,AFUA_4G03321
1219,>XM_741427.1,AFUA_4G03330
1221,>XM_741428.1,AFUA_4G03340
1223,>XM_741429.1,AFUA_4G03350
1225,>XM_741430.2,AFUA_4G03360
1227,>XM_741431.2,AFUA_4G03370
1229,>XM_741433.2,AFUA_4G03390
1231,>XM_741434.1,AFUA_4G03400
1233,>XM_741435.1,AFUA_4G03410
1235,>XM_741436.1,AFUA_4G03420
1237,>XM_741437.1,AFUA_4G03430
1239,>XM_741438.1,AFUA_4G03440
1241,>XM_741439.1,AFUA_4G03450
1243,>XM_741440.1,AFUA_4G03460
1245,>XM_741441.1,AFUA_4G03470
1247,>XM_741442.1,AFUA_4G03480
1249,>XM_741443.1,AFUA_4G03490
1251,>XM_741444.1,AFUA_4G03500
1253,>XM_741445.1,AFUA_4G03510
1255,>XM_741446.1,AFUA_4G03520
1257,>XM_741447.1,AFUA_4G03530
1259,>XM_741448.1,AFUA_4G03540
1261,>XM_741449.1,AFUA_4G03550
1263,>XM_741450.1,AFUA_4G03560
1265,>XM_741453.1,AFUA_4G03590
1267,>XM_741455.1,AFUA_4G03610
1269,>XM_741456.1,AFUA_4G03620
1271,>XM_741457.1,AFUA_4G03630
1273,>XM_741458.1,AFUA_4G03640
1275,>XM_741459.1,AFUA_4G03650
1277,>XM_741460.1,AFUA_4G03660
1279,>XM_741461.1,AFUA_4G03670
1281,>XM_741462.2,AFUA_4G03680
1283,>XM_741463.2,AFUA_4G03690
