,accession,gene
155,>NM_001398016.1,LOC4326512
157,>NM_001398017.1,LOC4326515
159,>NM_001398018.1,LOC4326516
161,>NM_001398019.1,LOC4326521
163,>NM_001398020.1,LOC4326522
165,>NM_001398024.1,LOC4326537
167,>NM_001398026.1,LOC4326541
169,>NM_001398027.1,LOC4326541
171,>NM_001398030.1,LOC4326547
173,>NM_001398031.1,LOC4326560
175,>NM_001398032.1,LOC4326560
177,>NM_001398033.1,LOC4326565
179,>NM_001398034.1,LOC4326566
181,>NM_001398035.1,LOC4326567
183,>NM_001398036.1,LOC4326576
185,>NM_001398037.1,EIF4A3A
187,>NM_001398038.1,SNL6
189,>NM_001398039.1,LOC4326614
191,>NM_001398040.1,LOC4326615
193,>NM_001398041.1,LOC4326617
195,>NM_001398042.1,LOC4326635
197,>NM_001398043.1,LOC4326638
199,>NM_001398275.1,LOC4326639
201,>NM_001398276.1,LOC4326652
203,>NM_001398277.1,LOC4326652
205,>NM_001398278.1,LOC4326668
207,>NM_001398279.1,LOC4326680
209,>NM_001398280.1,LOC4326682
211,>NM_001398288.1,LOC4326684
213,>NM_001398289.1,LOC4326685
215,>NM_001398290.1,LOC4326717
217,>NM_001398291.1,LOC4326739
219,>NM_001398292.1,LOC4326755
221,>NM_001401459.1,NCL1
223,>NM_001401460.1,LOC4325576
225,>NM_001401461.1,LOC4325591
227,>NM_001401462.1,LOC4325591
229,>NM_001401463.1,LOC4325595
231,>NM_001401464.1,LOC4325610
233,>NM_001401465.1,LOC4325611
235,>NM_001401466.1,LOC4325613
237,>NM_001401467.1,LOC4325621
239,>NM_001401468.1,LOC4325622
241,>NM_001401469.1,LOC4325650
243,>NM_001401470.1,LOC4325652
245,>NM_001401471.1,AT9
247,>NM_001401472.1,LOC4325668
249,>NM_001401474.1,LOC4325694
251,>NM_001401475.1,LOC4325695
253,>NM_001401476.1,LOC4325696
255,>NM_001401477.1,LOC4325697
257,>NM_001401478.1,LOC4325698
259,>NM_001401479.1,LOC4325710
261,>NM_001401480.1,LOC4325731
263,>NM_001401481.1,LOC4325734
265,>NM_001401482.1,LOC4325736
267,>NM_001401483.1,LOC4325737
269,>NM_001401484.1,LOC4325739
271,>NM_001401485.1,LOC4325740
273,>NM_001401486.1,LOC4325743
275,>NM_001401487.1,LOC4325744
277,>NM_001401488.1,LOC4325747
279,>NM_001401489.1,LOC4325758
281,>NM_001401490.1,LOC4325762
283,>NM_001401491.1,LOC4325777
285,>NM_001401492.1,LOC4325788
287,>NM_001401493.1,LOC4325792
289,>NM_001401515.1,LOC4325801
291,>NM_001401516.1,LOC4325816
293,>NM_001401517.1,LOC4325837
295,>NM_001401518.1,LOC4325844
297,>NM_001401520.1,LOC4325847
299,>NM_001401522.1,LOC4325851
301,>NM_001401525.1,LOC4325864
303,>NM_001401527.1,LOC4325879
305,>NM_001401528.1,LOC4325890
307,>NM_001401529.1,LOC4325895
309,>NM_001401530.1,LOC4325899
311,>NM_001401531.1,LOC4325911
313,>NM_001401532.1,LOC4325916
315,>NM_001401533.1,LOC4325917
317,>NM_001401534.1,LOC4325933
319,>NM_001401537.1,LOC4325974
321,>NM_001401538.1,LOC4325974
323,>NM_001401539.1,LOC4325983
325,>NM_001401540.1,MHZ4
327,>NM_001401541.1,LPR1
329,>NM_001401557.1,LPR2
331,>NM_001401558.1,LOC4326014
333,>NM_001401559.1,LOC4326014
335,>NM_001401571.1,LOC4326027
337,>NM_001401576.1,LOC4326028
339,>NM_001401617.1,LOC4326076
341,>NM_001401618.1,LOC4326166
343,>NM_001401629.1,LOC4326171
345,>NM_001401630.1,LOC4326178
347,>NM_001401631.1,AIP1
349,>NM_001401632.1,AIP2
351,>NM_001401633.1,LOC4326212
353,>NM_001401634.1,LOC4326212
355,>NM_001401635.1,LOC4326227
357,>NM_001401636.1,LOC4326229
359,>NM_001401637.1,LOC4326230
361,>NM_001401638.1,LOC4326236
363,>NM_001401639.1,LOC4326245
365,>NM_001401640.1,LOC4326261
367,>NM_001401641.1,LOC4326270
369,>NM_001401642.1,LOC4326270
371,>NM_001401643.1,LOC4326272
373,>NM_001401644.1,LOC4326288
375,>NM_001401647.1,LOC4326310
377,>NM_001401648.1,LOC4326311
379,>NM_001401649.1,LOC4326314
381,>NM_001401650.1,LOC4326320
383,>NM_001401651.1,LOC4326324
385,>NM_001401652.1,LOC4326391
387,>NM_001401653.1,LOC4326391
389,>NM_001401655.1,LOC4326769
391,>NM_001401656.1,LOC4326775
393,>NM_001401657.1,LOC4326776
395,>NM_001401659.1,LOC4326788
397,>NM_001401663.1,LOC4326806
399,>NM_001401678.1,LOC4326812
401,>NM_001401717.1,LOC124403964
403,>NM_001401718.1,LOC4327738
405,>NM_001401719.1,LOC4327752
407,>NM_001401720.1,LOC4327757
409,>NM_001401721.1,LOC4327785
411,>NM_001401722.1,LOC4327786
413,>NM_001401723.1,LOC4327787
415,>NM_001401724.1,LOC4327789
417,>NM_001401725.1,LOC4327794
419,>NM_001401726.1,LOC4327794
421,>NM_001401727.1,HKT2;3
423,>NM_001401728.1,LOC4327808
425,>NM_001401729.1,P58B
427,>NM_001401730.1,LOC4327831
429,>NM_001401731.1,LOC4327836
431,>NM_001401732.1,LOC4327860
433,>NM_001401733.1,LOC4327885
435,>NM_001401734.1,LOC4327887
437,>NM_001401735.1,LOC4327900
439,>NM_001401736.1,LOC4327911
441,>NM_001401737.1,LOC4327918
443,>NM_001401738.1,LOC4327919
445,>NM_001401739.1,LOC4327933
447,>NM_001401740.1,LOC4327964
449,>NM_001401741.1,LOC4327968
451,>NM_001401742.1,LOC4327971
453,>NM_001401743.1,LOC4328006
455,>NM_001401744.1,LOC4328051
457,>NM_001401745.1,LOC4328052
459,>NM_001401746.1,LOC4328053
461,>NM_001401747.1,LOC4328060
463,>NM_001401748.1,LOC4328073
465,>NM_001401749.1,BIP1
467,>NM_001401750.1,LOC4328077
469,>NM_001401751.1,LOC4328078
471,>NM_001401752.1,LOC4328088
473,>NM_001401753.1,LOC4328092
475,>NM_001401754.1,LOC4328096
477,>NM_001401755.1,TDR
479,>NM_001401828.1,LOC124416938
481,>NM_001401829.1,LOC4325400
483,>NM_001401830.1,LOC4325401
485,>NM_001401831.1,LOC4325408
487,>NM_001401832.1,LOC4325416
489,>NM_001401833.1,LOC4325416
491,>NM_001401834.1,LOC4325448
493,>NM_001401835.1,LOC4325450
495,>NM_001401836.1,LOC4325451
497,>NM_001401837.1,LOC4325479
499,>NM_001401873.1,LOC4329630
501,>NM_001401874.1,LOC4329643
503,>NM_001401875.1,LOC4329643
505,>NM_001401876.1,LOC4329677
507,>NM_001401879.1,LOC4329728
509,>NM_001401880.1,LOC4329728
511,>NM_001401881.1,LOC4329729
513,>NM_001401882.1,LOC4329729
515,>NM_001401884.1,LOC4329756
517,>NM_001401887.1,LOC112937812
519,>NM_001401888.1,LOC4329775
521,>NM_001401890.1,LOC4329775
523,>NM_001401896.1,LOC4329874
525,>NM_001401897.1,LOC4329874
527,>NM_001401900.1,LOC4329892
529,>NM_001401901.1,LOC4329911
531,>NM_001401902.1,LOC4329951
533,>NM_001401903.1,LOC4329951
535,>NM_001401904.1,LOC4329963
537,>NM_001401905.1,LOC4330016
539,>NM_001401906.1,LOC4330034
541,>NM_001401907.1,LOC4330049
543,>NM_001401908.1,LOC4330077
545,>NM_001401910.1,LOC4330155
547,>NM_001401916.1,LOC4330221
549,>NM_001401917.1,LOC4330248
551,>NM_001401918.1,LOC4330265
553,>NM_001401919.1,LOC4330293
555,>NM_001401920.1,LOC4330293
557,>NM_001401921.1,LOC4330328
559,>NM_001401922.1,LOC4330434
561,>NM_001401923.1,LOC4330434
563,>NM_001401924.1,LOC4330436
565,>NM_001401928.1,LOC4330457
567,>NM_001401938.1,LOC4330460
569,>NM_001401940.1,LOC4330474
571,>NM_001401941.1,LOC4330474
573,>NM_001401943.1,LOC4330484
575,>NM_001401949.1,LOC4330487
577,>NM_001401951.1,LOC4330515
579,>NM_001401952.1,LOC4330539
581,>NM_001401953.1,LOC4330539
583,>NM_001401958.1,LOC4330544
585,>NM_001401959.1,LOC4330544
587,>NM_001401960.1,LOC4330583
589,>NM_001401961.1,LOC4330583
591,>NM_001401962.1,LOC4330589
593,>NM_001401963.1,LOC4330610
595,>NM_001401964.1,LOC4330610
597,>NM_001401965.1,LOC4330614
599,>NM_001401966.1,LOC4330614
601,>NM_001401968.1,LOC4330621
603,>NM_001401969.1,LOC4330649
605,>NM_001401970.1,LOC4330654
607,>NM_001401971.1,LOC4330654
609,>NM_001401976.1,PIN1A
611,>NM_001401977.1,LOC4330711
613,>NM_001401978.1,LOC4330732
615,>NM_001401980.1,LOC4330742
617,>NM_001401981.1,LOC4330742
619,>NM_001401985.1,LOC4330786
621,>NM_001401986.1,LOC4330786
623,>NM_001401987.1,LOC4330805
625,>NM_001401988.1,LOC4330902
627,>NM_001401989.1,LOC4330912
629,>NM_001401990.1,LOC4330935
631,>NM_001401991.1,LOC4330943
633,>NM_001401992.1,LOC4330984
635,>NM_001401993.1,LOC4331008
637,>NM_001401994.1,LOC4331014
639,>NM_001401995.1,LOC4331050
641,>NM_001401997.1,LOC4331112
643,>NM_001401998.1,LOC4331112
645,>NM_001401999.1,LOC4331148
647,>NM_001402002.1,LOC4331149
649,>NM_001402003.1,LOC4331149
651,>NM_001402004.1,LOC4331161
653,>NM_001402012.1,LOC4331174
655,>NM_001402013.1,LOC4331174
657,>NM_001402014.1,LOC4331221
659,>NM_001402016.1,LOC4331252
661,>NM_001402017.1,LOC4331272
663,>NM_001402018.1,LOC4331328
665,>NM_001402020.1,LOC4331345
667,>NM_001402021.1,LOC4331376
669,>NM_001402022.1,LOC4331376
671,>NM_001402023.1,LOC4331408
673,>NM_001402024.1,LOC4331408
675,>NM_001402025.1,LOC4331415
677,>NM_001402026.1,LOC4331445
679,>NM_001402027.1,LOC4331445
681,>NM_001402028.1,LOC4331449
683,>NM_001402029.1,LOC4331459
685,>NM_001402030.1,CPK7
687,>NM_001402031.1,CPK7
689,>NM_001402032.1,LOC4331516
691,>NM_001402034.1,LOC124459650
693,>NM_001402035.1,CEBIP
695,>NM_001402036.1,LOC4331538
697,>NM_001402037.1,LOC4331540
699,>NM_001402038.1,LOC4331542
701,>NM_001402039.1,LOC4331551
703,>NM_001402040.1,LOC4331554
705,>NM_001402043.1,LOC4331608
707,>NM_001402044.1,LOC4331635
709,>NM_001402045.1,LOC4331637
711,>NM_001402049.1,LOC124459651
713,>NM_001402051.1,HSFA2D
715,>NM_001402052.1,LOC4331730
717,>NM_001402053.1,LOC4331761
719,>NM_001402054.1,LOC4331775
721,>NM_001402055.1,LOC4331810
723,>NM_001402056.1,LOC4331824
725,>NM_001402057.1,LOC4331824
727,>NM_001402058.1,LOC4331828
729,>NM_001402061.1,LOC4331860
731,>NM_001402062.1,LOC4331860
733,>NM_001402065.1,LOC4331872
735,>NM_001402066.1,LOC4331872
737,>NM_001402067.1,LOC4331890
739,>NM_001402068.1,LOC4331890
741,>NM_001402083.1,LOC4331917
743,>NM_001402084.1,LOC4331917
745,>NM_001402086.1,LOC4331966
747,>NM_001402087.1,LOC4332041
749,>NM_001402088.1,LOC4332041
751,>NM_001402089.1,LOC4332058
753,>NM_001402090.1,LOC4332058
755,>NM_001402091.1,LOC4332108
757,>NM_001402093.1,LOC4332111
759,>NM_001402094.1,LOC4332111
761,>NM_001402096.1,LOC4332113
763,>NM_001402097.1,LOC4332121
765,>NM_001402098.1,LOC4332125
767,>NM_001402117.1,LOC4332160
769,>NM_001402118.1,LOC4332160
771,>NM_001402119.1,LOC4330587
773,>NM_001402120.1,NSHB1
775,>NM_001402121.1,LOC4332169
777,>NM_001402122.1,LOC4332231
779,>NM_001402123.1,LOC4332237
781,>NM_001402124.1,TPR3
783,>NM_001402125.1,LOC4332289
785,>NM_001402126.1,ASA2
787,>NM_001402127.1,LOC4332357
789,>NM_001402128.1,LOC4332360
791,>NM_001402129.1,LOC4332369
793,>NM_001402130.1,LOC4332464
795,>NM_001402131.1,LOC4332464
797,>NM_001402132.1,LOC124489740
799,>NM_001402133.1,LOC4332469
801,>NM_001402134.1,SPO11-3
803,>NM_001402135.1,LOC4332471
805,>NM_001402136.1,LOC4332474
807,>NM_001402137.1,LOC4332475
809,>NM_001402138.1,LOC4332495
811,>NM_001402139.1,LOC4332519
813,>NM_001402141.1,LOC4332563
815,>NM_001402142.1,LOC4332577
817,>NM_001402143.1,LOC4332623
819,>NM_001402144.1,TGA2.2
821,>NM_001402145.1,TGA2.2
823,>NM_001402147.1,LOC4332665
825,>NM_001402148.1,LOC4332761
827,>NM_001402150.1,LOC4332786
829,>NM_001402151.1,LOC4332786
831,>NM_001402153.1,LOC4332788
833,>NM_001402154.1,LOC4332822
835,>NM_001402155.1,LOC4332846
837,>NM_001402156.1,LOC4332852
839,>NM_001402157.1,LOC4332888
841,>NM_001402164.1,LOC4332993
843,>NM_001402165.1,LOC4332993
845,>NM_001402166.1,LOC4333000
847,>NM_001402167.1,LOC4333014
849,>NM_001402168.1,LOC4333017
851,>NM_001402169.1,LOC4333033
853,>NM_001402173.1,LOC4333062
855,>NM_001402174.1,LOC4333062
857,>NM_001402175.1,LOC4333065
859,>NM_001402177.1,LOC4333079
861,>NM_001402178.1,LOC4333164
863,>NM_001402179.1,LOC4333201
865,>NM_001402180.1,LOC4333259
867,>NM_001402181.1,LOC4333265
869,>NM_001402182.1,LOC4333268
871,>NM_001402183.1,LOC4333337
873,>NM_001402184.1,LOC4333359
875,>NM_001402185.1,LOC4333393
877,>NM_001402186.1,LOC4333399
879,>NM_001402187.1,LOC4333435
881,>NM_001402188.1,LOC4333435
883,>NM_001402189.1,LOC4333502
885,>NM_001402190.1,LOC4333544
887,>NM_001402192.1,LOC4333584
889,>NM_001402194.1,LOC4333560
891,>NM_001402195.1,LOC4333560
893,>NM_001402198.1,LOC4333666
895,>NM_001402214.1,LOC107280463
897,>NM_001402219.1,LOC4333803
899,>NM_001402220.1,LOC4333818
901,>NM_001402222.1,LOC4333823
903,>NM_001402223.1,LOC4333823
905,>NM_001402230.1,LOC4333833
907,>NM_001402232.1,LOC4333841
909,>NM_001402238.1,LOC4333842
911,>NM_001402239.1,LOC4333880
913,>NM_001402240.1,LOC4333880
915,>NM_001402241.1,LOC4333880
917,>NM_001402242.1,LOC4333896
919,>NM_001402243.1,LOC4333919
921,>NM_001402244.1,LOC4333948
923,>NM_001402245.1,LOC4333973
925,>NM_001402246.1,LOC4333973
927,>NM_001402247.1,LOC4334003
929,>NM_001402248.1,LOC4334060
931,>NM_001402249.1,LOC4334060
933,>NM_001402250.1,LOC4334069
935,>NM_001402251.1,LOC4334080
937,>NM_001402252.1,LOC4334080
939,>NM_001402253.1,LOC4334080
941,>NM_001402254.1,LOC4334080
943,>NM_001402255.1,LOC4334089
945,>NM_001402265.1,LOC4334101
947,>NM_001402266.1,LOC4334101
949,>NM_001402268.1,LOC4334126
951,>NM_001402269.1,LOC4334140
953,>NM_001402270.1,LOC4334140
955,>NM_001402271.1,LOC4334141
957,>NM_001402272.1,LOC4334191
959,>NM_001402273.1,LOC4334218
961,>NM_001402274.1,LOC4334233
963,>NM_001402275.1,LOC4334234
965,>NM_001402276.1,LOC4334307
967,>NM_001402277.1,LOC4334309
969,>NM_001402278.1,LOC4334338
971,>NM_001402281.1,LOC4334349
973,>NM_001402282.1,LOC124500700
975,>NM_001402289.1,LOC4334380
977,>NM_001402290.1,LOC4334380
979,>NM_001402291.1,LOC4334380
981,>NM_001402292.1,LOC4334380
983,>NM_001402293.1,LOC4334389
985,>NM_001402294.1,LOC4334392
987,>NM_001402295.1,LOC4334392
989,>NM_001402296.1,LOC4334394
991,>NM_001402297.1,LOC4334394
993,>NM_001402298.1,LOC4334394
995,>NM_001402299.1,LOC4334394
997,>NM_001402300.1,LOC4334396
999,>NM_001402301.1,LOC4334396
1001,>NM_001402302.1,LOC4334396
1003,>NM_001402303.1,LOC4334398
1005,>NM_001402304.1,LOC4334405
1007,>NM_001402305.1,LOC4334405
1009,>NM_001402306.1,LOC4334494
1011,>NM_001402307.1,LOC4334494
1013,>NM_001402308.1,LOC4334537
1015,>NM_001402309.1,LOC4334554
1017,>NM_001402310.1,LOC4334600
1019,>NM_001402311.1,LOC4334606
1021,>NM_001402312.1,LOC4334651
1023,>NM_001402315.1,LOC124500712
1025,>NM_001402316.1,LOC4334678
1027,>NM_001402318.1,FEN1B
1029,>NM_001402319.1,LOC4334698
1031,>NM_001402320.1,LOC4334751
1033,>NM_001402321.1,LOC4334751
1035,>NM_001402322.1,LOC4334774
1037,>NM_001402323.1,LOC4334774
1039,>NM_001402324.1,LOC4334774
1041,>NM_001402325.1,LOC4334806
1043,>NM_001402326.1,LOC4334806
1045,>NM_001402327.1,LOC4334826
1047,>NM_001402328.1,LOC4334833
1049,>NM_001402329.1,LOC4334848
1051,>NM_001402330.1,LOC4334917
1053,>NM_001402331.1,LOC4334917
1055,>NM_001402332.1,LOC4334968
1057,>NM_001402333.1,LOC4335058
1059,>NM_001402335.1,LOC4335068
1061,>NM_001402336.1,LOC4335090
1063,>NM_001402337.1,LOC4335090
1065,>NM_001402339.1,LOC4335093
1067,>NM_001402341.1,LOC4335094
1069,>NM_001402342.1,LOC4335115
1071,>NM_001402343.1,LOC4335115
1073,>NM_001402345.1,LOC4335226
1075,>NM_001402346.1,LOC4335303
1077,>NM_001402347.1,WRKY51
1079,>NM_001402349.1,LOC4335509
1081,>NM_001402350.1,LOC4335627
1083,>NM_001402351.1,LOC4335676
1085,>NM_001402352.1,LOC4335685
1087,>NM_001402353.1,LOC4335696
1089,>NM_001402354.1,LOC4335701
1091,>NM_001402360.1,LOC4335712
1093,>NM_001402361.1,LOC4335711
1095,>NM_001402363.1,LOC4335725
1097,>NM_001402364.1,LOC4335729
1099,>NM_001402365.1,LOC4335729
1101,>NM_001402366.1,LOC4335790
1103,>NM_001402367.1,LOC4335816
1105,>NM_001402368.1,LOC4335877
1107,>NM_001402369.1,LOC4335896
1109,>NM_001402370.1,LOC4335937
1111,>NM_001402371.1,LOC4335936
1113,>NM_001402372.1,LOC4336066
1115,>NM_001402373.1,LOC4336066
1117,>NM_001402374.1,LOC4336066
1119,>NM_001402376.1,LOC4336116
1121,>NM_001402378.1,LOC4336145
1123,>NM_001402379.1,LOC4336150
1125,>NM_001402380.1,LOC4336206
1127,>NM_001402381.1,LOC4336216
1129,>NM_001402383.1,LOC4336263
1131,>NM_001402384.1,LOC4336265
1133,>NM_001402385.1,LOC4336294
1135,>NM_001402386.1,LOC4336294
1137,>NM_001402387.1,LOC4336294
1139,>NM_001402388.1,LOC4336300
1141,>NM_001402390.1,HCT1
1143,>NM_001402396.1,LOC4336343
1145,>NM_001402397.1,LOC4336362
1147,>NM_001402398.1,LOC4336365
1149,>NM_001402399.1,LOC4336407
1151,>NM_001402400.1,LOC4336428
1153,>NM_001402402.1,LOC4336501
1155,>NM_001402403.1,LOC4336501
1157,>NM_001402404.1,LOC4336542
1159,>NM_001402405.1,LOC4336546
1161,>NM_001402406.1,LOC4336554
1163,>NM_001402407.1,LOC4336584
1165,>NM_001402408.1,LOC4336584
1167,>NM_001402409.1,LOC4336625
1169,>NM_001402410.1,LOC4336705
1171,>NM_001402411.1,LOC4336726
1173,>NM_001402412.1,LOC4336740
1175,>NM_001402413.1,LOC4336762
1177,>NM_001402414.1,CPK13
1179,>NM_001402415.1,LOC4336790
1181,>NM_001402416.1,GLR3.1
1183,>NM_001402417.1,LOC4336857
1185,>NM_001402418.1,LOC4336874
1187,>NM_001402419.1,LOC4336911
1189,>NM_001402420.1,HKT1;4
1191,>NM_001402421.1,HKT1;4
1193,>NM_001402422.1,HKT1;4
1195,>NM_001402423.1,LOC4336959
1197,>NM_001402424.1,LOC4336960
1199,>NM_001402425.1,LOC4336960
1201,>NM_001402426.1,LOC4336967
1203,>NM_001402428.1,LOC4336983
1205,>NM_001402429.1,LOC4337011
1207,>NM_001402430.1,LOC4337011
1209,>NM_001402431.1,LOC4337050
1211,>NM_001402432.1,LOC4337074
1213,>NM_001402433.1,LOC4337074
1215,>NM_001402434.1,LOC4337074
1217,>NM_001402435.1,LOC4337080
1219,>NM_001402436.2,LOC4337080
1221,>NM_001402438.1,LOC4337091
1223,>NM_001402439.1,LOC4337091
1225,>NM_001402440.1,KIN14H
1227,>NM_001402441.1,LOC4337165
1229,>NM_001402443.1,LOC4337223
1231,>NM_001402444.1,LOC4337240
1233,>NM_001402446.1,LOC4337240
1235,>NM_001402448.1,LOC4337242
1237,>NM_001402449.1,LOC4337257
1239,>NM_001402450.1,LOC4337272
1241,>NM_001402452.1,LOC4337276
1243,>NM_001402453.1,KIN14I
1245,>NM_001402455.1,LOC4337351
1247,>NM_001402456.1,LOC4337362
1249,>NM_001402457.1,LOC4337389
1251,>NM_001402458.1,LOC4337415
1253,>NM_001402459.1,LOC4337437
1255,>NM_001402460.1,LOC4337480
1257,>NM_001402461.1,LOC4337502
1259,>NM_001402462.1,LOC4337506
1261,>NM_001402463.1,LOC4337535
1263,>NM_001402464.1,LOC4337535
1265,>NM_001402465.1,LOC4337535
1267,>NM_001402467.1,LOC4337575
1269,>NM_001402468.1,LOC4337575
1271,>NM_001402469.1,LOC4337575
1273,>NM_001402473.1,LOC4337583
1275,>NM_001402474.1,LOC4337596
1277,>NM_001402476.1,LOC4337598
1279,>NM_001402477.1,LOC4337635
1281,>NM_001402478.1,LOC4337692
1283,>NM_001402479.1,LOC4337696
1285,>NM_001402480.1,LOC4337720
1287,>NM_001402481.1,LOC4337733
1289,>NM_001402482.1,LOC4337736
1291,>NM_001402483.1,LOC4337750
1293,>NM_001402484.1,LOC4337812
1295,>NM_001402491.1,LOC4337830
1297,>NM_001402492.1,LOC4337853
1299,>NM_001402497.1,LOC4337858
1301,>NM_001402498.1,LOC4337858
1303,>NM_001402499.1,LOC4337908
1305,>NM_001402500.1,LOC4337928
1307,>NM_001402501.1,LOC4337958
1309,>NM_001402502.1,LOC4337971
1311,>NM_001402503.1,LOC4338010
1313,>NM_001402504.1,LOC4338051
1315,>NM_001402505.1,LOC4338119
1317,>NM_001402506.1,LOC4338160
1319,>NM_001402509.1,LOC4338348
1321,>NM_001402510.1,LOC4338417
1323,>NM_001402511.1,LOC4338445
1325,>NM_001402512.1,LOC4338484
1327,>NM_001402513.1,LOC4338484
1329,>NM_001402514.1,LOC4338484
1331,>NM_001402515.1,LOC4338484
1333,>NM_001402516.1,LOC4338484
1335,>NM_001402517.1,LOC4338484
1337,>NM_001402518.1,LOC4338485
1339,>NM_001402519.1,LOC4338498
1341,>NM_001402520.1,LOC4338528
1343,>NM_001402521.1,LOC4338528
1345,>NM_001402522.1,LOC4338689
1347,>NM_001402523.1,LOC4338720
1349,>NM_001402524.1,FBA1
1351,>NM_001402525.1,LOC4338744
1353,>NM_001402526.1,LOC4338750
1355,>NM_001402527.1,LOC4338768
1357,>NM_001402529.1,LOC4338771
1359,>NM_001402530.1,LOC4338771
1361,>NM_001402531.1,BZIP39
1363,>NM_001402558.1,LOC4338825
1365,>NM_001402559.1,LOC4338901
1367,>NM_001402560.1,LOC4338901
1369,>NM_001402561.1,LOC4338909
1371,>NM_001402562.1,LOC4338940
1373,>NM_001402565.1,P5CS1
1375,>NM_001402567.1,LOC4339017
1377,>NM_001402568.1,LOC4339017
1379,>NM_001402570.1,LOC4339020
1381,>NM_001402572.1,LOC4339084
1383,>NM_001402573.1,LOC4339084
1385,>NM_001402574.1,SNAT1
1387,>NM_001402578.1,LOC4339157
1389,>NM_001402579.1,LOC4339172
1391,>NM_001402581.1,LOC4339190
1393,>NM_001402582.1,LOC4339221
1395,>NM_001402583.1,LOC4339222
1397,>NM_001402596.1,LOC4339247
1399,>NM_001402598.1,LOC4339340
1401,>NM_001402599.1,LOC4338512
1403,>NM_001402612.1,LOC4339343
1405,>NM_001402613.1,LOC4339343
1407,>NM_001402614.1,LOC4339345
1409,>NM_001402615.1,LOC4339409
1411,>NM_001402616.1,LOC4339410
1413,>NM_001402617.1,LOC4339410
1415,>NM_001402618.1,LOC4339420
1417,>NM_001402619.1,FEN1A
1419,>NM_001402621.1,LEA19
1421,>NM_001402622.1,LOC4339539
1423,>NM_001402623.1,LOC4339546
1425,>NM_001402624.1,LOC4339554
1427,>NM_001402625.1,LOC4339561
1429,>NM_001402626.1,LOC4339573
1431,>NM_001402627.1,LOC4339573
1433,>NM_001402628.1,NINJA1
1435,>NM_001402629.1,NINJA1
1437,>NM_001402630.1,LOC4339588
1439,>NM_001402632.1,LOC4339593
1441,>NM_001402633.1,LOC4339627
1443,>NM_001402634.1,LOC4339633
1445,>NM_001402635.1,LOC4339639
1447,>NM_001402637.1,LOC4339683
1449,>NM_001402639.1,LOC4339066
1451,>NM_001402640.1,GATA15
1453,>NM_001402649.1,HIRL1
