,total,NM,NR,XM,XR,NM_XM,NR_XR
C09E7.10,1,1,0,0,0,1,0
pdfr-1,5,5,0,0,0,5,0
plk-1,1,1,0,0,0,1,0
C16C10.13,1,1,0,0,0,1,0
C18D11.6,1,1,0,0,0,1,0
C18D11.7,1,1,0,0,0,1,0
C23G10.2,3,3,0,0,0,3,0
elf-1,2,2,0,0,0,2,0
mdt-21,1,1,0,0,0,1,0
pxl-1,3,3,0,0,0,3,0
tag-250,2,2,0,0,0,2,0
unc-86,2,2,0,0,0,2,0
sel-8,2,2,0,0,0,2,0
C34C12.9,1,1,0,0,0,1,0
prx-10,2,2,0,0,0,2,0
ced-4,2,2,0,0,0,2,0
C36A4.11,1,1,0,0,0,1,0
acs-19,2,2,0,0,0,2,0
C36E8.6,1,1,0,0,0,1,0
nlp-48,1,1,0,0,0,1,0
pal-1,3,3,0,0,0,3,0
C38H2.3,1,1,0,0,0,1,0
C40H1.8,1,1,0,0,0,1,0
C40H1.9,1,1,0,0,0,1,0
fbxb-87,1,1,0,0,0,1,0
unc-93,2,2,0,0,0,2,0
gsr-1,2,2,0,0,0,2,0
C46F11.6,1,1,0,0,0,1,0
C48B4.13,1,1,0,0,0,1,0
ced-7,4,4,0,0,0,4,0
C48D5.3,1,1,0,0,0,1,0
C54C6.7,1,1,0,0,0,1,0
D2045.9,1,1,0,0,0,1,0
E02H9.3,2,2,0,0,0,2,0
eng-1,3,3,0,0,0,3,0
aldo-2,1,1,0,0,0,1,0
F02A9.1,1,1,0,0,0,1,0
F02A9.7,1,1,0,0,0,1,0
F08F8.10,3,2,1,0,0,2,1
tir-1,8,8,0,0,0,8,0
rpl-3,2,1,1,0,0,1,1
soc-2,4,4,0,0,0,4,0
B0035.18,1,1,0,0,0,1,0
unc-44,9,9,0,0,0,9,0
jnk-1,3,2,1,0,0,2,1
unc-30,4,4,0,0,0,4,0
rde-11,1,1,0,0,0,1,0
C01B10.11,1,1,0,0,0,1,0
hil-7,4,4,0,0,0,4,0
icln-1,2,2,0,0,0,2,0
dyf-3,3,3,0,0,0,3,0
C06A12.8,1,1,0,0,0,1,0
C06A6.4,3,2,1,0,0,2,1
C06A6.7,1,1,0,0,0,1,0
nhr-105,2,2,0,0,0,2,0
tin-9.1,1,1,0,0,0,1,0
C08F8.9,1,1,0,0,0,1,0
srz-83,1,1,0,0,0,1,0
srz-82,1,1,0,0,0,1,0
srz-37,1,1,0,0,0,1,0
C10C5.7,1,1,0,0,0,1,0
egal-1,2,2,0,0,0,2,0
spr-2,2,2,0,0,0,2,0
C27B7.9,1,1,0,0,0,1,0
C28D4.10,2,2,0,0,0,2,0
let-653,3,3,0,0,0,3,0
spe-10,1,1,0,0,0,1,0
srbc-78,1,1,0,0,0,1,0
egl-8,25,25,0,0,0,25,0
clec-225,2,2,0,0,0,2,0
fbxa-154,1,1,0,0,0,1,0
xxxp-1,1,1,0,0,0,1,0
srx-115,1,1,0,0,0,1,0
C01G10.15,1,1,0,0,0,1,0
txt-12,1,1,0,0,0,1,0
srbc-33,1,1,0,0,0,1,0
srbc-31,1,1,0,0,0,1,0
srh-2,10,10,0,0,0,10,0
icl-1,2,2,0,0,0,2,0
srxa-11,1,1,0,0,0,1,0
srxa-12,1,1,0,0,0,1,0
srh-218,1,1,0,0,0,1,0
srw-21,1,1,0,0,0,1,0
ppfr-1,4,4,0,0,0,4,0
F16C3.4,1,1,0,0,0,1,0
F17B5.6,1,1,0,0,0,1,0
rme-8,2,2,0,0,0,2,0
F18C12.4,1,1,0,0,0,1,0
rde-2,2,2,0,0,0,2,0
F21F3.7,1,1,0,0,0,1,0
F22D6.15,1,1,0,0,0,1,0
nars-1,2,1,1,0,0,1,1
lim-9,8,8,0,0,0,8,0
pyk-1,5,5,0,0,0,5,0
F27C1.2,2,2,0,0,0,2,0
atp-3,2,2,0,0,0,2,0
F27D4.7,1,1,0,0,0,1,0
F28B3.6,1,1,0,0,0,1,0
sri-5,2,2,0,0,0,2,0
F28H1.4,2,2,0,0,0,2,0
F30A10.11,1,1,0,0,0,1,0
F30A10.12,1,1,0,0,0,1,0
gldr-2,2,2,0,0,0,2,0
F31C3.6,2,1,1,0,0,1,1
maph-1.1,4,4,0,0,0,4,0
F32A7.8,1,1,0,0,0,1,0
phm-2,3,3,0,0,0,3,0
F32H2.11,1,1,0,0,0,1,0
dlk-1,5,5,0,0,0,5,0
F33E2.7,1,1,0,0,0,1,0
F35C12.7,1,1,0,0,0,1,0
F36A2.14,1,1,0,0,0,1,0
F36D1.10,1,1,0,0,0,1,0
F36D1.9,1,1,0,0,0,1,0
F36F2.7,1,1,0,0,0,1,0
F36F2.8,1,1,0,0,0,1,0
tat-5,4,4,0,0,0,4,0
F36H2.4,1,1,0,0,0,1,0
sur-2,2,2,0,0,0,2,0
sptf-1,2,2,0,0,0,2,0
twk-29,2,2,0,0,0,2,0
F52A8.3,2,2,0,0,0,2,0
cep-1,2,2,0,0,0,2,0
F52B5.7,1,1,0,0,0,1,0
oct-1,2,2,0,0,0,2,0
F52F12.8,1,1,0,0,0,1,0
F52F12.9,1,1,0,0,0,1,0
mes-3,2,2,0,0,0,2,0
F55A12.2,4,4,0,0,0,4,0
unc-73,9,9,0,0,0,9,0
ztf-26,3,3,0,0,0,3,0
F56A6.5,1,1,0,0,0,1,0
ttr-58,1,1,0,0,0,1,0
F56G4.7,1,1,0,0,0,1,0
rad-8,1,1,0,0,0,1,0
F58D5.2,2,2,0,0,0,2,0
ksr-2,3,3,0,0,0,3,0
F58D5.9,1,1,0,0,0,1,0
F59C6.12,1,1,0,0,0,1,0
atp-1,1,1,0,0,0,1,0
H32K16.2,1,1,0,0,0,1,0
clik-3,4,4,0,0,0,4,0
cdk-2,2,2,0,0,0,2,0
bli-4,10,10,0,0,0,10,0
apr-1,3,3,0,0,0,3,0
K07A1.15,1,1,0,0,0,1,0
dut-1,1,1,0,0,0,1,0
hbs-1,2,2,0,0,0,2,0
ptr-12,2,1,1,0,0,1,1
K07A3.3,2,1,1,0,0,1,1
K10C3.5,2,2,0,0,0,2,0
mter-4,1,1,0,0,0,1,0
riok-1,2,1,1,0,0,1,1
pqn-52,3,3,0,0,0,3,0
hlh-2,2,1,1,0,0,1,1
dhp-1,1,1,0,0,0,1,0
exo-3,2,2,0,0,0,2,0
inx-17,2,2,0,0,0,2,0
daf-16,11,11,0,0,0,11,0
gcy-28,4,4,0,0,0,4,0
rskn-1,5,5,0,0,0,5,0
T03F1.12,1,1,0,0,0,1,0
hsr-9,1,1,0,0,0,1,0
T06A4.3,2,2,0,0,0,2,0
T06G6.12,1,1,0,0,0,1,0
T06G6.3,2,2,0,0,0,2,0
asd-2,4,4,0,0,0,4,0
lst-1,2,2,0,0,0,2,0
rbg-2,2,2,0,0,0,2,0
T22C1.12,1,1,0,0,0,1,0
lron-9,4,3,1,0,0,3,1
sqv-5,3,3,0,0,0,3,0
T26E3.10,1,1,0,0,0,1,0
osp-1,1,1,0,0,0,1,0
jmjc-1,2,2,0,0,0,2,0
plin-1,3,3,0,0,0,3,0
hmr-1,4,4,0,0,0,4,0
fnci-1,1,1,0,0,0,1,0
W03F11.5,1,1,0,0,0,1,0
afd-1,15,15,0,0,0,15,0
mzt-1,1,1,0,0,0,1,0
W03G9.9,1,1,0,0,0,1,0
W04A4.6,1,1,0,0,0,1,0
haf-4,2,2,0,0,0,2,0
nhr-85,2,2,0,0,0,2,0
tag-229,1,1,0,0,0,1,0
W09G3.7,2,2,0,0,0,2,0
W10C8.6,1,1,0,0,0,1,0
gei-17,7,6,1,0,0,6,1
hpo-13,3,3,0,0,0,3,0
Y105E8A.27,1,1,0,0,0,1,0
Y105E8A.32,1,1,0,0,0,1,0
lev-10,3,3,0,0,0,3,0
eat-18,2,2,0,0,0,2,0
lev-11,19,19,0,0,0,19,0
Y105E8B.11,1,1,0,0,0,1,0
exoc-8,2,2,0,0,0,2,0
Y106G6D.8,1,1,0,0,0,1,0
mat-1,2,2,0,0,0,2,0
Y110A7A.9,2,2,0,0,0,2,0
fkb-2,1,1,0,0,0,1,0
fkb-8,1,1,0,0,0,1,0
nhx-8,2,2,0,0,0,2,0
Y18H1A.14,2,2,0,0,0,2,0
Y18H1A.15,1,1,0,0,0,1,0
Y20F4.8,1,1,0,0,0,1,0
Y26D4A.12,1,1,0,0,0,1,0
spp-23,1,1,0,0,0,1,0
mig-1,2,2,0,0,0,2,0
Y37E3.17,4,4,0,0,0,4,0
Y37F4.5,1,1,0,0,0,1,0
Y37F4.7,1,1,0,0,0,1,0
Y37F4.8,1,1,0,0,0,1,0
Y37H9A.1,2,2,0,0,0,2,0
ugt-31,1,1,0,0,0,1,0
Y47G6A.15,1,1,0,0,0,1,0
Y47G6A.19,4,4,0,0,0,4,0
Y47G6A.21,1,1,0,0,0,1,0
Y47G6A.22,1,1,0,0,0,1,0
Y47G6A.30,1,1,0,0,0,1,0
Y47G6A.31,1,1,0,0,0,1,0
Y47G6A.7,2,2,0,0,0,2,0
ced-1,4,4,0,0,0,4,0
Y48G10A.6,1,1,0,0,0,1,0
Y48G1BL.7,1,1,0,0,0,1,0
Y48G1C.12,1,1,0,0,0,1,0
Y48G8AL.15,1,1,0,0,0,1,0
Y51F10.11,1,1,0,0,0,1,0
impt-1,2,2,0,0,0,2,0
aat-9,2,2,0,0,0,2,0
vbh-1,3,3,0,0,0,3,0
ceh-9,1,1,0,0,0,1,0
agef-1,2,2,0,0,0,2,0
gpap-1,2,2,0,0,0,2,0
cogc-3,2,2,0,0,0,2,0
bam-2,1,1,0,0,0,1,0
lin-17,4,3,1,0,0,3,1
Y71G12B.23,2,2,0,0,0,2,0
Y71G12B.30,3,3,0,0,0,3,0
Y71G12B.32,1,1,0,0,0,1,0
Y71G12B.33,2,2,0,0,0,2,0
adpr-1,4,4,0,0,0,4,0
abtm-1,3,3,0,0,0,3,0
grd-15,1,1,0,0,0,1,0
Y87G2A.16,1,1,0,0,0,1,0
soem-1,1,1,0,0,0,1,0
Y87G2A.18,1,1,0,0,0,1,0
Y87G2A.19,1,1,0,0,0,1,0
Y87G2A.20,1,1,0,0,0,1,0
gpi-1,2,2,0,0,0,2,0
gld-2,5,5,0,0,0,5,0
ins-29,1,1,0,0,0,1,0
ins-27,1,1,0,0,0,1,0
ZC334.7,1,1,0,0,0,1,0
ins-25,1,1,0,0,0,1,0
ins-28,1,1,0,0,0,1,0
ZC434.9,5,5,0,0,0,5,0
pmr-1,3,3,0,0,0,3,0
kri-1,2,2,0,0,0,2,0
fitm-2,1,1,0,0,0,1,0
frm-1,4,4,0,0,0,4,0
unc-13,11,11,0,0,0,11,0
lars-2,2,2,0,0,0,2,0
gopc-1,3,3,0,0,0,3,0
ZK849.6,1,1,0,0,0,1,0
ZK858.8,1,1,0,0,0,1,0
ZK909.6,1,1,0,0,0,1,0
B0034.7,1,1,0,0,0,1,0
cpna-2,4,4,0,0,0,4,0
trx-1,2,2,0,0,0,2,0
B0252.3,3,3,0,0,0,3,0
cyn-10,2,2,0,0,0,2,0
try-9,1,1,0,0,0,1,0
hlh-1,3,3,0,0,0,3,0
B0334.13,1,1,0,0,0,1,0
twk-5,1,1,0,0,0,1,0
B0457.6,1,1,0,0,0,1,0
clh-2,3,3,0,0,0,3,0
nspb-8,1,1,0,0,0,1,0
nspb-9,1,1,0,0,0,1,0
C01G12.13,1,1,0,0,0,1,0
C01G12.9,1,1,0,0,0,1,0
cam-1,3,3,0,0,0,3,0
tbc-6,1,1,0,0,0,1,0
mpk-2,3,3,0,0,0,3,0
C04H4.1,1,1,0,0,0,1,0
nlp-41,2,2,0,0,0,2,0
C05C10.5,3,3,0,0,0,3,0
C05D12.7,1,1,0,0,0,1,0
C06A1.7,1,1,0,0,0,1,0
cepr-104.2,8,8,0,0,0,8,0
mel-11,4,4,0,0,0,4,0
C08B11.9,1,1,0,0,0,1,0
C08E3.14,1,1,0,0,0,1,0
C08F1.11,1,1,0,0,0,1,0
C08H9.15,1,1,0,0,0,1,0
algn-8,2,2,0,0,0,2,0
ptp-3,14,14,0,0,0,14,0
C14A4.12,2,2,0,0,0,2,0
C14A4.7,2,2,0,0,0,2,0
tra-2,3,3,0,0,0,3,0
sod-1,2,2,0,0,0,2,0
C16A11.2,2,2,0,0,0,2,0
ins-13,1,1,0,0,0,1,0
ins-12,1,1,0,0,0,1,0
srz-67,1,1,0,0,0,1,0
C17F4.11,1,1,0,0,0,1,0
C17F4.12,1,1,0,0,0,1,0
cdc-14,6,6,0,0,0,6,0
C17G10.6,2,2,0,0,0,2,0
dhs-6,1,1,0,0,0,1,0
rab-3,2,2,0,0,0,2,0
stg-1,1,1,0,0,0,1,0
szy-20,5,5,0,0,0,5,0
sptl-1,3,3,0,0,0,3,0
C23H3.9,6,5,1,0,0,5,1
C25H3.10,2,2,0,0,0,2,0
C25H3.15,1,1,0,0,0,1,0
C25H3.16,1,1,0,0,0,1,0
hel-1,2,1,1,0,0,1,1
eff-1,3,2,1,0,0,2,1
C26D10.6,2,1,1,0,0,1,1
C26D10.7,1,1,0,0,0,1,0
C27A2.7,1,1,0,0,0,1,0
C27A2.8,1,1,0,0,0,1,0
mfsd-13.2,3,3,0,0,0,3,0
shn-1,3,3,0,0,0,3,0
C33B4.4,1,1,0,0,0,1,0
C33B4.5,1,1,0,0,0,1,0
C33C12.11,1,1,0,0,0,1,0
rig-6,3,2,1,0,0,2,1
lact-5,2,2,0,0,0,2,0
sphk-1,4,4,0,0,0,4,0
prx-5,2,2,0,0,0,2,0
sfxn-5,2,2,0,0,0,2,0
C41C4.9,1,1,0,0,0,1,0
slc-36.5,2,2,0,0,0,2,0
tars-1,2,2,0,0,0,2,0
mpz-1,10,10,0,0,0,10,0
unc-104,2,2,0,0,0,2,0
toe-2,2,2,0,0,0,2,0
aka-1,3,3,0,0,0,3,0
D1022.9,2,1,1,0,0,1,1
D1069.3,3,2,1,0,0,2,1
scp-1,2,2,0,0,0,2,0
lgc-28,1,1,0,0,0,1,0
hgap-2,13,13,0,0,0,13,0
parp-2,1,1,0,0,0,1,0
mrpl-53,1,1,0,0,0,1,0
E04D5.5,1,1,0,0,0,1,0
clh-3,9,8,1,0,0,8,1
acdh-12,2,1,1,0,0,1,1
F01D5.7,2,2,0,0,0,2,0
tmem-138,1,1,0,0,0,1,0
F10C1.9,2,2,0,0,0,2,0
F11G11.14,1,1,0,0,0,1,0
alh-8,2,2,0,0,0,2,0
F13H8.1,2,2,0,0,0,2,0
F14D2.15,1,1,0,0,0,1,0
bath-29,2,2,0,0,0,2,0
F14E5.2,2,2,0,0,0,2,0
shw-1,8,8,0,0,0,8,0
lin-26,4,4,0,0,0,4,0
lir-1,14,14,0,0,0,14,0
lir-2,2,2,0,0,0,2,0
mltn-10,1,1,0,0,0,1,0
nhr-21,5,5,0,0,0,5,0
nspg-3,1,1,0,0,0,1,0
flcn-1,7,7,0,0,0,7,0
F22E5.20,1,1,0,0,0,1,0
F23F1.10,1,1,0,0,0,1,0
rpt-4,2,2,0,0,0,2,0
F26C11.4,1,1,0,0,0,1,0
nurf-1,17,17,0,0,0,17,0
F27E5.8,1,1,0,0,0,1,0
pigg-1,2,2,0,0,0,2,0
pqn-32,2,2,0,0,0,2,0
snt-1,2,2,0,0,0,2,0
mltn-1,1,1,0,0,0,1,0
ada-2,2,2,0,0,0,2,0
srlf-15,1,1,0,0,0,1,0
F33G12.6,2,2,0,0,0,2,0
daf-19,5,5,0,0,0,5,0
nlp-63,1,1,0,0,0,1,0
nspf-1,1,1,0,0,0,1,0
nspf-2,1,1,0,0,0,1,0
nspf-3,1,1,0,0,0,1,0
syd-1,2,2,0,0,0,2,0
F39E9.14,1,1,0,0,0,1,0
ifas-1,1,1,0,0,0,1,0
agr-1,1,1,0,0,0,1,0
ins-14,1,1,0,0,0,1,0
ins-15,1,1,0,0,0,1,0
F41G3.19,1,1,0,0,0,1,0
F41G3.20,1,1,0,0,0,1,0
F41G3.21,1,1,0,0,0,1,0
F42G4.7,1,1,0,0,0,1,0
sra-10,2,2,0,0,0,2,0
tdp-1,3,2,1,0,0,2,1
unc-53,8,8,0,0,0,8,0
F45E10.2,2,2,0,0,0,2,0
lin-42,7,7,0,0,0,7,0
ubxn-3,5,5,0,0,0,5,0
F49C5.9,1,1,0,0,0,1,0
F49E12.12,1,1,0,0,0,1,0
sra-13,2,2,0,0,0,2,0
F53A10.2,6,6,0,0,0,6,0
bcs-1,1,1,0,0,0,1,0
F54D12.10,1,1,0,0,0,1,0
F54D12.9,1,1,0,0,0,1,0
F54D5.15,3,3,0,0,0,3,0
F54D5.5,2,2,0,0,0,2,0
klf-3,2,2,0,0,0,2,0
ilcr-2,1,1,0,0,0,1,0
clr-1,5,4,1,0,0,4,1
alh-6,4,4,0,0,0,4,0
nhx-6,2,2,0,0,0,2,0
F59A6.10,1,1,0,0,0,1,0
F59B10.4,2,2,0,0,0,2,0
H20J04.9,1,1,0,0,0,1,0
cbn-1,4,3,1,0,0,3,1
K04B12.2,2,2,0,0,0,2,0
K05F1.6,3,2,1,0,0,2,1
mak-1,5,5,0,0,0,5,0
K08F8.7,1,1,0,0,0,1,0
cpg-7,1,1,0,0,0,1,0
K09F6.11,1,1,0,0,0,1,0
K10G6.5,1,1,0,0,0,1,0
K10H10.10,2,2,0,0,0,2,0
dhs-8,4,3,1,0,0,3,1
K12D12.4,1,1,0,0,0,1,0
M05D6.9,2,2,0,0,0,2,0
gmps-1,3,3,0,0,0,3,0
ifg-1,5,5,0,0,0,5,0
M110.9,1,1,0,0,0,1,0
fbxb-33,1,1,0,0,0,1,0
cog-1,2,2,0,0,0,2,0
gst-9,1,1,0,0,0,1,0
twk-49,2,2,0,0,0,2,0
R05H10.3,2,2,0,0,0,2,0
R05H10.7,1,1,0,0,0,1,0
acr-20,3,3,0,0,0,3,0
mig-14,1,1,0,0,0,1,0
R06F6.12,1,1,0,0,0,1,0
oig-4,1,1,0,0,0,1,0
srab-14,1,1,0,0,0,1,0
nas-23,1,1,0,0,0,1,0
R11F4.2,2,2,0,0,0,2,0
R12C12.10,1,1,0,0,0,1,0
flad-1,4,4,0,0,0,4,0
egl-43,3,2,1,0,0,2,1
T01B7.5,2,2,0,0,0,2,0
T01B7.9,1,1,0,0,0,1,0
T01D1.7,1,1,0,0,0,1,0
pugs-6,1,1,0,0,0,1,0
ubxn-5,1,1,0,0,0,1,0
mmaa-1,2,2,0,0,0,2,0
T04B8.5,4,3,1,0,0,3,1
cki-2,3,3,0,0,0,3,0
fut-5,1,1,0,0,0,1,0
T05A7.11,1,1,0,0,0,1,0
T05A8.8,1,1,0,0,0,1,0
camt-1,3,3,0,0,0,3,0
mig-5,3,3,0,0,0,3,0
ufd-2,3,3,0,0,0,3,0
gpcp-2,2,2,0,0,0,2,0
T07D4.2,3,3,0,0,0,3,0
T07H3.7,1,1,0,0,0,1,0
ast-1,1,1,0,0,0,1,0
cex-2,2,2,0,0,0,2,0
T09A5.14,1,1,0,0,0,1,0
T09A5.15,1,1,0,0,0,1,0
klp-3,4,4,0,0,0,4,0
T09F3.5,1,1,0,0,0,1,0
ins-19,1,1,0,0,0,1,0
nhr-109,3,3,0,0,0,3,0
T13C2.3,2,1,1,0,0,1,1
T13C2.7,1,1,0,0,0,1,0
T13H5.1,9,9,0,0,0,9,0
enol-1,2,2,0,0,0,2,0
T21B4.15,1,1,0,0,0,1,0
ceh-99,1,1,0,0,0,1,0
T23B7.2,1,1,0,0,0,1,0
T23G7.2,2,1,1,0,0,1,1
T24E12.12,1,1,0,0,0,1,0
rsf-1,2,2,0,0,0,2,0
tag-180,2,2,0,0,0,2,0
T24F1.7,1,1,0,0,0,1,0
jun-1,9,9,0,0,0,9,0
T26C5.3,5,5,0,0,0,5,0
T26C5.5,1,1,0,0,0,1,0
clh-1,7,7,0,0,0,7,0
plpp-1.2,5,3,2,0,0,3,2
nhr-61,4,4,0,0,0,4,0
W01D2.6,1,1,0,0,0,1,0
W02B12.12,2,2,0,0,0,2,0
rga-1,2,2,0,0,0,2,0
mltn-5,1,1,0,0,0,1,0
sre-34,1,1,0,0,0,1,0
W07A12.8,1,1,0,0,0,1,0
rpi-1,2,2,0,0,0,2,0
pod-2,3,3,0,0,0,3,0
W09H1.1,4,4,0,0,0,4,0
lec-1,2,2,0,0,0,2,0
W10C6.2,1,1,0,0,0,1,0
pigw-1,2,2,0,0,0,2,0
Y14H12A.2,1,1,0,0,0,1,0
cnt-1,4,4,0,0,0,4,0
mcm-2,1,1,0,0,0,1,0
sri-40,1,1,0,0,0,1,0
Y27F2A.8,1,1,0,0,0,1,0
Y27F2A.9,1,1,0,0,0,1,0
nspe-6,1,1,0,0,0,1,0
nspe-2,1,1,0,0,0,1,0
ceh-100,2,2,0,0,0,2,0
Y39G8B.10,1,1,0,0,0,1,0
Y39G8B.9,1,1,0,0,0,1,0
col-87,1,1,0,0,0,1,0
tbc-17,4,4,0,0,0,4,0
lgc-35,2,2,0,0,0,2,0
alkb-7,1,1,0,0,0,1,0
Y46G5A.39,1,1,0,0,0,1,0
rpoa-1,2,2,0,0,0,2,0
csp-1,3,3,0,0,0,3,0
Y49F6B.12,1,1,0,0,0,1,0
Y49F6B.13,1,1,0,0,0,1,0
Y49F6B.14,1,1,0,0,0,1,0
Y53C12A.7,1,1,0,0,0,1,0
Y53C12A.8,2,2,0,0,0,2,0
mab-3,2,2,0,0,0,2,0
Y53C12B.7,1,1,0,0,0,1,0
Y53F4B.27,2,2,0,0,0,2,0
eif-3.B,1,1,0,0,0,1,0
srh-42,1,1,0,0,0,1,0
ctl-2,1,1,0,0,0,1,0
ddl-3,2,2,0,0,0,2,0
sre-46,1,1,0,0,0,1,0
aqp-12,1,1,0,0,0,1,0
Y57A10C.11,1,1,0,0,0,1,0
srz-63,2,2,0,0,0,2,0
Y57G7A.3,2,2,0,0,0,2,0
Y62F5A.10,1,1,0,0,0,1,0
unc-52,17,16,1,0,0,16,1
hhat-1,1,1,0,0,0,1,0
srg-20,2,2,0,0,0,2,0
ZC239.20,1,1,0,0,0,1,0
ZC239.21,1,1,0,0,0,1,0
ZK1248.19,1,1,0,0,0,1,0
ZK1248.20,1,1,0,0,0,1,0
ehs-1,2,1,1,0,0,1,1
ZK1290.14,1,1,0,0,0,1,0
nfi-1,3,3,0,0,0,3,0
rnh-1.1,1,1,0,0,0,1,0
ZK1307.1,2,2,0,0,0,2,0
taf-8,2,2,0,0,0,2,0
shk-1,6,6,0,0,0,6,0
ZK177.11,1,1,0,0,0,1,0
ZK250.13,1,1,0,0,0,1,0
irld-67,1,1,0,0,0,1,0
cblc-1,1,1,0,0,0,1,0
ZK666.12,1,1,0,0,0,1,0
ins-20,1,1,0,0,0,1,0
lec-3,6,6,0,0,0,6,0
vab-23,2,2,0,0,0,2,0
ZK945.6,2,2,0,0,0,2,0
nep-26,2,2,0,0,0,2,0
F17C8.7,1,1,0,0,0,1,0
crls-1,2,2,0,0,0,2,0
F25B5.6,3,3,0,0,0,3,0
F25F2.1,2,2,0,0,0,2,0
rars-1,3,3,0,0,0,3,0
F30H5.5,1,1,0,0,0,1,0
ceh-20,1,1,0,0,0,1,0
F31E3.2,3,3,0,0,0,3,0
F34D10.8,1,1,0,0,0,1,0
mlcd-1,2,1,1,0,0,1,1
sel-5,2,2,0,0,0,2,0
rbf-1,4,4,0,0,0,4,0
F37C12.18,1,1,0,0,0,1,0
nfm-1,3,3,0,0,0,3,0
efk-1,2,2,0,0,0,2,0
F42A10.9,1,1,0,0,0,1,0
dagl-2,3,3,0,0,0,3,0
ptl-1,4,4,0,0,0,4,0
ess-2,2,2,0,0,0,2,0
mpk-1,2,2,0,0,0,2,0
mrpl-21,1,1,0,0,0,1,0
F43C1.7,1,1,0,0,0,1,0
F44E2.7,4,4,0,0,0,4,0
myo-6,2,2,0,0,0,2,0
gar-2,5,5,0,0,0,5,0
hmg-1.2,3,3,0,0,0,3,0
mtm-6,3,3,0,0,0,3,0
F54C8.7,6,6,0,0,0,6,0
F54D8.6,1,1,0,0,0,1,0
par-3,13,13,0,0,0,13,0
zfp-1,4,3,1,0,0,3,1
unc-64,2,2,0,0,0,2,0
gsp-2,1,1,0,0,0,1,0
ndg-4,2,2,0,0,0,2,0
rpn-6.1,2,2,0,0,0,2,0
inf-1,2,2,0,0,0,2,0
par-2,5,5,0,0,0,5,0
gip-1,2,2,0,0,0,2,0
H06I04.3,3,3,0,0,0,3,0
rps-27A,2,2,0,0,0,2,0
fipr-29,1,1,0,0,0,1,0
let-805,4,4,0,0,0,4,0
gly-6,4,4,0,0,0,4,0
