,total,NM,NR,XM,XR,NM_XM,NR_XR
RPL29,1,0,0,1,0,1,0
CAALFM_C111050WA,1,0,0,1,0,1,0
RPL2,1,0,0,1,0,1,0
CAALFM_C111260CA,1,0,0,1,0,1,0
CAALFM_C111320CA,1,0,0,1,0,1,0
RPL37B,1,0,0,1,0,1,0
CAALFM_C111410CA,1,0,0,1,0,1,0
CTA3,1,0,0,1,0,1,0
CAALFM_C111570WA,1,0,0,1,0,1,0
CAALFM_C111680CA,1,0,0,1,0,1,0
CAALFM_C111960CA,1,0,0,1,0,1,0
CAALFM_C112150CA,1,0,0,1,0,1,0
SRT1,1,0,0,1,0,1,0
ATP19,1,0,0,1,0,1,0
RPL27A,1,0,0,1,0,1,0
CAALFM_C112480WA,1,0,0,1,0,1,0
DLH1,1,0,0,1,0,1,0
CAALFM_C112650CA,1,0,0,1,0,1,0
CAALFM_C112820CA,1,0,0,1,0,1,0
BLP1,1,0,0,1,0,1,0
CAALFM_C112910WA,1,0,0,1,0,1,0
CAALFM_C112920CA,1,0,0,1,0,1,0
CAALFM_C112940CA,1,0,0,1,0,1,0
RPL14,1,0,0,1,0,1,0
CAALFM_C113100WA,1,0,0,1,0,1,0
CAALFM_C113260WA,1,0,0,1,0,1,0
CAALFM_C113290WA,1,0,0,1,0,1,0
COX19,1,0,0,1,0,1,0
KEM1,1,0,0,1,0,1,0
ROB1,1,0,0,1,0,1,0
CAALFM_C113690CA,1,0,0,1,0,1,0
ACT1,1,0,0,1,0,1,0
DAD1,1,0,0,1,0,1,0
GND1,1,0,0,1,0,1,0
CSK1,1,0,0,1,0,1,0
CAALFM_C114090WA,1,0,0,1,0,1,0
MDG1,1,0,0,1,0,1,0
TLO4,1,0,0,1,0,1,0
RPL38,1,0,0,1,0,1,0
STF2,1,0,0,1,0,1,0
MUQ1,1,0,0,1,0,1,0
HIR1,1,0,0,1,0,1,0
CAALFM_C200420WA,1,0,0,1,0,1,0
CAALFM_C200570WA,1,0,0,1,0,1,0
ATP18,1,0,0,1,0,1,0
CAALFM_C200730CA,1,0,0,1,0,1,0
VPS24,1,0,0,1,0,1,0
CAALFM_C201040WA,1,0,0,1,0,1,0
CAALFM_C201050WA,1,0,0,1,0,1,0
NOT3,1,0,0,1,0,1,0
COX17,1,0,0,1,0,1,0
CAALFM_C201440CA,1,0,0,1,0,1,0
CAALFM_C201800WA,1,0,0,1,0,1,0
RAD23,1,0,0,1,0,1,0
ARO3,1,0,0,1,0,1,0
ENT3,1,0,0,1,0,1,0
ATO7,1,0,0,1,0,1,0
CAALFM_C202570WA,1,0,0,1,0,1,0
CAALFM_C202640CA,1,0,0,1,0,1,0
CAALFM_C202800WA,1,0,0,1,0,1,0
CAALFM_C202870WA,1,0,0,1,0,1,0
CAALFM_C202910WA,1,0,0,1,0,1,0
EFT2,1,0,0,1,0,1,0
CAALFM_C203210WA,1,0,0,1,0,1,0
COX6,1,0,0,1,0,1,0
RPL21A,1,0,0,1,0,1,0
RPS9B,1,0,0,1,0,1,0
INO4,1,0,0,1,0,1,0
CAALFM_C203880CA,1,0,0,1,0,1,0
RPL39,1,0,0,1,0,1,0
CAALFM_C203970WA,1,0,0,1,0,1,0
CAALFM_C204110WA,1,0,0,1,0,1,0
CAALFM_C204170CA,1,0,0,1,0,1,0
TAF14,1,0,0,1,0,1,0
CAALFM_C204280WA,1,0,0,1,0,1,0
QCR8,1,0,0,1,0,1,0
CAALFM_C204850CA,1,0,0,1,0,1,0
RHO3,1,0,0,1,0,1,0
WH11,1,0,0,1,0,1,0
CAALFM_C205300CA,1,0,0,1,0,1,0
CAALFM_C205410WA,1,0,0,1,0,1,0
CAALFM_C205480CA,1,0,0,1,0,1,0
CAALFM_C205520WA,1,0,0,1,0,1,0
CAALFM_C205540CA,1,0,0,1,0,1,0
KTI11,1,0,0,1,0,1,0
CAALFM_C205710CA,1,0,0,1,0,1,0
CAALFM_C205770WA,1,0,0,1,0,1,0
RFC1,1,0,0,1,0,1,0
CAALFM_C205870WA,1,0,0,1,0,1,0
CAALFM_C205900WA,1,0,0,1,0,1,0
COX8,1,0,0,1,0,1,0
COX9,1,0,0,1,0,1,0
SMD2,1,0,0,1,0,1,0
ATP14,1,0,0,1,0,1,0
IMH3,1,0,0,1,0,1,0
CAALFM_C206510WA,1,0,0,1,0,1,0
CAALFM_C206610CA,1,0,0,1,0,1,0
CAALFM_C206630CA,1,0,0,1,0,1,0
RPL11,1,0,0,1,0,1,0
CAALFM_C206850WA,1,0,0,1,0,1,0
CAALFM_C207010WA,1,0,0,1,0,1,0
CAALFM_C207530CA,1,0,0,1,0,1,0
RHO2,1,0,0,1,0,1,0
CAALFM_C207770CA,1,0,0,1,0,1,0
CAALFM_C207910CA,1,0,0,1,0,1,0
RPS10,1,0,0,1,0,1,0
CAALFM_C208060WA,1,0,0,1,0,1,0
MAF1,1,0,0,1,0,1,0
CAALFM_C208160CA,1,0,0,1,0,1,0
CAALFM_C208180CA,1,0,0,1,0,1,0
MFA1,1,0,0,1,0,1,0
CAALFM_C208400CA,1,0,0,1,0,1,0
CAALFM_C208520CA,1,0,0,1,0,1,0
CAALFM_C208900WA,1,0,0,1,0,1,0
CAALFM_C209030WA,1,0,0,1,0,1,0
FGR18,1,0,0,1,0,1,0
CAALFM_C209290WA,1,0,0,1,0,1,0
CAALFM_C209460CA,1,0,0,1,0,1,0
CAALFM_C209830CA,1,0,0,1,0,1,0
CAALFM_C209910CA,1,0,0,1,0,1,0
CAALFM_C210000CA,1,0,0,1,0,1,0
SLR1,1,0,0,1,0,1,0
FGR6-4,1,0,0,1,0,1,0
MTR2,1,0,0,1,0,1,0
CAALFM_C210650WA,1,0,0,1,0,1,0
TPS3,1,0,0,1,0,1,0
CAALFM_C210830WA,1,0,0,1,0,1,0
CAALFM_C300620CA,1,0,0,1,0,1,0
FKH2,1,0,0,1,0,1,0
PRM9,1,0,0,1,0,1,0
CAALFM_C301060WA,1,0,0,1,0,1,0
MRPL33,1,0,0,1,0,1,0
CAALFM_C301090WA,1,0,0,1,0,1,0
CAALFM_C301210CA,1,0,0,1,0,1,0
ARF3,1,0,0,1,0,1,0
TFP1,1,0,0,1,0,1,0
CAALFM_C301740CA,1,0,0,1,0,1,0
CAALFM_C301780CA,1,0,0,1,0,1,0
CAALFM_C301890CA,1,0,0,1,0,1,0
CAALFM_C301910CA,1,0,0,1,0,1,0
CAALFM_C302010CA,1,0,0,1,0,1,0
CAALFM_C302120WA,1,0,0,1,0,1,0
CAALFM_C302160CA,1,0,0,1,0,1,0
CAALFM_C302200WA,1,0,0,1,0,1,0
CAALFM_C302210CA,1,0,0,1,0,1,0
CAALFM_C302270WA,1,0,0,1,0,1,0
CAALFM_C302410CA,1,0,0,1,0,1,0
HRT1,1,0,0,1,0,1,0
PHA2,1,0,0,1,0,1,0
CAALFM_C302530WA,1,0,0,1,0,1,0
CAALFM_C302710WA,1,0,0,1,0,1,0
DTD2,1,0,0,1,0,1,0
RUB1,1,0,0,1,0,1,0
CAALFM_C303340CA,1,0,0,1,0,1,0
VTI1,1,0,0,1,0,1,0
GTT13,1,0,0,1,0,1,0
GTT12,1,0,0,1,0,1,0
GTT11,1,0,0,1,0,1,0
CAALFM_C303920WA,1,0,0,1,0,1,0
CAALFM_C304040WA,1,0,0,1,0,1,0
CAALFM_C304080WA,1,0,0,1,0,1,0
CAALFM_C304100WA,1,0,0,1,0,1,0
CAALFM_C304190WA,1,0,0,1,0,1,0
CAALFM_C304260WA,1,0,0,1,0,1,0
CTP1,1,0,0,1,0,1,0
CAALFM_C304330CA,1,0,0,1,0,1,0
CUP5,1,0,0,1,0,1,0
RIP1,1,0,0,1,0,1,0
CAALFM_C304440CA,1,0,0,1,0,1,0
RPL19A,1,0,0,1,0,1,0
CAALFM_C304590WA,1,0,0,1,0,1,0
RPS15,1,0,0,1,0,1,0
CAALFM_C304810CA,1,0,0,1,0,1,0
CAALFM_C304870WA,1,0,0,1,0,1,0
RPL35,1,0,0,1,0,1,0
RPL18,1,0,0,1,0,1,0
CAALFM_C305120CA,1,0,0,1,0,1,0
RPS19A,1,0,0,1,0,1,0
YST1,1,0,0,1,0,1,0
CAALFM_C305790CA,1,0,0,1,0,1,0
CAM1,1,0,0,1,0,1,0
CAALFM_C306240CA,1,0,0,1,0,1,0
TSA1B,1,0,0,1,0,1,0
CAALFM_C306350WA,1,0,0,1,0,1,0
CAALFM_C306390WA,1,0,0,1,0,1,0
APN1,1,0,0,1,0,1,0
ECM15,1,0,0,1,0,1,0
CAALFM_C306750WA,1,0,0,1,0,1,0
CAALFM_C306800CA,1,0,0,1,0,1,0
CAALFM_C307130WA,1,0,0,1,0,1,0
CAALFM_C307140CA,1,0,0,1,0,1,0
ZFU2,1,0,0,1,0,1,0
CAALFM_C307380WA,1,0,0,1,0,1,0
CAALFM_C307430WA,1,0,0,1,0,1,0
VAN1,1,0,0,1,0,1,0
CAALFM_C307580WA,1,0,0,1,0,1,0
CAALFM_C307680WA,1,0,0,1,0,1,0
CAALFM_C307690CA,1,0,0,1,0,1,0
CAALFM_C307920WA,1,0,0,1,0,1,0
PHR3,1,0,0,1,0,1,0
SUB2,1,0,0,1,0,1,0
ATP2,1,0,0,1,0,1,0
STE24,1,0,0,1,0,1,0
CAALFM_C400290CA,1,0,0,1,0,1,0
CAALFM_C400320CA,1,0,0,1,0,1,0
CAALFM_C400330CA,1,0,0,1,0,1,0
CAALFM_C400610WA,1,0,0,1,0,1,0
RPL40B,1,0,0,1,0,1,0
CRD2,1,0,0,1,0,1,0
RPS6A,1,0,0,1,0,1,0
HAP3,1,0,0,1,0,1,0
NHP6A,1,0,0,1,0,1,0
PDC12,1,0,0,1,0,1,0
DPM3,1,0,0,1,0,1,0
CAALFM_C401990WA,1,0,0,1,0,1,0
TIM10,1,0,0,1,0,1,0
CAALFM_C402160CA,1,0,0,1,0,1,0
SOD1,1,0,0,1,0,1,0
CAALFM_C402820WA,1,0,0,1,0,1,0
MED20,1,0,0,1,0,1,0
QCR9,1,0,0,1,0,1,0
CAALFM_C403040WA,1,0,0,1,0,1,0
CAALFM_C403300CA,1,0,0,1,0,1,0
CAALFM_C403310CA,1,0,0,1,0,1,0
CAALFM_C403400WA,1,0,0,1,0,1,0
CAALFM_C403930CA,1,0,0,1,0,1,0
CAALFM_C403950CA,1,0,0,1,0,1,0
CAALFM_C403960WA,1,0,0,1,0,1,0
CAALFM_C404110WA,1,0,0,1,0,1,0
CAALFM_C404380CA,1,0,0,1,0,1,0
CAALFM_C404390WA,1,0,0,1,0,1,0
CAALFM_C404400CA,1,0,0,1,0,1,0
EFB1,1,0,0,1,0,1,0
RPL30,1,0,0,1,0,1,0
CAALFM_C404970CA,1,0,0,1,0,1,0
CAALFM_C405040WA,1,0,0,1,0,1,0
HAP41,1,0,0,1,0,1,0
CAALFM_C405380CA,1,0,0,1,0,1,0
TUB4,1,0,0,1,0,1,0
CAALFM_C405820WA,1,0,0,1,0,1,0
NIF3,1,0,0,1,0,1,0
CMD1,1,0,0,1,0,1,0
CAALFM_C406080WA,1,0,0,1,0,1,0
CAALFM_C406150CA,1,0,0,1,0,1,0
CAALFM_C406200WA,1,0,0,1,0,1,0
CAALFM_C406290WA,1,0,0,1,0,1,0
CBF1,1,0,0,1,0,1,0
CAALFM_C406690CA,1,0,0,1,0,1,0
CAALFM_C406860CA,1,0,0,1,0,1,0
CAALFM_C406880CA,1,0,0,1,0,1,0
CAALFM_C407160WA,1,0,0,1,0,1,0
CAALFM_C407170CA,1,0,0,1,0,1,0
CAALFM_C500120WA,1,0,0,1,0,1,0
CAALFM_C500320WA,1,0,0,1,0,1,0
COF1,1,0,0,1,0,1,0
IFG3,1,0,0,1,0,1,0
TFB3,1,0,0,1,0,1,0
CAALFM_C501020CA,1,0,0,1,0,1,0
CAALFM_C501050CA,1,0,0,1,0,1,0
CAALFM_C501170WA,1,0,0,1,0,1,0
CAALFM_C501420WA,1,0,0,1,0,1,0
CAALFM_C501540WA,1,0,0,1,0,1,0
SPO1,1,0,0,1,0,1,0
MTLA1,1,0,0,1,0,1,0
MTLA2,1,0,0,1,0,1,0
CAALFM_C501900CA,1,0,0,1,0,1,0
CAALFM_C502190CA,1,0,0,1,0,1,0
CAALFM_C502310CA,1,0,0,1,0,1,0
INT1,1,0,0,1,0,1,0
SPR28,1,0,0,1,0,1,0
CAALFM_C502810WA,1,0,0,1,0,1,0
CAALFM_C503110CA,1,0,0,1,0,1,0
CAALFM_C503290CA,1,0,0,1,0,1,0
CAALFM_C503400CA,1,0,0,1,0,1,0
CAALFM_C503440WA,1,0,0,1,0,1,0
CAALFM_C503800WA,1,0,0,1,0,1,0
CAALFM_C503890CA,1,0,0,1,0,1,0
PGA56,1,0,0,1,0,1,0
RFC3,1,0,0,1,0,1,0
CAALFM_C504330WA,1,0,0,1,0,1,0
YUH2,1,0,0,1,0,1,0
CAALFM_C504460CA,1,0,0,1,0,1,0
CAALFM_C504480CA,1,0,0,1,0,1,0
CUP1,1,0,0,1,0,1,0
RPL43A,1,0,0,1,0,1,0
CAALFM_C504690CA,1,0,0,1,0,1,0
CAALFM_C504860CA,1,0,0,1,0,1,0
DUN1,1,0,0,1,0,1,0
CAALFM_C600120WA,1,0,0,1,0,1,0
DPM2,1,0,0,1,0,1,0
CAALFM_C600530CA,1,0,0,1,0,1,0
FCA1,1,0,0,1,0,1,0
RPS13,1,0,0,1,0,1,0
CAALFM_C600660CA,1,0,0,1,0,1,0
CDC14,1,0,0,1,0,1,0
CAALFM_C600680CA,1,0,0,1,0,1,0
CAALFM_C600770CA,1,0,0,1,0,1,0
CAN3,1,0,0,1,0,1,0
CAALFM_C601090CA,1,0,0,1,0,1,0
CAALFM_C601210WA,1,0,0,1,0,1,0
CAALFM_C601330CA,1,0,0,1,0,1,0
CAALFM_C601340CA,1,0,0,1,0,1,0
CAALFM_C601530CA,1,0,0,1,0,1,0
ANB1,1,0,0,1,0,1,0
MED19,1,0,0,1,0,1,0
RPL32,1,0,0,1,0,1,0
ZCF18,1,0,0,1,0,1,0
FPG1,1,0,0,1,0,1,0
HCH1,1,0,0,1,0,1,0
CAALFM_C601940WA,1,0,0,1,0,1,0
RPL25,1,0,0,1,0,1,0
RPL23A,1,0,0,1,0,1,0
SAR1,1,0,0,1,0,1,0
CAALFM_C602350CA,1,0,0,1,0,1,0
CAALFM_C602930WA,1,0,0,1,0,1,0
CAALFM_C603130WA,1,0,0,1,0,1,0
CAALFM_C603390WA,1,0,0,1,0,1,0
NOG2,1,0,0,1,0,1,0
CAALFM_C604100WA,1,0,0,1,0,1,0
CAALFM_C604150WA,1,0,0,1,0,1,0
CAALFM_C604250WA,1,0,0,1,0,1,0
SOD3,1,0,0,1,0,1,0
HGT13,1,0,0,1,0,1,0
GBP2,1,0,0,1,0,1,0
CAALFM_C700630CA,1,0,0,1,0,1,0
RPS28B,1,0,0,1,0,1,0
ACB1,1,0,0,1,0,1,0
CAALFM_C700790WA,1,0,0,1,0,1,0
RPS18,1,0,0,1,0,1,0
CAALFM_C701070CA,1,0,0,1,0,1,0
CAALFM_C701160CA,1,0,0,1,0,1,0
ASC1,1,0,0,1,0,1,0
PRE10,1,0,0,1,0,1,0
CAALFM_C701610WA,1,0,0,1,0,1,0
CAALFM_C701650WA,1,0,0,1,0,1,0
STE18,1,0,0,1,0,1,0
CRN1,1,0,0,1,0,1,0
TOM7,1,0,0,1,0,1,0
CAALFM_C702100WA,1,0,0,1,0,1,0
CAALFM_C702470CA,1,0,0,1,0,1,0
CAALFM_C702510WA,1,0,0,1,0,1,0
LMO1,1,0,0,1,0,1,0
HHO1,1,0,0,1,0,1,0
CAALFM_C703380WA,1,0,0,1,0,1,0
TIM9,1,0,0,1,0,1,0
RAD6,1,0,0,1,0,1,0
CAALFM_C704170WA,1,0,0,1,0,1,0
CAALFM_C704260WA,1,0,0,1,0,1,0
CAALFM_C704340CA,1,0,0,1,0,1,0
LSM6,1,0,0,1,0,1,0
ATP17,1,0,0,1,0,1,0
CAALFM_CR00340CA,1,0,0,1,0,1,0
CAALFM_CR00430CA,1,0,0,1,0,1,0
CAALFM_CR00820CA,1,0,0,1,0,1,0
CAALFM_CR00890CA,1,0,0,1,0,1,0
CAALFM_CR00910WA,1,0,0,1,0,1,0
ARC19,1,0,0,1,0,1,0
SFT1,1,0,0,1,0,1,0
CAALFM_CR01300WA,1,0,0,1,0,1,0
ATP3,1,0,0,1,0,1,0
CAALFM_CR01440CA,1,0,0,1,0,1,0
CAALFM_CR01490CA,1,0,0,1,0,1,0
TRP2,1,0,0,1,0,1,0
PTR2,1,0,0,1,0,1,0
VMA4,1,0,0,1,0,1,0
CAALFM_CR02100CA,1,0,0,1,0,1,0
ECM4,1,0,0,1,0,1,0
RSR1,1,0,0,1,0,1,0
CAALFM_CR02340WA,1,0,0,1,0,1,0
DBP2,1,0,0,1,0,1,0
ERV1,1,0,0,1,0,1,0
RPL28,1,0,0,1,0,1,0
ZCF11,1,0,0,1,0,1,0
MLC1,1,0,0,1,0,1,0
CAALFM_CR03260WA,1,0,0,1,0,1,0
CAALFM_CR03310CA,1,0,0,1,0,1,0
NOT4,1,0,0,1,0,1,0
HXT5,1,0,0,1,0,1,0
CIT1,1,0,0,1,0,1,0
RPS30,1,0,0,1,0,1,0
PPH3,1,0,0,1,0,1,0
SEC22,1,0,0,1,0,1,0
CAALFM_CR04020CA,1,0,0,1,0,1,0
SNP3,1,0,0,1,0,1,0
CAALFM_CR04400WA,1,0,0,1,0,1,0
MIM1,1,0,0,1,0,1,0
PRE6,1,0,0,1,0,1,0
CAALFM_CR04650WA,1,0,0,1,0,1,0
UGP1,1,0,0,1,0,1,0
CAALFM_CR04750WA,1,0,0,1,0,1,0
MVB12,1,0,0,1,0,1,0
VMA13,1,0,0,1,0,1,0
HGT9,1,0,0,1,0,1,0
CAALFM_CR05150WA,1,0,0,1,0,1,0
CAALFM_CR05330WA,1,0,0,1,0,1,0
CAALFM_CR05580CA,1,0,0,1,0,1,0
CAALFM_CR05960WA,1,0,0,1,0,1,0
CAALFM_CR06690CA,1,0,0,1,0,1,0
LSC2,1,0,0,1,0,1,0
CAALFM_CR06780WA,1,0,0,1,0,1,0
CAALFM_CR06850CA,1,0,0,1,0,1,0
ATX1,1,0,0,1,0,1,0
SMX4,1,0,0,1,0,1,0
CAALFM_CR07510WA,1,0,0,1,0,1,0
RPS27,1,0,0,1,0,1,0
CAALFM_CR07740WA,1,0,0,1,0,1,0
CAALFM_CR07760WA,1,0,0,1,0,1,0
DAD4,1,0,0,1,0,1,0
NOP10,1,0,0,1,0,1,0
RPP2A,1,0,0,1,0,1,0
CAALFM_CR08380CA,1,0,0,1,0,1,0
TPM2,1,0,0,1,0,1,0
CAALFM_CR08480CA,1,0,0,1,0,1,0
CAALFM_CR08520CA,1,0,0,1,0,1,0
TAR1,1,0,0,1,0,1,0
CAALFM_CR08830WA,1,0,0,1,0,1,0
ARP2,1,0,0,1,0,1,0
TUB1,1,0,0,1,0,1,0
PRE8,1,0,0,1,0,1,0
BGL22,1,0,0,1,0,1,0
CAALFM_CR09440CA,1,0,0,1,0,1,0
CAALFM_CR09460CA,1,0,0,1,0,1,0
CAALFM_CR09580CA,1,0,0,1,0,1,0
YKE2,1,0,0,1,0,1,0
CAALFM_CR09640CA,1,0,0,1,0,1,0
UBC4,1,0,0,1,0,1,0
CAALFM_CR10000CA,1,0,0,1,0,1,0
FDH3,1,0,0,1,0,1,0
CAALFM_C300590WA,1,0,0,1,0,1,0
CAALFM_CR06060WA,1,0,0,1,0,1,0
CAALFM_CR06090WA,1,0,0,1,0,1,0
RPL7,1,0,0,1,0,1,0
LYP1,1,0,0,1,0,1,0
CAALFM_C103890WA,1,0,0,1,0,1,0
LYS1,1,0,0,1,0,1,0
CAALFM_CR09620CA,1,0,0,1,0,1,0
CAALFM_C602090CA,1,0,0,1,0,1,0
CAALFM_C403810WA,1,0,0,1,0,1,0
NUP84,1,0,0,1,0,1,0
RPN6,1,0,0,1,0,1,0
CAALFM_C403780CA,1,0,0,1,0,1,0
CAALFM_C403770WA,1,0,0,1,0,1,0
CAALFM_C403760WA,1,0,0,1,0,1,0
CAALFM_C403750CA,1,0,0,1,0,1,0
CAALFM_C403740WA,1,0,0,1,0,1,0
CAALFM_C403730CA,1,0,0,1,0,1,0
CAALFM_C403720CA,1,0,0,1,0,1,0
CAALFM_C403710CA,1,0,0,1,0,1,0
CAALFM_C403700WA,1,0,0,1,0,1,0
CAALFM_C403690CA,1,0,0,1,0,1,0
CAALFM_C403680CA,1,0,0,1,0,1,0
SPO75,1,0,0,1,0,1,0
CDR3,1,0,0,1,0,1,0
OSH3,1,0,0,1,0,1,0
CAALFM_C403580WA,1,0,0,1,0,1,0
HWP1,1,0,0,1,0,1,0
CAALFM_C403560WA,1,0,0,1,0,1,0
RAD2,1,0,0,1,0,1,0
ECM38,1,0,0,1,0,1,0
CAALFM_C403530WA,1,0,0,1,0,1,0
RBT1,1,0,0,1,0,1,0
CTR2,1,0,0,1,0,1,0
CAALFM_C103690WA,1,0,0,1,0,1,0
CAALFM_C206660WA,1,0,0,1,0,1,0
CAALFM_C206650CA,1,0,0,1,0,1,0
CAALFM_C301150CA,1,0,0,1,0,1,0
RRP15,1,0,0,1,0,1,0
CAALFM_C106190CA,1,0,0,1,0,1,0
TLO34,1,0,0,1,0,1,0
CAALFM_C603990CA,1,0,0,1,0,1,0
CAALFM_C104010CA,1,0,0,1,0,1,0
CAALFM_CR06930WA,1,0,0,1,0,1,0
CAALFM_C400500WA,1,0,0,1,0,1,0
CAALFM_CR03940WA,1,0,0,1,0,1,0
CAALFM_C110570CA,1,0,0,1,0,1,0
CAALFM_C114560CA,1,0,0,1,0,1,0
CAALFM_CR06570CA,1,0,0,1,0,1,0
CAALFM_CR06560CA,1,0,0,1,0,1,0
CAALFM_C111150WA,1,0,0,1,0,1,0
CAALFM_CR07160CA,1,0,0,1,0,1,0
SCT1,1,0,0,1,0,1,0
VAS1,1,0,0,1,0,1,0
CAALFM_C603520CA,1,0,0,1,0,1,0
CAALFM_C603530CA,1,0,0,1,0,1,0
FOX2,1,0,0,1,0,1,0
HGT14,1,0,0,1,0,1,0
UCF1,1,0,0,1,0,1,0
EAF3,1,0,0,1,0,1,0
CAALFM_C403920WA,1,0,0,1,0,1,0
FGR28,1,0,0,1,0,1,0
XKS1,1,0,0,1,0,1,0
ABZ1,1,0,0,1,0,1,0
CAALFM_C106200WA,1,0,0,1,0,1,0
SNF5,1,0,0,1,0,1,0
CAALFM_C403990CA,1,0,0,1,0,1,0
CDC45,1,0,0,1,0,1,0
CAALFM_C702610CA,1,0,0,1,0,1,0
CAALFM_C702600CA,1,0,0,1,0,1,0
USO1,1,0,0,1,0,1,0
RAD59,1,0,0,1,0,1,0
CAALFM_C405260WA,1,0,0,1,0,1,0
CAALFM_C204320WA,1,0,0,1,0,1,0
ERG10,1,0,0,1,0,1,0
CAALFM_C204300CA,1,0,0,1,0,1,0
RIM11,1,0,0,1,0,1,0
CAALFM_C500550CA,1,0,0,1,0,1,0
CAALFM_C500560WA,1,0,0,1,0,1,0
CAALFM_C208390WA,1,0,0,1,0,1,0
CAALFM_C208380CA,1,0,0,1,0,1,0
