,accession,gene
141,>XM_023605166.1,RHIMIDRAFT_104900
143,>XM_023605167.1,RHIMIDRAFT_104942
145,>XM_023605168.1,RHIMIDRAFT_104960
147,>XM_023605169.1,RHIMIDRAFT_105049
149,>XM_023605170.1,RHIMIDRAFT_105250
151,>XM_023605171.1,RHIMIDRAFT_105254
153,>XM_023605172.1,RHIMIDRAFT_105259
155,>XM_023605173.1,RHIMIDRAFT_105294
157,>XM_023605174.1,RHIMIDRAFT_105303
159,>XM_023605175.1,RHIMIDRAFT_10572
161,>XM_023605176.1,RHIMIDRAFT_106002
163,>XM_023605177.1,RHIMIDRAFT_106026
165,>XM_023605178.1,RHIMIDRAFT_10614
167,>XM_023605179.1,RHIMIDRAFT_1062
169,>XM_023605180.1,RHIMIDRAFT_106224
171,>XM_023605181.1,RHIMIDRAFT_106276
173,>XM_023605182.1,RHIMIDRAFT_106361
175,>XM_023605183.1,RHIMIDRAFT_106481
177,>XM_023605184.1,RHIMIDRAFT_106537
179,>XM_023605185.1,RHIMIDRAFT_106546
181,>XM_023605186.1,RHIMIDRAFT_106578
183,>XM_023605187.1,RHIMIDRAFT_106601
185,>XM_023605188.1,RHIMIDRAFT_106709
187,>XM_023605189.1,RHIMIDRAFT_107008
189,>XM_023605190.1,RHIMIDRAFT_107030
191,>XM_023605191.1,RHIMIDRAFT_10720
193,>XM_023605192.1,RHIMIDRAFT_10724
195,>XM_023605193.1,RHIMIDRAFT_107300
197,>XM_023605194.1,RHIMIDRAFT_107424
199,>XM_023605195.1,RHIMIDRAFT_107715
201,>XM_023605196.1,RHIMIDRAFT_107769
203,>XM_023605197.1,RHIMIDRAFT_107871
205,>XM_023605198.1,RHIMIDRAFT_107877
207,>XM_023605199.1,RHIMIDRAFT_107961
209,>XM_023605200.1,RHIMIDRAFT_108178
211,>XM_023605201.1,RHIMIDRAFT_108209
213,>XM_023605202.1,RHIMIDRAFT_108516
215,>XM_023605203.1,RHIMIDRAFT_108518
217,>XM_023605204.1,RHIMIDRAFT_108637
219,>XM_023605205.1,RHIMIDRAFT_108790
221,>XM_023605206.1,RHIMIDRAFT_108863
223,>XM_023605207.1,RHIMIDRAFT_108905
225,>XM_023605208.1,RHIMIDRAFT_108908
227,>XM_023605209.1,RHIMIDRAFT_10892
229,>XM_023605210.1,RHIMIDRAFT_10897
231,>XM_023605211.1,RHIMIDRAFT_108987
233,>XM_023605212.1,RHIMIDRAFT_109055
235,>XM_023605213.1,RHIMIDRAFT_109144
237,>XM_023605214.1,RHIMIDRAFT_109176
239,>XM_023605215.1,RHIMIDRAFT_109200
241,>XM_023605216.1,RHIMIDRAFT_109343
243,>XM_023605217.1,RHIMIDRAFT_109366
245,>XM_023605218.1,RHIMIDRAFT_109477
247,>XM_023605219.1,RHIMIDRAFT_109543
249,>XM_023605220.1,RHIMIDRAFT_109546
251,>XM_023605221.1,RHIMIDRAFT_109616
253,>XM_023605222.1,RHIMIDRAFT_109724
255,>XM_023605223.1,RHIMIDRAFT_10973
257,>XM_023605224.1,RHIMIDRAFT_109733
259,>XM_023605225.1,RHIMIDRAFT_109948
261,>XM_023605226.1,RHIMIDRAFT_109961
263,>XM_023605227.1,RHIMIDRAFT_109972
265,>XM_023605228.1,RHIMIDRAFT_11003
267,>XM_023605229.1,RHIMIDRAFT_110126
269,>XM_023605230.1,RHIMIDRAFT_11028
271,>XM_023605231.1,RHIMIDRAFT_1103
273,>XM_023605232.1,RHIMIDRAFT_110301
275,>XM_023605233.1,RHIMIDRAFT_110482
277,>XM_023605234.1,RHIMIDRAFT_110562
279,>XM_023605235.1,RHIMIDRAFT_110632
281,>XM_023605236.1,RHIMIDRAFT_110667
283,>XM_023605237.1,RHIMIDRAFT_110710
285,>XM_023605238.1,RHIMIDRAFT_11073
287,>XM_023605239.1,RHIMIDRAFT_110753
289,>XM_023605240.1,RHIMIDRAFT_110813
291,>XM_023605241.1,RHIMIDRAFT_110882
293,>XM_023605242.1,RHIMIDRAFT_110929
295,>XM_023605243.1,RHIMIDRAFT_110956
297,>XM_023605244.1,RHIMIDRAFT_110998
299,>XM_023605245.1,RHIMIDRAFT_111063
301,>XM_023605246.1,RHIMIDRAFT_111128
303,>XM_023605247.1,RHIMIDRAFT_111247
305,>XM_023605248.1,RHIMIDRAFT_111343
307,>XM_023605249.1,RHIMIDRAFT_111376
309,>XM_023605250.1,RHIMIDRAFT_111388
311,>XM_023605251.1,RHIMIDRAFT_111409
313,>XM_023605252.1,RHIMIDRAFT_111459
315,>XM_023605253.1,RHIMIDRAFT_111668
317,>XM_023605254.1,RHIMIDRAFT_111699
319,>XM_023605255.1,RHIMIDRAFT_111775
321,>XM_023605256.1,RHIMIDRAFT_111883
323,>XM_023605257.1,RHIMIDRAFT_111900
325,>XM_023605258.1,RHIMIDRAFT_111983
327,>XM_023605259.1,RHIMIDRAFT_112156
329,>XM_023605260.1,RHIMIDRAFT_112339
331,>XM_023605261.1,RHIMIDRAFT_112375
333,>XM_023605262.1,RHIMIDRAFT_112376
335,>XM_023605263.1,RHIMIDRAFT_112451
337,>XM_023605264.1,RHIMIDRAFT_112520
339,>XM_023605265.1,RHIMIDRAFT_11255
341,>XM_023605266.1,RHIMIDRAFT_112691
343,>XM_023605267.1,RHIMIDRAFT_112786
345,>XM_023605268.1,RHIMIDRAFT_112841
347,>XM_023605269.1,RHIMIDRAFT_112993
349,>XM_023605270.1,RHIMIDRAFT_113011
351,>XM_023605271.1,RHIMIDRAFT_113012
353,>XM_023605272.1,RHIMIDRAFT_11304
355,>XM_023605273.1,RHIMIDRAFT_113098
357,>XM_023605274.1,RHIMIDRAFT_113122
359,>XM_023605275.1,RHIMIDRAFT_113188
361,>XM_023605276.1,RHIMIDRAFT_113202
363,>XM_023605277.1,RHIMIDRAFT_113221
365,>XM_023605278.1,RHIMIDRAFT_11336
367,>XM_023605279.1,RHIMIDRAFT_113381
369,>XM_023605280.1,RHIMIDRAFT_113390
371,>XM_023605281.1,RHIMIDRAFT_113398
373,>XM_023605282.1,RHIMIDRAFT_113451
375,>XM_023605283.1,RHIMIDRAFT_113452
377,>XM_023605284.1,RHIMIDRAFT_113643
379,>XM_023605285.1,RHIMIDRAFT_113673
381,>XM_023605286.1,RHIMIDRAFT_11368
383,>XM_023605287.1,RHIMIDRAFT_113682
385,>XM_023605288.1,RHIMIDRAFT_113723
387,>XM_023605289.1,RHIMIDRAFT_113743
389,>XM_023605290.1,RHIMIDRAFT_113812
391,>XM_023605291.1,RHIMIDRAFT_113822
393,>XM_023605292.1,RHIMIDRAFT_113847
395,>XM_023605293.1,RHIMIDRAFT_113911
397,>XM_023605294.1,RHIMIDRAFT_113969
399,>XM_023605295.1,RHIMIDRAFT_113989
401,>XM_023605296.1,RHIMIDRAFT_114117
403,>XM_023605297.1,RHIMIDRAFT_11412
405,>XM_023605298.1,RHIMIDRAFT_114134
407,>XM_023605299.1,RHIMIDRAFT_114242
409,>XM_023605300.1,RHIMIDRAFT_114446
411,>XM_023605301.1,RHIMIDRAFT_114471
413,>XM_023605302.1,RHIMIDRAFT_1146
415,>XM_023605303.1,RHIMIDRAFT_114658
417,>XM_023605304.1,RHIMIDRAFT_114675
419,>XM_023605305.1,RHIMIDRAFT_114721
421,>XM_023605306.1,RHIMIDRAFT_114937
423,>XM_023605307.1,RHIMIDRAFT_114946
425,>XM_023605308.1,RHIMIDRAFT_115011
427,>XM_023605309.1,RHIMIDRAFT_115026
429,>XM_023605310.1,RHIMIDRAFT_115051
431,>XM_023605311.1,RHIMIDRAFT_115324
433,>XM_023605312.1,RHIMIDRAFT_115378
435,>XM_023605313.1,RHIMIDRAFT_115448
437,>XM_023605314.1,RHIMIDRAFT_115617
439,>XM_023605315.1,RHIMIDRAFT_115622
441,>XM_023605316.1,RHIMIDRAFT_115674
443,>XM_023605317.1,RHIMIDRAFT_115713
445,>XM_023605318.1,RHIMIDRAFT_11572
447,>XM_023605319.1,RHIMIDRAFT_115791
449,>XM_023605320.1,RHIMIDRAFT_115800
451,>XM_023605321.1,RHIMIDRAFT_11587
453,>XM_023605322.1,RHIMIDRAFT_115870
455,>XM_023605323.1,RHIMIDRAFT_115873
457,>XM_023605324.1,RHIMIDRAFT_115942
459,>XM_023605325.1,RHIMIDRAFT_116057
461,>XM_023605326.1,RHIMIDRAFT_116262
463,>XM_023605327.1,RHIMIDRAFT_116281
465,>XM_023605328.1,RHIMIDRAFT_116301
467,>XM_023605329.1,RHIMIDRAFT_116388
469,>XM_023605330.1,RHIMIDRAFT_116495
471,>XM_023605331.1,RHIMIDRAFT_116568
473,>XM_023605332.1,RHIMIDRAFT_116611
475,>XM_023605333.1,RHIMIDRAFT_116630
477,>XM_023605334.1,RHIMIDRAFT_116693
479,>XM_023605335.1,RHIMIDRAFT_116751
481,>XM_023605336.1,RHIMIDRAFT_116972
483,>XM_023605337.1,RHIMIDRAFT_116992
485,>XM_023605338.1,RHIMIDRAFT_11706
487,>XM_023605339.1,RHIMIDRAFT_117077
489,>XM_023605340.1,RHIMIDRAFT_117086
491,>XM_023605341.1,RHIMIDRAFT_11710
493,>XM_023605342.1,RHIMIDRAFT_117119
495,>XM_023605343.1,RHIMIDRAFT_117157
497,>XM_023605344.1,RHIMIDRAFT_117234
499,>XM_023605345.1,RHIMIDRAFT_117296
501,>XM_023605346.1,RHIMIDRAFT_117494
503,>XM_023605347.1,RHIMIDRAFT_117511
505,>XM_023605348.1,RHIMIDRAFT_117534
507,>XM_023605349.1,RHIMIDRAFT_117606
509,>XM_023605350.1,RHIMIDRAFT_117692
511,>XM_023605351.1,RHIMIDRAFT_117758
513,>XM_023605352.1,RHIMIDRAFT_117814
515,>XM_023605353.1,RHIMIDRAFT_117826
517,>XM_023605354.1,RHIMIDRAFT_117837
519,>XM_023605355.1,RHIMIDRAFT_11785
521,>XM_023605356.1,RHIMIDRAFT_117877
523,>XM_023605357.1,RHIMIDRAFT_117912
525,>XM_023605358.1,RHIMIDRAFT_117914
527,>XM_023605359.1,RHIMIDRAFT_117959
529,>XM_023605360.1,RHIMIDRAFT_118142
531,>XM_023605361.1,RHIMIDRAFT_118172
533,>XM_023605362.1,RHIMIDRAFT_11826
535,>XM_023605363.1,RHIMIDRAFT_118373
537,>XM_023605364.1,RHIMIDRAFT_118495
539,>XM_023605365.1,RHIMIDRAFT_118517
541,>XM_023605366.1,RHIMIDRAFT_118538
543,>XM_023605367.1,RHIMIDRAFT_118618
545,>XM_023605368.1,RHIMIDRAFT_118646
547,>XM_023605369.1,RHIMIDRAFT_11870
549,>XM_023605370.1,RHIMIDRAFT_118724
551,>XM_023605371.1,RHIMIDRAFT_11882
553,>XM_023605372.1,RHIMIDRAFT_118834
555,>XM_023605373.1,RHIMIDRAFT_118846
557,>XM_023605374.1,RHIMIDRAFT_118882
559,>XM_023605375.1,RHIMIDRAFT_11890
561,>XM_023605376.1,RHIMIDRAFT_118945
563,>XM_023605377.1,RHIMIDRAFT_118960
565,>XM_023605378.1,RHIMIDRAFT_119019
567,>XM_023605379.1,RHIMIDRAFT_119037
569,>XM_023605380.1,RHIMIDRAFT_119078
571,>XM_023605381.1,RHIMIDRAFT_119095
573,>XM_023605382.1,RHIMIDRAFT_119106
575,>XM_023605383.1,RHIMIDRAFT_119259
577,>XM_023605384.1,RHIMIDRAFT_119397
579,>XM_023605385.1,RHIMIDRAFT_119407
581,>XM_023605386.1,RHIMIDRAFT_119563
583,>XM_023605387.1,RHIMIDRAFT_119650
585,>XM_023605388.1,RHIMIDRAFT_119809
587,>XM_023605389.1,RHIMIDRAFT_119824
589,>XM_023605390.1,RHIMIDRAFT_119997
591,>XM_023605391.1,RHIMIDRAFT_120057
593,>XM_023605392.1,RHIMIDRAFT_120058
595,>XM_023605393.1,RHIMIDRAFT_120090
597,>XM_023605394.1,RHIMIDRAFT_120419
599,>XM_023605395.1,RHIMIDRAFT_120425
601,>XM_023605396.1,RHIMIDRAFT_120477
603,>XM_023605397.1,RHIMIDRAFT_120498
605,>XM_023605398.1,RHIMIDRAFT_120547
607,>XM_023605399.1,RHIMIDRAFT_120590
609,>XM_023605400.1,RHIMIDRAFT_120637
611,>XM_023605401.1,RHIMIDRAFT_120664
613,>XM_023605402.1,RHIMIDRAFT_120768
615,>XM_023605403.1,RHIMIDRAFT_120835
617,>XM_023605404.1,RHIMIDRAFT_120848
619,>XM_023605405.1,RHIMIDRAFT_120869
621,>XM_023605406.1,RHIMIDRAFT_120873
623,>XM_023605407.1,RHIMIDRAFT_120980
625,>XM_023605408.1,RHIMIDRAFT_121152
627,>XM_023605409.1,RHIMIDRAFT_121186
629,>XM_023605410.1,RHIMIDRAFT_121264
631,>XM_023605411.1,RHIMIDRAFT_121413
633,>XM_023605412.1,RHIMIDRAFT_121517
635,>XM_023605413.1,RHIMIDRAFT_121652
637,>XM_023605414.1,RHIMIDRAFT_121773
639,>XM_023605415.1,RHIMIDRAFT_121885
641,>XM_023605416.1,RHIMIDRAFT_1221
643,>XM_023605417.1,RHIMIDRAFT_122125
645,>XM_023605418.1,RHIMIDRAFT_122204
647,>XM_023605419.1,RHIMIDRAFT_122205
649,>XM_023605420.1,RHIMIDRAFT_12232
651,>XM_023605421.1,RHIMIDRAFT_122522
653,>XM_023605422.1,RHIMIDRAFT_122598
655,>XM_023605423.1,RHIMIDRAFT_122625
657,>XM_023605424.1,RHIMIDRAFT_122629
659,>XM_023605425.1,RHIMIDRAFT_122734
661,>XM_023605426.1,RHIMIDRAFT_122758
663,>XM_023605427.1,RHIMIDRAFT_122769
665,>XM_023605428.1,RHIMIDRAFT_122784
667,>XM_023605429.1,RHIMIDRAFT_122866
669,>XM_023605430.1,RHIMIDRAFT_12297
671,>XM_023605431.1,RHIMIDRAFT_123009
673,>XM_023605432.1,RHIMIDRAFT_12302
675,>XM_023605433.1,RHIMIDRAFT_123104
677,>XM_023605434.1,RHIMIDRAFT_123123
679,>XM_023605435.1,RHIMIDRAFT_123127
681,>XM_023605436.1,RHIMIDRAFT_123209
683,>XM_023605437.1,RHIMIDRAFT_123226
685,>XM_023605438.1,RHIMIDRAFT_123263
687,>XM_023605439.1,RHIMIDRAFT_123466
689,>XM_023605440.1,RHIMIDRAFT_123478
691,>XM_023605441.1,RHIMIDRAFT_123549
693,>XM_023605442.1,RHIMIDRAFT_123580
695,>XM_023605443.1,RHIMIDRAFT_12370
697,>XM_023605444.1,RHIMIDRAFT_123797
699,>XM_023605445.1,RHIMIDRAFT_123799
701,>XM_023605446.1,RHIMIDRAFT_124131
703,>XM_023605447.1,RHIMIDRAFT_124145
705,>XM_023605448.1,RHIMIDRAFT_124308
707,>XM_023605449.1,RHIMIDRAFT_124625
709,>XM_023605450.1,RHIMIDRAFT_124807
711,>XM_023605451.1,RHIMIDRAFT_124808
713,>XM_023605452.1,RHIMIDRAFT_124824
715,>XM_023605453.1,RHIMIDRAFT_124846
717,>XM_023605454.1,RHIMIDRAFT_124849
719,>XM_023605455.1,RHIMIDRAFT_124941
721,>XM_023605456.1,RHIMIDRAFT_125009
723,>XM_023605457.1,RHIMIDRAFT_125018
725,>XM_023605458.1,RHIMIDRAFT_12510
727,>XM_023605459.1,RHIMIDRAFT_125270
729,>XM_023605460.1,RHIMIDRAFT_125278
731,>XM_023605461.1,RHIMIDRAFT_125319
733,>XM_023605462.1,RHIMIDRAFT_125338
735,>XM_023605463.1,RHIMIDRAFT_12549
737,>XM_023605464.1,RHIMIDRAFT_125606
739,>XM_023605465.1,RHIMIDRAFT_125607
741,>XM_023605466.1,RHIMIDRAFT_125734
743,>XM_023605467.1,RHIMIDRAFT_12601
745,>XM_023605468.1,RHIMIDRAFT_126051
747,>XM_023605469.1,RHIMIDRAFT_12606
749,>XM_023605470.1,RHIMIDRAFT_126069
751,>XM_023605471.1,RHIMIDRAFT_126083
753,>XM_023605472.1,RHIMIDRAFT_126090
755,>XM_023605473.1,RHIMIDRAFT_126143
757,>XM_023605474.1,RHIMIDRAFT_126167
759,>XM_023605475.1,RHIMIDRAFT_126178
761,>XM_023605476.1,RHIMIDRAFT_126250
763,>XM_023605477.1,RHIMIDRAFT_126395
765,>XM_023605478.1,RHIMIDRAFT_126525
767,>XM_023605479.1,RHIMIDRAFT_126574
769,>XM_023605480.1,RHIMIDRAFT_126650
771,>XM_023605481.1,RHIMIDRAFT_126653
773,>XM_023605482.1,RHIMIDRAFT_12684
775,>XM_023605483.1,RHIMIDRAFT_126885
777,>XM_023605484.1,RHIMIDRAFT_126932
779,>XM_023605485.1,RHIMIDRAFT_127091
781,>XM_023605486.1,RHIMIDRAFT_127105
783,>XM_023605487.1,RHIMIDRAFT_12722
785,>XM_023605488.1,RHIMIDRAFT_127229
787,>XM_023605489.1,RHIMIDRAFT_127306
789,>XM_023605490.1,RHIMIDRAFT_127310
791,>XM_023605491.1,RHIMIDRAFT_127327
793,>XM_023605492.1,RHIMIDRAFT_127459
795,>XM_023605493.1,RHIMIDRAFT_127460
797,>XM_023605494.1,RHIMIDRAFT_127660
799,>XM_023605495.1,RHIMIDRAFT_127727
801,>XM_023605496.1,RHIMIDRAFT_127779
803,>XM_023605497.1,RHIMIDRAFT_127785
805,>XM_023605498.1,RHIMIDRAFT_12791
807,>XM_023605499.1,RHIMIDRAFT_127923
809,>XM_023605500.1,RHIMIDRAFT_127991
811,>XM_023605501.1,RHIMIDRAFT_128042
813,>XM_023605502.1,RHIMIDRAFT_128048
815,>XM_023605503.1,RHIMIDRAFT_128099
817,>XM_023605504.1,RHIMIDRAFT_128129
819,>XM_023605505.1,RHIMIDRAFT_128190
821,>XM_023605506.1,RHIMIDRAFT_128210
823,>XM_023605507.1,RHIMIDRAFT_128376
825,>XM_023605508.1,RHIMIDRAFT_128584
827,>XM_023605509.1,RHIMIDRAFT_12861
829,>XM_023605510.1,RHIMIDRAFT_128622
831,>XM_023605511.1,RHIMIDRAFT_128663
833,>XM_023605512.1,RHIMIDRAFT_128845
835,>XM_023605513.1,RHIMIDRAFT_128872
837,>XM_023605514.1,RHIMIDRAFT_128875
839,>XM_023605515.1,RHIMIDRAFT_128975
841,>XM_023605516.1,RHIMIDRAFT_129080
843,>XM_023605517.1,RHIMIDRAFT_129114
845,>XM_023605518.1,RHIMIDRAFT_129115
847,>XM_023605519.1,RHIMIDRAFT_129150
849,>XM_023605520.1,RHIMIDRAFT_129447
851,>XM_023605521.1,RHIMIDRAFT_129450
853,>XM_023605522.1,RHIMIDRAFT_129451
855,>XM_023605523.1,RHIMIDRAFT_129542
857,>XM_023605524.1,RHIMIDRAFT_129703
859,>XM_023605525.1,RHIMIDRAFT_129709
861,>XM_023605526.1,RHIMIDRAFT_129744
863,>XM_023605527.1,RHIMIDRAFT_129771
865,>XM_023605528.1,RHIMIDRAFT_129780
867,>XM_023605529.1,RHIMIDRAFT_129857
869,>XM_023605530.1,RHIMIDRAFT_129926
871,>XM_023605531.1,RHIMIDRAFT_129986
873,>XM_023605532.1,RHIMIDRAFT_130022
875,>XM_023605533.1,RHIMIDRAFT_13003
877,>XM_023605534.1,RHIMIDRAFT_130035
879,>XM_023605535.1,RHIMIDRAFT_130045
881,>XM_023605536.1,RHIMIDRAFT_13032
883,>XM_023605537.1,RHIMIDRAFT_130426
885,>XM_023605538.1,RHIMIDRAFT_130593
887,>XM_023605539.1,RHIMIDRAFT_130635
889,>XM_023605540.1,RHIMIDRAFT_130691
891,>XM_023605541.1,RHIMIDRAFT_130931
893,>XM_023605542.1,RHIMIDRAFT_131051
895,>XM_023605543.1,RHIMIDRAFT_131112
897,>XM_023605544.1,RHIMIDRAFT_131184
899,>XM_023605545.1,RHIMIDRAFT_131201
901,>XM_023605546.1,RHIMIDRAFT_131311
903,>XM_023605547.1,RHIMIDRAFT_131336
905,>XM_023605548.1,RHIMIDRAFT_131398
907,>XM_023605549.1,RHIMIDRAFT_131422
909,>XM_023605550.1,RHIMIDRAFT_131423
911,>XM_023605551.1,RHIMIDRAFT_13144
913,>XM_023605552.1,RHIMIDRAFT_131555
915,>XM_023605553.1,RHIMIDRAFT_131595
917,>XM_023605554.1,RHIMIDRAFT_131668
919,>XM_023605555.1,RHIMIDRAFT_131962
921,>XM_023605556.1,RHIMIDRAFT_131991
923,>XM_023605557.1,RHIMIDRAFT_13208
925,>XM_023605558.1,RHIMIDRAFT_132120
927,>XM_023605559.1,RHIMIDRAFT_132184
929,>XM_023605560.1,RHIMIDRAFT_132265
931,>XM_023605561.1,RHIMIDRAFT_132286
933,>XM_023605562.1,RHIMIDRAFT_132417
935,>XM_023605563.1,RHIMIDRAFT_132510
937,>XM_023605564.1,RHIMIDRAFT_132579
939,>XM_023605565.1,RHIMIDRAFT_132655
941,>XM_023605566.1,RHIMIDRAFT_132736
943,>XM_023605567.1,RHIMIDRAFT_132882
945,>XM_023605568.1,RHIMIDRAFT_133073
947,>XM_023605569.1,RHIMIDRAFT_133207
949,>XM_023605570.1,RHIMIDRAFT_13338
951,>XM_023605571.1,RHIMIDRAFT_133524
953,>XM_023605572.1,RHIMIDRAFT_133555
955,>XM_023605573.1,RHIMIDRAFT_133568
957,>XM_023605574.1,RHIMIDRAFT_13361
959,>XM_023605575.1,RHIMIDRAFT_133729
961,>XM_023605576.1,RHIMIDRAFT_133799
963,>XM_023605577.1,RHIMIDRAFT_134057
965,>XM_023605578.1,RHIMIDRAFT_134133
967,>XM_023605579.1,RHIMIDRAFT_134252
969,>XM_023605580.1,RHIMIDRAFT_134271
971,>XM_023605581.1,RHIMIDRAFT_134275
973,>XM_023605582.1,RHIMIDRAFT_134361
975,>XM_023605583.1,RHIMIDRAFT_134405
977,>XM_023605584.1,RHIMIDRAFT_134441
979,>XM_023605585.1,RHIMIDRAFT_134454
981,>XM_023605586.1,RHIMIDRAFT_134574
983,>XM_023605587.1,RHIMIDRAFT_134588
985,>XM_023605588.1,RHIMIDRAFT_134605
987,>XM_023605589.1,RHIMIDRAFT_134666
989,>XM_023605590.1,RHIMIDRAFT_13468
991,>XM_023605591.1,RHIMIDRAFT_134687
993,>XM_023605592.1,RHIMIDRAFT_13478
995,>XM_023605593.1,RHIMIDRAFT_134864
997,>XM_023605594.1,RHIMIDRAFT_134889
999,>XM_023605595.1,RHIMIDRAFT_13506
1001,>XM_023605596.1,RHIMIDRAFT_13534
1003,>XM_023605597.1,RHIMIDRAFT_135355
1005,>XM_023605598.1,RHIMIDRAFT_135373
1007,>XM_023605599.1,RHIMIDRAFT_135412
1009,>XM_023605600.1,RHIMIDRAFT_135437
1011,>XM_023605601.1,RHIMIDRAFT_135449
1013,>XM_023605602.1,RHIMIDRAFT_135625
1015,>XM_023605603.1,RHIMIDRAFT_135628
1017,>XM_023605604.1,RHIMIDRAFT_135629
1019,>XM_023605605.1,RHIMIDRAFT_135678
1021,>XM_023605606.1,RHIMIDRAFT_1357
1023,>XM_023605607.1,RHIMIDRAFT_136009
1025,>XM_023605608.1,RHIMIDRAFT_136013
1027,>XM_023605609.1,RHIMIDRAFT_136052
1029,>XM_023605610.1,RHIMIDRAFT_136091
1031,>XM_023605611.1,RHIMIDRAFT_136105
1033,>XM_023605612.1,RHIMIDRAFT_136254
1035,>XM_023605613.1,RHIMIDRAFT_136407
1037,>XM_023605614.1,RHIMIDRAFT_13656
1039,>XM_023605615.1,RHIMIDRAFT_13660
1041,>XM_023605616.1,RHIMIDRAFT_13670
1043,>XM_023605617.1,RHIMIDRAFT_136707
1045,>XM_023605618.1,RHIMIDRAFT_136708
1047,>XM_023605619.1,RHIMIDRAFT_136726
1049,>XM_023605620.1,RHIMIDRAFT_136772
1051,>XM_023605621.1,RHIMIDRAFT_136817
1053,>XM_023605622.1,RHIMIDRAFT_136848
1055,>XM_023605623.1,RHIMIDRAFT_136850
1057,>XM_023605624.1,RHIMIDRAFT_136917
1059,>XM_023605625.1,RHIMIDRAFT_136975
1061,>XM_023605626.1,RHIMIDRAFT_137029
1063,>XM_023605627.1,RHIMIDRAFT_137075
1065,>XM_023605628.1,RHIMIDRAFT_137088
1067,>XM_023605629.1,RHIMIDRAFT_137142
1069,>XM_023605630.1,RHIMIDRAFT_137147
1071,>XM_023605631.1,RHIMIDRAFT_137152
