,accession,gene
185,>NM_001001776.2,GSTA2
187,>NM_001001777.2,GSTA3
189,>NM_001001778.3,CMTM3
191,>NM_001001779.2,AvBD11
193,>NM_001001780.2,AvBD13
195,>NM_001001781.1,AvBD8
197,>NM_001001782.2,MPL
199,>NM_001001783.2,RPS13
201,>NM_001001784.2,THPO
203,>NM_001001785.2,XYLT2
205,>NM_001001858.2,STMN1
207,>NM_001001879.2,CYP4V2
209,>NM_001001897.3,TCP11X2
211,>NM_001001899.2,GGNBP2
213,>NM_001001901.3,CYP17A1
215,>NM_001002242.2,CSNK2A1
217,>NM_001002856.2,IFI27L2
219,>NM_001003718.2,TENM2
221,>NM_001003797.2,GATA2
223,>NM_001004368.2,KDR
225,>NM_001004369.2,CCNB1
227,>NM_001004370.2,RHCG
229,>NM_001004371.2,CDH11
231,>NM_001004372.1,GCSH
233,>NM_001004373.2,PNAT3
235,>NM_001004374.3,HBZ
237,>NM_001004375.3,HBAD
239,>NM_001004376.4,HBA1
241,>NM_001004378.3,RACK1
243,>NM_001004379.2,RPL7A
245,>NM_001004380.2,CAPZA2
247,>NM_001004381.4,CNTN1
249,>NM_001004382.3,EPYC
251,>NM_001004383.1,LARGE1
253,>NM_001004384.3,IGF1
255,>NM_001004385.3,SOX5
257,>NM_001004386.2,ZYX
259,>NM_001004387.2,EPHB6
261,>NM_001004388.4,CD47
263,>NM_001004389.3,CCT8
265,>NM_001004390.3,HBBR
267,>NM_001004391.2,CDH4
269,>NM_001004392.3,COL20A1
271,>NM_001004393.2,STMN3
273,>NM_001004395.2,CNTN2
275,>NM_001004396.2,RNF113B
277,>NM_001004397.1,SF3A2
279,>NM_001004398.2,AMPH
281,>NM_001004399.2,LY86
283,>NM_001004400.3,TUBB2B
285,>NM_001004401.2,PPAT
287,>NM_001004402.2,WDR1
289,>NM_001004403.2,SLBP
291,>NM_001004404.2,LARGE2
293,>NM_001004405.3,CAPN3
295,>NM_001004406.2,CFL2
297,>NM_001004407.2,GYPC
299,>NM_001004408.3,VTG1
301,>NM_001004409.3,TRPC1
303,>NM_001004410.2,PIK3CA
305,>NM_001004411.1,SERPINI1
307,>NM_001004412.2,MME
309,>NM_001004413.3,NCSTN
311,>NM_001004414.3,IL10
313,>NM_001004429.4,TACC3
315,>NM_001004493.5,NFASC
317,>NM_001004709.5,NFASC
319,>NM_001004765.3,AQP4
321,>NM_001004766.2,FUT8
323,>NM_001004767.2,SIRT1
325,>NM_001004769.2,BTC
327,>NM_001005345.3,PDLIM7
329,>NM_001005347.3,EVC
331,>NM_001005427.2,MEOX2
333,>NM_001005431.1,FKBP5
335,>NM_001005571.1,CYP8B1
337,>NM_001005616.1,PROX1
339,>NM_001005618.2,PLOD1
341,>NM_001005791.2,AVEN
343,>NM_001005796.3,SSRP1
345,>NM_001005798.2,SNTB1
347,>NM_001005800.1,CSNK1G1
349,>NM_001005802.2,SEC11A
351,>NM_001005805.2,WDR61
353,>NM_001005808.3,IDH3A
355,>NM_001005811.2,FAM214A
357,>NM_001005813.2,TMOD3
359,>NM_001005816.2,GABPB1
361,>NM_001005820.2,TMC3
363,>NM_001005821.2,MRPS11
365,>NM_001005822.1,LRRC28
367,>NM_001005823.2,SNRPA1
369,>NM_001005825.2,VWA9
371,>NM_001005827.2,RAB11A
373,>NM_001005830.2,MAP2K1
375,>NM_001005831.2,PRMT7
377,>NM_001005833.2,CFAP20
379,>NM_001005834.3,CIAPIN1
381,>NM_001005835.2,E2F4
383,>NM_001005836.3,AARS1
385,>NM_001005837.2,HSDL1
387,>NM_001005838.2,AKTIP
389,>NM_001005839.2,BRD7
391,>NM_001005840.2,ITFG1
393,>NM_001005841.2,DNAJA2
395,>NM_001005842.2,VPS35
397,>NM_001005843.2,UQCRFS1
399,>NM_001005848.3,HES4
401,>NM_001006128.2,GPI
403,>NM_001006129.3,NAE1
405,>NM_001006130.2,USP10
407,>NM_001006131.3,DHODH
409,>NM_001006132.2,AP1G1
411,>NM_001006133.2,PRKCD
413,>NM_001006134.2,USP4
415,>NM_001006135.2,WDR82
417,>NM_001006136.3,ACAD9
419,>NM_001006137.2,HMCES
421,>NM_001006138.2,RUVBL1
423,>NM_001006139.2,MCM2
425,>NM_001006141.2,SUCLG2
427,>NM_001006142.2,PPP4R2
429,>NM_001006143.2,EDEM1
431,>NM_001006145.2,IK
433,>NM_001006146.2,SLU7
435,>NM_001006147.2,HSPA9
437,>NM_001006148.2,BRD8
439,>NM_001006149.2,TIMD4
441,>NM_001006150.2,G3BP1
443,>NM_001006151.2,RBM22
445,>NM_001006152.2,PPP2CA
447,>NM_001006153.2,SKP1
449,>NM_001006154.3,C5orf15
451,>NM_001006155.1,P4HA2
453,>NM_001006156.2,GNPDA1
455,>NM_001006158.2,CCZ1
457,>NM_001006159.3,GET4
459,>NM_001006160.3,NUDT1
461,>NM_001006161.4,CARD11
463,>NM_001006162.2,WIPI2
465,>NM_001006163.2,COPS3
467,>NM_001006164.2,PEMT
469,>NM_001006165.2,PRPSAP2
471,>NM_001006166.2,TBL3
473,>NM_001006167.3,LCMT1
475,>NM_001006169.2,NDE1
477,>NM_001006170.1,FOPNL
479,>NM_001006171.2,ARL6IP1
481,>NM_001006172.3,METTL9
483,>NM_001006174.1,RMI2
485,>NM_001006175.2,TRAP1
487,>NM_001006176.2,CORO7
489,>NM_001006177.2,APMAP
491,>NM_001006178.2,SNX5
493,>NM_001006179.2,SEC23B
495,>NM_001006180.1,UBE2L3
497,>NM_001006181.1,TOP3B
499,>NM_001006182.2,SEPTIN2L
501,>NM_001006183.2,RANBP1
503,>NM_001006184.2,AACS
505,>NM_001006185.1,DDX55
507,>NM_001006186.2,TMED2
509,>NM_001006187.1,ANAPC5
511,>NM_001006188.2,RNF34
513,>NM_001006189.2,PSMD9
515,>NM_001006190.1,PPP1CC
517,>NM_001006191.4,TRAFD1
519,>NM_001006192.2,XBP1
521,>NM_001006193.2,ACADS
523,>NM_001006194.1,COQ5
525,>NM_001006195.3,THOC5
527,>NM_001006196.3,TRIM39.2
529,>NM_001006197.2,PMPCA
531,>NM_001006198.2,WDR5B
533,>NM_001006199.2,FUBP3
535,>NM_001006200.2,SH3GLB2
537,>NM_001006201.3,CDK9
539,>NM_001006202.2,NELFB
541,>NM_001006203.2,EDF1
543,>NM_001006204.2,SRP68
545,>NM_001006205.2,ACOX1
547,>NM_001006206.2,GPS1
549,>NM_001006207.3,UTP6
551,>NM_001006208.2,RHOT1
553,>NM_001006209.2,KPNA2
555,>NM_001006210.2,NOL11
557,>NM_001006211.3,SBDS
559,>NM_001006212.2,RCC1L
561,>NM_001006214.3,PRKRIP1
563,>NM_001006215.3,LIG3
565,>NM_001006216.2,CCT6A
567,>NM_001006217.3,PHKG1
569,>NM_001006218.1,CHCHD2
571,>NM_001006219.2,YWHAE
573,>NM_001006220.3,MYO1C
575,>NM_001006221.2,RPA1
577,>NM_001006222.2,GOSR1
579,>NM_001006223.2,ALDH3A2
581,>NM_001006224.2,TRIM37
583,>NM_001006225.2,PSMC2
585,>NM_001006226.2,PHTF2
587,>NM_001006227.2,MAPK11
589,>NM_001006229.2,TFEC
591,>NM_001006230.2,THAP5
593,>NM_001006231.2,RPAP3
595,>NM_001006232.1,POC1B
597,>NM_001006233.2,METAP2
599,>NM_001006235.2,TMPO
601,>NM_001006236.3,SLC25A3
603,>NM_001006237.2,RANGAP1
605,>NM_001006238.2,L3MBTL2
607,>NM_001006239.4,RPS19BP1
609,>NM_001006240.3,TAB1
611,>NM_001006241.2,RPL3
613,>NM_001006242.2,DNAL4
615,>NM_001006243.2,MCM5
617,>NM_001006244.2,TMEM263
619,>NM_001006245.2,WASHC1
621,>NM_001006246.4,ATP6V1E1
623,>NM_001006247.3,STRAP
625,>NM_001006248.2,DERA
627,>NM_001006249.2,PHC1
629,>NM_001006250.2,FKBP4
631,>NM_001006251.2,ING4
633,>NM_001006252.2,TAF13
635,>NM_001006253.2,PCNP
637,>NM_001006254.2,NFKBIZ
639,>NM_001006255.3,HJURP
641,>NM_001006256.3,SAMSN1
643,>NM_001006257.2,JAM2
645,>NM_001006258.2,C21orf59
647,>NM_001006259.3,PDK3
649,>NM_001006260.3,EIF2S3
651,>NM_001006261.2,AP1S2
653,>NM_001006262.2,ASB9
655,>NM_001006263.2,TRAPPC2
657,>NM_001006264.2,PRPS2
659,>NM_001006265.3,CDC16
661,>NM_001006266.3,PCID2
663,>NM_001006267.2,ARGLU1
665,>NM_001006268.2,UBAC2
667,>NM_001006269.2,ELF1
669,>NM_001006270.1,GPALPP1
671,>NM_001006271.2,SUCLA2
673,>NM_001006272.3,CAB39L
675,>NM_001006273.2,SPRYD7
677,>NM_001006274.2,CKAP2
679,>NM_001006275.1,SUPT20H
681,>NM_001006276.2,RFC3
683,>NM_001006277.2,EEF1AKMT1
685,>NM_001006278.2,MMP7
687,>NM_001006279.3,TMEM123
689,>NM_001006280.2,MED17
691,>NM_001006281.2,NDUFA9
693,>NM_001006284.3,POLD3
695,>NM_001006285.2,UQCC1
697,>NM_001006286.2,CHMP4B
699,>NM_001006287.2,IFT52
701,>NM_001006288.2,RPN2
703,>NM_001006289.2,YWHAB
705,>NM_001006290.3,ADA
707,>NM_001006291.2,SERINC3
709,>NM_001006292.2,SLC17A9
711,>NM_001006293.2,DDX27
713,>NM_001006294.2,NELFCD
715,>NM_001006295.2,STX16
717,>NM_001006296.2,VAPB
719,>NM_001006297.3,RTFDC1
721,>NM_001006298.2,ICMT
723,>NM_001006299.3,WRAP73
725,>NM_001006300.2,RER1
727,>NM_001006301.2,MIB2
729,>NM_001006303.2,PGD
731,>NM_001006304.2,PQLC2
733,>NM_001006305.3,NFU1
735,>NM_001006306.3,CHMP7
737,>NM_001006307.2,ZNF593
739,>NM_001006308.1,SNRNP40
741,>NM_001006309.4,HNRNPR
743,>NM_001006310.2,ZDHHC18
745,>NM_001006311.2,NUDC
747,>NM_001006312.2,ADPRHL2
749,>NM_001006313.3,TMEM39B
751,>NM_001006315.2,PNRC2
753,>NM_001006316.3,EI24
755,>NM_001006317.4,APLP2
757,>NM_001006318.2,RBM7
759,>NM_001006320.2,TRAPPC4
761,>NM_001006321.2,SDHD
763,>NM_001006322.3,EIF2D
765,>NM_001006323.2,SLC16A1
767,>NM_001006324.3,SIKE1
769,>NM_001006325.2,NFYA
771,>NM_001006327.3,MED20
773,>NM_001006328.3,CD79B
775,>NM_001006329.1,METTL2B
777,>NM_001006330.2,LIMD2
779,>NM_001006331.1,CDC27
781,>NM_001006332.1,BECN1
783,>NM_001006333.2,NKIRAS2
785,>NM_001006334.2,NT5C3B
787,>NM_001006335.3,SMARCE1
789,>NM_001006336.2,MVP
791,>NM_001006337.4,LSM7
793,>NM_001006338.3,RNF126
795,>NM_001006339.2,COPE
797,>NM_001006340.2,PEX11G
799,>NM_001006341.3,CHERP
801,>NM_001006342.2,MYDGF
803,>NM_001006343.2,TNFAIP8L1
805,>NM_001006344.2,CPA6
807,>NM_001006345.3,RPL7
809,>NM_001006346.2,FABP5
811,>NM_001006347.2,OTUD6A
813,>NM_001006348.2,MTERF3
815,>NM_001006349.2,EIF3E
817,>NM_001006350.3,DERL1
819,>NM_001006351.3,SSPO
821,>NM_001006352.2,ARF1
823,>NM_001006353.2,CCDC12
825,>NM_001006354.2,GTPBP4
827,>NM_001006355.2,RAB18
829,>NM_001006356.2,ACBD5
831,>NM_001006357.3,APBB1IP
833,>NM_001006358.3,BZW2
835,>NM_001006359.1,IGF2BP3
837,>NM_001006360.2,TRA2A
839,>NM_001006361.2,DFNA5
841,>NM_001006362.3,HIBADH
843,>NM_001006363.2,RAB5A
845,>NM_001006364.3,CNOT10
847,>NM_001006366.2,MRPL3
849,>NM_001006368.2,TGM4
851,>NM_001006369.2,KIAA1143
853,>NM_001006370.2,PDIA4
855,>NM_001006371.5,SLC12A7
857,>NM_001006372.2,DTNBP1
859,>NM_001006373.2,BLOC1S5
861,>NM_001006374.2,TXNDC5
863,>NM_001006375.2,SSR1
865,>NM_001006376.3,EXOC2
867,>NM_001006377.2,SERPINB6
869,>NM_001006378.3,VPS4B
871,>NM_001006379.3,DROSHA
873,>NM_001006381.2,GALNT1
875,>NM_001006382.2,FH
877,>NM_001006383.2,FAM206A
879,>NM_001006384.2,EXOC3
881,>NM_001006385.2,CNDP2
883,>NM_001006386.4,LPIN2
885,>NM_001006387.2,TCEA1
887,>NM_001006388.2,MRPL15
889,>NM_001006389.2,TGS1
891,>NM_001006390.2,LYN
893,>NM_001006391.2,YTHDF3
895,>NM_001006392.3,CEPT1
897,>NM_001006393.3,PSME4
899,>NM_001006394.2,KIZ
901,>NM_001006395.3,MDH1
903,>NM_001006396.2,WDR43
905,>NM_001006397.2,IARS2
907,>NM_001006398.2,EPRS
909,>NM_001006399.2,INTS7
911,>NM_001006400.2,MCFD2
913,>NM_001006401.1,RASGRP3
915,>NM_001006402.2,SLC30A6
917,>NM_001006403.3,TSNAX
919,>NM_001006404.2,EXOC8
921,>NM_001006405.2,TCP1
923,>NM_001006406.2,EIF3M
925,>NM_001006407.2,CDC40
927,>NM_001006408.2,SNX3
929,>NM_001006409.2,ATG5
931,>NM_001006410.2,PREP
933,>NM_001006411.2,LOC421792
935,>NM_001006412.2,HMGN2P46
937,>NM_001006413.2,LMBRD1
939,>NM_001006414.2,FBXO9
941,>NM_001006415.2,YWHAQ
943,>NM_001006416.2,TAF1B
945,>NM_001006417.2,KLF11
947,>NM_001006418.3,FAM49A
949,>NM_001006419.2,WDCP
951,>NM_001006420.2,NRBP1
953,>NM_001006421.2,MCM3
955,>NM_001006422.3,ENPP4
957,>NM_001006423.1,LOC422090
959,>NM_001006424.2,SLC9A3R1
961,>NM_001006425.3,HN1
963,>NM_001006426.3,NUP85
965,>NM_001006427.3,ENOX2
967,>NM_001006428.2,CHMP1B
969,>NM_001006430.2,LOC422214
971,>NM_001006431.2,PLS3
973,>NM_001006432.2,ARHGEF6
975,>NM_001006433.3,CSTF2
977,>NM_001006434.3,APOOL
979,>NM_001006435.2,MAGT1
981,>NM_001006436.2,NXT2
983,>NM_001006437.2,NKAPL
985,>NM_001006438.2,MSMO1
987,>NM_001006440.2,ABCE1
989,>NM_001006441.2,PGRMC2
991,>NM_001006442.2,OSTC
993,>NM_001006443.2,SLC25A4
995,>NM_001006444.2,DCTD
997,>NM_001006445.2,AGA
999,>NM_001006446.2,FBXO8
1001,>NM_001006447.2,COPS4
1003,>NM_001006448.2,POLR2B
1005,>NM_001006449.2,SRP72
1007,>NM_001006450.2,ERI1
1009,>NM_001006451.2,DCK
1011,>NM_001006452.2,RPL7L1
1013,>NM_001006453.2,ASAH1
1015,>NM_001006454.2,CNOT7
1017,>NM_001006456.2,RFC1
1019,>NM_001006457.2,PPARGC1A
1021,>NM_001006458.2,GRPEL1
1023,>NM_001006459.2,GRK4
1025,>NM_001006460.2,MXD4
1027,>NM_001006461.4,LETM1
1029,>NM_001006462.1,IMMT
1031,>NM_001006464.3,TMEM258
1033,>NM_001006465.2,NADSYN1
1035,>NM_001006466.2,RRAS
1037,>NM_001006467.2,COPB1
1039,>NM_001006468.2,NUCB2
1041,>NM_001006469.3,NAP1L4
1043,>NM_001006470.2,TSSC4
1045,>NM_001006471.2,TOLLIP
1047,>NM_001006472.2,CD151
1049,>NM_001006473.2,RNH1
1051,>NM_001006474.2,API5
1053,>NM_001006475.2,ERH
1055,>NM_001006476.3,SRSF5A
1057,>NM_001006477.2,EIF2S1
1059,>NM_001006478.3,SRP14
1061,>NM_001006479.3,ARHGAP11B
1063,>NM_001006480.3,ZNF410
1065,>NM_001006481.2,EIF2B2
1067,>NM_001006482.2,TMED10
1069,>NM_001006483.3,SPTLC2
1071,>NM_001006484.4,TTC7B
1073,>NM_001006485.2,VRK1
1075,>NM_001006486.2,SETD3
1077,>NM_001006487.3,EVL
1079,>NM_001006488.2,EIF5
1081,>NM_001006489.2,XRCC3
1083,>NM_001006490.3,NUDT14
1085,>NM_001006491.2,PSMA3
1087,>NM_001006492.2,ACTR10
1089,>NM_001006493.2,POLE2
1091,>NM_001006494.2,PSMC6
1093,>NM_001006495.2,NCOA4
1095,>NM_001006496.2,TUBGCP2
1097,>NM_001006497.1,DNA2
1099,>NM_001006498.1,SUPV3L1
1101,>NM_001006499.2,TSPAN15
1103,>NM_001006500.2,POLR3A
1105,>NM_001006501.2,ADK
1107,>NM_001006502.2,NDUFB8
1109,>NM_001006503.2,CUTC
1111,>NM_001006504.2,NHLRC2
1113,>NM_001006506.2,BUB3
1115,>NM_001006507.2,PPP2R2D
1117,>NM_001006508.2,PMS1
1119,>NM_001006509.2,ASNSD1
1121,>NM_001006510.2,ZC3H15
1123,>NM_001006511.3,ACADL
1125,>NM_001006512.2,UBE2F
1127,>NM_001006513.2,SLC19A1
1129,>NM_001006514.2,LSS
1131,>NM_001006515.2,GTF3C3
1133,>NM_001006516.2,BZW1
1135,>NM_001006517.2,ORC2
1137,>NM_001006518.2,NDUFS1
1139,>NM_001006519.4,DYNC1I2
1141,>NM_001006520.1,BCS1L
1143,>NM_001006521.3,CNOT9
1145,>NM_001006522.2,PECR
1147,>NM_001006523.3,ERCC3
1149,>NM_001006524.3,BIN1
1151,>NM_001006525.2,EAF2
1153,>NM_001006526.2,SEC22A
1155,>NM_001006527.3,MCM6
1157,>NM_001006528.3,DARS
1159,>NM_001006529.2,PKP4
1161,>NM_001006531.2,STX10
1163,>NM_001006532.2,RALGPS2
1165,>NM_001006533.3,ZNF326
1167,>NM_001006534.2,SH3GLB1
1169,>NM_001006535.2,FUBP1
1171,>NM_001006536.2,CDC20
1173,>NM_001006538.2,DPH2
1175,>NM_001006539.3,AKR1A1
1177,>NM_001006540.2,RNF11
1179,>NM_001006541.2,TMEM59
1181,>NM_001006542.2,HOOK1
1183,>NM_001006543.1,FARSB
1185,>NM_001006544.2,CFAP410
1187,>NM_001006545.1,TBCCD1
1189,>NM_001006546.4,CCDC61
1191,>NM_001006547.3,BDH1A
1193,>NM_001006548.2,ACAP2
1195,>NM_001006549.2,LSG1
1197,>NM_001006550.2,RFC4
1199,>NM_001006551.1,MCCC1
1201,>NM_001006552.1,TTC14
1203,>NM_001006553.2,NDUFB5
1205,>NM_001006554.1,PDCD10
1207,>NM_001006556.1,GMPS
1209,>NM_001006557.4,SELENOT
1211,>NM_001006558.2,GYG1
1213,>NM_001006559.2,LAMTOR3
1215,>NM_001006560.2,HP1BP3
1217,>NM_001006561.2,SSR2
1219,>NM_001006562.2,ABCF2
1221,>NM_001006563.2,RHNO1
1223,>NM_001006564.3,ANP32E
1225,>NM_001006565.2,ANKRA2
1227,>NM_001006566.2,QDPR
1229,>NM_001006567.2,OAT
1231,>NM_001006568.2,DDX19
1233,>NM_001006569.4,CENPL
1235,>NM_001006570.2,GOLGA7
1237,>NM_001006571.3,ACAA2
1239,>NM_001006572.3,GLYR1
1241,>NM_001006573.2,REXO5
1243,>NM_001006574.2,FAM172A
1245,>NM_001006575.3,PHAX
1247,>NM_001006576.2,DEPDC1B
1249,>NM_001006577.3,TRAPPC13
1251,>NM_001006578.3,OXCT1
1253,>NM_001006579.2,NSA2
1255,>NM_001006581.3,RIOK2
1257,>NM_001006582.2,TMEM175
1259,>NM_001006583.2,MRPL50
1261,>NM_001006584.3,DHFR
1263,>NM_001006586.2,AP3S1
1265,>NM_001006587.3,FANCC
1267,>NM_001006589.3,BMP15
1269,>NM_001006590.1,WNT10A
1271,>NM_001006685.1,HSPA2
1273,>NM_001007078.2,CSF2
1275,>NM_001007079.2,IL4
1277,>NM_001007080.2,BMPER
1279,>NM_001007081.2,ESRRG
1281,>NM_001007082.2,TRPM8
1283,>NM_001007083.2,IL3
1285,>NM_001007084.2,IL5
1287,>NM_001007085.3,IL13
1289,>NM_001007086.2,CAV2
1291,>NM_001007087.2,BLM
1293,>NM_001007473.1,DAD1
1295,>NM_001007477.4,OCM3
1297,>NM_001007479.2,RPL4
1299,>NM_001007482.2,LAT2
1301,>NM_001007488.5,TLR1A
1303,>NM_001007490.2,AIFM1
1305,>NM_001007594.3,WNT6
1307,>NM_001007822.2,BIRC3
1309,>NM_001007823.2,RPSAP58
1311,>NM_001007824.3,ACTG1
1313,>NM_001007825.1,BLOC1S6
1315,>NM_001007826.2,ABHD17C
1317,>NM_001007827.2,MINAR1
1319,>NM_001007828.2,HACD3
1321,>NM_001007829.2,SNAPC5
1323,>NM_001007830.2,SLC25A46
1325,>NM_001007831.2,PHKB
1327,>NM_001007832.2,PAIP2B
1329,>NM_001007833.3,NUBP2
1331,>NM_001007834.2,SYNGR3
1333,>NM_001007836.2,TANGO2
1335,>NM_001007837.3,VPS29
1337,>NM_001007838.2,SNRPD3
1339,>NM_001007839.1,YWHAH
1341,>NM_001007840.3,RNF5
1343,>NM_001007841.1,C12orf49
1345,>NM_001007842.2,FBXW2
1347,>NM_001007843.2,URM1
1349,>NM_001007844.2,WDR45B
1351,>NM_001007845.2,PRKAR1A
1353,>NM_001007847.2,YPEL2
1355,>NM_001007848.2,CBLL1
1357,>NM_001007849.2,TSPAN12
1359,>NM_001007850.2,YAF2
1361,>NM_001007851.2,RASSF3
1363,>NM_001007852.1,RAP1B
1365,>NM_001007853.2,DDX47
1367,>NM_001007854.2,ADIPOR2
1369,>NM_001007855.2,FGFR1OP2
1371,>NM_001007858.1,GABPA
1373,>NM_001007869.2,SDC4
1375,>NM_001007871.2,GID8
1377,>NM_001007873.2,SPATA2
1379,>NM_001007875.2,SSU72
1381,>NM_001007877.2,TMEM230
1383,>NM_001007881.2,GUCA1B
1385,>NM_001007884.2,CCDC43
1387,>NM_001007886.2,AP1M1
1389,>NM_001007888.1,TCEB1
1391,>NM_001007892.4,CDK6
1393,>NM_001007894.2,CMTM7
1395,>NM_001007900.2,YPEL5
1397,>NM_001007905.3,PSMB1
1399,>NM_001007913.2,KCTD2
1401,>NM_001007917.3,MPP1
1403,>NM_001007923.2,FABP2
1405,>NM_001007925.2,RNF141
1407,>NM_001007930.1,CHP1
1409,>NM_001007933.2,SLC39A9
1411,>NM_001007935.2,BRMS1L
1413,>NM_001007937.2,LIN52
1415,>NM_001007942.2,RSFR
1417,>NM_001007944.2,KIF1BP
1419,>NM_001007946.3,SGPL1
1421,>NM_001007948.2,ACTR1A
1423,>NM_001007953.2,GCLM
1425,>NM_001007956.2,TMED5
1427,>NM_001007958.2,LEPROT
1429,>NM_001007960.2,SLC25A36
1431,>NM_001007963.2,KPNA4
1433,>NM_001007965.2,ENSA
1435,>NM_001007967.2,RPL30
1437,>NM_001007970.1,ARL2BP
1439,>NM_001007972.2,FAM46C
1441,>NM_001007975.3,NANS
1443,>NM_001007977.4,ALDOB
1445,>NM_001007979.2,SMU1
1447,>NM_001007982.2,SKP2
1449,>NM_001007985.2,HMX3
1451,>NM_001007988.3,BMI1
1453,>NM_001008437.3,DNAJC3
1455,>NM_001008440.2,LCP1
1457,>NM_001008442.1,SLC25A15
1459,>NM_001008444.2,GATA3
1461,>NM_001008446.2,ACTR5
1463,>NM_001008448.2,OSBPL2
1465,>NM_001008450.2,LZIC
1467,>NM_001008451.2,TRAPPC3
1469,>NM_001008453.2,CCND3
1471,>NM_001008454.2,PEX2
1473,>NM_001008455.2,ATP6V0D2
1475,>NM_001008456.2,LGALSL
1477,>NM_001008457.2,B3GNT2
1479,>NM_001008458.2,BRE
1481,>NM_001008459.2,BTBD9
1483,>NM_001008460.3,DESI2
1485,>NM_001008461.2,PTP4A1
1487,>NM_001008462.2,PAQR8
1489,>NM_001008463.2,PGS1
1491,>NM_001008464.2,GPR174
1493,>NM_001008465.2,COMMD5
1495,>NM_001008466.2,RAB33B
1497,>NM_001008467.2,ANAPC10
1499,>NM_001008468.2,TMEM184C
1501,>NM_001008469.2,TMEM41B
1503,>NM_001008470.2,CD82
1505,>NM_001008471.2,SLC39A13
1507,>NM_001008472.2,GLRX5
1509,>NM_001008473.2,GSKIP
1511,>NM_001008474.3,SPATS2L
1513,>NM_001008475.2,PPIL3
1515,>NM_001008476.2,ARHGAP15
1517,>NM_001008477.2,MMADHC
1519,>NM_001008478.2,DR1
1521,>NM_001008479.2,SUB1
1523,>NM_001008480.3,GCM2
1525,>NM_001008674.2,DNAAF4
1527,>NM_001008675.1,MRPL51
1529,>NM_001008676.3,IFNGR2
1531,>NM_001008677.4,CHAF1B
1533,>NM_001008678.2,RAB9A
1535,>NM_001008679.2,P2RY8
1537,>NM_001008680.2,RP2
1539,>NM_001008681.3,ABHD13
