,total,NM,NR,XM,XR,NM_XM,NR_XR
CPOX,6,1,0,4,1,5,1
CPT2,2,2,0,0,0,2,0
CST3,2,2,0,0,0,2,0
CSTB,1,1,0,0,0,1,0
CYBA,2,1,0,1,0,2,0
CYP17A1,1,1,0,0,0,1,0
CYP19A1,11,11,0,0,0,11,0
CYP1B1,1,1,0,0,0,1,0
CYP2D6,2,2,0,0,0,2,0
DDB2,9,6,2,1,0,7,2
DLD,4,4,0,0,0,4,0
DMD,31,17,0,14,0,31,0
DPYD,7,2,0,4,1,6,1
SLC26A3,1,1,0,0,0,1,0
SLC26A2,2,1,0,1,0,2,0
TOR1A,1,1,0,0,0,1,0
EDNRB,4,4,0,0,0,4,0
TAFAZZIN,17,6,1,10,0,16,1
EMD,3,1,0,2,0,3,0
ENG,4,4,0,0,0,4,0
EPB42,9,2,0,7,0,9,0
EPHX1,14,10,4,0,0,10,4
EPOR,2,1,1,0,0,1,1
ERCC3,5,3,0,2,0,5,0
ERCC5,1,1,0,0,0,1,0
ERCC6,4,4,0,0,0,4,0
ESR1,34,12,0,22,0,34,0
ETFA,3,2,0,0,1,2,1
EXT1,1,1,0,0,0,1,0
F11,16,2,0,14,0,16,0
F13A1,1,1,0,0,0,1,0
F5,1,1,0,0,0,1,0
F7,9,3,1,5,0,8,1
F8,2,2,0,0,0,2,0
F9,3,2,0,1,0,3,0
FABP2,1,1,0,0,0,1,0
FANCA,4,4,0,0,0,4,0
FANCC,21,3,0,18,0,21,0
FAH,3,3,0,0,0,3,0
FBN1,4,4,0,0,0,4,0
MS4A2,5,2,0,3,0,5,0
FECH,6,5,0,1,0,6,0
FGFR2,24,12,1,11,0,23,1
FGFR3,14,5,1,8,0,13,1
FH,1,1,0,0,0,1,0
FXN,2,2,0,0,0,2,0
FSHR,6,2,0,4,0,6,0
FTL,1,1,0,0,0,1,0
FUCA1,5,1,4,0,0,1,4
FUT1,3,3,0,0,0,3,0
FUT3,12,12,0,0,0,12,0
FUT6,25,10,0,15,0,25,0
G6PC1,2,2,0,0,0,2,0
GAA,6,5,1,0,0,5,1
GALC,12,10,1,1,0,11,1
GALK1,2,2,0,0,0,2,0
GALT,2,2,0,0,0,2,0
GAMT,2,2,0,0,0,2,0
GBA1,5,5,0,0,0,5,0
GBE1,2,1,0,0,1,1,1
GCDH,4,2,2,0,0,2,2
GCGR,3,1,0,2,0,3,0
GCH1,7,6,0,1,0,7,0
GCK,8,7,0,1,0,8,0
GHR,11,11,0,0,0,11,0
GIPR,13,2,0,11,0,13,0
GJA1,1,1,0,0,0,1,0
GJB1,4,2,0,2,0,4,0
GK,15,5,7,3,0,8,7
GLI3,8,1,0,7,0,8,0
GLA,8,4,3,1,0,5,3
GLDC,1,1,0,0,0,1,0
GLRA1,4,3,0,1,0,4,0
GNAT1,2,2,0,0,0,2,0
GP1BA,1,1,0,0,0,1,0
GP9,4,1,0,3,0,4,0
GPI,8,7,0,1,0,8,0
NR3C1,22,21,1,0,0,21,1
GSN,45,36,0,9,0,45,0
GSS,3,3,0,0,0,3,0
MSH6,47,42,5,0,0,42,5
GUCY2D,2,1,0,1,0,2,0
GUSB,11,4,1,6,0,10,1
HADHA,1,1,0,0,0,1,0
HADHB,4,3,0,1,0,4,0
HBG2,1,1,0,0,0,1,0
SERPIND1,1,1,0,0,0,1,0
CFH,2,2,0,0,0,2,0
HGD,8,1,0,7,0,8,0
HK1,14,10,0,4,0,14,0
HK2,6,2,0,4,0,6,0
HMBS,9,4,0,5,0,9,0
HMGCL,2,2,0,0,0,2,0
TBX5,3,3,0,0,0,3,0
SHH,7,2,2,3,0,5,2
HPRT1,1,1,0,0,0,1,0
HPS1,27,18,0,8,1,26,1
HSD11B2,1,1,0,0,0,1,0
HSD17B3,1,1,0,0,0,1,0
HSD3B2,2,2,0,0,0,2,0
SGSH,32,3,1,1,27,4,28
HTN3,1,1,0,0,0,1,0
ICAM1,1,1,0,0,0,1,0
IDS,4,3,1,0,0,3,1
IDUA,10,2,1,7,0,9,1
CFI,22,10,3,9,0,19,3
IL2RG,2,1,0,1,0,2,0
INS,4,4,0,0,0,4,0
INSR,4,2,0,2,0,4,0
PDX1,1,1,0,0,0,1,0
ITGA6,7,6,0,1,0,7,0
ITGB2,4,3,0,1,0,4,0
ITGB3,1,1,0,0,0,1,0
ITGB4,16,4,0,12,0,16,0
JAG1,1,1,0,0,0,1,0
JAK3,4,1,0,2,1,3,1
ANOS1,2,1,0,1,0,2,0
KCNA1,1,1,0,0,0,1,0
KCNQ1,6,6,0,0,0,6,0
KCNE1,9,8,0,1,0,9,0
KCNJ1,5,5,0,0,0,5,0
KHK,14,2,0,12,0,14,0
KIT,8,8,0,0,0,8,0
KRT12,1,1,0,0,0,1,0
KRT18,2,2,0,0,0,2,0
KRT9,1,1,0,0,0,1,0
LAMA3,17,5,1,11,0,16,1
LAMB3,7,3,0,4,0,7,0
LCAT,1,1,0,0,0,1,0
LEP,2,1,0,1,0,2,0
SGCG,5,4,0,1,0,5,0
SGCB,4,1,0,3,0,4,0
LHCGR,8,1,0,7,0,8,0
LIG1,13,5,6,2,0,7,6
LIPA,4,3,0,1,0,4,0
LIPC,1,1,0,0,0,1,0
LPL,1,1,0,0,0,1,0
KCNH2,15,8,2,5,0,13,2
LYZ,1,1,0,0,0,1,0
MAOA,2,2,0,0,0,2,0
MBL2,3,3,0,0,0,3,0
MEFV,2,2,0,0,0,2,0
MEN1,30,24,4,2,0,26,4
MET,6,4,0,2,0,6,0
CIITA,33,8,1,20,4,28,5
MITF,13,13,0,0,0,13,0
MLH1,28,23,0,5,0,28,0
MPO,1,1,0,0,0,1,0
MSH2,59,38,21,0,0,38,21
MTM1,15,4,0,11,0,15,0
MTTP,3,3,0,0,0,3,0
MTR,13,4,0,9,0,13,0
MMUT,2,1,0,1,0,2,0
MYBPC3,1,1,0,0,0,1,0
MYH7,2,2,0,0,0,2,0
MYL3,6,6,0,0,0,6,0
MYO5A,12,6,0,6,0,12,0
MYO7A,24,3,0,19,2,22,2
MYOC,1,1,0,0,0,1,0
NAGA,3,3,0,0,0,3,0
NAGLU,5,1,0,4,0,5,0
PTCH1,10,9,1,0,0,9,1
NCF1,1,1,0,0,0,1,0
NDP,1,1,0,0,0,1,0
NF1,3,3,0,0,0,3,0
NF2,26,23,1,2,0,25,1
NME1,2,2,0,0,0,2,0
PNP,1,1,0,0,0,1,0
NPC1,10,1,0,9,0,10,0
NPHP1,11,6,0,5,0,11,0
GPR143,3,1,0,2,0,3,0
OAT,10,10,0,0,0,10,0
OCA2,33,2,0,30,1,32,1
OCRL,3,3,0,0,0,3,0
PAH,3,2,0,1,0,3,0
PAX2,7,7,0,0,0,7,0
PAX6,53,51,2,0,0,51,2
PCBD1,3,3,0,0,0,3,0
PCCA,37,11,5,18,3,29,8
PDE6B,16,7,0,9,0,16,0
PDHA1,5,4,0,1,0,5,0
PEPD,3,3,0,0,0,3,0
PEX12,1,1,0,0,0,1,0
PEX6,6,2,1,3,0,5,1
PEX7,4,2,0,2,0,4,0
PFKM,39,19,6,14,0,33,6
PGAM2,1,1,0,0,0,1,0
PGK1,1,1,0,0,0,1,0
PHKA2,13,1,0,10,2,11,2
PHKB,3,3,0,0,0,3,0
PHKG2,2,2,0,0,0,2,0
SERPINA1,14,11,0,3,0,14,0
PKD1,10,2,0,8,0,10,0
PKD2,5,1,1,3,0,4,1
PKLR,7,2,0,5,0,7,0
PKP1,2,2,0,0,0,2,0
PLA2G2A,8,5,0,3,0,8,0
PLG,2,2,0,0,0,2,0
PLOD1,2,2,0,0,0,2,0
PMM2,2,1,0,1,0,2,0
PMP22,10,6,2,2,0,8,2
PON2,5,2,0,3,0,5,0
POU1F1,2,2,0,0,0,2,0
POU3F4,1,1,0,0,0,1,0
CTSA,4,3,1,0,0,3,1
PPOX,33,10,0,22,1,32,1
PPT1,3,3,0,0,0,3,0
PRNP,6,6,0,0,0,6,0
PROC,16,12,0,4,0,16,0
PROS1,3,2,0,1,0,3,0
PTEN,3,3,0,0,0,3,0
PTH,2,2,0,0,0,2,0
PTH1R,7,2,0,5,0,7,0
PTS,5,1,0,4,0,5,0
PEX2,4,4,0,0,0,4,0
PEX5,42,26,0,15,1,41,1
QDPR,3,2,1,0,0,2,1
RB1,5,5,0,0,0,5,0
PRPH2,3,1,0,1,1,2,1
RHAG,2,1,0,1,0,2,0
PITX2,7,6,0,1,0,7,0
RLBP1,2,1,0,1,0,2,0
ROM1,1,1,0,0,0,1,0
RPGR,19,9,6,3,1,12,7
RPE65,6,6,0,0,0,6,0
RS1,2,1,0,1,0,2,0
SAA1,3,3,0,0,0,3,0
ATXN1,7,3,4,0,0,3,4
ATXN7,7,5,2,0,0,5,2
SCN4A,1,1,0,0,0,1,0
SCN5A,12,10,1,1,0,11,1
SCNN1B,5,2,0,3,0,5,0
SGCD,9,3,0,6,0,9,0
SLC12A1,3,3,0,0,0,3,0
SLC12A3,4,4,0,0,0,4,0
SLC2A2,5,3,0,2,0,5,0
SLC3A1,2,1,0,1,0,2,0
SLC4A1,4,1,0,3,0,4,0
SLC5A1,3,2,0,1,0,3,0
SMN1,13,3,0,10,0,13,0
SNCA,18,9,3,6,0,15,3
SOX9,1,1,0,0,0,1,0
SRD5A2,4,1,0,3,0,4,0
STAR,1,1,0,0,0,1,0
ABCA4,2,1,0,1,0,2,0
STS,7,6,0,1,0,7,0
ABCC8,6,5,1,0,0,5,1
TAT,1,1,0,0,0,1,0
SERPINA7,3,1,0,2,0,3,0
TCN2,2,2,0,0,0,2,0
TCOF1,50,7,0,43,0,50,0
TGFBI,1,1,0,0,0,1,0
TGM1,1,1,0,0,0,1,0
TH,4,3,0,1,0,4,0
THBD,1,1,0,0,0,1,0
TIMP3,1,1,0,0,0,1,0
TNNI3,1,1,0,0,0,1,0
TNNT2,19,13,0,6,0,19,0
TPI1,3,3,0,0,0,3,0
TPM1,58,40,17,1,0,41,17
TPMT,5,3,0,2,0,5,0
TSC1,49,43,5,1,0,44,5
TSHR,7,3,0,4,0,7,0
TTPA,9,6,3,0,0,6,3
TTR,1,1,0,0,0,1,0
TYR,2,1,0,1,0,2,0
UMPS,4,1,2,0,1,1,3
UROD,6,1,3,2,0,3,3
UROS,22,5,4,10,3,15,7
VDR,8,6,0,2,0,8,0
WAS,5,1,0,4,0,5,0
WT1,16,14,2,0,0,14,2
XDH,3,1,0,2,0,3,0
XPA,8,2,5,1,0,3,5
MID1,9,9,0,0,0,9,0
ALDH3A2,10,8,0,2,0,10,0
AIRE,1,1,0,0,0,1,0
APOB,1,1,0,0,0,1,0
BLMH,1,1,0,0,0,1,0
SLC25A20,1,1,0,0,0,1,0
CASR,6,2,0,4,0,6,0
CDKN1A,12,10,2,0,0,10,2
CHM,9,6,0,3,0,9,0
TPP1,1,1,0,0,0,1,0
ABCC2,7,1,0,5,1,6,1
COL5A2,2,1,0,1,0,2,0
CRYAA,2,2,0,0,0,2,0
CSF2RB,7,2,0,5,0,7,0
CTSK,1,1,0,0,0,1,0
CYBB,2,1,0,1,0,2,0
CYB5R3,6,5,0,1,0,6,0
EGR2,7,6,0,1,0,7,0
ERCC2,4,2,0,2,0,4,0
EXT2,8,5,0,3,0,8,0
G6PD,3,3,0,0,0,3,0
GALE,3,3,0,0,0,3,0
GLB1,5,5,0,0,0,5,0
GM2A,2,2,0,0,0,2,0
GNRHR,2,2,0,0,0,2,0
GP1BB,1,1,0,0,0,1,0
GPD2,10,2,0,8,0,10,0
GUCA1ANB-GUCA1A,3,3,0,0,0,3,0
HFE,14,13,0,0,1,13,1
HLCS,17,8,2,7,0,15,2
HRG,2,1,0,1,0,2,0
HSD17B1,3,2,1,0,0,2,1
HSD17B4,14,12,2,0,0,12,2
IAPP,2,2,0,0,0,2,0
IFNGR1,7,3,0,4,0,7,0
IL2RA,3,3,0,0,0,3,0
IL4R,13,4,0,9,0,13,0
ITGA2B,3,1,0,2,0,3,0
KEL,4,1,0,3,0,4,0
KRT10,2,2,0,0,0,2,0
KRT17,1,1,0,0,0,1,0
KRT2,1,1,0,0,0,1,0
KRT5,1,1,0,0,0,1,0
L1CAM,4,4,0,0,0,4,0
LAMA2,2,2,0,0,0,2,0
LORICRIN,1,1,0,0,0,1,0
LTBP2,1,1,0,0,0,1,0
MAT1A,1,1,0,0,0,1,0
PAFAH1B1,9,1,0,8,0,9,0
MVK,14,8,4,2,0,10,4
MYL2,3,3,0,0,0,3,0
NCF2,11,5,0,6,0,11,0
NEU1,1,1,0,0,0,1,0
NOTCH3,2,1,0,1,0,2,0
OXCT1,7,6,1,0,0,6,1
PAFAH2,6,1,0,5,0,6,0
PAX3,8,8,0,0,0,8,0
PCSK1,2,2,0,0,0,2,0
PDE6A,6,2,0,4,0,6,0
SLC26A4,1,1,0,0,0,1,0
PECAM1,23,1,0,22,0,23,0
ABCB4,20,3,0,5,12,8,12
PHEX,7,2,0,5,0,7,0
PLEC,44,9,0,35,0,44,0
PON1,1,1,0,0,0,1,0
PSEN2,10,2,0,4,4,6,4
RAG1,6,5,0,1,0,6,0
RFX5,13,11,0,2,0,13,0
SELE,1,1,0,0,0,1,0
SHOX,2,2,0,0,0,2,0
SLC10A2,1,1,0,0,0,1,0
SLC5A5,5,1,0,4,0,5,0
SOD1,1,1,0,0,0,1,0
STK11,3,2,1,0,0,2,1
SUOX,3,3,0,0,0,3,0
HNF4A,14,10,0,4,0,14,0
HNF1B,11,4,0,7,0,11,0
TEK,5,5,0,0,0,5,0
THPO,11,10,0,1,0,11,0
THRB,54,18,0,36,0,54,0
UBE3A,49,28,1,20,0,48,1
UGT1A1,1,1,0,0,0,1,0
BARD1,13,5,3,5,0,10,3
PEX1,5,3,0,2,0,5,0
TWIST1,2,1,1,0,0,1,1
NR0B1,1,1,0,0,0,1,0
AK1,3,3,0,0,0,3,0
ALB,1,1,0,0,0,1,0
ALPL,7,6,0,1,0,7,0
AMH,1,1,0,0,0,1,0
AMPD3,5,5,0,0,0,5,0
AMT,5,4,1,0,0,4,1
APOA4,1,1,0,0,0,1,0
APOC2,1,1,0,0,0,1,0
APP,11,11,0,0,0,11,0
APRT,2,2,0,0,0,2,0
AQP2,1,1,0,0,0,1,0
ARSA,6,6,0,0,0,6,0
SERPINC1,7,7,0,0,0,7,0
ATRX,11,2,0,9,0,11,0
AVP,1,1,0,0,0,1,0
C1QB,3,3,0,0,0,3,0
CFTR,1,1,0,0,0,1,0
COL10A1,4,3,0,1,0,4,0
COL17A1,1,1,0,0,0,1,0
COL4A5,9,2,0,7,0,9,0
CRYBB2,3,1,0,2,0,3,0
CYP11B1,2,2,0,0,0,2,0
CYP11B2,1,1,0,0,0,1,0
CYP1A1,3,3,0,0,0,3,0
CYP21A2,4,4,0,0,0,4,0
ELN,55,13,0,42,0,55,0
EPX,1,1,0,0,0,1,0
EYA1,27,11,0,16,0,27,0
F10,3,3,0,0,0,3,0
F12,2,1,0,1,0,2,0
F2,1,1,0,0,0,1,0
FBP1,3,2,0,1,0,3,0
FGA,3,2,0,1,0,3,0
FGG,2,2,0,0,0,2,0
FSHB,3,3,0,0,0,3,0
FUT2,2,2,0,0,0,2,0
GALNS,11,3,0,8,0,11,0
OPN1MW,1,1,0,0,0,1,0
GDNF,6,5,0,1,0,6,0
GH1,3,3,0,0,0,3,0
GNAS,29,13,2,14,0,27,2
HBA2,1,1,0,0,0,1,0
HBB,1,1,0,0,0,1,0
HBD,1,1,0,0,0,1,0
HEXA,3,2,1,0,0,2,1
HEXB,2,2,0,0,0,2,0
HOXA13,1,1,0,0,0,1,0
HOXD13,1,1,0,0,0,1,0
HTR1A,1,1,0,0,0,1,0
KCNJ11,4,4,0,0,0,4,0
KRT14,1,1,0,0,0,1,0
LDLR,8,6,0,2,0,8,0
MAN2B1,4,2,0,2,0,4,0
MC2R,4,2,0,2,0,4,0
MPZ,3,2,0,1,0,3,0
OTC,3,2,0,1,0,3,0
PCCB,4,2,0,2,0,4,0
PLP1,4,4,0,0,0,4,0
PMS1,24,12,1,11,0,23,1
PMS2,72,60,1,11,0,71,1
RAG2,4,3,0,1,0,4,0
REN,1,1,0,0,0,1,0
RFXAP,1,1,0,0,0,1,0
RHO,1,1,0,0,0,1,0
RYR1,6,2,0,4,0,6,0
SAG,8,1,0,6,1,7,1
SFTPB,7,3,0,4,0,7,0
SMPD1,9,5,2,2,0,7,2
TAP2,3,3,0,0,0,3,0
HNF1A,4,3,0,1,0,4,0
TP53,26,25,1,0,0,25,1
TPO,18,6,0,12,0,18,0
TSC2,52,43,5,4,0,47,5
TSHB,2,2,0,0,0,2,0
TYRP1,2,1,0,1,0,2,0
VHL,4,3,1,0,0,3,1
VWF,2,1,0,1,0,2,0
WRN,6,1,0,2,3,3,3
CRX,1,1,0,0,0,1,0
DCX,11,11,0,0,0,11,0
GDF5,2,2,0,0,0,2,0
HBA1,1,1,0,0,0,1,0
HBG1,1,1,0,0,0,1,0
CD53,6,3,0,3,0,6,0
C8A,3,1,0,2,0,3,0
IL5RA,9,7,0,2,0,9,0
IL6R,26,9,0,17,0,26,0
FCGR1A,12,9,3,0,0,9,3
CRP,4,4,0,0,0,4,0
FCGR3A,8,8,0,0,0,8,0
FCGR3B,5,5,0,0,0,5,0
IL10,4,2,2,0,0,2,2
CR1,3,3,0,0,0,3,0
CD55,10,5,1,2,2,7,3
IL1A,2,2,0,0,0,2,0
IL1B,2,1,0,1,0,2,0
IL1RN,6,6,0,0,0,6,0
SLC11A1,7,1,0,6,0,7,0
CCR5,3,3,0,0,0,3,0
GPX1,5,5,0,0,0,5,0
SPP1,5,5,0,0,0,5,0
GC,4,3,0,1,0,4,0
CXCL8,2,2,0,0,0,2,0
IL15,3,2,1,0,0,2,1
IL2,1,1,0,0,0,1,0
C7,1,1,0,0,0,1,0
IL3,1,1,0,0,0,1,0
IL4,3,3,0,0,0,3,0
IL9,1,1,0,0,0,1,0
CD14,4,4,0,0,0,4,0
TAP1,2,2,0,0,0,2,0
TNF,1,1,0,0,0,1,0
LTA,4,2,0,2,0,4,0
IGFBP1,2,1,0,1,0,2,0
IGFBP2,4,4,0,0,0,4,0
IGFBP3,3,2,0,1,0,3,0
IGFBP5,1,1,0,0,0,1,0
IL6,5,3,0,2,0,5,0
HGF,5,5,0,0,0,5,0
SERPINE1,12,12,0,0,0,12,0
NOS3,4,4,0,0,0,4,0
IFNA2,1,1,0,0,0,1,0
C8G,2,1,0,1,0,2,0
ORM1,1,1,0,0,0,1,0
CXCL12,5,5,0,0,0,5,0
CD44,35,8,0,27,0,35,0
CD59,8,8,0,0,0,8,0
IGF2,5,5,0,0,0,5,0
HPX,1,1,0,0,0,1,0
CNTF,1,1,0,0,0,1,0
NCAM1,31,31,0,0,0,31,0
CD4,9,9,0,0,0,9,0
SLC11A2,35,18,10,3,4,21,14
IGF1,10,7,0,3,0,10,0
IFNG,1,1,0,0,0,1,0
NOS1,4,4,0,0,0,4,0
HTR2A,3,3,0,0,0,3,0
BDKRB2,2,2,0,0,0,2,0
SERPINA5,1,1,0,0,0,1,0
NOS2,1,1,0,0,0,1,0
CD79B,4,4,0,0,0,4,0
LTBP1,65,27,0,38,0,65,0
IL10RB,5,4,1,0,0,4,1
IFNAR1,8,8,0,0,0,8,0
NCF4,8,2,0,6,0,8,0
ITGAM,8,2,0,4,2,6,2
BCL2,5,2,0,2,1,4,1
CXCR1,1,1,0,0,0,1,0
RFX2,7,2,0,5,0,7,0
SOD2,9,9,0,0,0,9,0
GSR,5,4,0,1,0,5,0
VTN,1,1,0,0,0,1,0
FASLG,2,2,0,0,0,2,0
IL13RA2,3,1,0,2,0,3,0
IL11,2,2,0,0,0,2,0
SELL,2,1,1,0,0,1,1
TGFB1,2,1,0,1,0,2,0
RPL9,2,2,0,0,0,2,0
NAT1,15,10,0,5,0,15,0
ABAT,24,20,0,4,0,24,0
ACHE,10,8,2,0,0,8,2
ACY1,5,5,0,0,0,5,0
ADH1A,1,1,0,0,0,1,0
ADH1B,2,2,0,0,0,2,0
ADH1C,2,1,1,0,0,1,1
ADH4,3,3,0,0,0,3,0
ADH5,1,1,0,0,0,1,0
ADH6,3,2,1,0,0,2,1
ADH7,2,2,0,0,0,2,0
ADORA1,5,4,0,1,0,5,0
ADORA2A,7,5,2,0,0,5,2
ADORA2B,7,1,0,6,0,7,0
ADORA3,3,3,0,0,0,3,0
ADRA1D,1,1,0,0,0,1,0
ADRA1B,9,1,0,8,0,9,0
ADRA1A,14,7,1,6,0,13,1
ADRA2A,1,1,0,0,0,1,0
ADRA2B,1,1,0,0,0,1,0
ADRA2C,1,1,0,0,0,1,0
ADRB1,1,1,0,0,0,1,0
AGTR1,7,7,0,0,0,7,0
AGTR2,2,2,0,0,0,2,0
AHCY,9,6,0,3,0,9,0
ALAS1,7,4,0,3,0,7,0
ALDH1A1,1,1,0,0,0,1,0
ALDH2,2,2,0,0,0,2,0
ALDH3A1,6,4,0,2,0,6,0
ALDH1B1,2,1,0,1,0,2,0
ALDH1A3,2,2,0,0,0,2,0
ALDH3B1,5,5,0,0,0,5,0
ALDH9A1,2,2,0,0,0,2,0
ALOX12,1,1,0,0,0,1,0
ALOX5,8,5,0,3,0,8,0
AMY2A,1,1,0,0,0,1,0
ANXA1,3,1,0,2,0,3,0
ATP1A1,3,3,0,0,0,3,0
ATP1A2,2,1,0,1,0,2,0
ATP4A,1,1,0,0,0,1,0
ATP4B,1,1,0,0,0,1,0
AVPR1A,2,1,0,1,0,2,0
AVPR1B,1,1,0,0,0,1,0
BCKDHA,2,2,0,0,0,2,0
BDKRB1,2,2,0,0,0,2,0
BLVRA,6,2,0,4,0,6,0
BLVRB,1,1,0,0,0,1,0
TSPO,5,3,1,1,0,4,1
C4BPA,3,1,0,2,0,3,0
C4BPB,9,5,0,4,0,9,0
CA4,11,1,1,9,0,10,1
CACNA1B,2,2,0,0,0,2,0
CACNA1C,56,23,0,33,0,56,0
CACNA1D,22,3,0,19,0,22,0
CACNA1E,14,3,0,11,0,14,0
CACNA2D1,18,3,0,14,1,17,1
CACNB1,8,3,0,5,0,8,0
CACNB2,15,11,0,4,0,15,0
CACNB3,10,4,0,6,0,10,0
CACNB4,18,11,0,7,0,18,0
CACNG1,1,1,0,0,0,1,0
CALCB,1,1,0,0,0,1,0
CCK,2,2,0,0,0,2,0
CCKAR,1,1,0,0,0,1,0
CD3D,3,2,0,1,0,3,0
CD3E,1,1,0,0,0,1,0
CD247,7,4,0,3,0,7,0
CGA,2,2,0,0,0,2,0
CGB3,1,1,0,0,0,1,0
CHRM1,2,1,0,1,0,2,0
CHRM2,11,10,0,1,0,11,0
CHRM3,32,10,1,21,0,31,1
CHRM4,2,2,0,0,0,2,0
CHRNA2,9,6,0,3,0,9,0
CHRNA3,4,2,1,1,0,3,1
CHRNA4,3,2,1,0,0,2,1
CHRNA5,7,7,0,0,0,7,0
CHRNA7,8,2,1,5,0,7,1
CHRNB1,1,1,0,0,0,1,0
CHRNB2,3,1,0,1,1,2,1
CHRNB3,3,2,0,1,0,3,0
CHRNB4,12,2,0,10,0,12,0
CHRND,5,4,0,1,0,5,0
COMT,5,5,0,0,0,5,0
CRAT,12,7,0,5,0,12,0
CRH,4,1,0,3,0,4,0
CSF1,9,4,0,5,0,9,0
CSF2,1,1,0,0,0,1,0
CSF3,8,4,4,0,0,4,4
CSF3R,7,3,0,4,0,7,0
CYP1A2,1,1,0,0,0,1,0
CYP2A6,1,1,0,0,0,1,0
CYP2A7,4,2,0,2,0,4,0
CYP3A7,1,1,0,0,0,1,0
CYP2A13,1,1,0,0,0,1,0
CYP2B6,1,1,0,0,0,1,0
CYP2C19,1,1,0,0,0,1,0
CYP2C8,4,4,0,0,0,4,0
CYP2C9,1,1,0,0,0,1,0
CYP2C18,2,2,0,0,0,2,0
CYP2E1,1,1,0,0,0,1,0
CYP2F1,5,1,1,3,0,4,1
CYP2J2,5,1,2,2,0,3,2
CYP3A5,5,4,1,0,0,4,1
CYP4A11,11,3,7,1,0,4,7
CYP7A1,1,1,0,0,0,1,0
CYP11A1,2,2,0,0,0,2,0
CYP24A1,9,6,0,3,0,9,0
CYP26A1,2,2,0,0,0,2,0
CYP27A1,1,1,0,0,0,1,0
CYP27B1,1,1,0,0,0,1,0
CYP51A1,2,2,0,0,0,2,0
DBH,1,1,0,0,0,1,0
DCK,2,1,0,1,0,2,0
ACE,8,6,1,1,0,7,1
DDC,10,7,0,3,0,10,0
DHFR,4,3,1,0,0,3,1
DIO1,7,5,2,0,0,5,2
DIO2,6,4,2,0,0,4,2
DRD1,1,1,0,0,0,1,0
DRD2,4,2,0,2,0,4,0
DRD3,4,4,0,0,0,4,0
DRD4,1,1,0,0,0,1,0
DRD5,1,1,0,0,0,1,0
EPO,1,1,0,0,0,1,0
